timing_cohort,n,median_abs_minutes,betonline_before_count,both_pregame,proppadia_brier,proppadia_log_loss,betonline_brier,betonline_log_loss
GT_120_MIN,100,300.1535613166667,0,100,0.2594240116383657,0.7128000378476911,0.27925538249053183,0.753544138358675
LE_15_MIN,454,0.1964128,0,454,0.2475295431839225,0.6884918269574023,0.24957750038101378,0.6927982619745696
MIN_61_120,1,88.64455206666666,0,1,0.3921136959560871,0.9840071618045314,0.4423700274647956,1.0939502755622985
