row_type,period,evidence_class,game_date,game_pk,model_key,model_identity,distribution_mean,distribution_median,market_total_line,absolute_mean_minus_market_line,absolute_median_minus_market_line,market_status,market_snapshot_timestamp_utc,sportsbook_provider,interpretation,games_with_governed_line,mean_absolute_mean_minus_market_line,mean_absolute_median_minus_market_line
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-11,824240,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,7.720134527381689,7.0,8.5,0.7798654726183107,1.5,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-11T12:49:21Z,Fanatics,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-11,824563,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,7.942758331568477,7.0,8.0,0.057241668431522896,1.0,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-11T12:49:21Z,Fanatics,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-11,824886,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,8.020939474284578,8.0,8.5,0.4790605257154219,0.5,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-11T12:49:21Z,Fanatics,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-11,824970,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,9.802155503887674,9.0,10.0,0.19784449611232624,1.0,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-11T12:49:21Z,Fanatics,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-11,825046,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,7.83378759758069,7.0,9.5,1.6662124024193101,2.5,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-11T12:49:21Z,Fanatics,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-12,822698,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,8.46708146882404,8.0,9.5,1.0329185311759606,1.5,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-12T12:50:01Z,Pinnacle,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-12,822779,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,7.906632514728591,7.0,7.5,0.4066325147285914,0.5,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-12T12:50:01Z,BetMGM,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-12,823017,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,7.492858592814536,7.0,8.0,0.5071414071854639,1.0,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-12T12:50:01Z,Pinnacle,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-12,823187,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,8.051932674383277,8.0,8.5,0.4480673256167229,0.5,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-12T15:47:50Z,Pinnacle,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-12,823263,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,7.592204702055248,7.0,8.0,0.40779529794475167,1.0,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-12T12:50:01Z,Pinnacle,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-12,823511,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,8.253038271028911,8.0,8.5,0.2469617289710886,0.5,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-12T12:50:01Z,BetMGM,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-12,823672,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,8.33344592804971,8.0,9.0,0.6665540719502907,1.0,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-12T12:50:01Z,Pinnacle,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-12,823833,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,8.111110811613337,8.0,8.0,0.11111081161333658,0.0,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-12T12:50:01Z,Pinnacle,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-12,823916,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,7.585672541180949,7.0,9.0,1.4143274588190513,2.0,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-12T12:50:01Z,BetMGM,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-12,823994,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,8.448288414619057,8.0,9.5,1.051711585380943,1.5,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-12T12:50:01Z,Pinnacle,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-12,824241,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,8.829528408931358,8.0,8.0,0.8295284089313579,0.0,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-12T12:50:01Z,Pinnacle,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-12,824562,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,8.379441663422579,8.0,9.0,0.620558336577421,1.0,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-12T12:50:01Z,Pinnacle,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-12,824883,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,7.610935845009887,7.0,8.5,0.8890641549901126,1.5,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-12T12:50:01Z,Pinnacle,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-12,824967,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,9.72174128204416,9.0,9.5,0.22174128204416022,0.5,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-12T12:50:01Z,LowVig.ag,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-12,825047,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,8.338820374750286,8.0,9.5,1.161179625249714,1.5,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-12T12:50:01Z,BetMGM,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-13,822696,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,8.222723576124793,8.0,9.0,0.7772764238752075,1.0,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-13T12:44:08Z,Bovada,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-13,822776,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,8.155576908385202,8.0,8.0,0.15557690838520166,0.0,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-13T12:44:08Z,Bovada,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-13,823508,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,8.376721162630842,8.0,8.0,0.376721162630842,0.0,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-13T12:44:08Z,Bovada,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-13,823829,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,7.986041094604796,7.0,8.0,0.013958905395203836,1.0,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-13T12:44:08Z,Bovada,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-13,823915,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,7.609337733695186,7.0,8.5,0.8906622663048136,1.5,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-13T12:44:08Z,Bovada,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-13,823995,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,7.553918184921802,7.0,8.0,0.4460818150781982,1.0,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-13T12:44:08Z,Bovada,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-13,824238,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,7.9411754659262295,7.0,8.0,0.05882453407377053,1.0,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-13T12:44:08Z,Bovada,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-13,824561,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,8.005217424959215,7.0,8.5,0.4947825750407855,1.5,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-13T12:44:08Z,Bovada,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-14,822777,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,8.20899837787441,8.0,8.0,0.20899837787441022,0.0,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-14T12:48:19Z,LowVig.ag,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-14,822942,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,7.972803760100367,7.0,8.0,0.0271962398996326,1.0,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-14T18:17:23Z,FanDuel,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-14,823185,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,7.727099406914774,7.0,7.5,0.22709940691477382,0.5,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-14T12:48:19Z,LowVig.ag,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-14,823346,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,7.833840094020714,7.0,8.0,0.16615990597928576,1.0,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-14T12:48:19Z,LowVig.ag,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-14,823591,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,7.55951540815453,7.0,8.5,0.9404845918454701,1.5,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-14T12:48:19Z,LowVig.ag,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-14,823913,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,7.6929850140873235,7.0,8.0,0.3070149859126765,1.0,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-14T12:48:19Z,LowVig.ag,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-14,823993,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,8.179643371930684,8.0,9.0,0.820356628069316,1.0,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-14T12:48:19Z,LowVig.ag,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-14,824159,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,7.681991755285065,7.0,8.0,0.3180082447149353,1.0,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-14T12:48:19Z,LowVig.ag,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-14,824237,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,7.6130208238921755,7.0,8.5,0.8869791761078245,1.5,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-14T12:48:19Z,LowVig.ag,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-14,824399,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,7.724515558242924,7.0,7.5,0.22451555824292413,0.5,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-14T12:48:19Z,LowVig.ag,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-14,824479,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,7.806989868062871,7.0,8.0,0.1930101319371289,1.0,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-14T12:48:19Z,LowVig.ag,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-14,824643,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,7.595822036265654,7.0,8.0,0.40417796373434633,1.0,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-14T12:48:19Z,FanDuel,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-14,824882,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,7.955952402719436,7.0,9.5,1.5440475972805636,2.5,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-14T18:17:23Z,FanDuel,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-14,824968,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,9.904846677651351,9.0,9.5,0.4048466776513511,0.5,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-14T23:44:05Z,Bovada,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-15,822775,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,7.948724224426722,7.0,7.5,0.448724224426722,0.5,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-15T12:50:51Z,MyBookie.ag,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-15,822941,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,7.736879487140698,7.0,7.5,0.23687948714069762,0.5,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-15T12:50:51Z,MyBookie.ag,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-15,823184,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,7.652268339766789,7.0,7.5,0.15226833976678922,0.5,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-15T12:50:51Z,MyBookie.ag,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-15,823347,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,7.925658195850601,7.0,8.0,0.07434180414939906,1.0,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-15T12:50:51Z,MyBookie.ag,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-15,823588,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,7.7394699173179085,7.0,8.5,0.7605300826820915,1.5,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-15T12:50:51Z,MyBookie.ag,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-15,823671,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,8.098541179892198,8.0,8.0,0.09854117989219802,0.0,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-15T12:50:51Z,MyBookie.ag,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-15,823914,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,7.611240541711871,7.0,7.5,0.11124054171187137,0.5,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-15T12:50:51Z,MyBookie.ag,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-15,823990,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,8.084339182629888,8.0,8.0,0.08433918262988804,0.0,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-15T12:50:51Z,MyBookie.ag,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-15,824157,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,7.768526591094085,7.0,8.5,0.7314734089059147,1.5,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-15T12:50:51Z,MyBookie.ag,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-15,824239,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,7.557219809790545,7.0,7.5,0.05721980979054475,0.5,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-15T12:50:51Z,MyBookie.ag,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-15,824400,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,7.291016240990508,7.0,8.0,0.7089837590094916,1.0,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-15T20:16:09Z,Caesars,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-15,824480,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,8.395487707028504,8.0,9.5,1.1045122929714957,1.5,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-15T12:50:51Z,MyBookie.ag,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-15,824644,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,7.48076949045907,7.0,9.5,2.0192305095409298,2.5,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-15T12:50:51Z,MyBookie.ag,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-15,824884,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,7.847801205880436,7.0,9.0,1.1521987941195642,2.0,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-15T12:50:51Z,MyBookie.ag,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-15,824966,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,10.049124403226593,9.0,9.5,0.5491244032265925,0.5,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-15T12:50:51Z,MyBookie.ag,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-07,822699,C_CONFIDENCE_ONLY,DIRECT_NEGATIVE_BINOMIAL_COUNT_CONFIDENCE_ONLY_V1,9.147111121166718,9.0,9.0,0.1471111211667182,0.0,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-07T12:48:57Z,MyBookie.ag,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-07,822863,C_CONFIDENCE_ONLY,DIRECT_NEGATIVE_BINOMIAL_COUNT_CONFIDENCE_ONLY_V1,8.16513517183548,8.0,7.5,0.6651351718354803,0.5,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-07T12:48:57Z,Fanatics,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-07,823024,C_CONFIDENCE_ONLY,DIRECT_NEGATIVE_BINOMIAL_COUNT_CONFIDENCE_ONLY_V1,8.356448827194228,8.0,8.5,0.1435511728057719,0.5,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-07T12:48:57Z,Fanatics,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-07,823103,C_CONFIDENCE_ONLY,DIRECT_NEGATIVE_BINOMIAL_COUNT_CONFIDENCE_ONLY_V1,8.218066328989545,8.0,7.0,1.2180663289895453,1.0,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-07T12:48:57Z,Fanatics,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-07,823191,C_CONFIDENCE_ONLY,DIRECT_NEGATIVE_BINOMIAL_COUNT_CONFIDENCE_ONLY_V1,8.57821886906563,8.0,8.5,0.0782188690656298,0.5,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-07T18:17:44Z,DraftKings,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-07,823266,C_CONFIDENCE_ONLY,DIRECT_NEGATIVE_BINOMIAL_COUNT_CONFIDENCE_ONLY_V1,8.205486577515657,8.0,8.0,0.20548657751565713,0.0,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-07T12:48:57Z,Fanatics,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-07,823349,C_CONFIDENCE_ONLY,DIRECT_NEGATIVE_BINOMIAL_COUNT_CONFIDENCE_ONLY_V1,8.684214977029797,8.0,8.0,0.6842149770297965,0.0,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-07T12:48:57Z,Fanatics,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-07,823428,C_CONFIDENCE_ONLY,DIRECT_NEGATIVE_BINOMIAL_COUNT_CONFIDENCE_ONLY_V1,9.25974068477748,9.0,7.5,1.75974068477748,1.5,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-07T12:48:57Z,Fanatics,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
GAME,PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,2026-08-07,823515,C_CONFIDENCE_ONLY,DIRECT_NEGATIVE_BINOMIAL_COUNT_CONFIDENCE_ONLY_V1,8.934390559681258,8.0,8.0,0.9343905596812583,0.0,TOTAL_MARKET_CERTIFIED_PAIRED,2026-08-07T12:48:57Z,Fanatics,DESCRIPTIVE_ONLY_NO_EDGE_OR_EV,,,
