period,evidence_class,games,control_current_point_contract,control_current_point_mae,control_median_mae,c_mean_mae,c_median_mae,c_median_minus_control_current_point_mae,c_median_minus_control_median_mae,c_mean_minus_control_mean_mae,mean_to_median_reduction_in_c_vs_control_current_delta,C_MAE_TRADEOFF
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2433,DISTRIBUTION_MEAN_LOCATION_PARAMETER,3.597206636166537,3.5787094122482532,3.6157122846687173,3.5774763666255653,-0.01973026954097179,-0.0012330456226878894,0.018505648502180172,0.03823591804315196,MATERIALLY_REDUCED_BY_POINT_SUMMARY
2026_SEQUENTIAL_EARLY,PRIMARY_OUT_OF_TIME_EVIDENCE,1281,DISTRIBUTION_MEAN_LOCATION_PARAMETER,3.5209459692414056,3.5565964090554254,3.5549530763792703,3.5378610460577673,0.01691507681636173,-0.0187353629976581,0.0340071071378647,0.01709203032150297,MATERIALLY_REDUCED_BY_POINT_SUMMARY
2026_LATE_HOLDOUT,PRIMARY_OUT_OF_TIME_EVIDENCE,439,DISTRIBUTION_MEAN_LOCATION_PARAMETER,3.6782613120044236,3.6879271070615034,3.765376544507537,3.6742596810933943,-0.004001630911029341,-0.013667425968109104,0.08711523250311348,0.09111686341414282,MATERIALLY_REDUCED_BY_POINT_SUMMARY
PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,126,DISTRIBUTION_MEAN_LOCATION_PARAMETER,3.265726718124754,3.3253968253968256,3.27124467203617,3.2698412698412698,0.0041145517165159795,-0.0555555555555558,0.005517953911416296,0.0014034021949003161,MATERIALLY_REDUCED_BY_POINT_SUMMARY
