period,contrast,metric,games,date_clusters,draws,seed,candidate_observed,reference_observed,candidate_minus_reference,ci_low,ci_high,fraction_draws_favoring_c,favor_contract
FROZEN_2025_VALIDATION,C_MEDIAN_MINUS_CONTROL_CURRENT_MEAN_MAE,MAE,2433,185,10000,20260816,3.5774763666255653,3.597206636166537,-0.01973026954097179,-0.03763662634668795,-0.00173562459728576,0.9842,LOWER_IS_BETTER
FROZEN_2025_VALIDATION,C_MEDIAN_MINUS_CONTROL_MEDIAN_MAE,MAE,2433,185,10000,20260816,3.5774763666255653,3.5787094122482532,-0.0012330456226878894,-0.024777377472049278,0.023102483462260428,0.5429,LOWER_IS_BETTER
FROZEN_2025_VALIDATION,C_MEAN_MINUS_CONTROL_MEAN_RMSE,RMSE,2433,185,10000,20260816,4.577408098000191,4.591661831793692,-0.0142537337935007,-0.030392032360120978,0.002827562581057531,0.9497,LOWER_IS_BETTER
2026_SEQUENTIAL_EARLY,C_MEDIAN_MINUS_CONTROL_CURRENT_MEAN_MAE,MAE,1281,98,10000,20260816,3.5378610460577673,3.5209459692414056,0.01691507681636173,-0.003208944125257218,0.03731061937705502,0.0529,LOWER_IS_BETTER
2026_SEQUENTIAL_EARLY,C_MEDIAN_MINUS_CONTROL_MEDIAN_MAE,MAE,1281,98,10000,20260816,3.5378610460577673,3.5565964090554254,-0.0187353629976581,-0.058730063881083816,0.02058613304923977,0.8103,LOWER_IS_BETTER
2026_SEQUENTIAL_EARLY,C_MEAN_MINUS_CONTROL_MEAN_RMSE,RMSE,1281,98,10000,20260816,4.47925376644542,4.500767948230816,-0.021514181785396325,-0.05619530004136206,0.014186560582551898,0.886,LOWER_IS_BETTER
2026_LATE_HOLDOUT,C_MEDIAN_MINUS_CONTROL_CURRENT_MEAN_MAE,MAE,439,33,10000,20260816,3.6742596810933943,3.6782613120044236,-0.004001630911029341,-0.03562887326040239,0.028349131377037602,0.5931,LOWER_IS_BETTER
2026_LATE_HOLDOUT,C_MEDIAN_MINUS_CONTROL_MEDIAN_MAE,MAE,439,33,10000,20260816,3.6742596810933943,3.6879271070615034,-0.013667425968109104,-0.08089887640449467,0.054117647058823604,0.6401,LOWER_IS_BETTER
2026_LATE_HOLDOUT,C_MEAN_MINUS_CONTROL_MEAN_RMSE,RMSE,439,33,10000,20260816,4.644464224923119,4.68092949277268,-0.036465267849560945,-0.09628561494389729,0.02554443111321745,0.8783,LOWER_IS_BETTER
