period,evidence_class,model_key,model_identity,games,mean_mean_minus_median,median_mean_minus_median,p10_mean_minus_median,p25_mean_minus_median,p75_mean_minus_median,p90_mean_minus_median,maximum_mean_minus_median,percentage_mean_equals_median,percentage_absolute_gap_ge_0_25,percentage_absolute_gap_ge_0_50,percentage_absolute_gap_ge_1_00,max_theoretical_minus_folded_support_mean
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,2433,0.530123171289071,0.5177428281168481,0.1273250831228001,0.2682951256618491,0.7890965754151757,0.9526944290351658,1.1142712057109136,0.0,76.69543773119607,51.70571311138512,4.48006576243321,0.007287413741634552
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,C_CONFIDENCE_ONLY,DIRECT_NEGATIVE_BINOMIAL_COUNT_CONFIDENCE_ONLY_V1,2433,0.5666557237517624,0.5794515200379333,0.16154868609740164,0.32043674143777245,0.809088618431419,0.9532494471239442,1.139159877033503,0.0,81.134401972873,57.99424578709412,5.425400739827373,0.014509142527646901
2026_SEQUENTIAL_EARLY,PRIMARY_OUT_OF_TIME_EVIDENCE,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,1281,0.5279531720147395,0.5470282862190565,0.10505481204928913,0.24276767872299843,0.8094619845401976,0.9379733895705717,1.1105677631003346,0.0,74.47306791569088,53.00546448087432,2.576112412177986,0.00726313238396159
2026_SEQUENTIAL_EARLY,PRIMARY_OUT_OF_TIME_EVIDENCE,C_CONFIDENCE_ONLY,DIRECT_NEGATIVE_BINOMIAL_COUNT_CONFIDENCE_ONLY_V1,1281,0.5661743764191276,0.5759141617134755,0.16944455598582486,0.31053318938931085,0.8234385342464243,0.9626331325067294,1.1125343703654718,0.0,81.4207650273224,57.29898516783762,6.0889929742388755,0.007355154696860211
2026_LATE_HOLDOUT,PRIMARY_OUT_OF_TIME_EVIDENCE,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,439,0.5485124408199572,0.5612099938782062,0.13097816056995343,0.30257232140230617,0.8026182816011902,0.9350516994933817,1.0959738297759767,0.0,78.35990888382688,57.1753986332574,3.189066059225513,0.005018467774641877
2026_LATE_HOLDOUT,PRIMARY_OUT_OF_TIME_EVIDENCE,C_CONFIDENCE_ONLY,DIRECT_NEGATIVE_BINOMIAL_COUNT_CONFIDENCE_ONLY_V1,439,0.5486679973618185,0.5290138245677998,0.1565115824642241,0.3036993055147059,0.8092849694516362,0.9492790847705362,1.0687868127063318,0.0,80.41002277904327,53.75854214123007,6.605922551252847,0.0067335159611428
PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,126,0.5759282595212839,0.6110881933608794,0.11988248980334149,0.3620882724835952,0.8261237132619221,0.9391754632260221,1.0491244032265925,0.0,80.95238095238095,61.904761904761905,2.380952380952381,0.002548863664774359
PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,C_CONFIDENCE_ONLY,DIRECT_NEGATIVE_BINOMIAL_COUNT_CONFIDENCE_ONLY_V1,126,0.5362866644701914,0.5533125433719395,0.12819177173310425,0.27664283662058287,0.7539535127043,0.9268656965973836,1.0738080465459099,0.0,77.77777777777779,57.936507936507944,3.968253968253968,0.0029624467622983985
