period,evidence_class,game_date,game_pk,actual_total,model_key,model_identity,model_hash,dispersion_alpha,theoretical_distribution_mean,folded_support_distribution_mean,distribution_median,distribution_mode,current_stored_control_raw_point_forecast,model_frozen_point_forecast,current_stored_raw_equals_model_theoretical_mean,current_stored_raw_equality_contract,theoretical_variance,mean_minus_median,mean_minus_mode,theoretical_minus_folded_support_mean,mean_absolute_error_row,median_absolute_error_row,mode_absolute_error_row,mean_squared_error_row,median_squared_error_row,mode_squared_error_row,support_contract
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-04-09,778399,9.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,9.3061189639234,9.305038095923555,9.0,8.0,9.3061189639234,9.3061189639234,True,EXACT_WITHIN_2E_12,20.516537008591314,0.30611896392339943,1.3061189639233994,0.0010808679998444148,0.30611896392339943,0.0,1.0,0.09370882007353552,0.0,1.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-04-09,778393,7.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,8.351624839025622,8.35132843362988,8.0,7.0,8.351624839025622,8.351624839025622,True,EXACT_WITHIN_2E_12,17.38035269301688,0.3516248390256216,1.3516248390256216,0.0002964053957423829,1.3516248390256216,1.0,0.0,1.8268897054710374,1.0,0.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-04-09,778388,4.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,10.054982888281963,10.052417866330853,9.0,8.0,10.054982888281963,10.054982888281963,True,EXACT_WITHIN_2E_12,23.142199171488485,1.0549828882819625,2.0549828882819625,0.0025650219511099692,6.0549828882819625,5.0,4.0,36.662817777387374,25.0,16.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-04-09,778379,19.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,9.981501014230982,9.979132580425107,9.0,8.0,9.981501014230982,9.981501014230982,True,EXACT_WITHIN_2E_12,22.8781333386928,0.9815010142309823,1.9815010142309823,0.0023684338058753696,9.018498985769018,10.0,11.0,81.3333239563168,100.0,121.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-04-10,778378,7.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,8.389522315101383,8.389208791957408,8.0,7.0,8.389522315101383,8.389522315101383,True,EXACT_WITHIN_2E_12,17.500376062936233,0.3895223151013827,1.3895223151013827,0.00031352314397459224,1.3895223151013827,1.0,0.0,1.9307722641647063,1.0,0.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-04-10,778382,12.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,9.37578516513719,9.374607838394112,9.0,8.0,9.37578516513719,9.37578516513719,True,EXACT_WITHIN_2E_12,20.75467526618389,0.37578516513718974,1.3757851651371897,0.001177326743077245,2.6242148348628103,3.0,4.0,6.886503499514046,9.0,16.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-04-10,778373,5.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,9.592158969832848,9.59063423517459,9.0,8.0,9.592158969832848,9.592158969832848,True,EXACT_WITHIN_2E_12,21.502312048005784,0.5921589698328482,1.5921589698328482,0.0015247346582576426,4.592158969832848,4.0,3.0,21.087924004216287,16.0,9.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-04-10,778371,9.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,10.507746900847355,10.50364543709512,10.0,9.0,10.507746900847355,10.507746900847355,True,EXACT_WITHIN_2E_12,24.800102560675114,0.507746900847355,1.507746900847355,0.0041014637522351904,1.507746900847355,1.0,0.0,2.273300717014804,1.0,0.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-04-10,778377,7.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,9.069340179344826,9.068538680044977,9.0,7.0,9.069340179344826,9.069340179344826,True,EXACT_WITHIN_2E_12,19.716554400514063,0.06934017934482561,2.0693401793448256,0.0008014992998486292,2.0693401793448256,2.0,0.0,4.282168777850875,4.0,0.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-04-10,778384,6.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,8.275931324250315,8.275666706635459,8.0,7.0,8.275931324250315,8.275931324250315,True,EXACT_WITHIN_2E_12,17.14174019037795,0.2759313242503154,1.2759313242503154,0.0002646176148566326,2.2759313242503154,2.0,1.0,5.179863392703794,4.0,1.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-04-11,778375,7.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,8.585824354297975,8.58540783307944,8.0,7.0,8.585824354297975,8.585824354297975,True,EXACT_WITHIN_2E_12,18.128026382835344,0.5858243542979746,1.5858243542979746,0.00041652121853452684,1.5858243542979746,1.0,0.0,2.514838882684588,1.0,0.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-04-11,778374,8.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,8.889340592009738,8.888707910094583,8.0,7.0,8.889340592009738,8.889340592009738,True,EXACT_WITHIN_2E_12,19.118117361898634,0.8893405920097379,1.889340592009738,0.0006326819151549756,0.8893405920097379,0.0,1.0,0.7909266885962312,0.0,1.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-04-11,778367,9.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,9.730052642445491,9.728264200562755,9.0,8.0,9.730052642445491,9.730052642445491,True,EXACT_WITHIN_2E_12,21.985099833061028,0.7300526424454912,1.7300526424454912,0.0017884418827360804,0.7300526424454912,0.0,1.0,0.5329768607416442,0.0,1.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-04-11,778370,10.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,8.820362408571967,8.81978581803478,8.0,7.0,8.820362408571967,8.820362408571967,True,EXACT_WITHIN_2E_12,18.891011593215886,0.8203624085719667,1.8203624085719667,0.0005765905371859503,1.1796375914280333,2.0,3.0,1.3915448471101315,4.0,9.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-04-11,778369,11.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,9.405189165696775,9.403968990349954,9.0,8.0,9.405189165696775,9.405189165696775,True,EXACT_WITHIN_2E_12,20.85556331667697,0.40518916569677543,1.4051891656967754,0.001220175346821506,1.5948108343032246,2.0,3.0,2.5434215972109473,4.0,9.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-04-11,778366,12.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,8.533301371383633,8.532914913417711,8.0,7.0,8.533301371383633,8.533301371383633,True,EXACT_WITHIN_2E_12,17.95911342560654,0.533301371383633,1.533301371383633,0.0003864579659218492,3.466698628616367,4.0,5.0,12.0179993816506,16.0,25.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-04-11,778363,13.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,8.7492431110165,8.748719839300517,8.0,7.0,8.7492431110165,8.7492431110165,True,EXACT_WITHIN_2E_12,18.658146099072482,0.7492431110165008,1.7492431110165008,0.0005232717159842082,4.250756888983499,5.0,6.0,18.068934129240677,25.0,36.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-04-11,778368,17.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,8.719229997406547,8.718727924346775,8.0,7.0,8.719229997406547,8.719229997406547,True,EXACT_WITHIN_2E_12,18.560267242814017,0.719229997406547,1.719229997406547,0.0005020730597724565,8.280770002593453,9.0,10.0,68.57115183585158,81.0,100.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-04-11,778365,2.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,8.693088963950958,8.692604750101886,8.0,7.0,8.693088963950958,8.693088963950958,True,EXACT_WITHIN_2E_12,18.475206041559133,0.6930889639509576,1.6930889639509576,0.000484213849071935,6.693088963950958,6.0,5.0,44.7974398793621,36.0,25.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-04-11,778360,8.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,7.947332574341919,7.947174228480641,7.0,6.0,7.947332574341919,7.947332574341919,True,EXACT_WITHIN_2E_12,16.123078431188603,0.9473325743419192,1.9473325743419192,0.00015834586127816408,0.0526674256580808,1.0,2.0,0.002773857725449468,1.0,4.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-04-11,778361,8.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,8.447860464708992,8.447518924676318,8.0,7.0,8.447860464708992,8.447860464708992,True,EXACT_WITHIN_2E_12,17.685862888820527,0.44786046470899166,1.4478604647089917,0.00034154003267339306,0.44786046470899166,0.0,1.0,0.20057899584935396,0.0,1.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-04-11,778364,7.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,9.18450303202942,9.18357450763228,9.0,7.0,9.18450303202942,9.18450303202942,True,EXACT_WITHIN_2E_12,20.10383153626634,0.1845030320294203,2.1845030320294203,0.0009285243971408619,2.1845030320294203,2.0,0.0,4.7720534969457304,4.0,0.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-04-11,778358,13.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,9.689694249079936,9.687986684497298,9.0,8.0,9.689694249079936,9.689694249079936,True,EXACT_WITHIN_2E_12,21.843289105821768,0.6896942490799365,1.6896942490799365,0.0017075645826380992,3.3103057509200635,4.0,5.0,10.958124164574446,16.0,25.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-04-11,778356,3.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,8.15124810988017,8.151029443342448,8.0,7.0,8.15124810988017,8.15124810988017,True,EXACT_WITHIN_2E_12,16.751928973994456,0.15124810988016968,1.1512481098801697,0.0002186665377212904,5.15124810988017,5.0,4.0,26.53535708954402,25.0,16.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-04-12,778348,4.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,8.901508226367532,8.900865180927566,8.0,7.0,8.901508226367532,8.901508226367532,True,EXACT_WITHIN_2E_12,19.158306241284397,0.9015082263675325,1.9015082263675325,0.0006430454399666274,4.9015082263675325,4.0,3.0,24.024782893148593,16.0,9.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-04-12,778347,5.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,9.34626993438518,9.345134328883148,9.0,8.0,9.34626993438518,9.34626993438518,True,EXACT_WITHIN_2E_12,20.65363068024812,0.3462699343851803,1.3462699343851803,0.0011356055020321776,4.34626993438518,4.0,3.0,18.89006234254056,16.0,9.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-04-12,778355,12.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,8.700014755292663,8.699525863771475,8.0,7.0,8.700014755292663,8.700014755292663,True,EXACT_WITHIN_2E_12,18.49772488385072,0.7000147552926634,1.7000147552926634,0.0004888915211882505,3.2999852447073366,4.0,5.0,10.88990261528614,16.0,25.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-04-12,778346,4.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,9.589460341363749,9.587940420397938,9.0,8.0,9.589460341363749,9.589460341363749,True,EXACT_WITHIN_2E_12,21.49291283064253,0.5894603413637487,1.5894603413637487,0.0015199209658103285,5.589460341363749,5.0,4.0,31.242066907678154,25.0,16.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-04-12,778362,9.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,8.073755513336716,8.073561775952975,8.0,7.0,8.073755513336716,8.073755513336716,True,EXACT_WITHIN_2E_12,16.51168314474498,0.0737555133367156,1.0737555133367156,0.00019373738374106608,0.9262444866632844,1.0,2.0,0.8579288490741313,1.0,4.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-04-12,778349,5.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,8.900726926064763,8.900084550413938,8.0,7.0,8.900726926064763,8.900726926064763,True,EXACT_WITHIN_2E_12,19.155724507278613,0.9007269260647632,1.9007269260647632,0.0006423756508251444,3.9007269260647632,3.0,2.0,15.215670551726657,9.0,4.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-04-12,778353,9.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,9.599971377010203,9.598432634318616,9.0,8.0,9.599971377010203,9.599971377010203,True,EXACT_WITHIN_2E_12,21.529532986065515,0.5999713770102026,1.5999713770102026,0.0015387426915864921,0.5999713770102026,0.0,1.0,0.35996565323151875,0.0,1.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-04-12,778354,13.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,9.12723214624873,9.126368780197438,9.0,7.0,9.12723214624873,9.12723214624873,True,EXACT_WITHIN_2E_12,19.91080809703128,0.1272321462487298,2.12723214624873,0.0008633660512913366,3.87276785375127,4.0,6.0,14.99833084904922,16.0,36.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-04-12,778359,9.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,8.445635938139743,8.445295504719134,8.0,7.0,8.445635938139743,8.445635938139743,True,EXACT_WITHIN_2E_12,17.678773822586024,0.445635938139743,1.445635938139743,0.00034043342060918746,0.554364061860257,1.0,2.0,0.30731951308220284,1.0,4.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-04-12,778357,7.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,8.869839788699386,8.869223418243655,8.0,7.0,8.869839788699386,8.869839788699386,True,EXACT_WITHIN_2E_12,19.053787457716474,0.8698397886993856,1.8698397886993856,0.0006163704557309302,1.8698397886993856,1.0,0.0,3.496300835403363,1.0,0.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-04-12,778351,5.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,8.29731415513615,8.2970408715887,8.0,7.0,8.29731415513615,8.29731415513615,True,EXACT_WITHIN_2E_12,17.208996045484255,0.29731415513614934,1.2973141551361493,0.0002732835474485995,3.2973141551361493,3.0,2.0,10.872280637661218,9.0,4.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-04-12,778350,9.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,9.231126258132873,9.230141644524469,9.0,8.0,9.231126258132873,9.231126258132873,True,EXACT_WITHIN_2E_12,20.261595555916685,0.23112625813287302,1.231126258132873,0.0009846136084039614,0.23112625813287302,0.0,1.0,0.05341934719850345,0.0,1.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-04-12,778352,2.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,8.98091029555552,8.980195990314634,8.0,7.0,8.98091029555552,8.98091029555552,True,EXACT_WITHIN_2E_12,19.421507115347037,0.9809102955555193,1.9809102955555193,0.0007143052408853379,6.980910295555519,6.0,5.0,48.733108554593045,36.0,25.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-04-12,778345,16.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,8.341095676470708,8.340803881205742,8.0,7.0,8.341095676470708,8.341095676470708,True,EXACT_WITHIN_2E_12,17.347072264845686,0.34109567647070804,1.341095676470708,0.00029179526496569963,7.658904323529292,8.0,9.0,58.65881543697568,64.0,81.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-04-12,778341,11.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,7.952591270196759,7.952431572986169,7.0,6.0,7.952591270196759,7.952591270196759,True,EXACT_WITHIN_2E_12,16.139160377432106,0.9525912701967592,1.9525912701967592,0.00015969721058972652,3.047408729803241,4.0,5.0,9.286699966481002,16.0,25.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-04-13,778339,9.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,8.701434244705927,8.700944389689646,8.0,7.0,8.701434244705927,8.701434244705927,True,EXACT_WITHIN_2E_12,18.502341811609284,0.7014342447059274,1.7014342447059274,0.0004898550162817372,0.2985657552940726,1.0,2.0,0.08914151023432003,1.0,4.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-04-13,778344,13.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,8.442762632569234,8.442423623926235,8.0,7.0,8.442762632569234,8.442762632569234,True,EXACT_WITHIN_2E_12,17.66961913954103,0.4427626325692344,1.4427626325692344,0.0003390086429995165,4.557237367430766,5.0,6.0,20.768412423107293,25.0,36.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-04-13,778337,15.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,9.423705696214864,9.422457865784823,9.0,8.0,9.423705696214864,9.423705696214864,True,EXACT_WITHIN_2E_12,20.91921023378646,0.42370569621486354,1.4237056962148635,0.0012478304300405085,5.5762943037851365,6.0,7.0,31.09505816242656,36.0,49.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-04-13,778340,11.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,9.544126503256695,9.54268554931002,9.0,8.0,9.544126503256695,9.544126503256695,True,EXACT_WITHIN_2E_12,21.335298711925162,0.5441265032566953,1.5441265032566953,0.0014409539466750942,1.4558734967433047,2.0,3.0,2.119567638519577,4.0,9.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-04-13,778342,6.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,8.490349684641345,8.48998640457263,8.0,7.0,8.490349684641345,8.490349684641345,True,EXACT_WITHIN_2E_12,17.821512409676032,0.49034968464134465,1.4903496846413447,0.0003632800687149995,2.4903496846413447,2.0,1.0,6.201841551793245,4.0,1.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-04-13,778343,4.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,8.68943851544922,8.688956751612444,8.0,7.0,8.68943851544922,8.68943851544922,True,EXACT_WITHIN_2E_12,18.463341799963494,0.6894385154492202,1.6894385154492202,0.0004817638367757837,4.68943851544922,4.0,3.0,21.990833590178585,16.0,9.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-04-13,778329,10.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,8.6660799678026,8.665613630696136,8.0,7.0,8.6660799678026,8.6660799678026,True,EXACT_WITHIN_2E_12,18.387506368621544,0.6660799678026006,1.6660799678026006,0.0004663371064648203,1.3339200321973994,2.0,3.0,1.779342652297511,4.0,9.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-04-13,778335,6.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,9.110222438987984,9.109377658481499,9.0,7.0,9.110222438987984,9.110222438987984,True,EXACT_WITHIN_2E_12,19.853642831245548,0.110222438987984,2.110222438987984,0.0008447805064850655,3.110222438987984,3.0,1.0,9.673483619984363,9.0,1.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-04-13,778338,4.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,8.24833427610152,8.248080490920987,8.0,7.0,8.24833427610152,8.24833427610152,True,EXACT_WITHIN_2E_12,17.055113601225774,0.24833427610152015,1.2483342761015201,0.0002537851805328728,4.24833427610152,4.0,3.0,18.048344121499028,16.0,9.0,0..30_WITH_30_PLUS_TAIL
