period,control_raw_forecast_band,variant,games,mean_prediction,mean_actual,actual_minus_forecast_bias,mae,rmse,crps,ladder_brier,ladder_log_loss,ladder_ece
FROZEN_2025_VALIDATION,>=10.0,B_PARK_ONLY,107,10.312943008514717,10.289719626168225,-0.023223382346493893,3.361310379448999,4.176295728003054,2.377739493691493,0.2174653292308397,0.6251258736061575,0.030591827056069477
FROZEN_2025_VALIDATION,>=10.0,C_CONFIDENCE_ONLY,107,10.474343091505405,10.289719626168225,-0.18462346533718152,3.3671172992448857,4.184508348421163,2.3781610891099727,0.21715235328689728,0.6246126584503274,0.025619216299981606
FROZEN_2025_VALIDATION,>=10.0,D_LOW_DEPTH,107,10.473081219869156,10.289719626168225,-0.1833615937009289,3.36709067943924,4.1836101848019185,2.3777246892614747,0.2171041211342626,0.6245052754256173,0.025653188180418954
2026_SEQUENTIAL_EARLY,<7.5,A_CONTROL,12,7.383069782509213,7.5,0.1169302174907878,3.4090685076959333,4.012590389796942,2.3534130457341487,0.22761680324065794,0.6523658140835233,0.06344316538862368
2026_SEQUENTIAL_EARLY,<7.5,B_PARK_ONLY,12,8.037863411151946,7.5,-0.5378634111519459,3.5199241655577684,4.061244558182155,2.359307873620096,0.2253772914573823,0.6431683532562518,0.07491426509318375
2026_SEQUENTIAL_EARLY,<7.5,C_CONFIDENCE_ONLY,12,8.020085663684666,7.5,-0.5200856636846675,3.5052879326518553,4.060005178267389,2.356539471670556,0.22487304877871317,0.6421101248436764,0.0591464066296699
2026_SEQUENTIAL_EARLY,<7.5,D_LOW_DEPTH,12,8.01411338807758,7.5,-0.5141133880775811,3.5069420250321266,4.061735956942327,2.357981059879195,0.2250826332718028,0.6426039107928564,0.05943402611995237
2026_SEQUENTIAL_EARLY,7.5-7.99,A_CONTROL,295,7.8398045387334605,8.769491525423728,0.9296869866902683,3.520810428603887,4.459562562961061,2.5067190420936747,0.23665038966242316,0.6685585605029952,0.08689898592274244
2026_SEQUENTIAL_EARLY,7.5-7.99,B_PARK_ONLY,295,8.39007798071923,8.769491525423728,0.37941354470449823,3.4868092265826864,4.358603660274952,2.4440186526922005,0.22917508579321083,0.6505869229256266,0.03854502769551894
2026_SEQUENTIAL_EARLY,7.5-7.99,C_CONFIDENCE_ONLY,295,8.503105439301223,8.769491525423728,0.2663860861225056,3.486884869420869,4.346495269038152,2.437149374915129,0.2282571696076847,0.648512762049308,0.028517843064395223
