row_type,period,block_type,excluded_block,remaining_games,metric,repaired_minus_control,favors_repaired,variant,min_repaired_minus_control,max_repaired_minus_control,delta_sign_changes,fraction_blocks_favoring_repaired
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-04,889,rmse,-0.018752237456013177,True,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-04,889,bias,-0.5854539213554977,True,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-04,889,crps,-0.013902947584266467,True,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-04,889,brier,-0.001585264567231931,True,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-05,862,mae,0.01287203987298513,False,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-05,862,rmse,-0.043251197438834765,True,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-05,862,bias,-0.5613847323194853,True,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-05,862,crps,-0.0312434638320096,True,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-05,862,brier,-0.0034106905328306625,True,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-06,887,mae,0.055679813809415446,False,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-06,887,rmse,-0.002420218860534895,True,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-06,887,bias,-0.5430744128556986,True,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-06,887,crps,-0.005057584924895053,True,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-06,887,brier,-0.000639931689291301,True,D_LOW_DEPTH,,,,
SUMMARY,2026_SEQUENTIAL_EARLY,MONTH,ALL,VARIES,mae,,,D_LOW_DEPTH,0.01287203987298513,0.055679813809415446,False,0.0
SUMMARY,2026_SEQUENTIAL_EARLY,MONTH,ALL,VARIES,rmse,,,D_LOW_DEPTH,-0.043251197438834765,-0.002420218860534895,False,1.0
SUMMARY,2026_SEQUENTIAL_EARLY,MONTH,ALL,VARIES,bias,,,D_LOW_DEPTH,-0.5854539213554977,-0.5430744128556986,False,1.0
SUMMARY,2026_SEQUENTIAL_EARLY,MONTH,ALL,VARIES,crps,,,D_LOW_DEPTH,-0.0312434638320096,-0.005057584924895053,False,1.0
SUMMARY,2026_SEQUENTIAL_EARLY,MONTH,ALL,VARIES,brier,,,D_LOW_DEPTH,-0.0034106905328306625,-0.000639931689291301,False,1.0
LEAVE_BLOCK_OUT,2026_LATE_HOLDOUT,MONTH,2026-07,68,mae,0.06025886700862326,False,B_PARK_ONLY,,,,
LEAVE_BLOCK_OUT,2026_LATE_HOLDOUT,MONTH,2026-07,68,rmse,-0.015942345122838653,True,B_PARK_ONLY,,,,
LEAVE_BLOCK_OUT,2026_LATE_HOLDOUT,MONTH,2026-07,68,bias,-0.5032339697310504,False,B_PARK_ONLY,,,,
LEAVE_BLOCK_OUT,2026_LATE_HOLDOUT,MONTH,2026-07,68,crps,0.005191321232587587,False,B_PARK_ONLY,,,,
LEAVE_BLOCK_OUT,2026_LATE_HOLDOUT,MONTH,2026-07,68,brier,0.003628963435508753,False,B_PARK_ONLY,,,,
LEAVE_BLOCK_OUT,2026_LATE_HOLDOUT,MONTH,2026-08,371,mae,0.08433253449195233,False,B_PARK_ONLY,,,,
LEAVE_BLOCK_OUT,2026_LATE_HOLDOUT,MONTH,2026-08,371,rmse,-0.016079762020620336,True,B_PARK_ONLY,,,,
LEAVE_BLOCK_OUT,2026_LATE_HOLDOUT,MONTH,2026-08,371,bias,-0.48626443053716,True,B_PARK_ONLY,,,,
LEAVE_BLOCK_OUT,2026_LATE_HOLDOUT,MONTH,2026-08,371,crps,-0.009188135515692863,True,B_PARK_ONLY,,,,
LEAVE_BLOCK_OUT,2026_LATE_HOLDOUT,MONTH,2026-08,371,brier,-0.0004568073380520621,True,B_PARK_ONLY,,,,
SUMMARY,2026_LATE_HOLDOUT,MONTH,ALL,VARIES,mae,,,B_PARK_ONLY,0.06025886700862326,0.08433253449195233,False,0.0
SUMMARY,2026_LATE_HOLDOUT,MONTH,ALL,VARIES,rmse,,,B_PARK_ONLY,-0.016079762020620336,-0.015942345122838653,False,1.0
SUMMARY,2026_LATE_HOLDOUT,MONTH,ALL,VARIES,bias,,,B_PARK_ONLY,-0.5032339697310504,-0.48626443053716,False,0.5
SUMMARY,2026_LATE_HOLDOUT,MONTH,ALL,VARIES,crps,,,B_PARK_ONLY,-0.009188135515692863,0.005191321232587587,True,0.5
SUMMARY,2026_LATE_HOLDOUT,MONTH,ALL,VARIES,brier,,,B_PARK_ONLY,-0.0004568073380520621,0.003628963435508753,True,0.5
LEAVE_BLOCK_OUT,2026_LATE_HOLDOUT,MONTH,2026-07,68,mae,0.07713701287208741,False,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,2026_LATE_HOLDOUT,MONTH,2026-07,68,rmse,-0.004467988361659181,True,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,2026_LATE_HOLDOUT,MONTH,2026-07,68,bias,-0.679230966508364,False,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,2026_LATE_HOLDOUT,MONTH,2026-07,68,crps,0.007813265766494215,False,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,2026_LATE_HOLDOUT,MONTH,2026-07,68,brier,0.003874350112532121,False,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,2026_LATE_HOLDOUT,MONTH,2026-08,371,mae,0.08894412451095635,False,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,2026_LATE_HOLDOUT,MONTH,2026-08,371,rmse,-0.04201169079621714,True,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,2026_LATE_HOLDOUT,MONTH,2026-08,371,bias,-0.6681417347690252,True,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,2026_LATE_HOLDOUT,MONTH,2026-08,371,crps,-0.026997919268212378,True,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,2026_LATE_HOLDOUT,MONTH,2026-08,371,brier,-0.0024057464019110186,True,C_CONFIDENCE_ONLY,,,,
SUMMARY,2026_LATE_HOLDOUT,MONTH,ALL,VARIES,mae,,,C_CONFIDENCE_ONLY,0.07713701287208741,0.08894412451095635,False,0.0
SUMMARY,2026_LATE_HOLDOUT,MONTH,ALL,VARIES,rmse,,,C_CONFIDENCE_ONLY,-0.04201169079621714,-0.004467988361659181,False,1.0
SUMMARY,2026_LATE_HOLDOUT,MONTH,ALL,VARIES,bias,,,C_CONFIDENCE_ONLY,-0.679230966508364,-0.6681417347690252,False,0.5
SUMMARY,2026_LATE_HOLDOUT,MONTH,ALL,VARIES,crps,,,C_CONFIDENCE_ONLY,-0.026997919268212378,0.007813265766494215,True,0.5
SUMMARY,2026_LATE_HOLDOUT,MONTH,ALL,VARIES,brier,,,C_CONFIDENCE_ONLY,-0.0024057464019110186,0.003874350112532121,True,0.5
LEAVE_BLOCK_OUT,2026_LATE_HOLDOUT,MONTH,2026-07,68,mae,0.07741663780539154,False,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,2026_LATE_HOLDOUT,MONTH,2026-07,68,rmse,-0.003992493375283068,True,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,2026_LATE_HOLDOUT,MONTH,2026-07,68,bias,-0.6762201434123927,False,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,2026_LATE_HOLDOUT,MONTH,2026-07,68,crps,0.00804324184100258,False,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,2026_LATE_HOLDOUT,MONTH,2026-07,68,brier,0.003894981142487347,False,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,2026_LATE_HOLDOUT,MONTH,2026-08,371,mae,0.0890456656269083,False,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,2026_LATE_HOLDOUT,MONTH,2026-08,371,rmse,-0.04156756944109041,True,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,2026_LATE_HOLDOUT,MONTH,2026-08,371,bias,-0.6658017867550824,True,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,2026_LATE_HOLDOUT,MONTH,2026-08,371,crps,-0.026655123889010923,True,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,2026_LATE_HOLDOUT,MONTH,2026-08,371,brier,-0.0023676649245137626,True,D_LOW_DEPTH,,,,
SUMMARY,2026_LATE_HOLDOUT,MONTH,ALL,VARIES,mae,,,D_LOW_DEPTH,0.07741663780539154,0.0890456656269083,False,0.0
SUMMARY,2026_LATE_HOLDOUT,MONTH,ALL,VARIES,rmse,,,D_LOW_DEPTH,-0.04156756944109041,-0.003992493375283068,False,1.0
SUMMARY,2026_LATE_HOLDOUT,MONTH,ALL,VARIES,bias,,,D_LOW_DEPTH,-0.6762201434123927,-0.6658017867550824,False,0.5
SUMMARY,2026_LATE_HOLDOUT,MONTH,ALL,VARIES,crps,,,D_LOW_DEPTH,-0.026655123889010923,0.00804324184100258,True,0.5
SUMMARY,2026_LATE_HOLDOUT,MONTH,ALL,VARIES,brier,,,D_LOW_DEPTH,-0.0023676649245137626,0.003894981142487347,True,0.5
