row_type,period,block_type,excluded_block,remaining_games,metric,repaired_minus_control,favors_repaired,variant,min_repaired_minus_control,max_repaired_minus_control,delta_sign_changes,fraction_blocks_favoring_repaired
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-03,2366,rmse,-0.015061345430585682,True,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-03,2366,bias,-0.3083212136821865,True,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-03,2366,crps,-0.007905920137857958,True,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-03,2366,brier,-0.0008172832473783698,True,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-04,2042,mae,0.017936476459407658,False,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-04,2042,rmse,-0.015317442934144943,True,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-04,2042,bias,-0.3218211777484423,True,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-04,2042,crps,-0.008027425575257041,True,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-04,2042,brier,-0.0008494333988715574,True,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-05,2022,mae,0.014372094024362347,False,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-05,2022,rmse,-0.02079565885877166,True,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-05,2022,bias,-0.32032220078696727,True,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-05,2022,crps,-0.011272356075402001,True,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-05,2022,brier,-0.0011869663705229017,True,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-06,2036,mae,0.018306892930311403,False,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-06,2036,rmse,-0.015348401304549064,True,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-06,2036,bias,-0.3141079418412371,True,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-06,2036,crps,-0.007856086142469021,True,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-06,2036,brier,-0.0008298739142618972,True,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-07,2064,mae,0.022966551366923493,False,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-07,2064,rmse,-0.014582165795368418,True,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-07,2064,bias,-0.3022985942196093,True,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-07,2064,crps,-0.0066120892070253845,True,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-07,2064,brier,-0.0006026980354211509,True,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-08,2012,mae,0.0240320579707185,False,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-08,2012,rmse,-0.004836087085919871,True,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-08,2012,bias,-0.29397911356466533,False,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-08,2012,crps,-0.003318516092200685,True,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-08,2012,brier,-0.00036537453116966545,True,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-09,2056,mae,0.01358791573198026,False,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-09,2056,rmse,-0.013612561262154266,True,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-09,2056,bias,-0.2850242362716966,True,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-09,2056,crps,-0.006945407496696809,True,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-09,2056,brier,-0.0007175610802457044,True,C_CONFIDENCE_ONLY,,,,
SUMMARY,FROZEN_2025_VALIDATION,MONTH,ALL,VARIES,mae,,,C_CONFIDENCE_ONLY,0.01358791573198026,0.0240320579707185,False,0.0
SUMMARY,FROZEN_2025_VALIDATION,MONTH,ALL,VARIES,rmse,,,C_CONFIDENCE_ONLY,-0.02079565885877166,-0.004836087085919871,False,1.0
SUMMARY,FROZEN_2025_VALIDATION,MONTH,ALL,VARIES,bias,,,C_CONFIDENCE_ONLY,-0.3218211777484423,-0.2850242362716966,False,0.8571428571428571
SUMMARY,FROZEN_2025_VALIDATION,MONTH,ALL,VARIES,crps,,,C_CONFIDENCE_ONLY,-0.011272356075402001,-0.003318516092200685,False,1.0
SUMMARY,FROZEN_2025_VALIDATION,MONTH,ALL,VARIES,brier,,,C_CONFIDENCE_ONLY,-0.0011869663705229017,-0.00036537453116966545,False,1.0
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-03,2366,mae,0.01863157877761834,False,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-03,2366,rmse,-0.01457288596502515,True,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-03,2366,bias,-0.30550571751722577,True,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-03,2366,crps,-0.0076148971839411494,True,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-03,2366,brier,-0.000785620007177662,True,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-04,2042,mae,0.01826094777801357,False,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-04,2042,rmse,-0.014754456542542371,True,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-04,2042,bias,-0.31907548067266644,True,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-04,2042,crps,-0.007702407529411204,True,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-04,2042,brier,-0.000814726637212132,True,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-05,2022,mae,0.014723817219402857,False,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-05,2022,rmse,-0.020259281564754872,True,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-05,2022,bias,-0.31757819260845177,True,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-05,2022,crps,-0.01094558575065463,True,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-05,2022,brier,-0.0011494578641429165,True,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-06,2036,mae,0.01868435756969955,False,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-06,2036,rmse,-0.014840909696589577,True,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-06,2036,bias,-0.3115296462192847,True,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-06,2036,crps,-0.007546586953054657,True,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-06,2036,brier,-0.0007952736541807781,True,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-07,2064,mae,0.02326314662279616,False,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-07,2064,rmse,-0.014057375129128857,True,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-07,2064,bias,-0.2996819015847668,True,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-07,2064,crps,-0.00630432323110508,True,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-07,2064,brier,-0.0005701126926723199,True,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-08,2012,mae,0.024248011041698714,False,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-08,2012,rmse,-0.004388417286935287,True,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-08,2012,bias,-0.29125408434312167,False,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-08,2012,crps,-0.003039451949312877,True,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-08,2012,brier,-0.000334208571940775,True,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-09,2056,mae,0.013826215839511935,False,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-09,2056,rmse,-0.013194643289372365,True,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-09,2056,bias,-0.28222540424345266,True,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-09,2056,crps,-0.006689766450947765,True,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,FROZEN_2025_VALIDATION,MONTH,2025-09,2056,brier,-0.0006889886670959355,True,D_LOW_DEPTH,,,,
SUMMARY,FROZEN_2025_VALIDATION,MONTH,ALL,VARIES,mae,,,D_LOW_DEPTH,0.013826215839511935,0.024248011041698714,False,0.0
SUMMARY,FROZEN_2025_VALIDATION,MONTH,ALL,VARIES,rmse,,,D_LOW_DEPTH,-0.020259281564754872,-0.004388417286935287,False,1.0
SUMMARY,FROZEN_2025_VALIDATION,MONTH,ALL,VARIES,bias,,,D_LOW_DEPTH,-0.31907548067266644,-0.28222540424345266,False,0.8571428571428571
SUMMARY,FROZEN_2025_VALIDATION,MONTH,ALL,VARIES,crps,,,D_LOW_DEPTH,-0.01094558575065463,-0.003039451949312877,False,1.0
SUMMARY,FROZEN_2025_VALIDATION,MONTH,ALL,VARIES,brier,,,D_LOW_DEPTH,-0.0011494578641429165,-0.000334208571940775,False,1.0
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-03,1205,mae,0.024637645665695818,False,B_PARK_ONLY,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-03,1205,rmse,-0.01335781057054497,True,B_PARK_ONLY,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-03,1205,bias,-0.4067216105507727,True,B_PARK_ONLY,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-03,1205,crps,-0.011995424701684687,True,B_PARK_ONLY,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-03,1205,brier,-0.0013632957454624839,True,B_PARK_ONLY,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-04,889,mae,0.036881946004362565,False,B_PARK_ONLY,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-04,889,rmse,-0.0073165627271585265,True,B_PARK_ONLY,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-04,889,bias,-0.43370359886340143,True,B_PARK_ONLY,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-04,889,crps,-0.006578517965163844,True,B_PARK_ONLY,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-04,889,brier,-0.0005168789386307271,True,B_PARK_ONLY,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-05,862,mae,0.00768905571807732,False,B_PARK_ONLY,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-05,862,rmse,-0.033719829543788826,True,B_PARK_ONLY,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-05,862,bias,-0.4009531032443989,True,B_PARK_ONLY,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-05,862,crps,-0.025117449894556554,True,B_PARK_ONLY,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-05,862,brier,-0.0027079246207694363,True,B_PARK_ONLY,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-06,887,mae,0.03967705659781462,False,B_PARK_ONLY,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-06,887,rmse,-0.0049811308253033815,True,B_PARK_ONLY,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-06,887,bias,-0.38706460477032484,True,B_PARK_ONLY,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-06,887,crps,-0.005150035809600162,True,B_PARK_ONLY,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-06,887,brier,-0.0005448818910776809,True,B_PARK_ONLY,,,,
SUMMARY,2026_SEQUENTIAL_EARLY,MONTH,ALL,VARIES,mae,,,B_PARK_ONLY,0.00768905571807732,0.03967705659781462,False,0.0
SUMMARY,2026_SEQUENTIAL_EARLY,MONTH,ALL,VARIES,rmse,,,B_PARK_ONLY,-0.033719829543788826,-0.0049811308253033815,False,1.0
SUMMARY,2026_SEQUENTIAL_EARLY,MONTH,ALL,VARIES,bias,,,B_PARK_ONLY,-0.43370359886340143,-0.38706460477032484,False,1.0
SUMMARY,2026_SEQUENTIAL_EARLY,MONTH,ALL,VARIES,crps,,,B_PARK_ONLY,-0.025117449894556554,-0.005150035809600162,False,1.0
SUMMARY,2026_SEQUENTIAL_EARLY,MONTH,ALL,VARIES,brier,,,B_PARK_ONLY,-0.0027079246207694363,-0.0005168789386307271,False,1.0
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-03,1205,mae,0.029033640278455675,False,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-03,1205,rmse,-0.02222234103440268,True,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-03,1205,bias,-0.5613158710559204,True,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-03,1205,crps,-0.018119883387313518,True,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-03,1205,brier,-0.0021728710787596306,True,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-04,889,mae,0.03883733520012633,False,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-04,889,rmse,-0.018318023735663047,True,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-04,889,bias,-0.58801540949918,True,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-04,889,crps,-0.013611015818475458,True,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-04,889,brier,-0.0015478409025392326,True,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-05,862,mae,0.013230089265154898,False,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-05,862,rmse,-0.04313907580058274,True,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-05,862,bias,-0.5639037470715251,True,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-05,862,crps,-0.03117522062257949,True,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-05,862,brier,-0.003399523912326674,True,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-06,887,mae,0.05611392137068494,False,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-06,887,rmse,-0.002122610044763995,True,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-06,887,bias,-0.5452849322246373,True,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-06,887,crps,-0.004902716622284586,True,C_CONFIDENCE_ONLY,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-06,887,brier,-0.0006234587953049542,True,C_CONFIDENCE_ONLY,,,,
SUMMARY,2026_SEQUENTIAL_EARLY,MONTH,ALL,VARIES,mae,,,C_CONFIDENCE_ONLY,0.013230089265154898,0.05611392137068494,False,0.0
SUMMARY,2026_SEQUENTIAL_EARLY,MONTH,ALL,VARIES,rmse,,,C_CONFIDENCE_ONLY,-0.04313907580058274,-0.002122610044763995,False,1.0
SUMMARY,2026_SEQUENTIAL_EARLY,MONTH,ALL,VARIES,bias,,,C_CONFIDENCE_ONLY,-0.58801540949918,-0.5452849322246373,False,1.0
SUMMARY,2026_SEQUENTIAL_EARLY,MONTH,ALL,VARIES,crps,,,C_CONFIDENCE_ONLY,-0.03117522062257949,-0.004902716622284586,False,1.0
SUMMARY,2026_SEQUENTIAL_EARLY,MONTH,ALL,VARIES,brier,,,C_CONFIDENCE_ONLY,-0.003399523912326674,-0.0006234587953049542,False,1.0
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-03,1205,mae,0.028551346479249506,False,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-03,1205,rmse,-0.022484785200147073,True,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-03,1205,bias,-0.5586579254213322,True,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-03,1205,crps,-0.018269807867353105,True,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-03,1205,brier,-0.0021917730559955495,True,D_LOW_DEPTH,,,,
LEAVE_BLOCK_OUT,2026_SEQUENTIAL_EARLY,MONTH,2026-04,889,mae,0.03802676950738748,False,D_LOW_DEPTH,,,,
