scope,games,raw_actual_minus_forecast_bias,c_actual_minus_forecast_bias,absolute_bias_reduction,same_bias_sign
OVERALL,104,0.5294968225079729,-0.16827215538819656,0.36122466711977635,False
2026-08-17,11,2.0319973637110844,1.2889367179706472,0.7430606457404372,True
2026-08-18,15,0.26980988399008177,-0.3779648574067585,-0.10815497341667674,False
2026-08-19,15,0.06079623846517338,-0.6193801796731999,-0.5585839412080266,False
2026-08-20,9,1.2657004929665325,0.5456919699536509,0.7200085230128817,True
2026-08-21,15,-0.5530060805384973,-1.2355748154349402,-0.6825687348964429,True
2026-08-22,15,0.01832383779274013,-0.7448598563800005,-0.7265360185872604,False
2026-08-23,14,1.4600236467068153,0.7147817850498662,0.7452418616569491,True
2026-08-24,10,0.39452048537705664,-0.19300851449070536,0.20151197088635128,False
