variant,oos_rows,test_dates,brier,log_loss,fold_contract
MARKET_ALONE,57,5,0.2480542152672778,0.68925633042357,EXPANDING_CHRONOLOGICAL_DATE_FOLDS_FIRST_TEST_AFTER_3_CLUSTERS_FIXED_LOGISTIC_C_1
C_ALONE,57,5,0.24847134101471324,0.6900914593396598,EXPANDING_CHRONOLOGICAL_DATE_FOLDS_FIRST_TEST_AFTER_3_CLUSTERS_FIXED_LOGISTIC_C_1
MARKET_PLUS_C,57,5,0.24847653974702705,0.6901018624024868,EXPANDING_CHRONOLOGICAL_DATE_FOLDS_FIRST_TEST_AFTER_3_CLUSTERS_FIXED_LOGISTIC_C_1
MARKET_PLUS_C_MINUS_MARKET_ALONE,57,5,0.00042232447974924203,0.0008455319789167914,NEGATIVE_DELTA_FAVORS_INCREMENTAL_COMBINATION
MARKET_PLUS_C_MINUS_C_ALONE,57,5,5.198732313804744e-06,1.0403062827069043e-05,NEGATIVE_DELTA_FAVORS_INCREMENTAL_COMBINATION
