variant,games,mae,rmse,actual_minus_forecast_bias,crps,contract
RAW_MEAN,104,3.5453423739065895,4.469027101526925,0.5294968225079729,2.4780741465066374,NEGATIVE_BINOMIAL_EXPECTED_TOTAL
C_MEAN,104,3.673620077356929,4.490754308929137,-0.16827215538819656,2.501614637037153,NEGATIVE_BINOMIAL_EXPECTED_TOTAL
C_MEDIAN,104,3.605769230769231,4.511736830841226,0.41346153846153844,2.501614637037153,NEGATIVE_BINOMIAL_ABSOLUTE_ERROR_OPTIMAL_POINT
STRICT_PRIOR_LEAGUE_BASELINE,104,3.69959285055823,4.544206782933769,-0.2100916726416053,2.5373025606184423,GOVERNED_LEAKAGE_SAFE_BASELINE
TEAM_SHRUNK_BASELINE,104,3.6788505488260057,4.514067587756435,-0.21038426919409153,2.516099675663952,GOVERNED_LEAKAGE_SAFE_BASELINE
