variant,point_semantics,games,mae,rmse,actual_minus_forecast_bias,rmse_status
RAW_MEAN,NEGATIVE_BINOMIAL_EXPECTED_TOTAL,104,3.5453423739065895,4.469027101526925,0.5294968225079729,
RAW_V1_INTERCEPT,FROZEN_RAW_ONLY_DIAGNOSTIC,104,3.5984990165508615,4.437694054707302,0.035946822507972195,
C_MEAN,NEGATIVE_BINOMIAL_EXPECTED_TOTAL,104,3.673620077356929,4.490754308929137,-0.16827215538819656,
C_MEDIAN,NEGATIVE_BINOMIAL_ABSOLUTE_ERROR_OPTIMAL_POINT,104,3.605769230769231,4.511736830841226,0.41346153846153844,DESCRIPTIVE_ONLY_NOT_PRIMARY_MEDIAN_METRIC
STRICT_PRIOR_LEAGUE_BASELINE,GOVERNED_LEAKAGE_SAFE_BASELINE,104,3.69959285055823,4.544206782933769,-0.2100916726416053,
TEAM_SHRUNK_BASELINE,GOVERNED_LEAKAGE_SAFE_BASELINE,104,3.6788505488260057,4.514067587756435,-0.21038426919409153,
