synchronization_window_minutes,variant,synchronized_rows,proper_score_rows,brier,log_loss,ece,metric,estimate,ci_95_lower,ci_95_upper,bootstrap_fraction_favoring_c,bootstrap_reps,seed
30,C,104,98,0.2524118572339762,0.6983164083712329,0.05445088536796651,,,,,,,
30,PINNACLE_NO_VIG,104,98,0.2496447576752715,0.6924328675067283,0.04419441785743795,,,,,,,
30,C_MINUS_PINNACLE,104,98,0.0027670995587046887,0.0058835408645045995,0.010256467510528562,,,,,,,
60,C,104,98,0.2524118572339762,0.6983164083712329,0.05445088536796651,,,,,,,
60,PINNACLE_NO_VIG,104,98,0.2496447576752715,0.6924328675067283,0.04419441785743795,,,,,,,
60,C_MINUS_PINNACLE,104,98,0.0027670995587046887,0.0058835408645045995,0.010256467510528562,,,,,,,
,,,,,,,C_MINUS_PINNACLE_BRIER,0.0027670995587046887,-0.00931755125488935,0.01867336708194465,0.3607,10000,20260826
,,,,,,,C_MINUS_PINNACLE_LOG_LOSS,0.0058835408645045995,-0.019107317751041263,0.03869624191632793,0.3566,10000,20260826
