canonical_season,game_id,regulation_home_goals,regulation_away_goals,regulation_tied,went_to_overtime,went_to_shootout,max_period,decision_type,final_home_goals,final_away_goals
2023,2023020457,4,4,True,True,True,4,SHOOTOUT,4,5
2023,2023020458,5,4,False,False,False,3,REGULATION,5,4
2023,2023020459,1,0,False,False,False,3,REGULATION,1,0
2023,2023020460,2,5,False,False,False,3,REGULATION,2,5
2023,2023020461,1,1,True,True,True,4,SHOOTOUT,2,1
2023,2023020462,1,1,True,True,False,4,OVERTIME,1,2
2023,2023020463,3,6,False,False,False,3,REGULATION,3,6
2023,2023020464,5,3,False,False,False,3,REGULATION,5,3
2023,2023020465,1,0,False,False,False,3,REGULATION,1,0
2023,2023020466,7,0,False,False,False,3,REGULATION,7,0
2023,2023020467,6,2,False,False,False,3,REGULATION,6,2
2023,2023020468,3,1,False,False,False,3,REGULATION,3,1
2023,2023020469,3,3,True,True,False,4,OVERTIME,4,3
2023,2023020470,2,0,False,False,False,3,REGULATION,2,0
2023,2023020471,4,2,False,False,False,3,REGULATION,4,2
2023,2023020472,1,5,False,False,False,3,REGULATION,1,5
2023,2023020473,2,2,True,True,True,4,SHOOTOUT,2,3
2023,2023020474,3,4,False,False,False,3,REGULATION,3,4
2023,2023020475,1,1,True,True,True,4,SHOOTOUT,1,2
2023,2023020476,1,5,False,False,False,3,REGULATION,1,5
2023,2023020477,6,2,False,False,False,3,REGULATION,6,2
2023,2023020478,6,3,False,False,False,3,REGULATION,6,3
2023,2023020479,3,4,False,False,False,3,REGULATION,3,4
2023,2023020480,4,3,False,False,False,3,REGULATION,4,3
2023,2023020481,2,2,True,True,False,4,OVERTIME,2,3
2023,2023020482,3,3,True,True,False,4,OVERTIME,4,3
2023,2023020483,3,1,False,False,False,3,REGULATION,3,1
2023,2023020484,3,3,True,True,False,4,OVERTIME,3,4
2023,2023020485,4,9,False,False,False,3,REGULATION,4,9
2023,2023020486,6,3,False,False,False,3,REGULATION,6,3
2023,2023020487,2,2,True,True,False,4,OVERTIME,2,3
2023,2023020488,6,1,False,False,False,3,REGULATION,6,1
2023,2023020489,2,5,False,False,False,3,REGULATION,2,5
2023,2023020490,3,1,False,False,False,3,REGULATION,3,1
2023,2023020491,2,5,False,False,False,3,REGULATION,2,5
2023,2023020492,3,2,False,False,False,3,REGULATION,3,2
2023,2023020493,4,3,False,False,False,3,REGULATION,4,3
2023,2023020494,1,4,False,False,False,3,REGULATION,1,4
2023,2023020495,5,2,False,False,False,3,REGULATION,5,2
2023,2023020496,2,2,True,True,False,4,OVERTIME,3,2
2023,2023020497,1,2,False,False,False,3,REGULATION,1,2
2023,2023020498,9,3,False,False,False,3,REGULATION,9,3
2023,2023020499,2,2,True,True,False,4,OVERTIME,2,3
2023,2023020500,1,4,False,False,False,3,REGULATION,1,4
2023,2023020501,3,6,False,False,False,3,REGULATION,3,6
2023,2023020502,2,4,False,False,False,3,REGULATION,2,4
2023,2023020503,1,1,True,True,True,4,SHOOTOUT,2,1
2023,2023020504,5,4,False,False,False,3,REGULATION,5,4
2023,2023020505,3,3,True,True,False,4,OVERTIME,4,3
2023,2023020506,3,3,True,True,False,4,OVERTIME,4,3
2023,2023020507,6,4,False,False,False,3,REGULATION,6,4
2023,2023020508,0,3,False,False,False,3,REGULATION,0,3
2023,2023020509,2,5,False,False,False,3,REGULATION,2,5
2023,2023020510,6,6,True,True,True,4,SHOOTOUT,7,6
2023,2023020511,3,4,False,False,False,3,REGULATION,3,4
2023,2023020512,5,1,False,False,False,3,REGULATION,5,1
2023,2023020513,2,5,False,False,False,3,REGULATION,2,5
2023,2023020514,4,2,False,False,False,3,REGULATION,4,2
2023,2023020515,2,3,False,False,False,3,REGULATION,2,3
2023,2023020516,4,5,False,False,False,3,REGULATION,4,5
2023,2023020517,1,4,False,False,False,3,REGULATION,1,4
2023,2023020518,3,2,False,False,False,3,REGULATION,3,2
2023,2023020519,3,2,False,False,False,3,REGULATION,3,2
2023,2023020520,4,4,True,True,False,4,OVERTIME,5,4
2023,2023020521,1,1,True,True,True,4,SHOOTOUT,1,2
2023,2023020522,3,3,True,True,False,4,OVERTIME,4,3
2023,2023020523,2,3,False,False,False,3,REGULATION,2,3
2023,2023020524,7,5,False,False,False,3,REGULATION,7,5
2023,2023020525,4,1,False,False,False,3,REGULATION,4,1
2023,2023020526,5,3,False,False,False,3,REGULATION,5,3
2023,2023020527,7,4,False,False,False,3,REGULATION,7,4
2023,2023020528,3,3,True,True,False,4,OVERTIME,4,3
2023,2023020529,5,1,False,False,False,3,REGULATION,5,1
2023,2023020530,2,3,False,False,False,3,REGULATION,2,3
2023,2023020531,2,4,False,False,False,3,REGULATION,2,4
2023,2023020532,1,4,False,False,False,3,REGULATION,1,4
2023,2023020533,0,7,False,False,False,3,REGULATION,0,7
2023,2023020534,6,3,False,False,False,3,REGULATION,6,3
2023,2023020535,2,5,False,False,False,3,REGULATION,2,5
2023,2023020536,2,1,False,False,False,3,REGULATION,2,1
2023,2023020537,4,4,True,True,False,4,OVERTIME,5,4
2023,2023020538,1,1,True,True,False,4,OVERTIME,2,1
2023,2023020539,1,2,False,False,False,3,REGULATION,1,2
2023,2023020540,5,2,False,False,False,3,REGULATION,5,2
2023,2023020541,5,1,False,False,False,3,REGULATION,5,1
2023,2023020542,5,3,False,False,False,3,REGULATION,5,3
2023,2023020543,1,4,False,False,False,3,REGULATION,1,4
2023,2023020544,3,2,False,False,False,3,REGULATION,3,2
2023,2023020545,0,5,False,False,False,3,REGULATION,0,5
2023,2023020546,5,5,True,True,False,4,OVERTIME,6,5
2023,2023020547,4,4,True,True,False,4,OVERTIME,5,4
2023,2023020548,4,3,False,False,False,3,REGULATION,4,3
2023,2023020549,2,6,False,False,False,3,REGULATION,2,6
2023,2023020550,5,1,False,False,False,3,REGULATION,5,1
2023,2023020551,4,4,True,True,False,4,OVERTIME,5,4
2023,2023020552,1,2,False,False,False,3,REGULATION,1,2
2023,2023020553,0,2,False,False,False,3,REGULATION,0,2
2023,2023020554,1,1,True,True,False,4,OVERTIME,2,1
2023,2023020555,4,2,False,False,False,3,REGULATION,4,2
2023,2023020556,2,2,True,True,False,4,OVERTIME,3,2
2023,2023020557,5,2,False,False,False,3,REGULATION,5,2
2023,2023020558,4,1,False,False,False,3,REGULATION,4,1
2023,2023020559,4,2,False,False,False,3,REGULATION,4,2
2023,2023020560,1,5,False,False,False,3,REGULATION,1,5
2023,2023020561,2,3,False,False,False,3,REGULATION,2,3
2023,2023020562,2,2,True,True,True,4,SHOOTOUT,2,3
2023,2023020563,2,2,True,True,True,4,SHOOTOUT,2,3
2023,2023020564,2,3,False,False,False,3,REGULATION,2,3
2023,2023020565,3,5,False,False,False,3,REGULATION,3,5
2023,2023020566,5,1,False,False,False,3,REGULATION,5,1
2023,2023020567,3,1,False,False,False,3,REGULATION,3,1
2023,2023020568,4,3,False,False,False,3,REGULATION,4,3
2023,2023020569,2,7,False,False,False,3,REGULATION,2,7
2023,2023020570,4,3,False,False,False,3,REGULATION,4,3
2023,2023020571,3,1,False,False,False,3,REGULATION,3,1
2023,2023020572,8,1,False,False,False,3,REGULATION,8,1
2023,2023020573,3,0,False,False,False,3,REGULATION,3,0
2023,2023020574,1,4,False,False,False,3,REGULATION,1,4
2023,2023020575,1,6,False,False,False,3,REGULATION,1,6
2023,2023020576,3,4,False,False,False,3,REGULATION,3,4
2023,2023020577,3,4,False,False,False,3,REGULATION,3,4
2023,2023020578,1,3,False,False,False,3,REGULATION,1,3
2023,2023020579,3,0,False,False,False,3,REGULATION,3,0
2023,2023020580,4,2,False,False,False,3,REGULATION,4,2
2023,2023020581,1,4,False,False,False,3,REGULATION,1,4
2023,2023020582,4,4,True,True,False,4,OVERTIME,5,4
2023,2023020583,5,2,False,False,False,3,REGULATION,5,2
2023,2023020584,6,3,False,False,False,3,REGULATION,6,3
2023,2023020585,0,3,False,False,False,3,REGULATION,0,3
2023,2023020586,3,5,False,False,False,3,REGULATION,3,5
2023,2023020587,3,6,False,False,False,3,REGULATION,3,6
2023,2023020588,1,1,True,True,False,4,OVERTIME,1,2
2023,2023020589,5,6,False,False,False,3,REGULATION,5,6
2023,2023020590,1,6,False,False,False,3,REGULATION,1,6
2023,2023020591,4,1,False,False,False,3,REGULATION,4,1
2023,2023020592,2,2,True,True,True,4,SHOOTOUT,2,3
2023,2023020593,4,4,True,True,False,4,OVERTIME,4,5
2023,2023020594,1,4,False,False,False,3,REGULATION,1,4
2023,2023020595,3,6,False,False,False,3,REGULATION,3,6
2023,2023020596,2,1,False,False,False,3,REGULATION,2,1
2023,2023020597,1,5,False,False,False,3,REGULATION,1,5
2023,2023020598,4,1,False,False,False,3,REGULATION,4,1
2023,2023020599,1,4,False,False,False,3,REGULATION,1,4
2023,2023020600,3,3,True,True,True,4,SHOOTOUT,3,4
2023,2023020601,1,2,False,False,False,3,REGULATION,1,2
2023,2023020602,4,2,False,False,False,3,REGULATION,4,2
2023,2023020603,2,6,False,False,False,3,REGULATION,2,6
2023,2023020604,1,3,False,False,False,3,REGULATION,1,3
2023,2023020605,3,2,False,False,False,3,REGULATION,3,2
2023,2023020606,4,8,False,False,False,3,REGULATION,4,8
2023,2023020607,7,3,False,False,False,3,REGULATION,7,3
2023,2023020608,1,1,True,True,True,4,SHOOTOUT,1,2
2023,2023020609,3,3,True,True,False,4,OVERTIME,3,4
2023,2023020610,3,3,True,True,True,4,SHOOTOUT,4,3
2023,2023020611,4,6,False,False,False,3,REGULATION,4,6
2023,2023020612,1,3,False,False,False,3,REGULATION,1,3
2023,2023020613,1,4,False,False,False,3,REGULATION,1,4
2023,2023020614,3,4,False,False,False,3,REGULATION,3,4
2023,2023020615,3,1,False,False,False,3,REGULATION,3,1
2023,2023020616,5,2,False,False,False,3,REGULATION,5,2
2023,2023020617,4,3,False,False,False,3,REGULATION,4,3
2023,2023020618,4,3,False,False,False,3,REGULATION,4,3
2023,2023020619,2,6,False,False,False,3,REGULATION,2,6
2023,2023020620,2,3,False,False,False,3,REGULATION,2,3
2023,2023020621,3,6,False,False,False,3,REGULATION,3,6
2023,2023020622,1,4,False,False,False,3,REGULATION,1,4
2023,2023020623,0,4,False,False,False,3,REGULATION,0,4
2023,2023020624,3,3,True,True,True,4,SHOOTOUT,4,3
2023,2023020625,2,5,False,False,False,3,REGULATION,2,5
2023,2023020626,2,2,True,True,False,4,OVERTIME,3,2
2023,2023020627,7,1,False,False,False,3,REGULATION,7,1
2023,2023020628,2,5,False,False,False,3,REGULATION,2,5
2023,2023020629,3,5,False,False,False,3,REGULATION,3,5
2023,2023020630,1,5,False,False,False,3,REGULATION,1,5
2023,2023020631,5,0,False,False,False,3,REGULATION,5,0
2023,2023020632,1,2,False,False,False,3,REGULATION,1,2
2023,2023020633,3,3,True,True,False,4,OVERTIME,4,3
2023,2023020634,6,3,False,False,False,3,REGULATION,6,3
2023,2023020635,2,2,True,True,True,4,SHOOTOUT,3,2
2023,2023020636,7,2,False,False,False,3,REGULATION,7,2
2023,2023020637,3,0,False,False,False,3,REGULATION,3,0
2023,2023020638,5,3,False,False,False,3,REGULATION,5,3
2023,2023020639,6,3,False,False,False,3,REGULATION,6,3
2023,2023020640,2,2,True,True,False,4,OVERTIME,2,3
2023,2023020641,2,2,True,True,False,4,OVERTIME,3,2
2023,2023020642,2,3,False,False,False,3,REGULATION,2,3
2023,2023020643,3,3,True,True,False,4,OVERTIME,3,4
2023,2023020644,3,3,True,True,False,4,OVERTIME,4,3
2023,2023020645,1,4,False,False,False,3,REGULATION,1,4
2023,2023020646,3,3,True,True,False,4,OVERTIME,4,3
2023,2023020647,5,2,False,False,False,3,REGULATION,5,2
2023,2023020648,2,1,False,False,False,3,REGULATION,2,1
2023,2023020649,2,6,False,False,False,3,REGULATION,2,6
2023,2023020650,1,1,True,True,False,4,OVERTIME,2,1
2023,2023020651,3,6,False,False,False,3,REGULATION,3,6
2023,2023020652,3,3,True,True,False,4,OVERTIME,3,4
2023,2023020653,3,2,False,False,False,3,REGULATION,3,2
2023,2023020654,0,1,False,False,False,3,REGULATION,0,1
2023,2023020655,5,4,False,False,False,3,REGULATION,5,4
2023,2023020656,1,4,False,False,False,3,REGULATION,1,4
2023,2023020657,2,2,True,True,False,4,OVERTIME,3,2
2023,2023020658,4,7,False,False,False,3,REGULATION,4,7
2023,2023020659,5,3,False,False,False,3,REGULATION,5,3
2023,2023020660,1,1,True,True,False,4,OVERTIME,1,2
2023,2023020661,5,1,False,False,False,3,REGULATION,5,1
2023,2023020662,3,5,False,False,False,3,REGULATION,3,5
2023,2023020663,0,2,False,False,False,3,REGULATION,0,2
2023,2023020664,1,3,False,False,False,3,REGULATION,1,3
2023,2023020665,0,6,False,False,False,3,REGULATION,0,6
2023,2023020666,3,1,False,False,False,3,REGULATION,3,1
2023,2023020667,3,3,True,True,False,4,OVERTIME,3,4
2023,2023020668,1,3,False,False,False,3,REGULATION,1,3
2023,2023020669,2,1,False,False,False,3,REGULATION,2,1
2023,2023020670,2,4,False,False,False,3,REGULATION,2,4
2023,2023020671,3,0,False,False,False,3,REGULATION,3,0
2023,2023020672,3,0,False,False,False,3,REGULATION,3,0
2023,2023020673,3,3,True,True,True,4,SHOOTOUT,4,3
2023,2023020674,4,4,True,True,False,4,OVERTIME,4,5
2023,2023020675,2,5,False,False,False,3,REGULATION,2,5
2023,2023020676,5,0,False,False,False,3,REGULATION,5,0
2023,2023020677,3,0,False,False,False,3,REGULATION,3,0
2023,2023020678,4,3,False,False,False,3,REGULATION,4,3
2023,2023020679,2,4,False,False,False,3,REGULATION,2,4
2023,2023020680,4,1,False,False,False,3,REGULATION,4,1
2023,2023020681,5,2,False,False,False,3,REGULATION,5,2
2023,2023020682,4,7,False,False,False,3,REGULATION,4,7
2023,2023020683,2,0,False,False,False,3,REGULATION,2,0
2023,2023020684,5,1,False,False,False,3,REGULATION,5,1
2023,2023020685,4,2,False,False,False,3,REGULATION,4,2
2023,2023020686,1,1,True,True,True,4,SHOOTOUT,2,1
2023,2023020687,2,2,True,True,False,4,OVERTIME,3,2
2023,2023020688,4,2,False,False,False,3,REGULATION,4,2
2023,2023020689,2,2,True,True,False,4,OVERTIME,2,3
2023,2023020690,2,3,False,False,False,3,REGULATION,2,3
2023,2023020691,3,0,False,False,False,3,REGULATION,3,0
2023,2023020692,5,2,False,False,False,3,REGULATION,5,2
2023,2023020693,6,2,False,False,False,3,REGULATION,6,2
2023,2023020694,5,1,False,False,False,3,REGULATION,5,1
2023,2023020695,7,3,False,False,False,3,REGULATION,7,3
2023,2023020696,5,2,False,False,False,3,REGULATION,5,2
2023,2023020697,3,4,False,False,False,3,REGULATION,3,4
2023,2023020698,4,2,False,False,False,3,REGULATION,4,2
2023,2023020699,1,2,False,False,False,3,REGULATION,1,2
2023,2023020700,2,1,False,False,False,3,REGULATION,2,1
2023,2023020701,5,1,False,False,False,3,REGULATION,5,1
2023,2023020702,4,2,False,False,False,3,REGULATION,4,2
2023,2023020703,1,4,False,False,False,3,REGULATION,1,4
2023,2023020704,4,6,False,False,False,3,REGULATION,4,6
2023,2023020705,3,3,True,True,False,4,OVERTIME,4,3
2023,2023020706,1,3,False,False,False,3,REGULATION,1,3
2023,2023020707,4,7,False,False,False,3,REGULATION,4,7
2023,2023020708,3,2,False,False,False,3,REGULATION,3,2
2023,2023020709,1,1,True,True,False,4,OVERTIME,1,2
2023,2023020710,9,4,False,False,False,3,REGULATION,9,4
2023,2023020711,2,6,False,False,False,3,REGULATION,2,6
2023,2023020712,6,4,False,False,False,3,REGULATION,6,4
2023,2023020713,3,0,False,False,False,3,REGULATION,3,0
2023,2023020714,1,3,False,False,False,3,REGULATION,1,3
2023,2023020715,5,3,False,False,False,3,REGULATION,5,3
2023,2023020716,3,2,False,False,False,3,REGULATION,3,2
2023,2023020717,2,1,False,False,False,3,REGULATION,2,1
2023,2023020718,3,5,False,False,False,3,REGULATION,3,5
2023,2023020719,2,5,False,False,False,3,REGULATION,2,5
2023,2023020720,2,1,False,False,False,3,REGULATION,2,1
2023,2023020721,2,2,True,True,False,4,OVERTIME,3,2
2023,2023020722,2,5,False,False,False,3,REGULATION,2,5
2023,2023020723,1,3,False,False,False,3,REGULATION,1,3
2023,2023020724,4,1,False,False,False,3,REGULATION,4,1
2023,2023020725,5,5,True,True,False,4,OVERTIME,6,5
2023,2023020726,1,4,False,False,False,3,REGULATION,1,4
2023,2023020727,5,2,False,False,False,3,REGULATION,5,2
2023,2023020728,2,0,False,False,False,3,REGULATION,2,0
2023,2023020729,3,3,True,True,True,4,SHOOTOUT,3,4
2023,2023020730,4,5,False,False,False,3,REGULATION,4,5
2023,2023020731,1,4,False,False,False,3,REGULATION,1,4
2023,2023020732,3,6,False,False,False,3,REGULATION,3,6
2023,2023020733,2,3,False,False,False,3,REGULATION,2,3
2023,2023020734,5,3,False,False,False,3,REGULATION,5,3
2023,2023020735,3,4,False,False,False,3,REGULATION,3,4
2023,2023020736,4,1,False,False,False,3,REGULATION,4,1
2023,2023020737,4,2,False,False,False,3,REGULATION,4,2
2023,2023020738,2,2,True,True,False,4,OVERTIME,3,2
2023,2023020739,6,2,False,False,False,3,REGULATION,6,2
2023,2023020740,0,0,True,True,False,4,OVERTIME,1,0
2023,2023020741,2,3,False,False,False,3,REGULATION,2,3
2023,2023020742,6,2,False,False,False,3,REGULATION,6,2
2023,2023020743,6,2,False,False,False,3,REGULATION,6,2
2023,2023020744,3,3,True,True,False,4,OVERTIME,3,4
2023,2023020745,3,5,False,False,False,3,REGULATION,3,5
2023,2023020746,3,2,False,False,False,3,REGULATION,3,2
2023,2023020747,3,0,False,False,False,3,REGULATION,3,0
2023,2023020748,4,3,False,False,False,3,REGULATION,4,3
2023,2023020749,2,2,True,True,False,4,OVERTIME,2,3
2023,2023020750,6,3,False,False,False,3,REGULATION,6,3
2023,2023020751,3,3,True,True,False,4,OVERTIME,4,3
2023,2023020752,2,3,False,False,False,3,REGULATION,2,3
2023,2023020753,2,5,False,False,False,3,REGULATION,2,5
2023,2023020754,3,0,False,False,False,3,REGULATION,3,0
2023,2023020755,2,5,False,False,False,3,REGULATION,2,5
2023,2023020756,2,2,True,True,True,4,SHOOTOUT,2,3
2023,2023020757,5,1,False,False,False,3,REGULATION,5,1
2023,2023020758,3,3,True,True,False,4,OVERTIME,3,4
2023,2023020759,2,6,False,False,False,3,REGULATION,2,6
2023,2023020760,4,4,True,True,False,4,OVERTIME,5,4
2023,2023020761,4,1,False,False,False,3,REGULATION,4,1
2023,2023020762,2,5,False,False,False,3,REGULATION,2,5
2023,2023020763,3,1,False,False,False,3,REGULATION,3,1
2023,2023020764,5,2,False,False,False,3,REGULATION,5,2
2023,2023020765,2,7,False,False,False,3,REGULATION,2,7
2023,2023020766,2,2,True,True,False,4,OVERTIME,3,2
2023,2023020767,6,3,False,False,False,3,REGULATION,6,3
2023,2023020768,2,4,False,False,False,3,REGULATION,2,4
2023,2023020769,2,2,True,True,False,4,OVERTIME,2,3
2023,2023020770,2,3,False,False,False,3,REGULATION,2,3
2023,2023020771,1,0,False,False,False,3,REGULATION,1,0
2023,2023020772,4,4,True,True,False,4,OVERTIME,5,4
2023,2023020773,3,3,True,True,False,4,OVERTIME,4,3
2023,2023020774,4,2,False,False,False,3,REGULATION,4,2
2023,2023020775,3,3,True,True,False,4,OVERTIME,4,3
2023,2023020776,0,1,False,False,False,3,REGULATION,0,1
2023,2023020777,2,0,False,False,False,3,REGULATION,2,0
2023,2023020778,2,2,True,True,False,4,OVERTIME,2,3
2023,2023020779,2,4,False,False,False,3,REGULATION,2,4
2023,2023020780,2,2,True,True,False,4,OVERTIME,3,2
2023,2023020781,1,1,True,True,False,4,OVERTIME,2,1
2023,2023020782,2,3,False,False,False,3,REGULATION,2,3
2023,2023020783,1,4,False,False,False,3,REGULATION,1,4
2023,2023020784,1,2,False,False,False,3,REGULATION,1,2
2023,2023020785,2,3,False,False,False,3,REGULATION,2,3
2023,2023020786,1,2,False,False,False,3,REGULATION,1,2
2023,2023020787,5,3,False,False,False,3,REGULATION,5,3
2023,2023020788,3,0,False,False,False,3,REGULATION,3,0
2023,2023020789,2,5,False,False,False,3,REGULATION,2,5
2023,2023020790,3,1,False,False,False,3,REGULATION,3,1
2023,2023020791,3,1,False,False,False,3,REGULATION,3,1
2023,2023020792,5,4,False,False,False,3,REGULATION,5,4
2023,2023020793,1,2,False,False,False,3,REGULATION,1,2
2023,2023020794,4,0,False,False,False,3,REGULATION,4,0
2023,2023020795,4,2,False,False,False,3,REGULATION,4,2
2023,2023020796,3,5,False,False,False,3,REGULATION,3,5
2023,2023020797,4,1,False,False,False,3,REGULATION,4,1
2023,2023020798,6,2,False,False,False,3,REGULATION,6,2
2023,2023020799,5,2,False,False,False,3,REGULATION,5,2
2023,2023020800,2,3,False,False,False,3,REGULATION,2,3
2023,2023020801,3,2,False,False,False,3,REGULATION,3,2
2023,2023020802,3,3,True,True,False,4,OVERTIME,3,4
2023,2023020803,3,5,False,False,False,3,REGULATION,3,5
2023,2023020804,1,3,False,False,False,3,REGULATION,1,3
2023,2023020805,3,3,True,True,True,4,SHOOTOUT,4,3
2023,2023020806,2,3,False,False,False,3,REGULATION,2,3
2023,2023020807,2,5,False,False,False,3,REGULATION,2,5
2023,2023020808,0,3,False,False,False,3,REGULATION,0,3
2023,2023020809,4,0,False,False,False,3,REGULATION,4,0
2023,2023020810,0,0,True,True,False,4,OVERTIME,1,0
2023,2023020811,2,4,False,False,False,3,REGULATION,2,4
2023,2023020812,5,3,False,False,False,3,REGULATION,5,3
2023,2023020813,3,2,False,False,False,3,REGULATION,3,2
2023,2023020814,2,1,False,False,False,3,REGULATION,2,1
2023,2023020815,4,4,True,True,False,4,OVERTIME,5,4
2023,2023020816,4,0,False,False,False,3,REGULATION,4,0
2023,2023020817,2,7,False,False,False,3,REGULATION,2,7
2023,2023020818,2,2,True,True,False,4,OVERTIME,2,3
2023,2023020819,3,1,False,False,False,3,REGULATION,3,1
2023,2023020820,2,0,False,False,False,3,REGULATION,2,0
2023,2023020821,5,3,False,False,False,3,REGULATION,5,3
2023,2023020822,3,5,False,False,False,3,REGULATION,3,5
2023,2023020823,2,2,True,True,True,4,SHOOTOUT,2,3
2023,2023020824,7,0,False,False,False,3,REGULATION,7,0
2023,2023020825,5,0,False,False,False,3,REGULATION,5,0
2023,2023020826,6,3,False,False,False,3,REGULATION,6,3
2023,2023020827,4,1,False,False,False,3,REGULATION,4,1
2023,2023020828,3,6,False,False,False,3,REGULATION,3,6
2023,2023020829,1,1,True,True,True,4,SHOOTOUT,1,2
2023,2023020830,4,2,False,False,False,3,REGULATION,4,2
2023,2023020831,2,4,False,False,False,3,REGULATION,2,4
2023,2023020832,2,4,False,False,False,3,REGULATION,2,4
2023,2023020833,8,4,False,False,False,3,REGULATION,8,4
2023,2023020834,2,5,False,False,False,3,REGULATION,2,5
2023,2023020835,1,0,False,False,False,3,REGULATION,1,0
2023,2023020836,1,3,False,False,False,3,REGULATION,1,3
2023,2023020837,1,4,False,False,False,3,REGULATION,1,4
2023,2023020838,0,4,False,False,False,3,REGULATION,0,4
2023,2023020839,1,2,False,False,False,3,REGULATION,1,2
2023,2023020840,7,4,False,False,False,3,REGULATION,7,4
2023,2023020841,1,5,False,False,False,3,REGULATION,1,5
2023,2023020842,6,3,False,False,False,3,REGULATION,6,3
2023,2023020843,3,3,True,True,False,4,OVERTIME,4,3
2023,2023020844,6,3,False,False,False,3,REGULATION,6,3
2023,2023020845,1,4,False,False,False,3,REGULATION,1,4
2023,2023020846,3,6,False,False,False,3,REGULATION,3,6
2023,2023020847,2,9,False,False,False,3,REGULATION,2,9
2023,2023020848,4,1,False,False,False,3,REGULATION,4,1
2023,2023020849,1,5,False,False,False,3,REGULATION,1,5
2023,2023020850,3,3,True,True,False,4,OVERTIME,3,4
2023,2023020851,3,2,False,False,False,3,REGULATION,3,2
2023,2023020852,0,5,False,False,False,3,REGULATION,0,5
2023,2023020853,4,4,True,True,False,4,OVERTIME,4,5
2023,2023020854,2,2,True,True,False,4,OVERTIME,2,3
2023,2023020855,2,5,False,False,False,3,REGULATION,2,5
2023,2023020856,2,9,False,False,False,3,REGULATION,2,9
2023,2023020857,3,4,False,False,False,3,REGULATION,3,4
2023,2023020858,9,2,False,False,False,3,REGULATION,9,2
2023,2023020859,6,3,False,False,False,3,REGULATION,6,3
2023,2023020860,2,4,False,False,False,3,REGULATION,2,4
2023,2023020861,3,4,False,False,False,3,REGULATION,3,4
2023,2023020862,1,3,False,False,False,3,REGULATION,1,3
2023,2023020863,5,5,True,True,False,4,OVERTIME,5,6
2023,2023020864,4,3,False,False,False,3,REGULATION,4,3
2023,2023020865,1,2,False,False,False,3,REGULATION,1,2
2023,2023020866,3,4,False,False,False,3,REGULATION,3,4
2023,2023020867,3,3,True,True,True,4,SHOOTOUT,4,3
2023,2023020868,2,4,False,False,False,3,REGULATION,2,4
2023,2023020869,10,7,False,False,False,3,REGULATION,10,7
2023,2023020870,3,3,True,True,False,4,OVERTIME,3,4
2023,2023020871,3,6,False,False,False,3,REGULATION,3,6
2023,2023020872,6,3,False,False,False,3,REGULATION,6,3
2023,2023020873,0,4,False,False,False,3,REGULATION,0,4
2023,2023020874,6,3,False,False,False,3,REGULATION,6,3
2023,2023020875,2,4,False,False,False,3,REGULATION,2,4
2023,2023020876,2,2,True,True,False,4,OVERTIME,3,2
2023,2023020877,3,1,False,False,False,3,REGULATION,3,1
2023,2023020878,4,4,True,True,False,4,OVERTIME,4,5
2023,2023020879,6,2,False,False,False,3,REGULATION,6,2
2023,2023020880,6,3,False,False,False,3,REGULATION,6,3
2023,2023020881,3,1,False,False,False,3,REGULATION,3,1
2023,2023020882,3,5,False,False,False,3,REGULATION,3,5
2023,2023020883,5,1,False,False,False,3,REGULATION,5,1
2023,2023020884,2,3,False,False,False,3,REGULATION,2,3
2023,2023020885,1,3,False,False,False,3,REGULATION,1,3
2023,2023020886,4,7,False,False,False,3,REGULATION,4,7
2023,2023020887,3,6,False,False,False,3,REGULATION,3,6
2023,2023020888,5,5,True,True,False,4,OVERTIME,5,6
2023,2023020889,1,0,False,False,False,3,REGULATION,1,0
2023,2023020890,1,1,True,True,False,4,OVERTIME,2,1
2023,2023020891,1,5,False,False,False,3,REGULATION,1,5
2023,2023020892,4,1,False,False,False,3,REGULATION,4,1
2023,2023020893,4,1,False,False,False,3,REGULATION,4,1
2023,2023020894,3,5,False,False,False,3,REGULATION,3,5
2023,2023020895,4,0,False,False,False,3,REGULATION,4,0
2023,2023020896,2,2,True,True,False,4,OVERTIME,3,2
2023,2023020897,5,2,False,False,False,3,REGULATION,5,2
2023,2023020898,3,7,False,False,False,3,REGULATION,3,7
2023,2023020899,1,4,False,False,False,3,REGULATION,1,4
2023,2023020900,1,2,False,False,False,3,REGULATION,1,2
2023,2023020901,2,2,True,True,False,4,OVERTIME,2,3
2023,2023020902,2,4,False,False,False,3,REGULATION,2,4
2023,2023020903,4,3,False,False,False,3,REGULATION,4,3
2023,2023020904,2,4,False,False,False,3,REGULATION,2,4
2023,2023020905,1,2,False,False,False,3,REGULATION,1,2
2023,2023020906,2,2,True,True,False,4,OVERTIME,3,2
2023,2023020907,1,2,False,False,False,3,REGULATION,1,2
2023,2023020908,3,4,False,False,False,3,REGULATION,3,4
2023,2023020909,6,1,False,False,False,3,REGULATION,6,1
2023,2023020910,3,3,True,True,True,4,SHOOTOUT,4,3
2023,2023020911,2,2,True,True,False,4,OVERTIME,3,2
2023,2023020912,3,6,False,False,False,3,REGULATION,3,6
2023,2023020913,2,5,False,False,False,3,REGULATION,2,5
2023,2023020914,2,4,False,False,False,3,REGULATION,2,4
2023,2023020915,2,2,True,True,True,4,SHOOTOUT,3,2
