canonical_season,game_id,game_date,scheduled_start_time_utc,home_team_id,home_team,away_team_id,away_team,game_type,venue,game_status,source_status,identity_status,notes
2023,2023020001,2023-10-10,2023-10-10 21:30:00+00:00,14,TBL,18,NSH,2,UNKNOWN_NOT_IN_NHL_GAMES,final,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020002,2023-10-10,2023-10-11 00:00:00+00:00,5,PIT,16,CHI,2,UNKNOWN_NOT_IN_NHL_GAMES,final,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020003,2023-10-10,2023-10-11 02:30:00+00:00,54,VGK,55,SEA,2,UNKNOWN_NOT_IN_NHL_GAMES,final,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020004,2023-10-11,,12,CAR,9,OTT,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020005,2023-10-11,,10,TOR,8,MTL,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020006,2023-10-11,,6,BOS,16,CHI,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020007,2023-10-11,,20,CGY,52,WPG,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020008,2023-10-11,,26,LAK,21,COL,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020009,2023-10-11,,23,VAN,22,EDM,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020010,2023-10-12,,7,BUF,3,NYR,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020011,2023-10-12,,29,CBJ,4,PHI,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020012,2023-10-12,,1,NJD,17,DET,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020013,2023-10-12,,25,DAL,19,STL,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020014,2023-10-12,,30,MIN,13,FLA,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020015,2023-10-12,,18,NSH,55,SEA,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020016,2023-10-12,,28,SJS,54,VGK,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020017,2023-10-13,,1,NJD,53,ARI,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020018,2023-10-13,,15,WSH,5,PIT,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020019,2023-10-14,,9,OTT,4,PHI,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020020,2023-10-14,,52,WPG,13,FLA,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020021,2023-10-14,,6,BOS,18,NSH,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020022,2023-10-14,,29,CBJ,3,NYR,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020023,2023-10-14,,17,DET,14,TBL,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020024,2023-10-14,,8,MTL,16,CHI,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020025,2023-10-14,,5,PIT,20,CGY,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020026,2023-10-14,,10,TOR,30,MIN,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020027,2023-10-14,,2,NYI,7,BUF,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020028,2023-10-14,,19,STL,55,SEA,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020029,2023-10-14,,22,EDM,23,VAN,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020030,2023-10-14,,28,SJS,21,COL,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020031,2023-10-14,,54,VGK,24,ANA,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020032,2023-10-14,,26,LAK,12,CAR,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020033,2023-10-15,,9,OTT,14,TBL,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020034,2023-10-15,,24,ANA,12,CAR,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020035,2023-10-16,,29,CBJ,17,DET,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020036,2023-10-16,,1,NJD,13,FLA,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020037,2023-10-16,,3,NYR,53,ARI,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020038,2023-10-16,,10,TOR,16,CHI,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020039,2023-10-16,,15,WSH,20,CGY,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020040,2023-10-17,,7,BUF,14,TBL,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020041,2023-10-17,,8,MTL,30,MIN,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020042,2023-10-17,,4,PHI,23,VAN,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020043,2023-10-17,,2,NYI,53,ARI,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020044,2023-10-17,,18,NSH,22,EDM,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020045,2023-10-17,,52,WPG,26,LAK,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020046,2023-10-17,,55,SEA,21,COL,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020047,2023-10-17,,28,SJS,12,CAR,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020048,2023-10-17,,54,VGK,25,DAL,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020049,2023-10-18,,9,OTT,15,WSH,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020050,2023-10-18,,17,DET,5,PIT,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020051,2023-10-19,,7,BUF,20,CGY,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020052,2023-10-19,,13,FLA,10,TOR,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020053,2023-10-19,,3,NYR,18,NSH,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020054,2023-10-19,,4,PHI,22,EDM,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020055,2023-10-19,,14,TBL,23,VAN,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020056,2023-10-19,,30,MIN,26,LAK,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020057,2023-10-19,,19,STL,53,ARI,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020058,2023-10-19,,52,WPG,54,VGK,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020059,2023-10-19,,24,ANA,25,DAL,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020060,2023-10-19,,55,SEA,12,CAR,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020061,2023-10-19,,21,COL,16,CHI,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020062,2023-10-19,,28,SJS,6,BOS,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020063,2023-10-20,,29,CBJ,20,CGY,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020064,2023-10-20,,2,NYI,1,NJD,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020065,2023-10-21,,9,OTT,17,DET,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020066,2023-10-21,,53,ARI,24,ANA,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020067,2023-10-21,,7,BUF,2,NYI,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020068,2023-10-21,,13,FLA,23,VAN,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020069,2023-10-21,,8,MTL,15,WSH,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020070,2023-10-21,,14,TBL,10,TOR,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020071,2023-10-21,,16,CHI,54,VGK,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020072,2023-10-21,,25,DAL,4,PHI,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020073,2023-10-21,,30,MIN,29,CBJ,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020074,2023-10-21,,18,NSH,28,SJS,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020075,2023-10-21,,19,STL,5,PIT,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020076,2023-10-21,,21,COL,12,CAR,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020077,2023-10-21,,22,EDM,52,WPG,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020078,2023-10-21,,55,SEA,3,NYR,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020079,2023-10-21,,26,LAK,6,BOS,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020080,2023-10-22,,17,DET,20,CGY,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020081,2023-10-22,,24,ANA,6,BOS,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020082,2023-10-23,,7,BUF,8,MTL,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020083,2023-10-24,,15,WSH,10,TOR,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020084,2023-10-24,,29,CBJ,24,ANA,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020085,2023-10-24,,9,OTT,7,BUF,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020086,2023-10-24,,14,TBL,12,CAR,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020087,2023-10-24,,8,MTL,1,NJD,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020088,2023-10-24,,5,PIT,25,DAL,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020089,2023-10-24,,13,FLA,28,SJS,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020090,2023-10-24,,2,NYI,21,COL,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020091,2023-10-24,,17,DET,55,SEA,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020092,2023-10-24,,16,CHI,6,BOS,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020093,2023-10-24,,52,WPG,19,STL,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020094,2023-10-24,,30,MIN,22,EDM,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020095,2023-10-24,,18,NSH,23,VAN,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020096,2023-10-24,,20,CGY,3,NYR,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020097,2023-10-24,,26,LAK,53,ARI,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020098,2023-10-24,,54,VGK,4,PHI,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020099,2023-10-25,,1,NJD,15,WSH,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020100,2023-10-26,,6,BOS,24,ANA,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020101,2023-10-26,,12,CAR,55,SEA,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020102,2023-10-26,,17,DET,52,WPG,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020103,2023-10-26,,8,MTL,29,CBJ,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020104,2023-10-26,,4,PHI,30,MIN,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020105,2023-10-26,,5,PIT,21,COL,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020106,2023-10-26,,14,TBL,28,SJS,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
2023,2023020107,2023-10-26,,2,NYI,9,OTT,2,UNKNOWN_NOT_IN_NHL_GAMES,,FINAL_SCORE_RECONSTRUCTED_FROM_RAW_SHOT_STATE,QUALIFIED,team summary supplies grain/identity support; its goal field is zero and is not score authority
