league,slate_date,game_date,game_id,game_type,home_team_code,away_team_code,player_id,player_name,prop_type,market_key,line,prob_over,prob_under,fair_odds_over_american,fair_odds_under_american,model_pick_side,model_pick_prob,prediction_source_file,generated_at_utc
MLB,2026-04-27,2026-04-27,822906,R,TEX,NYY,669394,Jake Burger,hits,batter_hits,0.5,0.439674,0.560326,127,-127,under,0.560326,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,822906,R,TEX,NYY,669394,Jake Burger,hits_runs_rbis,batter_h+r+rbi,1.5,0.270284,0.729716,270,-270,under,0.729716,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,822906,R,TEX,NYY,669394,Jake Burger,singles,batter_singles,0.5,0.508955,0.491045,-104,104,over,0.508955,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,822906,R,TEX,NYY,669394,Jake Burger,total_bases,batter_bases,0.5,0.546631,0.453369,-121,121,over,0.546631,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,822906,R,TEX,NYY,691176,Jasson Domínguez,singles,batter_singles,0.5,0.491045,0.508955,104,-104,under,0.508955,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,822906,R,TEX,NYY,665862,Jazz Chisholm Jr.,hits,batter_hits,0.5,0.585549,0.414451,-141,141,over,0.585549,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,822906,R,TEX,NYY,665862,Jazz Chisholm Jr.,hits_runs_rbis,batter_h+r+rbi,1.5,0.59763,0.40237,-149,149,over,0.59763,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,822906,R,TEX,NYY,665862,Jazz Chisholm Jr.,singles,batter_singles,0.5,0.578326,0.421674,-137,137,over,0.578326,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,822906,R,TEX,NYY,665862,Jazz Chisholm Jr.,total_bases,batter_bases,0.5,0.71364,0.28636,-249,249,over,0.71364,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,822906,R,TEX,NYY,673962,Josh Jung,hits,batter_hits,0.5,0.637839,0.362161,-176,176,over,0.637839,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,822906,R,TEX,NYY,673962,Josh Jung,hits_runs_rbis,batter_h+r+rbi,1.5,0.634824,0.365176,-174,174,over,0.634824,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,822906,R,TEX,NYY,673962,Josh Jung,singles,batter_singles,0.5,0.477526,0.522474,109,-109,under,0.522474,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,822906,R,TEX,NYY,673962,Josh Jung,total_bases,batter_bases,1.5,0.643947,0.356053,-181,181,over,0.643947,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,822906,R,TEX,NYY,669701,Josh Smith,hits,batter_hits,0.5,0.50322,0.49678,-101,101,over,0.50322,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,822906,R,TEX,NYY,669701,Josh Smith,total_bases,batter_bases,0.5,0.569653,0.430347,-132,132,over,0.569653,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,822906,R,TEX,NYY,608331,Max Fried,outs_recorded,pitcher_outs,18.5,0.689968,0.310032,-223,223,over,0.689968,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,822906,R,TEX,NYY,608331,Max Fried,strikeouts_pitching,pitcher_strikeouts,5.5,0.679858,0.320142,-212,212,over,0.679858,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,822906,R,TEX,NYY,502671,Paul Goldschmidt,hits,batter_hits,0.5,0.423495,0.576505,136,-136,under,0.576505,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,822906,R,TEX,NYY,502671,Paul Goldschmidt,singles,batter_singles,0.5,0.37381,0.62619,168,-168,under,0.62619,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,822906,R,TEX,NYY,502671,Paul Goldschmidt,total_bases,batter_bases,0.5,0.588543,0.411457,-143,143,over,0.588543,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,822906,R,TEX,NYY,641857,Ryan McMahon,hits,batter_hits,0.5,0.447608,0.552392,123,-123,under,0.552392,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,822906,R,TEX,NYY,641857,Ryan McMahon,singles,batter_singles,0.5,0.491045,0.508955,104,-104,under,0.508955,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,822906,R,TEX,NYY,641857,Ryan McMahon,total_bases,batter_bases,0.5,0.565884,0.434116,-130,130,over,0.565884,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,822906,R,TEX,NYY,664059,Sam Haggerty,hits,batter_hits,0.5,0.294987,0.705013,239,-239,under,0.705013,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,822906,R,TEX,NYY,664059,Sam Haggerty,singles,batter_singles,0.5,0.448081,0.551919,123,-123,under,0.551919,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,822906,R,TEX,NYY,664059,Sam Haggerty,total_bases,batter_bases,0.5,0.388846,0.611154,157,-157,under,0.611154,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,822906,R,TEX,NYY,663757,Trent Grisham,hits,batter_hits,0.5,0.427973,0.572027,134,-134,under,0.572027,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,822906,R,TEX,NYY,663757,Trent Grisham,singles,batter_singles,0.5,0.428014,0.571986,134,-134,under,0.571986,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,822906,R,TEX,NYY,663757,Trent Grisham,total_bases,batter_bases,0.5,0.592129,0.407871,-145,145,over,0.592129,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,608324,Alex Bregman,hits,batter_hits,0.5,0.655989,0.344011,-191,191,over,0.655989,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,608324,Alex Bregman,hits_runs_rbis,batter_h+r+rbi,1.5,0.507077,0.492923,-103,103,over,0.507077,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,608324,Alex Bregman,singles,batter_singles,0.5,0.522474,0.477526,-109,109,over,0.522474,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,608324,Alex Bregman,total_bases,batter_bases,1.5,0.625455,0.374545,-167,167,over,0.625455,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,608348,Carson Kelly,hits,batter_hits,0.5,0.590971,0.409029,-144,144,over,0.590971,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,608348,Carson Kelly,singles,batter_singles,0.5,0.522474,0.477526,-109,109,over,0.522474,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,608348,Carson Kelly,total_bases,batter_bases,0.5,0.677447,0.322553,-210,210,over,0.677447,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,621020,Dansby Swanson,hits,batter_hits,0.5,0.514474,0.485526,-106,106,over,0.514474,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,621020,Dansby Swanson,singles,batter_singles,0.5,0.428014,0.571986,134,-134,under,0.571986,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,621020,Dansby Swanson,total_bases,batter_bases,0.5,0.715139,0.284861,-251,251,over,0.715139,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,665487,Fernando Tatis Jr.,hits,batter_hits,0.5,0.592188,0.407812,-145,145,over,0.592188,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,665487,Fernando Tatis Jr.,hits_runs_rbis,batter_h+r+rbi,1.5,0.455732,0.544268,119,-119,under,0.544268,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,665487,Fernando Tatis Jr.,singles,batter_singles,0.5,0.647977,0.352023,-184,184,over,0.647977,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,665487,Fernando Tatis Jr.,total_bases,batter_bases,1.5,0.403553,0.596447,148,-148,under,0.596447,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,666023,Freddy Fermin,hits,batter_hits,0.5,0.430179,0.569821,132,-132,under,0.569821,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,666023,Freddy Fermin,singles,batter_singles,0.5,0.477526,0.522474,109,-109,under,0.522474,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,666023,Freddy Fermin,total_bases,batter_bases,0.5,0.563555,0.436445,-129,129,over,0.563555,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,664023,Ian Happ,hits,batter_hits,0.5,0.576788,0.423212,-136,136,over,0.576788,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,664023,Ian Happ,hits_runs_rbis,batter_h+r+rbi,1.5,0.556302,0.443698,-125,125,over,0.556302,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,664023,Ian Happ,singles,batter_singles,0.5,0.522474,0.477526,-109,109,over,0.522474,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,664023,Ian Happ,total_bases,batter_bases,0.5,0.666029,0.333971,-199,199,over,0.666029,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,701538,Jackson Merrill,hits,batter_hits,0.5,0.421759,0.578241,137,-137,under,0.578241,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,701538,Jackson Merrill,hits_runs_rbis,batter_h+r+rbi,1.5,0.371449,0.628551,169,-169,under,0.628551,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,701538,Jackson Merrill,singles,batter_singles,0.5,0.508955,0.491045,-104,104,over,0.508955,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,701538,Jackson Merrill,total_bases,batter_bases,1.5,0.378371,0.621629,164,-164,under,0.621629,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,630105,Jake Cronenworth,hits,batter_hits,0.5,0.439354,0.560646,128,-128,under,0.560646,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,630105,Jake Cronenworth,singles,batter_singles,0.5,0.508955,0.491045,-104,104,over,0.508955,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,630105,Jake Cronenworth,total_bases,batter_bases,0.5,0.535639,0.464361,-115,115,over,0.535639,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,592518,Manny Machado,hits,batter_hits,0.5,0.530182,0.469818,-113,113,over,0.530182,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,592518,Manny Machado,hits_runs_rbis,batter_h+r+rbi,1.5,0.565972,0.434028,-130,130,over,0.565972,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,592518,Manny Machado,singles,batter_singles,0.5,0.540952,0.459048,-118,118,over,0.540952,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,592518,Manny Machado,total_bases,batter_bases,1.5,0.472917,0.527083,111,-111,under,0.527083,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,571510,Matthew Boyd,outs_recorded,pitcher_outs,16.5,0.271317,0.728683,269,-269,under,0.728683,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,571510,Matthew Boyd,strikeouts_pitching,pitcher_strikeouts,5.5,0.632003,0.367997,-172,172,over,0.632003,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,683737,Michael Busch,hits,batter_hits,0.5,0.639091,0.360909,-177,177,over,0.639091,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,683737,Michael Busch,singles,batter_singles,0.5,0.551919,0.448081,-123,123,over,0.551919,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,683737,Michael Busch,total_bases,batter_bases,1.5,0.62942,0.37058,-170,170,over,0.62942,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,609280,Miguel Andujar,hits,batter_hits,0.5,0.651367,0.348633,-187,187,over,0.651367,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,609280,Miguel Andujar,singles,batter_singles,0.5,0.60071,0.39929,-150,150,over,0.60071,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,609280,Miguel Andujar,total_bases,batter_bases,0.5,0.697384,0.302616,-230,230,over,0.697384,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,694208,Moisés Ballesteros,hits,batter_hits,0.5,0.594626,0.405374,-147,147,over,0.594626,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,694208,Moisés Ballesteros,singles,batter_singles,0.5,0.428014,0.571986,134,-134,under,0.571986,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,694208,Moisés Ballesteros,total_bases,batter_bases,0.5,0.71174,0.28826,-247,247,over,0.71174,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,592206,Nick Castellanos,hits,batter_hits,0.5,0.308809,0.691191,224,-224,under,0.691191,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,592206,Nick Castellanos,total_bases,batter_bases,1.5,0.261939,0.738061,282,-282,under,0.738061,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,663538,Nico Hoerner,hits,batter_hits,1.5,0.386518,0.613482,159,-159,under,0.613482,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,663538,Nico Hoerner,hits_runs_rbis,batter_h+r+rbi,1.5,0.517561,0.482439,-107,107,over,0.517561,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,663538,Nico Hoerner,singles,batter_singles,0.5,0.578326,0.421674,-137,137,over,0.578326,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,663538,Nico Hoerner,total_bases,batter_bases,1.5,0.563282,0.436718,-129,129,over,0.563282,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,691718,Pete Crow-Armstrong,hits,batter_hits,0.5,0.541883,0.458117,-118,118,over,0.541883,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,691718,Pete Crow-Armstrong,hits_runs_rbis,batter_h+r+rbi,1.5,0.419955,0.580045,138,-138,under,0.580045,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,691718,Pete Crow-Armstrong,singles,batter_singles,0.5,0.551919,0.448081,-123,123,over,0.551919,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,691718,Pete Crow-Armstrong,total_bases,batter_bases,0.5,0.602239,0.397761,-151,151,over,0.602239,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,673548,Seiya Suzuki,hits,batter_hits,0.5,0.675678,0.324322,-208,208,over,0.675678,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,673548,Seiya Suzuki,singles,batter_singles,0.5,0.551919,0.448081,-123,123,over,0.551919,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,673548,Seiya Suzuki,total_bases,batter_bases,1.5,0.696951,0.303049,-230,230,over,0.696951,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,664034,Ty France,hits,batter_hits,0.5,0.429227,0.570773,133,-133,under,0.570773,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,664034,Ty France,singles,batter_singles,0.5,0.477526,0.522474,109,-109,under,0.522474,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,664034,Ty France,total_bases,batter_bases,0.5,0.621341,0.378659,-164,164,over,0.621341,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,593428,Xander Bogaerts,hits,batter_hits,0.5,0.633009,0.366991,-172,172,over,0.633009,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,593428,Xander Bogaerts,singles,batter_singles,0.5,0.62619,0.37381,-168,168,over,0.62619,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823311,R,SD,CHC,593428,Xander Bogaerts,total_bases,batter_bases,1.5,0.502695,0.497305,-101,101,over,0.502695,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823395,R,PIT,STL,676475,Alec Burleson,hits,batter_hits,1.5,0.274537,0.725463,264,-264,under,0.725463,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823395,R,PIT,STL,676475,Alec Burleson,hits_runs_rbis,batter_h+r+rbi,1.5,0.363704,0.636296,175,-175,under,0.636296,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823395,R,PIT,STL,676475,Alec Burleson,singles,batter_singles,0.5,0.39929,0.60071,150,-150,under,0.60071,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823395,R,PIT,STL,676475,Alec Burleson,total_bases,batter_bases,1.5,0.486209,0.513791,106,-106,under,0.513791,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823395,R,PIT,STL,664040,Brandon Lowe,hits,batter_hits,0.5,0.609085,0.390915,-156,156,over,0.609085,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823395,R,PIT,STL,664040,Brandon Lowe,singles,batter_singles,0.5,0.571986,0.428014,-134,134,over,0.571986,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823395,R,PIT,STL,664040,Brandon Lowe,total_bases,batter_bases,1.5,0.484497,0.515503,106,-106,under,0.515503,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823395,R,PIT,STL,668804,Bryan Reynolds,hits,batter_hits,0.5,0.521457,0.478543,-109,109,over,0.521457,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823395,R,PIT,STL,668804,Bryan Reynolds,hits_runs_rbis,batter_h+r+rbi,1.5,0.496666,0.503334,101,-101,under,0.503334,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823395,R,PIT,STL,668804,Bryan Reynolds,singles,batter_singles,0.5,0.540952,0.459048,-118,118,over,0.540952,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823395,R,PIT,STL,668804,Bryan Reynolds,total_bases,batter_bases,1.5,0.398608,0.601392,151,-151,under,0.601392,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
MLB,2026-04-27,2026-04-27,823395,R,PIT,STL,669160,Dustin May,outs_recorded,pitcher_outs,15.5,0.578326,0.421674,-137,137,over,0.578326,backend/mlb/data/processed/mlb_predictions_wide_calibrated_weighted.csv,2026-04-27T17:48:57.447987+00:00
