player_id,game_id,team_id,opponent_id,is_home,game_date,season,season_5on5_icetime_per_game,season_5on5_shifts_per_game,szn_toi_per_game_5on5,szn_toi_per_game_pp,szn_toi_per_game_pk,szn_shifts_per_game_pp,szn_shifts_per_game_pk,d5_sog_per60,d10_sog_per60,d20_sog_per60,attempts_d10_per60,rest_days,b2b_flag,pace_matchup_index
8478450,2025020698,5,20,True,2026-01-10,2025,,,18.2583333333333,0.556666666666667,2.58421052631579,1.4,3.42105263157895,,,,,2,False,0.98270068450528936031
8478452,2025020698,5,20,True,2026-01-10,2025,,,15.05,0.4,1.18333333333333,1,2,,,,,79,False,0.98270068450528936031
8478454,2025020705,4,14,True,2026-01-10,2025,,,11.8733333333333,0.183333333333333,1.73690476190476,1,2.5,,,,,2,False,1.08097075295581830000
8478458,2025020709,22,26,True,2026-01-10,2025,,,15.1538461538462,1.25,0.31,1.58333333333333,1,,,,,2,False,1.01545737398879900000
8478460,2025020699,29,21,False,2026-01-10,2025,,,21.8868421052632,3.00740740740741,1.80648148148148,2.55555555555556,2.55555555555556,,,,,2,False,1.01545737398879900000
8478462,2025020702,10,23,True,2026-01-10,2025,,,11.4729166666667,1.51833333333333,1.84057971014493,2,3,,,,,2,False,1.08097075295581830000
8478468,2025020710,54,19,True,2026-01-10,2025,,,14.8738095238095,0.55,1.67166666666667,1,2.9,,,,,2,False,1.04821406347230870000
8478469,2025020704,9,13,True,2026-01-10,2025,,,18.0625,2.55555555555556,1.95416666666667,3.08333333333333,3.16666666666667,,,,,2,False,0.94994399502177971496
8478472,2025020710,19,54,False,2026-01-10,2025,,,11.2316666666667,0.645833333333333,1.18240740740741,1.25,2.05555555555556,,,,,7,False,1.11372744243932790000
8478476,2025020700,25,28,False,2026-01-10,2025,,,12.0484848484848,0.819444444444444,0.172222222222222,1,1,,,,,3,False,0.98270068450528936031
8478483,2025020710,54,19,True,2026-01-10,2025,,,15.4833333333333,3.38985507246377,1.42962962962963,3.04347826086957,2.05555555555556,,,,,2,False,1.11372744243932790000
8478493,2025020708,30,2,True,2026-01-10,2025,,,13.8706666666667,3.93133333333333,1.742,3.6,2.52,,,,,2,False,1.08097075295581830000
8478498,2025020702,23,10,False,2026-01-10,2025,,,12.7819444444444,3.30902777777778,1.13253968253968,2.83333333333333,1.95238095238095,,,,,2,False,1.11372744243932790000
8478500,2025020699,29,21,False,2026-01-10,2025,,,20.5925,1.78627450980392,3.91,2.35294117647059,4.35,,,,,2,False,1.01545737398879900000
8478508,2025020708,30,2,True,2026-01-10,2025,,,12.0613333333333,0.440277777777778,1.47460317460317,1.16666666666667,2.28571428571429,,,,,2,False,0.98270068450528936031
8478519,2025020705,14,4,False,2026-01-10,2025,,,13.0801587301587,1.7843137254902,3.4531746031746,2.82352941176471,5.38095238095238,,,,,4,False,0.94994399502177971496
8478542,2025020704,13,9,False,2026-01-10,2025,,,13.3032051282051,2.29358974358974,1.382,2.5,2.6,,,,,2,False,0.94994399502177971496
8478550,2025020697,3,6,False,2026-01-10,2025,,,16.988,4.33541666666667,0.372222222222222,3.25,1.33333333333333,,,,,2,False,1.08097075295581830000
8478569,2025020698,5,20,True,2026-01-10,2025,,,10.1035087719298,0.4,2.44607843137255,1.44444444444444,3.88235294117647,,,,,2,False,0.98270068450528936031
8478840,2025020697,3,6,False,2026-01-10,2025,,,16.3616666666667,0.524074074074074,2.12719298245614,1.77777777777778,3.26315789473684,,,,,2,False,1.08097075295581830000
8478851,2025020703,8,17,True,2026-01-10,2025,,,16.0753623188406,0.354166666666667,3.54782608695652,1.1875,4.52173913043478,,,,,2,False,1.08097075295581830000
8478854,2025020698,5,20,True,2026-01-10,2025,,,17.165,0.581481481481481,2.34210526315789,1.66666666666667,3.10526315789474,,,,,2,False,1.04821406347230870000
8478856,2025020702,23,10,False,2026-01-10,2025,,,14.1696078431373,3.00111111111111,2.06777777777778,2.93333333333333,3.66666666666667,,,,,11,False,1.11372744243932790000
8478859,2025020704,13,9,False,2026-01-10,2025,,,17.1954545454545,0.426851851851852,2.71212121212121,1.38888888888889,4,,,,,2,False,0.94994399502177971496
8478864,2025020708,30,2,True,2026-01-10,2025,,,17.9386666666667,4.5,0.247222222222222,3.64,1.08333333333333,,,,,2,False,1.08097075295581830000
8478873,2025020701,24,7,False,2026-01-10,2025,,,14.0949275362319,3.37777777777778,1.17,3.0952380952381,2.65,,,,,4,False,1.04821406347230870000
8478874,2025020700,28,25,True,2026-01-10,2025,,,10.2324074074074,2.14019607843137,0.116666666666667,2.94117647058824,1,,,,,3,False,0.98270068450528936031
8478882,2025020697,3,6,False,2026-01-10,2025,,,20.5166666666667,1.1375,2.53571428571429,1.75,3.61904761904762,,,,,2,False,0.98270068450528936031
8478891,2025020703,17,8,False,2026-01-10,2025,,,11.765625,0.67037037037037,1.48222222222222,1.55555555555556,2.4,,,,,2,False,0.91718730553827006962
8478904,2025020702,10,23,True,2026-01-10,2025,,,9.50614035087719,0.395833333333333,1.85555555555556,1.125,2.88888888888889,,,,,2,False,1.11372744243932790000
8478970,2025020706,12,55,True,2026-01-10,2025,,,17.2361111111111,0.486666666666667,2.45882352941176,1.3,3.70588235294118,,,,,2,False,1.08097075295581830000
8478975,2025020699,29,21,False,2026-01-10,2025,,,14.5175438596491,1.77592592592593,0.39,2.27777777777778,1.46666666666667,,,,,6,False,1.04821406347230870000
8479022,2025020705,4,14,True,2026-01-10,2025,,,9.75,0.380555555555556,1.346875,1.33333333333333,2.5,,,,,2,False,1.01545737398879900000
8479026,2025020702,10,23,True,2026-01-10,2025,,,12.7263888888889,0.355,1.01363636363636,0,2.45454545454545,,,,,2,False,0.98270068450528936031
8479066,2025020698,20,5,False,2026-01-10,2025,,,8.376,0.208333333333333,0.716666666666667,1.5,1.5,,,,,2,False,1.04821406347230870000
8479316,2025020704,13,9,False,2026-01-10,2025,,,7.67833333333333,0.443333333333333,1.44761904761905,1.5,2.35714285714286,,,,,2,False,1.14648413192283760000
8479318,2025020702,10,23,True,2026-01-10,2025,,,16.3021739130435,2.85652173913043,1.6531746031746,2.91304347826087,2.9047619047619,,,,,2,False,1.11372744243932790000
8479323,2025020697,3,6,False,2026-01-10,2025,,,19.1541666666667,4.21666666666667,1.29,3.41666666666667,2.4,,,,,5,False,1.08097075295581830000
8479324,2025020706,55,12,False,2026-01-10,2025,,,16.8166666666667,0.415,2.64920634920635,1.5,3.38095238095238,,,,,2,False,1.14648413192283760000
8479325,2025020697,6,3,True,2026-01-10,2025,,,17.5760416666667,2.98541666666667,3.03645833333333,2.875,4.75,,,,,2,False,1.01545737398879900000
8479336,2025020705,4,14,True,2026-01-10,2025,,,11.8038461538462,0.363333333333333,1.57424242424242,1.2,2.45454545454545,,,,,2,False,0.91718730553827006962
8479337,2025020703,17,8,False,2026-01-10,2025,,,14.3717948717949,3.24038461538462,0.468055555555556,3.11538461538462,1.16666666666667,,,,,2,False,0.98270068450528936031
8479339,2025020703,8,17,True,2026-01-10,2025,,,9.92083333333333,2.7625,0.133333333333333,2.75,2,,,,,86,False,1.08097075295581830000
8479351,2025020700,25,28,False,2026-01-10,2025,,,12.9097222222222,1.17272727272727,2.25902777777778,1.63636363636364,3.5,,,,,3,False,1.04821406347230870000
8479353,2025020710,54,19,True,2026-01-10,2025,,,13.0739130434783,0.903571428571429,1.15964912280702,1.42857142857143,2.36842105263158,,,,,2,False,1.08097075295581830000
