game_date,game_pk,original_raw_expected_total,corrected_state_raw_expected_total,corrected_minus_original,original_probability_distribution_0_to_30plus,corrected_probability_distribution_0_to_30plus,evidence_class,original_prediction_preserved
2026-08-07,823836,8.022280305933567,8.089567272323096,0.06728696638952947,"[0.004079213220696549,0.016053723565614048,0.03567879422801666,0.05892179024076274,0.08048397190316443,0.09614957457096916,0.10388387752229691,0.10376621149045404,0.09730028839796262,0.08660731172551699,0.07379254257261629,0.060575552284364446,0.04815361747818075,0.037221440809892974,0.02807048824486373,0.020711353700402956,0.014985875593429733,0.010654397820962268,0.0074555891449475786,0.0051424823285682675,0.003500655665375553,0.002354454740574367,0.001566088249442083,0.0010310948871721604,0.0006724616397954649,0.00043472762196506613,0.00027874784280016113,0.00017737302115288948,0.00011206229925183791,7.032688891431935e-05,0.00011391029987319359]","[0.003947038075755081,0.015597192370200488,0.034806195549672764,0.05771624382027667,0.0791602697153786,0.09495568481650718,0.10301429473412722,0.10331920165179802,0.09727807033606985,0.0869422983520629,0.07438147249652506,0.06130916740177652,0.04893647614843905,0.037981550849556074,0.028761081902468923,0.021307842424008263,0.015480637911039442,0.011051249330181673,0.007764977017290809,0.005377826093709998,0.0036758609894402263,0.00248242290674947,0.0016579727693658282,0.001096063043093419,0.0007177614929238586,0.00046591384303811044,0.00029996848700305134,0.00019165820640462702,0.00012158363515101118,7.661481187600605e-05,0.00012540881810971767]",COUNTERFACTUAL_CORRECTED_FEATURE_STATE_NOT_ORIGINAL_PREDICTION,True
2026-08-07,824566,8.014511735444747,8.086924399777558,0.0724126643328109,"[0.004094792746170318,0.016107377387911063,0.035781023354739795,0.05906253145479158,0.08063787213534662,0.096287643968742,0.10398360734710745,0.10381646191472524,0.09730113930068447,0.08656690512591327,0.07372305816747103,0.060489749365189346,0.04806255521002507,0.03713339460391363,0.02799077826706615,0.020642725032133016,0.014929119695950066,0.010609001742419162,0.007420294024285228,0.00511570496570304,0.003480772275353983,0.0023399689685612945,0.0015557131314074975,0.0010237772032202848,0.000667371830919461,0.0004312321450392039,0.00027637511811620864,0.00017577962122349873,0.00011100282325012751,6.96288843331345e-05,0.00011264218828780092]","[0.00395213741656244,0.015614850264353636,0.034840038465634805,0.05776314140916074,0.07921194631978376,0.09500250659065287,0.10304863941428197,0.1033371512085867,0.09727944064878508,0.08692964559074899,0.07435877705838921,0.06128067774551448,0.04890592857842715,0.03795178302641357,0.028733953470852985,0.021284346301222463,0.015461099221866982,0.011035539419841365,0.007752701065521319,0.005368467057007143,0.0036688781835124305,0.0024773117224861246,0.0016542949943625846,0.0010934571566362438,0.0007159407241948006,0.00046465776623917426,0.00029911203894602894,0.00019108049377309218,0.00012119779925390862,7.635949087091532e-05,0.000124939356116902]",COUNTERFACTUAL_CORRECTED_FEATURE_STATE_NOT_ORIGINAL_PREDICTION,True
2026-08-07,824727,7.687350422018609,7.730682423854594,0.04333200183598507,"[0.004816190987415894,0.018557455324114236,0.04038017169527137,0.06529039185269522,0.08731685630665759,0.10212954723500367,0.1080357621939579,0.10565515675489671,0.09699832044547008,0.08453177616026035,0.0705169077265267,0.05667525940128516,0.044110339636804906,0.03338258877554573,0.0246485938096477,0.017805985523249013,0.012614063198225407,0.008780457344055595,0.0060156913434065255,0.004062484667057141,0.002707594793805773,0.001782953314133897,0.0011611309601336477,0.000748477856820094,0.0004779287842665955,0.0003025020045765345,0.00018990564987538113,0.00011831213266365006,7.318407661632378e-05,4.4966990596672354e-05,6.904305496467471e-05]","[0.004712857866820297,0.018210460685093438,0.03973676770517293,0.0644310959790689,0.08641043717223669,0.10135411480400569,0.107517556550441,0.10544461655340355,0.09707777076944957,0.08483937144099739,0.07097290386974475,0.0572024590906007,0.04464609219300414,0.03388323984458519,0.02508874473247243,0.01817501040023996,0.012911762291956074,0.009013003178994767,0.006192411369131741,0.0041936082348453365,0.0028028616364470823,0.0018508866706347213,0.0012087679290668806,0.0007813804618136502,0.0005003439421827267,0.0003175817830384333,0.00019993419515759996,0.00012491090169743796,7.748355272145455e-05,4.774288058121864e-05,7.382131439433153e-05]",COUNTERFACTUAL_CORRECTED_FEATURE_STATE_NOT_ORIGINAL_PREDICTION,True
2026-08-07,825051,8.833589847119418,8.821784888096797,-0.01180495902262102,"[0.00276713629822769,0.01140386162285414,0.02654045358792767,0.045898249167508134,0.0656525501282102,0.0821318451665512,0.09292538688669892,0.09719953804618159,0.09544306577835628,0.08896246860354108,0.07937555140972803,0.06823287595330467,0.05679985492509039,0.04597624536324794,0.036308833942223465,0.028053873490546045,0.021256339863040784,0.015825494330825453,0.011596644847367691,0.008376164755246997,0.005970955178841039,0.004205394833382925,0.0029292381045029634,0.0020195708375559903,0.0013792722113622673,0.0009337308765059469,0.0006269573721410509,0.0004177688698125808,0.00027639491858560933,0.00018164102537676803,0.0003326416052545809]","[0.0027824236036393286,0.011459709054447273,0.026653788606449832,0.046065488676294036,0.06585065795233447,0.08232828216871028,0.09308952346608734,0.09731047340571512,0.09549238071415314,0.08895290189986785,0.07931749786671748,0.06814043196125993,0.05668751082175959,0.04585668096483285,0.03619181582387425,0.02794601326577021,0.02116140344966496,0.015744983936974752,0.011530449801365604,0.008323156464899468,0.00592946642423392,0.004173568396638261,0.002905255878096666,0.0020017865171303674,0.001366273391976026,0.000924353946299328,0.000620273958442612,0.00041305755046037155,0.0002731074200846974,0.00017936856983914474,0.0003279140419808164]",COUNTERFACTUAL_CORRECTED_FEATURE_STATE_NOT_ORIGINAL_PREDICTION,True
2026-08-08,822701,8.072224135388701,8.216440300606287,0.1442161652175855,"[0.003980637278787269,0.0157134722756389,0.03502891906232637,0.058024670707538015,0.07949985479005196,0.09526305074055783,0.10323939570105768,0.10343641191475098,0.09728632482385838,0.08685851740646783,0.07423188895234732,0.06112172516609718,0.04873571294340635,0.03778607386848294,0.028583061213110276,0.021153753632489863,0.01535257626141574,0.010948338916248124,0.0076846036967030485,0.005316581794873765,0.0036301892807976232,0.0024490091398586106,0.001633941390405854,0.0010790437671009832,0.0007058755289989088,0.00045771804071300656,0.00029438284197428406,0.00018789218881893268,0.00011906959463393101,7.495194991531131e-05,0.00012235513057262687]","[0.0037107623739052026,0.014774966055297893,0.03322192961213885,0.0555078737809501,0.07671000882218859,0.09271584748644046,0.10134882791515742,0.10242135412631885,0.09716562611862986,0.08750181429383175,0.07542910377274917,0.06264520416967581,0.05038292054357875,0.039401392795600974,0.03006300117185194,0.022441652134321952,0.016428292895177304,0.011816890099061905,0.008366045622967225,0.005838147225566428,0.004020828991989718,0.002736027941690762,0.0018412399373494257,0.0012264695272704554,0.0008092628752817805,0.0005293017275442938,0.00034336938022082845,0.00022105563306075999,0.0001412984915240571,8.97146517765923e-05,0.00014976982688097505]",COUNTERFACTUAL_CORRECTED_FEATURE_STATE_NOT_ORIGINAL_PREDICTION,True
2026-08-08,822864,7.468102528769837,7.538828076294212,0.07072554752437554,"[0.005379881558078542,0.02042882153911512,0.04380754635220382,0.06980490174175753,0.09200059018374371,0.10604734639344862,0.11055332690318054,0.10654936160081553,0.0964007127027251,0.0827926725265319,0.06806456041157896,0.053910973980435206,0.04135042144924648,0.03084007519182971,0.02244106381464118,0.015976188855165132,0.011153676634874108,0.007651314635753825,0.005166070708045735,0.0034381309418722583,0.002258240674312947,0.0014654884624152786,0.0009405448599160008,0.0005974934419311891,0.00037598736514310883,0.00023452772853011246,0.00014509742428126432,8.908549088696051e-05,5.4306294341452583e-05,3.2883896464268355e-05,4.870623673451036e-05]","[0.005190283893094963,0.01980333451340212,0.0426697942228912,0.06831784360306106,0.09047226295327546,0.10478551591551591,0.10976146046671897,0.10629321004490948,0.09662989908700881,0.08338727721302337,0.06888196788549641,0.05481990648253067,0.042249119550176295,0.031661374239480324,0.023149114550835157,0.016559252914315016,0.011616150048846668,0.00800676045513115,0.005431974601843569,0.0036324229236020487,0.0023972914180686207,0.0015631822653160564,0.0010080529392241739,0.0006434481833662855,0.0004068462314051736,0.00025499276264557934,0.0001585148559211346,9.77898668926979e-05,5.9898184201422224e-05,3.644377614801989e-05,5.461395165231715e-05]",COUNTERFACTUAL_CORRECTED_FEATURE_STATE_NOT_ORIGINAL_PREDICTION,True
2026-08-08,823021,8.134035547209486,8.17406017857884,0.04002463136935397,"[0.003862342677146842,0.015303376190061745,0.03424196824363297,0.05693267141556109,0.07829465359126216,0.09416882480185769,0.10243420769060649,0.1030124934227128,0.09724899983230581,0.08714904889730397,0.07475799503829426,0.061784513411006985,0.04944794462507565,0.0384812865529865,0.02921752654232881,0.02170396315630558,0.0158106512251496,0.011317060085622523,0.007973036600759136,0.005536708713148141,0.0037945942099650186,0.0025694689219794556,0.0017207046455033415,0.0011405801549577792,0.000748913691545392,0.0004874370851248678,0.0003146660765298416,0.0002015872455349794,0.00012822481872978064,8.101604683774009e-05,0.00013353439016295407]","[0.0037878626790633827,0.015044154414232123,0.03374242980703779,0.05623624317060062,0.07752181809833214,0.09346222117380013,0.10190865384862517,0.10272899904126087,0.09721323720339532,0.08732528637408406,0.07508827318825069,0.0622058468930085,0.04990418018183346,0.038929190186357675,0.02962827303152963,0.022061703279925033,0.016109677969041423,0.0115586689953814,0.008162723166820067,0.005681985104251259,0.003903470122211338,0.0026495126287017345,0.001778549925393688,0.0011817419302501387,0.0007777960074850531,0.0005074457412448537,0.0003283659177961442,0.00021086684705697758,0.0001344480328308159,8.515114876268949e-05,0.00014122389143578586]",COUNTERFACTUAL_CORRECTED_FEATURE_STATE_NOT_ORIGINAL_PREDICTION,True
2026-08-08,823102,7.885864155224784,7.9083364157492895,0.022472260524505572,"[0.004362814750163339,0.01702535384262187,0.03751980177268885,0.06144072052030206,0.08321847772390063,0.09857975476233834,0.10561327694534102,0.10460593542151826,0.09726229077178611,0.08584498419223598,0.07252752228270445,0.059036112149018806,0.046534953599693674,0.03566757203597134,0.026672291777236713,0.019514114651176518,0.014000788330247864,0.009870275516508336,0.0068487660985678475,0.004684175680401853,0.0031618390685978154,0.0021086801678845933,0.0013908061361721817,0.0009079856826004508,0.0005871889611359089,0.0003764069231772707,0.00023932159155436912,0.0001510038188407518,9.459972986174037e-05,5.8868337773441323e-05,9.33167579776813e-05]","[0.004314601057918897,0.016860915298720074,0.03720974230077556,0.061018784785527136,0.08276336662657732,0.09817869199120542,0.10533171454877112,0.10447396804468008,0.09727637623728214,0.08597831742102173,0.07274246019494358,0.05929444660050969,0.046804400116729594,0.03592461084158489,0.026902335577908693,0.01971013648999056,0.014161341515188363,0.009997520637250455,0.006946827183633303,0.004757934541564491,0.0032161491152387527,0.002147920760270373,0.0014186826820104452,0.000927489062337293,0.0006006462996068015,0.0003855756978016779,0.00024549636158075324,0.0001551180138441469,9.731400086858042e-05,6.064267247071298e-05,9.647332218716973e-05]",COUNTERFACTUAL_CORRECTED_FEATURE_STATE_NOT_ORIGINAL_PREDICTION,True
2026-08-08,823188,7.778831052279777,7.832388095032935,0.05355704275315798,"[0.004600964547517021,0.017833277523287387,0.03903448590635127,0.06348880257165357,0.08541094177980436,0.10049266976904858,0.10693455737509203,0.10519831724413783,0.09715157974000592,0.08516736388941203,0.07146839492896333,0.0577805729386528,0.04523725951245993,0.03443843889435041,0.025578975752021896,0.018587653859683105,0.013245889303420546,0.009274933713525006,0.0063921473912535425,0.004342307037533935,0.002911253490651595,0.0019284300117965144,0.0012633179695500903,0.0008191774398962572,0.0005261744704649811,0.00033501357109002634,0.00021156293690295086,0.00013258626691278345,8.249989879556817e-05,5.0991548413827934e-05,7.945871735090043e-05]","[0.004480012726782782,0.017423835366044853,0.03826866256494987,0.062456002900243036,0.08430877727742585,0.09953501682811376,0.10627761897155823,0.10490948680311783,0.09721607129837567,0.08551526274580434,0.07200566867085209,0.05841397128749911,0.04588950849321813,0.035054421560188884,0.026125507084201655,0.019049710703258265,0.013621569775824838,0.009570598169965498,0.00661846502504697,0.00451141995325733,0.0030349740331118563,0.0020172562463464986,0.0013260261560119667,0.0008627791278452385,0.0005560753570098961,0.00035526179579603616,0.0002251168087389021,0.00014156278856783736,8.838655598229333e-05,5.4816742738937145e-05,8.615618212174685e-05]",COUNTERFACTUAL_CORRECTED_FEATURE_STATE_NOT_ORIGINAL_PREDICTION,True
2026-08-08,823267,7.560184496283856,7.615953383968084,0.05576888768422794,"[0.005134524764357528,0.019618636047992043,0.04233235043930763,0.06787460750280236,0.09001398361191985,0.10440399855300021,0.10951840249006804,0.10620967829001053,0.09669220044976991,0.08356050544537695,0.0691238880488971,0.05509120221676952,0.04251899292661146,0.03190923666639528,0.023363741106123423,0.016736709870245472,0.01175744373080587,0.008115754074646962,0.00551380141900886,0.0036924204295727065,0.0024403769557674753,0.0015935549772912985,0.0010291107608498956,0.0006578300455986443,0.0004165352604972622,0.00026143918144580367,0.00016275492467806882,0.0001005493738280712,6.167661349357278e-05,3.7579550428221604e-05,5.651427243995838e-05]","[0.004992081352992201,0.019145224393562907,0.04146429466463543,0.06672974722718053,0.08882441985398044,0.10340696187467079,0.10887545826122651,0.1059783706313029,0.09684001266250297,0.08399911321881731,0.06974483483575113,0.05579257306440132,0.0432202584656289,0.03255600108673222,0.02392584436838476,0.01720304102615497,0.012129930020332863,0.008403970397005125,0.005730823133761299,0.0038520088724428884,0.002555308255225964,0.0016748028176129326,0.001085597914129734,0.0006965155799357152,0.00044266904134749636,0.0002788741779417097,0.00017425370283548951,0.00010805316602294472,6.652561450665048e-05,4.068461442821218e-05,6.17457045458718e-05]",COUNTERFACTUAL_CORRECTED_FEATURE_STATE_NOT_ORIGINAL_PREDICTION,True
