lane,synchronized_rows,proppadia_brier,betonline_brier,proppadia_log_loss,betonline_log_loss,proppadia_ece,betonline_ece,mean_absolute_separation,median_absolute_separation,attachment_policy
HITS_0_5,555,0.24993320264016844,0.2552722404495464,0.6934041448382601,0.7044662613475394,0.06369403119476331,0.06788550216818166,0.06858809316667716,0.061555709213420795,EARLIEST_VALID_STRICT_PREGAME_BETONLINE_LINEAGE_OBSERVATION
HITS_1_5_UNDER,122,0.23064911443668373,0.216489412407521,0.6544506906002292,0.6248513211577613,0.1344742846827395,0.02272622220476132,0.08509695708473469,0.07549374161335531,EARLIEST_VALID_STRICT_PREGAME_BETONLINE_LINEAGE_OBSERVATION
