lane,multiple_observation_identities,mean_absolute_probability_movement,median_absolute_probability_movement,side_flips,side_flip_rate,earliest_brier,latest_brier,earliest_log_loss,latest_log_loss,policy_effect
HITS_0_5,2403,0.017131242940311545,0.0,180,0.0749063670411985,0.24438738430982704,0.24495831532322848,0.6819227642574271,0.6831308640046045,DIAGNOSTIC_ONLY_PRIMARY_REMAINS_EARLIEST
HITS_1_5_UNDER,306,0.020248724307603206,0.015092374194290825,20,0.06535947712418301,0.2320034094233161,0.2331497779586616,0.6568601999110201,0.6592645208041058,DIAGNOSTIC_ONLY_PRIMARY_REMAINS_EARLIEST
