lane,provenance_tier,provenance_label,predictions,unresolved,resolved,brier,log_loss,ece,accuracy_at_50,mean_probability,observed_rate,probability_sd,probability_min,probability_max
HITS_0_5,TIER_A,ORIGINAL_PROSPECTIVE_FULL_PROVENANCE,2682,199,2483,0.24476007006018055,0.6826697435205488,0.03198179999016754,0.5666532420459122,0.5549920017416274,0.5739025372533226,0.0723662632336114,0.3738101757804691,0.759531869021303
HITS_0_5,TIER_B,ORIGINAL_PROSPECTIVE_PARTIAL_PROVENANCE,0,0,0,,,,,,,,,
HITS_1_5_UNDER,TIER_A,ORIGINAL_PROSPECTIVE_FULL_PROVENANCE,371,16,355,0.23465324558203154,0.6625143219991666,0.11585423839960098,0.6338028169014085,0.5857303593696553,0.6788732394366197,0.06790192020508276,0.39887432560830316,0.7734704596060478
HITS_1_5_UNDER,TIER_B,ORIGINAL_PROSPECTIVE_PARTIAL_PROVENANCE,0,0,0,,,,,,,,,
