scope,predictions,unresolved,probability_invariant_violations,confidence_ordering,resolved,brier,log_loss,ece,accuracy_at_50,mean_probability,observed_rate,probability_sd,probability_min,probability_max
OVERALL,371,16,0,INVERTED,355,0.23465324558203154,0.6625143219991666,0.11585423839960098,0.6338028169014085,0.5857303593696553,0.6788732394366197,0.06790192020508276,0.39887432560830316,0.7734704596060478
bottom20,71,0,0,INVERTED,71,0.2602080381619702,0.713794679461756,0.20787667210528138,0.4647887323943662,0.4822641729651411,0.6901408450704225,0.038820459358353966,0.39887432560830316,0.5224744650240674
second20,71,0,0,INVERTED,71,0.23015693266976842,0.6533085888044601,0.1623563861508423,0.7183098591549296,0.5559534730040869,0.7183098591549296,0.013391863014089503,0.5224744650240674,0.5783260540559666
middle20,71,0,0,INVERTED,71,0.22203160709308783,0.6365803187342336,0.09752240127828608,0.6901408450704225,0.5926184437921365,0.6901408450704225,0.010601559901145304,0.5783260540559666,0.6011256743916968
fourth20,71,0,0,INVERTED,71,0.23521447028061754,0.663225061270659,0.008697311168843536,0.6197183098591549,0.6284156210279984,0.6197183098591549,0.007508284311393658,0.6201952164998107,0.647976758232577
top20,71,0,0,INVERTED,71,0.2256551797047138,0.6456629617247248,0.12021304363243858,0.676056338028169,0.6694000860589134,0.676056338028169,0.0271330287184796,0.647976758232577,0.7734704596060478
top10,36,0,0,INVERTED,36,0.2592295070820274,0.716917812974253,0.10367248799504225,0.5833333333333334,0.6870058213283756,0.5833333333333334,0.027964207990421888,0.6660507649473578,0.7734704596060478
