lane,prospective_rows,prospective_brier,historical_brier,brier_difference,prospective_log_loss,historical_log_loss,log_loss_difference,prospective_ece,historical_ece,ece_difference,prospective_mean_probability,historical_mean_probability,prospective_ordering,historical_ordering,historical_consistency
HITS_0_5,2682,0.24476007006018055,0.244277,0.0004830700601805571,0.6826697435205488,0.682127,0.0005427435205487274,0.03198179999016754,0.036572,-0.004590200009832457,0.5549920017416274,NOT_SPECIFIED_IN_TASK_REFERENCE,MONOTONIC,stable temporal; high-confidence overprediction present,PROSPECTIVE_BEHAVIOR_CONSISTENT
HITS_1_5_UNDER,371,0.23465324558203154,0.2210297807083777,0.013623464873653846,0.6625143219991666,0.6342989927319644,0.02821532926720216,0.11585423839960098,0.0975127308248914,0.01834150757470958,0.5857303593696553,0.6113717945007235,INVERTED,FLAT,PROSPECTIVE_BEHAVIOR_MIXED
