period,games,comparable,control_actual_minus_forecast_bias,repaired_actual_minus_forecast_bias,absolute_bias_reduction,repaired_bias_chronology,notes
FROZEN_2025_VALIDATION,2433,True,0.21504740002206743,0.022841271842263648,0.1922061281798038,IMPROVED_BUT_RESIDUAL_BIAS_REMAINS,
2026_SEQUENTIAL_EARLY,1281,True,0.5774332448470871,0.17030081717828816,0.407132427668799,IMPROVED_BUT_RESIDUAL_BIAS_REMAINS,
2026_LATE_HOLDOUT,439,True,0.6610547573577193,0.17216178771991095,0.48889296963780837,IMPROVED_BUT_RESIDUAL_BIAS_REMAINS,
PROSPECTIVE_AUG06_15,126,True,0.558992375399351,0.023905626931632923,0.5350867484677181,IMPROVED_BUT_RESIDUAL_BIAS_REMAINS,
202_GAME_CALIBRATION_REFERENCE,202,False,0.6401982764894364,nan,,IMPROVED_BUT_RESIDUAL_BIAS_REMAINS,Aggregate-only calibration reference lacks the governed row feature matrix required to score this challenger; not imputed.
