active_start,active_end,artifact,position,feature,source,missing_value_handling,preprocessing,lineage_hash,recovery
2026-05-21,2026-05-27,models_out/archive/hits/hits-20260521T061119Z.joblib,71,isna__d15_walks_allowed,strict-prior prop_workflow/prepared feature vector,generated 1/0,serialized sklearn pipeline,artifact_sha256=b5164340e1940bfb68331872aeb554641dde9f1a9d42979da8ca693a7cb1772d,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-21,2026-05-27,models_out/archive/hits/hits-20260521T061119Z.joblib,72,isna__d30_walks_allowed,strict-prior prop_workflow/prepared feature vector,generated 1/0,serialized sklearn pipeline,artifact_sha256=b5164340e1940bfb68331872aeb554641dde9f1a9d42979da8ca693a7cb1772d,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-21,2026-05-27,models_out/archive/hits/hits-20260521T061119Z.joblib,73,isna__d7_earned_runs,strict-prior prop_workflow/prepared feature vector,generated 1/0,serialized sklearn pipeline,artifact_sha256=b5164340e1940bfb68331872aeb554641dde9f1a9d42979da8ca693a7cb1772d,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-21,2026-05-27,models_out/archive/hits/hits-20260521T061119Z.joblib,74,isna__d15_earned_runs,strict-prior prop_workflow/prepared feature vector,generated 1/0,serialized sklearn pipeline,artifact_sha256=b5164340e1940bfb68331872aeb554641dde9f1a9d42979da8ca693a7cb1772d,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-21,2026-05-27,models_out/archive/hits/hits-20260521T061119Z.joblib,75,isna__d30_earned_runs,strict-prior prop_workflow/prepared feature vector,generated 1/0,serialized sklearn pipeline,artifact_sha256=b5164340e1940bfb68331872aeb554641dde9f1a9d42979da8ca693a7cb1772d,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-21,2026-05-27,models_out/archive/hits/hits-20260521T061119Z.joblib,76,isna__d7_hits_allowed,strict-prior prop_workflow/prepared feature vector,generated 1/0,serialized sklearn pipeline,artifact_sha256=b5164340e1940bfb68331872aeb554641dde9f1a9d42979da8ca693a7cb1772d,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-21,2026-05-27,models_out/archive/hits/hits-20260521T061119Z.joblib,77,isna__d15_hits_allowed,strict-prior prop_workflow/prepared feature vector,generated 1/0,serialized sklearn pipeline,artifact_sha256=b5164340e1940bfb68331872aeb554641dde9f1a9d42979da8ca693a7cb1772d,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-21,2026-05-27,models_out/archive/hits/hits-20260521T061119Z.joblib,78,isna__d30_hits_allowed,strict-prior prop_workflow/prepared feature vector,generated 1/0,serialized sklearn pipeline,artifact_sha256=b5164340e1940bfb68331872aeb554641dde9f1a9d42979da8ca693a7cb1772d,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-21,2026-05-27,models_out/archive/hits/hits-20260521T061119Z.joblib,79,isna__bvp_at_bats,strict-prior prop_workflow/prepared feature vector,generated 1/0,serialized sklearn pipeline,artifact_sha256=b5164340e1940bfb68331872aeb554641dde9f1a9d42979da8ca693a7cb1772d,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-21,2026-05-27,models_out/archive/hits/hits-20260521T061119Z.joblib,80,isna__bvp_hits,strict-prior prop_workflow/prepared feature vector,generated 1/0,serialized sklearn pipeline,artifact_sha256=b5164340e1940bfb68331872aeb554641dde9f1a9d42979da8ca693a7cb1772d,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-21,2026-05-27,models_out/archive/hits/hits-20260521T061119Z.joblib,81,isna__bvp_home_runs,strict-prior prop_workflow/prepared feature vector,generated 1/0,serialized sklearn pipeline,artifact_sha256=b5164340e1940bfb68331872aeb554641dde9f1a9d42979da8ca693a7cb1772d,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-21,2026-05-27,models_out/archive/hits/hits-20260521T061119Z.joblib,82,isna__bvp_rbi,strict-prior prop_workflow/prepared feature vector,generated 1/0,serialized sklearn pipeline,artifact_sha256=b5164340e1940bfb68331872aeb554641dde9f1a9d42979da8ca693a7cb1772d,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-21,2026-05-27,models_out/archive/hits/hits-20260521T061119Z.joblib,83,isna__bvp_strikeouts,strict-prior prop_workflow/prepared feature vector,generated 1/0,serialized sklearn pipeline,artifact_sha256=b5164340e1940bfb68331872aeb554641dde9f1a9d42979da8ca693a7cb1772d,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-21,2026-05-27,models_out/archive/hits/hits-20260521T061119Z.joblib,84,isna__bvp_walks,strict-prior prop_workflow/prepared feature vector,generated 1/0,serialized sklearn pipeline,artifact_sha256=b5164340e1940bfb68331872aeb554641dde9f1a9d42979da8ca693a7cb1772d,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-21,2026-05-27,models_out/archive/hits/hits-20260521T061119Z.joblib,85,isna__bvp_plate_appearances,strict-prior prop_workflow/prepared feature vector,generated 1/0,serialized sklearn pipeline,artifact_sha256=b5164340e1940bfb68331872aeb554641dde9f1a9d42979da8ca693a7cb1772d,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-21,2026-05-27,models_out/archive/hits/hits-20260521T061119Z.joblib,86,isna__bvp_total_bases,strict-prior prop_workflow/prepared feature vector,generated 1/0,serialized sklearn pipeline,artifact_sha256=b5164340e1940bfb68331872aeb554641dde9f1a9d42979da8ca693a7cb1772d,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,0,d7_hits,strict-prior prop_workflow/prepared feature vector,numeric coercion; missing/non-numeric -> 0.0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,1,d7_home_runs,strict-prior prop_workflow/prepared feature vector,numeric coercion; missing/non-numeric -> 0.0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,2,d7_rbis,strict-prior prop_workflow/prepared feature vector,numeric coercion; missing/non-numeric -> 0.0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,3,d7_walks,strict-prior prop_workflow/prepared feature vector,numeric coercion; missing/non-numeric -> 0.0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,4,d15_hits,strict-prior prop_workflow/prepared feature vector,numeric coercion; missing/non-numeric -> 0.0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,5,d15_home_runs,strict-prior prop_workflow/prepared feature vector,numeric coercion; missing/non-numeric -> 0.0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,6,d15_rbis,strict-prior prop_workflow/prepared feature vector,numeric coercion; missing/non-numeric -> 0.0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,7,d15_walks,strict-prior prop_workflow/prepared feature vector,numeric coercion; missing/non-numeric -> 0.0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,8,d30_hits,strict-prior prop_workflow/prepared feature vector,numeric coercion; missing/non-numeric -> 0.0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,9,d30_home_runs,strict-prior prop_workflow/prepared feature vector,numeric coercion; missing/non-numeric -> 0.0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,10,d30_rbis,strict-prior prop_workflow/prepared feature vector,numeric coercion; missing/non-numeric -> 0.0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,11,d30_walks,strict-prior prop_workflow/prepared feature vector,numeric coercion; missing/non-numeric -> 0.0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,12,d7_total_bases,strict-prior prop_workflow/prepared feature vector,numeric coercion; missing/non-numeric -> 0.0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,13,d15_total_bases,strict-prior prop_workflow/prepared feature vector,numeric coercion; missing/non-numeric -> 0.0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,14,d30_total_bases,strict-prior prop_workflow/prepared feature vector,numeric coercion; missing/non-numeric -> 0.0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,15,d7_hits_runs_rbis,strict-prior prop_workflow/prepared feature vector,numeric coercion; missing/non-numeric -> 0.0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,16,d15_hits_runs_rbis,strict-prior prop_workflow/prepared feature vector,numeric coercion; missing/non-numeric -> 0.0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,17,d30_hits_runs_rbis,strict-prior prop_workflow/prepared feature vector,numeric coercion; missing/non-numeric -> 0.0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,18,d7_stolen_bases,strict-prior prop_workflow/prepared feature vector,numeric coercion; missing/non-numeric -> 0.0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,19,d15_stolen_bases,strict-prior prop_workflow/prepared feature vector,numeric coercion; missing/non-numeric -> 0.0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,20,d30_stolen_bases,strict-prior prop_workflow/prepared feature vector,numeric coercion; missing/non-numeric -> 0.0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,21,d7_strikeouts_batting,strict-prior prop_workflow/prepared feature vector,numeric coercion; missing/non-numeric -> 0.0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,22,d15_strikeouts_batting,strict-prior prop_workflow/prepared feature vector,numeric coercion; missing/non-numeric -> 0.0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,23,d30_strikeouts_batting,strict-prior prop_workflow/prepared feature vector,numeric coercion; missing/non-numeric -> 0.0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,24,d7_strikeouts_pitching,strict-prior prop_workflow/prepared feature vector,numeric coercion; missing/non-numeric -> 0.0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,25,d15_strikeouts_pitching,strict-prior prop_workflow/prepared feature vector,numeric coercion; missing/non-numeric -> 0.0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,26,d30_strikeouts_pitching,strict-prior prop_workflow/prepared feature vector,numeric coercion; missing/non-numeric -> 0.0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,27,d7_walks_allowed,strict-prior prop_workflow/prepared feature vector,numeric coercion; missing/non-numeric -> 0.0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,28,d15_walks_allowed,strict-prior prop_workflow/prepared feature vector,numeric coercion; missing/non-numeric -> 0.0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,29,d30_walks_allowed,strict-prior prop_workflow/prepared feature vector,numeric coercion; missing/non-numeric -> 0.0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,30,d7_earned_runs,strict-prior prop_workflow/prepared feature vector,numeric coercion; missing/non-numeric -> 0.0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,31,d15_earned_runs,strict-prior prop_workflow/prepared feature vector,numeric coercion; missing/non-numeric -> 0.0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,32,d30_earned_runs,strict-prior prop_workflow/prepared feature vector,numeric coercion; missing/non-numeric -> 0.0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,33,d7_hits_allowed,strict-prior prop_workflow/prepared feature vector,numeric coercion; missing/non-numeric -> 0.0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,34,d15_hits_allowed,strict-prior prop_workflow/prepared feature vector,numeric coercion; missing/non-numeric -> 0.0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,35,d30_hits_allowed,strict-prior prop_workflow/prepared feature vector,numeric coercion; missing/non-numeric -> 0.0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,36,bvp_at_bats,strict-prior prop_workflow/prepared feature vector,numeric coercion; missing/non-numeric -> 0.0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,37,bvp_hits,strict-prior prop_workflow/prepared feature vector,numeric coercion; missing/non-numeric -> 0.0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,38,bvp_home_runs,strict-prior prop_workflow/prepared feature vector,numeric coercion; missing/non-numeric -> 0.0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,39,bvp_strikeouts,strict-prior prop_workflow/prepared feature vector,numeric coercion; missing/non-numeric -> 0.0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,40,bvp_walks,strict-prior prop_workflow/prepared feature vector,numeric coercion; missing/non-numeric -> 0.0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,41,bvp_plate_appearances,strict-prior prop_workflow/prepared feature vector,numeric coercion; missing/non-numeric -> 0.0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,42,bvp_total_bases,strict-prior prop_workflow/prepared feature vector,numeric coercion; missing/non-numeric -> 0.0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,43,isna__d7_hits,strict-prior prop_workflow/prepared feature vector,generated 1/0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,44,isna__d7_home_runs,strict-prior prop_workflow/prepared feature vector,generated 1/0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,45,isna__d7_rbis,strict-prior prop_workflow/prepared feature vector,generated 1/0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,46,isna__d7_walks,strict-prior prop_workflow/prepared feature vector,generated 1/0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,47,isna__d15_hits,strict-prior prop_workflow/prepared feature vector,generated 1/0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,48,isna__d15_home_runs,strict-prior prop_workflow/prepared feature vector,generated 1/0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,49,isna__d15_rbis,strict-prior prop_workflow/prepared feature vector,generated 1/0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,50,isna__d15_walks,strict-prior prop_workflow/prepared feature vector,generated 1/0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,51,isna__d30_hits,strict-prior prop_workflow/prepared feature vector,generated 1/0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,52,isna__d30_home_runs,strict-prior prop_workflow/prepared feature vector,generated 1/0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,53,isna__d30_rbis,strict-prior prop_workflow/prepared feature vector,generated 1/0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,54,isna__d30_walks,strict-prior prop_workflow/prepared feature vector,generated 1/0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,55,isna__d7_total_bases,strict-prior prop_workflow/prepared feature vector,generated 1/0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,56,isna__d15_total_bases,strict-prior prop_workflow/prepared feature vector,generated 1/0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,57,isna__d30_total_bases,strict-prior prop_workflow/prepared feature vector,generated 1/0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,58,isna__d7_hits_runs_rbis,strict-prior prop_workflow/prepared feature vector,generated 1/0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,59,isna__d15_hits_runs_rbis,strict-prior prop_workflow/prepared feature vector,generated 1/0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,60,isna__d30_hits_runs_rbis,strict-prior prop_workflow/prepared feature vector,generated 1/0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,61,isna__d7_stolen_bases,strict-prior prop_workflow/prepared feature vector,generated 1/0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,62,isna__d15_stolen_bases,strict-prior prop_workflow/prepared feature vector,generated 1/0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,63,isna__d30_stolen_bases,strict-prior prop_workflow/prepared feature vector,generated 1/0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,64,isna__d7_strikeouts_batting,strict-prior prop_workflow/prepared feature vector,generated 1/0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
2026-05-28,2026-06-03,models_out/archive/hits/hits-20260528T061234Z.joblib,65,isna__d15_strikeouts_batting,strict-prior prop_workflow/prepared feature vector,generated 1/0,serialized sklearn pipeline,artifact_sha256=97c14c97c01b5e7f24293202019325cf745af92f7c53a5c703e559f392185498,EXACT_FEATURE_CONTRACT_RECOVERED
