paired_concept,home_feature,away_feature,home_coefficient,away_coefficient,absolute_coefficient_ratio_home_over_away,home_mae_delta,away_mae_delta,home_crps_delta,away_crps_delta,home_mean_absolute_forecast_change,away_mean_absolute_forecast_change,absolute_mae_dependence_ratio_home_over_away,coefficient_materially_asymmetric,predictive_dependence_similarly_asymmetric,descriptive_only_no_symmetry_repair
starter_ra9,home_starter_ra9,away_starter_ra9,0.013753975761015624,0.006799765020473005,2.0227133907722696,0.0026858886124196957,0.0014606426849730347,0.0006532727902928137,0.0003390213331320169,0.04635261815028643,0.025166604398662855,1.8388402858905089,True,False,True
starter_prior_starts,home_starter_prior_starts,away_starter_prior_starts,0.012677233712015375,0.0008268356527004493,15.332229168652159,-0.007831231129259209,-0.0001571741843022778,0.008872506532278113,0.0007543719872544763,0.21991079202296915,0.01451261458359747,49.82517430596722,True,True,True
expected_outs,home_expected_outs,away_expected_outs,-0.011065970207803344,0.007419496809107899,1.4914717928336014,0.003372638633839742,-0.002627834569932208,0.002196015713179289,-0.001396170556499765,0.06824522766488533,0.04599921684974552,1.2834288247934678,False,False,True
workload_uncertainty,home_workload_uncertainty_outs,away_workload_uncertainty_outs,0.010362819278096425,0.0014323801126656583,7.234685253212031,0.00024407528919523358,0.0001692274420030948,-0.0004856325868907163,-5.9975541817802736e-05,0.06800425057149131,0.009319217471365361,1.4422914292515865,True,False,True
bullpen_ra9,home_bullpen_ra9,away_bullpen_ra9,0.015070549615556185,0.010854280711089645,1.3884429578238977,0.0030833819922242434,0.0014644643948562575,0.0016202716226585423,0.0009636591632573577,0.06479943081187357,0.04085574474364759,2.1054673661266365,False,True,True
available_reliever_count,home_bullpen_likely_available_reliever_count,away_bullpen_likely_available_reliever_count,-0.01084444912895344,0.003558827664027518,3.047197041477642,-0.006440654827799097,0.0010845218225159492,-0.0049037770225428545,0.0008019852877381162,0.07844195667920888,0.025086694765689654,5.938704684482621,True,True,True
recent_bullpen_burden,home_bullpen_recent_innings_burden,away_bullpen_recent_innings_burden,-0.000834537374008508,0.007154814495771844,0.11663997361520413,0.0002260060399650321,-0.0012042149772559796,7.925813545162086e-05,-0.0006941165975340446,0.005651091121468771,0.04757066288173717,0.1876791471901699,True,True,True
