population,feature,variant,crps,governed_total_line_brier,governed_total_line_log_loss,governed_total_line_ece,crps_delta,brier_delta,log_loss_delta,probability_thresholds,champion_crps,champion_brier,champion_log_loss
FROZEN_2025_VALIDATION,home_workload_uncertainty_outs,FROZEN_DIRECT_TERM_ABLATION,2.5317382389638188,0.22716554267650482,0.6462619116140186,0.016302083426557975,0.0001424603497861554,-2.0041326645042767e-05,-3.474540030934392e-05,6.5|7.5|8.5|9.5|10.5|11.5,2.5315957786140326,0.22718558400314987,0.6462966570143279
FROZEN_2025_VALIDATION,away_workload_uncertainty_outs,FROZEN_DIRECT_TERM_ABLATION,2.5316221910999808,0.22718688735751044,0.6462996643059817,0.01629221467103271,2.641248594814627e-05,1.303354360576714e-06,3.007291653811528e-06,6.5|7.5|8.5|9.5|10.5|11.5,2.5315957786140326,0.22718558400314987,0.6462966570143279
FROZEN_2025_VALIDATION,home_bullpen_ra9,FROZEN_DIRECT_TERM_ABLATION,2.532575136662051,0.22733571056489665,0.646582101027599,0.01577504210395425,0.0009793580480184083,0.0001501265617467884,0.00028544401327113,6.5|7.5|8.5|9.5|10.5|11.5,2.5315957786140326,0.22718558400314987,0.6462966570143279
FROZEN_2025_VALIDATION,away_bullpen_ra9,FROZEN_DIRECT_TERM_ABLATION,2.53207582133251,0.22723160994993416,0.6464120602864938,0.01546265215777683,0.000480042718477236,4.6025946784294947e-05,0.00011540327216585933,6.5|7.5|8.5|9.5|10.5|11.5,2.5315957786140326,0.22718558400314987,0.6462966570143279
FROZEN_2025_VALIDATION,home_bullpen_likely_available_reliever_count,FROZEN_DIRECT_TERM_ABLATION,2.52609175200378,0.22654833729272744,0.644887741717651,0.014968521376964108,-0.005504026610252399,-0.0006372467104224233,-0.0014089152966769714,6.5|7.5|8.5|9.5|10.5|11.5,2.5315957786140326,0.22718558400314987,0.6462966570143279
FROZEN_2025_VALIDATION,away_bullpen_likely_available_reliever_count,FROZEN_DIRECT_TERM_ABLATION,2.5325173551813007,0.2272976562173884,0.6465470455888946,0.01587454348613483,0.0009215765672681009,0.00011207221423853442,0.0002503885745667178,6.5|7.5|8.5|9.5|10.5|11.5,2.5315957786140326,0.22718558400314987,0.6462966570143279
FROZEN_2025_VALIDATION,home_bullpen_recent_innings_burden,FROZEN_DIRECT_TERM_ABLATION,2.5316908333902126,0.2272016426965327,0.6463315642413662,0.016424670350970616,9.505477617999247e-05,1.605869338283661e-05,3.490722703825e-05,6.5|7.5|8.5|9.5|10.5|11.5,2.5315957786140326,0.22718558400314987,0.6462966570143279
FROZEN_2025_VALIDATION,away_bullpen_recent_innings_burden,FROZEN_DIRECT_TERM_ABLATION,2.5307534500972,0.2270853379113158,0.6460699761754242,0.01633213972280681,-0.0008423285168324135,-0.00010024609183406641,-0.0002266808389037589,6.5|7.5|8.5|9.5|10.5|11.5,2.5315957786140326,0.22718558400314987,0.6462966570143279
FROZEN_2025_VALIDATION,strict_prior_total_run_factor,FROZEN_DIRECT_TERM_ABLATION,2.5430532323646093,0.22862236117289725,0.6492796345186354,0.012460328294673332,0.011457453750576718,0.001436777169747383,0.002982977504307427,6.5|7.5|8.5|9.5|10.5|11.5,2.5315957786140326,0.22718558400314987,0.6462966570143279
FROZEN_2025_VALIDATION,park_history_depth,FROZEN_DIRECT_TERM_ABLATION,2.5356211493970937,0.22780683600888518,0.6474655747013629,0.03217782151152483,0.0040253707830610885,0.0006212520057353177,0.001168917687034976,6.5|7.5|8.5|9.5|10.5|11.5,2.5315957786140326,0.22718558400314987,0.6462966570143279
FROZEN_2025_VALIDATION,game_number,FROZEN_DIRECT_TERM_ABLATION,2.5320505901062385,0.2272495125751092,0.6464359142888633,0.01639613395563702,0.00045481149220583106,6.392857195933188e-05,0.00013925727453534265,6.5|7.5|8.5|9.5|10.5|11.5,2.5315957786140326,0.22718558400314987,0.6462966570143279
2026_SEQUENTIAL_EARLY,UNALTERED_CHAMPION,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,2.5051476024217507,0.22689948711410368,0.6460560815972384,0.04974880558097441,0.0,0.0,0.0,6.5|7.5|8.5|9.5|10.5|11.5,,,
2026_SEQUENTIAL_EARLY,league_total,FROZEN_DIRECT_TERM_ABLATION,2.518199111439991,0.2283653135000727,0.6494929733871826,0.06259102711778033,0.01305150901824037,0.0014658263859690102,0.0034368917899442186,6.5|7.5|8.5|9.5|10.5|11.5,2.5051476024217507,0.22689948711410368,0.6460560815972384
2026_SEQUENTIAL_EARLY,home_offense,FROZEN_DIRECT_TERM_ABLATION,2.5028711369745875,0.2266344265183034,0.6454454312831727,0.04821798089321292,-0.0022764654471632007,-0.00026506059580028163,-0.0006106503140657082,6.5|7.5|8.5|9.5|10.5|11.5,2.5051476024217507,0.22689948711410368,0.6460560815972384
2026_SEQUENTIAL_EARLY,home_prevention,FROZEN_DIRECT_TERM_ABLATION,2.5041495373662763,0.22680437468779072,0.6458985182133298,0.05079300195670897,-0.0009980650554743953,-9.511242631296546e-05,-0.0001575633839085988,6.5|7.5|8.5|9.5|10.5|11.5,2.5051476024217507,0.22689948711410368,0.6460560815972384
2026_SEQUENTIAL_EARLY,away_offense,FROZEN_DIRECT_TERM_ABLATION,2.502708249793665,0.2266215793977586,0.6453959278867977,0.04853872053104009,-0.0024393526280857003,-0.00027790771634508826,-0.0006601537104407029,6.5|7.5|8.5|9.5|10.5|11.5,2.5051476024217507,0.22689948711410368,0.6460560815972384
2026_SEQUENTIAL_EARLY,away_prevention,FROZEN_DIRECT_TERM_ABLATION,2.5034635293786884,0.2267496240133271,0.6457060334367517,0.051003720996442646,-0.0016840730430622841,-0.0001498631007765816,-0.0003500481604866712,6.5|7.5|8.5|9.5|10.5|11.5,2.5051476024217507,0.22689948711410368,0.6460560815972384
2026_SEQUENTIAL_EARLY,home_starter_ra9,FROZEN_DIRECT_TERM_ABLATION,2.504555425863546,0.22681946469400485,0.6458516642708341,0.04855980495440912,-0.000592176558204649,-8.002242009882976e-05,-0.00020441732640430477,6.5|7.5|8.5|9.5|10.5|11.5,2.5051476024217507,0.22689948711410368,0.6460560815972384
2026_SEQUENTIAL_EARLY,away_starter_ra9,FROZEN_DIRECT_TERM_ABLATION,2.505538824349897,0.22698572744916562,0.646217480386195,0.04916093463830086,0.0003912219281461127,8.624033506193785e-05,0.00016139878895660154,6.5|7.5|8.5|9.5|10.5|11.5,2.5051476024217507,0.22689948711410368,0.6460560815972384
2026_SEQUENTIAL_EARLY,home_starter_prior_starts,FROZEN_DIRECT_TERM_ABLATION,2.5224064378621143,0.2287755534811738,0.6502775378950398,0.06740707964919308,0.01725883544036355,0.001876066367070106,0.0042214562978014625,6.5|7.5|8.5|9.5|10.5|11.5,2.5051476024217507,0.22689948711410368,0.6460560815972384
2026_SEQUENTIAL_EARLY,away_starter_prior_starts,FROZEN_DIRECT_TERM_ABLATION,2.5061756687234764,0.22702253781350137,0.6463349483819623,0.05091024406062087,0.0010280663017256941,0.0001230506993976921,0.0002788667847238857,6.5|7.5|8.5|9.5|10.5|11.5,2.5051476024217507,0.22689948711410368,0.6460560815972384
2026_SEQUENTIAL_EARLY,home_expected_outs,FROZEN_DIRECT_TERM_ABLATION,2.5071921181541468,0.22714081956241308,0.6465806202870257,0.05059484599261616,0.0020445157323960572,0.00024133244830940037,0.0005245386897873017,6.5|7.5|8.5|9.5|10.5|11.5,2.5051476024217507,0.22689948711410368,0.6460560815972384
2026_SEQUENTIAL_EARLY,away_expected_outs,FROZEN_DIRECT_TERM_ABLATION,2.503098204012638,0.2266074366842122,0.6454140440494043,0.048985368948633395,-0.0020493984091127793,-0.0002920504298914717,-0.0006420375478340956,6.5|7.5|8.5|9.5|10.5|11.5,2.5051476024217507,0.22689948711410368,0.6460560815972384
2026_SEQUENTIAL_EARLY,home_workload_uncertainty_outs,FROZEN_DIRECT_TERM_ABLATION,2.504077702705713,0.2268023204328288,0.6458343893914358,0.04896242802182899,-0.001069899716037881,-9.716668127487949e-05,-0.00022169220580259275,6.5|7.5|8.5|9.5|10.5|11.5,2.5051476024217507,0.22689948711410368,0.6460560815972384
2026_SEQUENTIAL_EARLY,away_workload_uncertainty_outs,FROZEN_DIRECT_TERM_ABLATION,2.5048554660100653,0.2268719740384215,0.6459910094507174,0.049590678261486186,-0.0002921364116854619,-2.7513075682189525e-05,-6.507214652096138e-05,6.5|7.5|8.5|9.5|10.5|11.5,2.5051476024217507,0.22689948711410368,0.6460560815972384
2026_SEQUENTIAL_EARLY,home_bullpen_ra9,FROZEN_DIRECT_TERM_ABLATION,2.508197596730006,0.2272146709612465,0.646727031161118,0.04975918762677358,0.003049994308255144,0.00031518384714282477,0.0006709495638795859,6.5|7.5|8.5|9.5|10.5|11.5,2.5051476024217507,0.22689948711410368,0.6460560815972384
2026_SEQUENTIAL_EARLY,away_bullpen_ra9,FROZEN_DIRECT_TERM_ABLATION,2.506932511268014,0.22707963939553064,0.6464797314839119,0.04958032485973285,0.0017849088462633667,0.00018015228142695405,0.0004236498866735383,6.5|7.5|8.5|9.5|10.5|11.5,2.5051476024217507,0.22689948711410368,0.6460560815972384
2026_SEQUENTIAL_EARLY,home_bullpen_likely_available_reliever_count,FROZEN_DIRECT_TERM_ABLATION,2.5020824679366056,0.2265070124935432,0.6451293320851913,0.04999838407820212,-0.0030651344851451157,-0.0003924746205604679,-0.0009267495120470759,6.5|7.5|8.5|9.5|10.5|11.5,2.5051476024217507,0.22689948711410368,0.6460560815972384
2026_SEQUENTIAL_EARLY,away_bullpen_likely_available_reliever_count,FROZEN_DIRECT_TERM_ABLATION,2.5057445654044024,0.2269644975875935,0.6462087115633828,0.049515995321107134,0.0005969629826516609,6.501047348980715e-05,0.00015262996614440194,6.5|7.5|8.5|9.5|10.5|11.5,2.5051476024217507,0.22689948711410368,0.6460560815972384
2026_SEQUENTIAL_EARLY,home_bullpen_recent_innings_burden,FROZEN_DIRECT_TERM_ABLATION,2.505229908595544,0.22691048197137703,0.6460809535401332,0.04970707661268313,8.230617379334504e-05,1.0994857273349812e-05,2.487194289479966e-05,6.5|7.5|8.5|9.5|10.5|11.5,2.5051476024217507,0.22689948711410368,0.6460560815972384
2026_SEQUENTIAL_EARLY,away_bullpen_recent_innings_burden,FROZEN_DIRECT_TERM_ABLATION,2.5049229655033822,0.2268891620216395,0.6460122197802685,0.049922148445916574,-0.00022463691836849264,-1.0325092464180674e-05,-4.3861816969914535e-05,6.5|7.5|8.5|9.5|10.5|11.5,2.5051476024217507,0.22689948711410368,0.6460560815972384
2026_SEQUENTIAL_EARLY,strict_prior_total_run_factor,FROZEN_DIRECT_TERM_ABLATION,2.5272103740126535,0.22940469005175324,0.6514566823108828,0.04387140121202366,0.022062771590902752,0.0025052029376495533,0.0054006007136444545,6.5|7.5|8.5|9.5|10.5|11.5,2.5051476024217507,0.22689948711410368,0.6460560815972384
2026_SEQUENTIAL_EARLY,park_history_depth,FROZEN_DIRECT_TERM_ABLATION,2.4946094183493375,0.2256994530435547,0.643011053106156,0.024328531505928966,-0.010538184072413248,-0.001200034070548972,-0.0030450284910823466,6.5|7.5|8.5|9.5|10.5|11.5,2.5051476024217507,0.22689948711410368,0.6460560815972384
2026_SEQUENTIAL_EARLY,game_number,FROZEN_DIRECT_TERM_ABLATION,2.505445306958277,0.22694693884237274,0.6461659626644228,0.04958043939672799,0.0002977045365262221,4.745172826906008e-05,0.00010988106718445856,6.5|7.5|8.5|9.5|10.5|11.5,2.5051476024217507,0.22689948711410368,0.6460560815972384
2026_LATE_HOLDOUT,UNALTERED_CHAMPION,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,2.6022766473304486,0.23053602911161053,0.6543558561017103,0.04390562249268725,0.0,0.0,0.0,6.5|7.5|8.5|9.5|10.5|11.5,,,
2026_LATE_HOLDOUT,league_total,FROZEN_DIRECT_TERM_ABLATION,2.6142766020903236,0.23162809164088402,0.6571365473330686,0.055242252260836185,0.011999954759875031,0.001092062529273491,0.0027806912313582677,6.5|7.5|8.5|9.5|10.5|11.5,2.6022766473304486,0.23053602911161053,0.6543558561017103
2026_LATE_HOLDOUT,home_offense,FROZEN_DIRECT_TERM_ABLATION,2.602422091839777,0.23059828094308105,0.6545372404209572,0.04291131799968909,0.00014544450932829633,6.225183147051672e-05,0.00018138431924685783,6.5|7.5|8.5|9.5|10.5|11.5,2.6022766473304486,0.23053602911161053,0.6543558561017103
2026_LATE_HOLDOUT,home_prevention,FROZEN_DIRECT_TERM_ABLATION,2.601787116203705,0.23059796166838858,0.6546162286959705,0.04523661779018266,-0.0004895311267434366,6.193255677805487e-05,0.0002603725942601498,6.5|7.5|8.5|9.5|10.5|11.5,2.6022766473304486,0.23053602911161053,0.6543558561017103
2026_LATE_HOLDOUT,away_offense,FROZEN_DIRECT_TERM_ABLATION,2.6013383830443275,0.23049122375201403,0.654265227027821,0.042504108401788955,-0.0009382642861210932,-4.480535959650034e-05,-9.062907388934782e-05,6.5|7.5|8.5|9.5|10.5|11.5,2.6022766473304486,0.23053602911161053,0.6543558561017103
2026_LATE_HOLDOUT,away_prevention,FROZEN_DIRECT_TERM_ABLATION,2.6025289117908232,0.23060332166073283,0.6545083898298185,0.04496688519709274,0.00025226446037462935,6.729254912229976e-05,0.0001525337281081951,6.5|7.5|8.5|9.5|10.5|11.5,2.6022766473304486,0.23053602911161053,0.6543558561017103
2026_LATE_HOLDOUT,home_starter_ra9,FROZEN_DIRECT_TERM_ABLATION,2.5988295885717365,0.23017354004586352,0.653465916971775,0.04376800071318398,-0.003447058758712096,-0.00036248906574701256,-0.000889939129935291,6.5|7.5|8.5|9.5|10.5|11.5,2.6022766473304486,0.23053602911161053,0.6543558561017103
2026_LATE_HOLDOUT,away_starter_ra9,FROZEN_DIRECT_TERM_ABLATION,2.6035906446603696,0.2306975927339783,0.6547063026409555,0.04343000976234797,0.0013139973299209906,0.00016156362236777189,0.0003504465392452083,6.5|7.5|8.5|9.5|10.5|11.5,2.6022766473304486,0.23053602911161053,0.6543558561017103
2026_LATE_HOLDOUT,home_starter_prior_starts,FROZEN_DIRECT_TERM_ABLATION,2.62548203354123,0.23254746936555207,0.6595815096566551,0.06314770192751987,0.023205386210781498,0.0020114402539415377,0.005225653554944754,6.5|7.5|8.5|9.5|10.5|11.5,2.6022766473304486,0.23053602911161053,0.6543558561017103
2026_LATE_HOLDOUT,away_starter_prior_starts,FROZEN_DIRECT_TERM_ABLATION,2.604353594126008,0.2307638647301344,0.6549157701235724,0.04614459226583116,0.0020769467955594756,0.00022783561852388057,0.0005599140218620624,6.5|7.5|8.5|9.5|10.5|11.5,2.6022766473304486,0.23053602911161053,0.6543558561017103
2026_LATE_HOLDOUT,home_expected_outs,FROZEN_DIRECT_TERM_ABLATION,2.598244169313229,0.2299978075166475,0.6531072508270621,0.0442757022393452,-0.004032478017219621,-0.0005382215949630287,-0.0012486052746482068,6.5|7.5|8.5|9.5|10.5|11.5,2.6022766473304486,0.23053602911161053,0.6543558561017103
2026_LATE_HOLDOUT,away_expected_outs,FROZEN_DIRECT_TERM_ABLATION,2.6015572872288035,0.23045482657257066,0.654173980779746,0.043310796885736955,-0.0007193601016450835,-8.120253903987074e-05,-0.00018187532196434208,6.5|7.5|8.5|9.5|10.5|11.5,2.6022766473304486,0.23053602911161053,0.6543558561017103
2026_LATE_HOLDOUT,home_workload_uncertainty_outs,FROZEN_DIRECT_TERM_ABLATION,2.601004659559817,0.2304869017084217,0.6542209621790636,0.04305586017207731,-0.001271987770631533,-4.912740318882558e-05,-0.0001348939226467616,6.5|7.5|8.5|9.5|10.5|11.5,2.6022766473304486,0.23053602911161053,0.6543558561017103
2026_LATE_HOLDOUT,away_workload_uncertainty_outs,FROZEN_DIRECT_TERM_ABLATION,2.602004305339229,0.23049986786400667,0.654264277806407,0.04386424462375472,-0.00027234199121961566,-3.616124760386086e-05,-9.157829530337391e-05,6.5|7.5|8.5|9.5|10.5|11.5,2.6022766473304486,0.23053602911161053,0.6543558561017103
2026_LATE_HOLDOUT,home_bullpen_ra9,FROZEN_DIRECT_TERM_ABLATION,2.6027985803528977,0.2304804834039967,0.6541409881978026,0.043744337001704,0.0005219330224490726,-5.554570761381883e-05,-0.0002148679039076784,6.5|7.5|8.5|9.5|10.5|11.5,2.6022766473304486,0.23053602911161053,0.6543558561017103
2026_LATE_HOLDOUT,away_bullpen_ra9,FROZEN_DIRECT_TERM_ABLATION,2.6031407185564013,0.23060259550811302,0.6545197327296534,0.04352691511629284,0.0008640712259526673,6.656639650248763e-05,0.00016387662794303814,6.5|7.5|8.5|9.5|10.5|11.5,2.6022766473304486,0.23053602911161053,0.6543558561017103
2026_LATE_HOLDOUT,home_bullpen_likely_available_reliever_count,FROZEN_DIRECT_TERM_ABLATION,2.596118209530842,0.2298977238120167,0.6528047483543622,0.04036844480765744,-0.006158437799606453,-0.0006383052995938276,-0.0015511077473481238,6.5|7.5|8.5|9.5|10.5|11.5,2.6022766473304486,0.23053602911161053,0.6543558561017103
2026_LATE_HOLDOUT,away_bullpen_likely_available_reliever_count,FROZEN_DIRECT_TERM_ABLATION,2.603503308207074,0.23065140016980437,0.6546191209690754,0.0449962284005565,0.001226660876625374,0.00011537105819384164,0.00026326486736505395,6.5|7.5|8.5|9.5|10.5|11.5,2.6022766473304486,0.23053602911161053,0.6543558561017103
2026_LATE_HOLDOUT,home_bullpen_recent_innings_burden,FROZEN_DIRECT_TERM_ABLATION,2.602321026289807,0.23053958320785056,0.6543662445145848,0.044674177979807786,4.437895935849312e-05,3.554096240032667e-06,1.0388412874484665e-05,6.5|7.5|8.5|9.5|10.5|11.5,2.6022766473304486,0.23053602911161053,0.6543558561017103
2026_LATE_HOLDOUT,away_bullpen_recent_innings_burden,FROZEN_DIRECT_TERM_ABLATION,2.6018908584722595,0.23046025431505343,0.6541970509866397,0.04395567804998957,-0.0003857888581890734,-7.577479655709873e-05,-0.0001588051150706038,6.5|7.5|8.5|9.5|10.5|11.5,2.6022766473304486,0.23053602911161053,0.6543558561017103
2026_LATE_HOLDOUT,strict_prior_total_run_factor,FROZEN_DIRECT_TERM_ABLATION,2.621558165755753,0.23181944210634337,0.6569330676743329,0.03807363069830334,0.019281518425304345,0.0012834129947328354,0.002577211572622584,6.5|7.5|8.5|9.5|10.5|11.5,2.6022766473304486,0.23053602911161053,0.6543558561017103
2026_LATE_HOLDOUT,park_history_depth,FROZEN_DIRECT_TERM_ABLATION,2.5885686450121885,0.23091163967417355,0.653918741865334,0.042291440266965706,-0.013708002318260082,0.0003756105625630224,-0.0004371142363762681,6.5|7.5|8.5|9.5|10.5|11.5,2.6022766473304486,0.23053602911161053,0.6543558561017103
2026_LATE_HOLDOUT,game_number,FROZEN_DIRECT_TERM_ABLATION,2.5999246777075906,0.2303060100393031,0.6538254570192871,0.04387143510175235,-0.0023519696228579967,-0.0002300190723074358,-0.0005303990824232496,6.5|7.5|8.5|9.5|10.5|11.5,2.6022766473304486,0.23053602911161053,0.6543558561017103
PROSPECTIVE_AUG17_28_CLEAN_RAW,UNALTERED_CHAMPION,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,2.597321439591524,0.2286143909653751,0.649957880078647,0.041828115061280056,0.0,0.0,0.0,6.5|7.5|8.5|9.5|10.5|11.5,,,
PROSPECTIVE_AUG17_28_CLEAN_RAW,league_total,FROZEN_DIRECT_TERM_ABLATION,2.6062275259746652,0.22972198541611497,0.6527856333511358,0.05315753826145556,0.008906086383141165,0.0011075944507398516,0.0028277532724888532,6.5|7.5|8.5|9.5|10.5|11.5,2.597321439591524,0.2286143909653751,0.649957880078647
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_offense,FROZEN_DIRECT_TERM_ABLATION,2.5955472729814866,0.22846587750742436,0.6495225167141039,0.03948250010750142,-0.0017741666100374864,-0.00014851345795074966,-0.00043536336454308433,6.5|7.5|8.5|9.5|10.5|11.5,2.597321439591524,0.2286143909653751,0.649957880078647
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_prevention,FROZEN_DIRECT_TERM_ABLATION,2.5961420200909506,0.22854530910177503,0.6498719288341696,0.042975137806679095,-0.001179419500573431,-6.908186360007895e-05,-8.595124447741131e-05,6.5|7.5|8.5|9.5|10.5|11.5,2.597321439591524,0.2286143909653751,0.649957880078647
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_offense,FROZEN_DIRECT_TERM_ABLATION,2.5973964021690894,0.22864715952658315,0.6500312399118533,0.039614584182433556,7.496257756534064e-05,3.2768561208040836e-05,7.335983320633233e-05,6.5|7.5|8.5|9.5|10.5|11.5,2.597321439591524,0.2286143909653751,0.649957880078647
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_prevention,FROZEN_DIRECT_TERM_ABLATION,2.5952227773293495,0.2283877921114081,0.6494777595235062,0.04318752813398717,-0.0020986622621745887,-0.00022659885396700274,-0.000480120555140795,6.5|7.5|8.5|9.5|10.5|11.5,2.597321439591524,0.2286143909653751,0.649957880078647
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_starter_ra9,FROZEN_DIRECT_TERM_ABLATION,2.600089625968852,0.228847245863613,0.6505526476189721,0.04138407792639306,0.002768186377327897,0.00023285489823787753,0.0005947675403251695,6.5|7.5|8.5|9.5|10.5|11.5,2.597321439591524,0.2286143909653751,0.649957880078647
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_starter_ra9,FROZEN_DIRECT_TERM_ABLATION,2.598027796255261,0.22871292195808046,0.6501302363786016,0.041723353943127664,0.0007063566637368623,9.853099270534793e-05,0.00017235629995460133,6.5|7.5|8.5|9.5|10.5|11.5,2.597321439591524,0.2286143909653751,0.649957880078647
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_starter_prior_starts,FROZEN_DIRECT_TERM_ABLATION,2.622022066919361,0.2314669601986043,0.6567114740655562,0.060446976245151114,0.024700627327836955,0.002852569233229185,0.006753593986909223,6.5|7.5|8.5|9.5|10.5|11.5,2.597321439591524,0.2286143909653751,0.649957880078647
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_starter_prior_starts,FROZEN_DIRECT_TERM_ABLATION,2.5985616725775973,0.22877688044836794,0.6503797093886106,0.04435195689422804,0.0012402329860732308,0.00016248948299282806,0.000421829309963595,6.5|7.5|8.5|9.5|10.5|11.5,2.597321439591524,0.2286143909653751,0.649957880078647
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_expected_outs,FROZEN_DIRECT_TERM_ABLATION,2.6013816715202607,0.2290532257103311,0.6511403289045316,0.04245181473570271,0.004060231928736613,0.00043883474495598485,0.0011824488258845856,6.5|7.5|8.5|9.5|10.5|11.5,2.597321439591524,0.2286143909653751,0.649957880078647
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_expected_outs,FROZEN_DIRECT_TERM_ABLATION,2.596252448472438,0.22858667637476052,0.6499509722002483,0.04050227830043261,-0.0010689911190859824,-2.7714590614597023e-05,-6.90787839863205e-06,6.5|7.5|8.5|9.5|10.5|11.5,2.597321439591524,0.2286143909653751,0.649957880078647
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_workload_uncertainty_outs,FROZEN_DIRECT_TERM_ABLATION,2.594050589076206,0.22824207426231544,0.6490675923973056,0.04129794094388359,-0.00327085051531828,-0.00037231670305967746,-0.0008902876813413618,6.5|7.5|8.5|9.5|10.5|11.5,2.597321439591524,0.2286143909653751,0.649957880078647
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_workload_uncertainty_outs,FROZEN_DIRECT_TERM_ABLATION,2.5984181619601734,0.22870208735571543,0.6501608491822587,0.04200968990035861,0.0010967223686493277,8.769639034031385e-05,0.0002029691036117276,6.5|7.5|8.5|9.5|10.5|11.5,2.597321439591524,0.2286143909653751,0.649957880078647
