population,feature,metric,date_clusters,bootstrap_draws,point_delta_ablation_minus_champion,ci95_low,ci95_high,fraction_draws_keeping_feature_better,unadjusted_two_sided_bootstrap_p,seed
2026_SEQUENTIAL_EARLY,park_history_depth,log_loss,98,10000,-0.0030450284910824126,-0.010843129873031368,0.0047038305185204896,0.2242,0.4484,20260829
2026_SEQUENTIAL_EARLY,game_number,mae,98,10000,0.0008618528665707114,-0.00037210322925640735,0.002278405089463764,0.9068,0.1864,20260829
2026_SEQUENTIAL_EARLY,game_number,crps,98,10000,0.00029770453652609583,-0.0005492920413764421,0.0013235779652936877,0.7181,0.5638,20260829
2026_SEQUENTIAL_EARLY,game_number,brier,98,10000,4.745172826903022e-05,-5.3867203673061175e-05,0.00017261219991944563,0.7849,0.4302,20260829
2026_SEQUENTIAL_EARLY,game_number,log_loss,98,10000,0.00010988106718443515,-0.00012193061116518196,0.00039910250429542093,0.7862,0.4276,20260829
2026_LATE_HOLDOUT,league_total,mae,33,10000,-0.004693424681841406,-0.01489924519544324,0.005458294984442101,0.1886,0.3772,20260829
2026_LATE_HOLDOUT,league_total,crps,33,10000,0.011999954759875546,0.005357249735052381,0.019046622066492894,0.9999,0.0002,20260829
2026_LATE_HOLDOUT,league_total,brier,33,10000,0.0010920625292735295,0.00030522533261867713,0.0018882058569110005,0.9956,0.0088,20260829
2026_LATE_HOLDOUT,league_total,log_loss,33,10000,0.002780691231358397,0.0009335706789517619,0.004679017410124804,0.9977,0.0046,20260829
2026_LATE_HOLDOUT,home_offense,mae,33,10000,0.0017288396177014334,-0.0038176081218164316,0.0072867914397633455,0.7272,0.5456,20260829
2026_LATE_HOLDOUT,home_offense,crps,33,10000,0.00014544450932806315,-0.0028802946013907144,0.003177224621787362,0.5336,0.9328,20260829
2026_LATE_HOLDOUT,home_offense,brier,33,10000,6.225183147053176e-05,-0.0003065096001012611,0.0004270299855918996,0.6279,0.7442,20260829
2026_LATE_HOLDOUT,home_offense,log_loss,33,10000,0.00018138431924697126,-0.0006724591004510494,0.0010195976049832676,0.664,0.672,20260829
2026_LATE_HOLDOUT,home_prevention,mae,33,10000,0.0005064786993409706,-0.0076383162941809435,0.00876303984375455,0.5388,0.9224,20260829
2026_LATE_HOLDOUT,home_prevention,crps,33,10000,-0.0004895311267435713,-0.005856302189079138,0.004509304068348513,0.4262,0.8524,20260829
2026_LATE_HOLDOUT,home_prevention,brier,33,10000,6.193255677806979e-05,-0.0004773386152982,0.0005734253928295172,0.5919,0.8162,20260829
2026_LATE_HOLDOUT,home_prevention,log_loss,33,10000,0.0002603725942602852,-0.0009630501290843407,0.0014227138559801428,0.6665,0.667,20260829
2026_LATE_HOLDOUT,away_offense,mae,33,10000,0.0016685137517911935,-0.0036711084574663124,0.007274405544830934,0.7227,0.5546,20260829
2026_LATE_HOLDOUT,away_offense,crps,33,10000,-0.0009382642861209921,-0.004280192692211875,0.0023613397629110833,0.2934,0.5868,20260829
2026_LATE_HOLDOUT,away_offense,brier,33,10000,-4.48053595964999e-05,-0.00043988197610460853,0.0003596868278415913,0.409,0.818,20260829
2026_LATE_HOLDOUT,away_offense,log_loss,33,10000,-9.062907388917913e-05,-0.000992243656738039,0.0008412966592604037,0.4168,0.8336,20260829
2026_LATE_HOLDOUT,away_prevention,mae,33,10000,0.000965832525156278,-0.0038970560052309852,0.005734799320661885,0.6383,0.7234,20260829
2026_LATE_HOLDOUT,away_prevention,crps,33,10000,0.000252264460374446,-0.0031771855419363555,0.0036026835806142,0.5555,0.889,20260829
2026_LATE_HOLDOUT,away_prevention,brier,33,10000,6.729254912232998e-05,-0.0003264151295154759,0.0004322815857999501,0.6308,0.7384,20260829
2026_LATE_HOLDOUT,away_prevention,log_loss,33,10000,0.00015253372810834559,-0.0007904507813774146,0.0010294842772301679,0.6252,0.7496,20260829
2026_LATE_HOLDOUT,home_starter_ra9,mae,33,10000,-0.0016338018781307537,-0.006732185543765925,0.0033027232789611524,0.2667,0.5334,20260829
2026_LATE_HOLDOUT,home_starter_ra9,crps,33,10000,-0.0034470587587118362,-0.007028638337627891,-0.00011691116612015452,0.0199,0.0398,20260829
2026_LATE_HOLDOUT,home_starter_ra9,brier,33,10000,-0.00036248906574700584,-0.0007709154224027264,2.8880572337328977e-05,0.0344,0.0688,20260829
2026_LATE_HOLDOUT,home_starter_ra9,log_loss,33,10000,-0.0008899391299353287,-0.0018563714100032812,2.458709386677066e-05,0.0287,0.0574,20260829
2026_LATE_HOLDOUT,away_starter_ra9,mae,33,10000,0.0025680371431894607,6.413477802219355e-05,0.0052416327010789505,0.9786,0.0428,20260829
2026_LATE_HOLDOUT,away_starter_ra9,crps,33,10000,0.0013139973299215687,-0.00030003046669105756,0.0029274173982464283,0.9439,0.1122,20260829
2026_LATE_HOLDOUT,away_starter_ra9,brier,33,10000,0.00016156362236778368,-3.5845134572970246e-05,0.00036215445508269413,0.946,0.108,20260829
2026_LATE_HOLDOUT,away_starter_ra9,log_loss,33,10000,0.00035044653924542476,-0.00011719154513279239,0.0008212739256983805,0.9294,0.1412,20260829
2026_LATE_HOLDOUT,home_starter_prior_starts,mae,33,10000,-0.004339936170778392,-0.03152792763399332,0.02290128132399878,0.3845,0.769,20260829
2026_LATE_HOLDOUT,home_starter_prior_starts,crps,33,10000,0.02320538621078126,0.00723913657350428,0.04013000835299127,0.9977,0.0046,20260829
2026_LATE_HOLDOUT,home_starter_prior_starts,brier,33,10000,0.0020114402539415615,0.00014496836705582948,0.003936980664440668,0.984,0.032,20260829
2026_LATE_HOLDOUT,home_starter_prior_starts,log_loss,33,10000,0.005225653554944811,0.0007956546419549622,0.009802138099464553,0.9892,0.0216,20260829
2026_LATE_HOLDOUT,away_starter_prior_starts,mae,33,10000,0.0007956845347381863,-0.0011490242646254151,0.002873922258855522,0.7857,0.4286,20260829
2026_LATE_HOLDOUT,away_starter_prior_starts,crps,33,10000,0.0020769467955592895,0.000839506607465123,0.0034394812911438073,0.9995,0.001,20260829
2026_LATE_HOLDOUT,away_starter_prior_starts,brier,33,10000,0.00022783561852392502,7.902495571720772e-05,0.0003901057031741665,0.9985,0.003,20260829
2026_LATE_HOLDOUT,away_starter_prior_starts,log_loss,33,10000,0.0005599140218621469,0.00021070695647675306,0.0009447963662931267,0.999,0.002,20260829
2026_LATE_HOLDOUT,home_expected_outs,mae,33,10000,-0.006790464214379402,-0.01592420104881295,0.0028443894902629367,0.0734,0.1468,20260829
2026_LATE_HOLDOUT,home_expected_outs,crps,33,10000,-0.004032478017219592,-0.009857124603660417,0.001941540393067671,0.0931,0.1862,20260829
2026_LATE_HOLDOUT,home_expected_outs,brier,33,10000,-0.000538221594962973,-0.0012295476999169583,0.00017561046885612423,0.0682,0.1364,20260829
2026_LATE_HOLDOUT,home_expected_outs,log_loss,33,10000,-0.0012486052746480871,-0.002855254585048672,0.0004215792762633353,0.0697,0.1394,20260829
2026_LATE_HOLDOUT,away_expected_outs,mae,33,10000,-0.00023555240746735235,-0.00525099826367893,0.005106600625258854,0.4633,0.9266,20260829
2026_LATE_HOLDOUT,away_expected_outs,crps,33,10000,-0.0007193601016448369,-0.004079832112431021,0.0027770256210784884,0.3394,0.6788,20260829
2026_LATE_HOLDOUT,away_expected_outs,brier,33,10000,-8.120253903981693e-05,-0.0004305897801429902,0.0002891453104655602,0.3279,0.6558,20260829
2026_LATE_HOLDOUT,away_expected_outs,log_loss,33,10000,-0.00018187532196424155,-0.000961699697114898,0.0006543955335732003,0.3284,0.6568,20260829
2026_LATE_HOLDOUT,home_workload_uncertainty_outs,mae,33,10000,0.0013500165000109245,-0.00786884218701443,0.010422676414593006,0.604,0.792,20260829
2026_LATE_HOLDOUT,home_workload_uncertainty_outs,crps,33,10000,-0.0012719877706313186,-0.006539509388833616,0.004181208139620982,0.3057,0.6114,20260829
2026_LATE_HOLDOUT,home_workload_uncertainty_outs,brier,33,10000,-4.912740318877639e-05,-0.0006916580591662022,0.0005976218743165059,0.4278,0.8556,20260829
2026_LATE_HOLDOUT,home_workload_uncertainty_outs,log_loss,33,10000,-0.00013489392264667585,-0.001646287767362301,0.0013958537878318163,0.419,0.838,20260829
2026_LATE_HOLDOUT,away_workload_uncertainty_outs,mae,33,10000,-0.00011693228650272409,-0.0008712766557801122,0.0006833444751037238,0.3838,0.7676,20260829
2026_LATE_HOLDOUT,away_workload_uncertainty_outs,crps,33,10000,-0.00027234199121977526,-0.0008211563680657303,0.0002676579851607421,0.1751,0.3502,20260829
2026_LATE_HOLDOUT,away_workload_uncertainty_outs,brier,33,10000,-3.6161247603835345e-05,-9.780123307758071e-05,2.5102541783191482e-05,0.1336,0.2672,20260829
2026_LATE_HOLDOUT,away_workload_uncertainty_outs,log_loss,33,10000,-9.157829530325404e-05,-0.0002359960438654492,5.2310731416072963e-05,0.1141,0.2282,20260829
2026_LATE_HOLDOUT,home_bullpen_ra9,mae,33,10000,-0.0008930721433081022,-0.007433287955431973,0.006197520679046981,0.4,0.8,20260829
2026_LATE_HOLDOUT,home_bullpen_ra9,crps,33,10000,0.0005219330224487481,-0.0039044639888573627,0.005277916698795107,0.5887,0.8226,20260829
2026_LATE_HOLDOUT,home_bullpen_ra9,brier,33,10000,-5.554570761375965e-05,-0.0005172514037087118,0.00043696479717737535,0.408,0.816,20260829
2026_LATE_HOLDOUT,home_bullpen_ra9,log_loss,33,10000,-0.00021486790390763086,-0.0012731403410733216,0.0009064904684859238,0.3512,0.7024,20260829
2026_LATE_HOLDOUT,away_bullpen_ra9,mae,33,10000,0.00038571531744465543,-0.0026747288553124176,0.003435204489109106,0.5979,0.8042,20260829
2026_LATE_HOLDOUT,away_bullpen_ra9,crps,33,10000,0.0008640712259531983,-0.0015074517427996921,0.0031917085258894844,0.7584,0.4832,20260829
2026_LATE_HOLDOUT,away_bullpen_ra9,brier,33,10000,6.656639650251792e-05,-0.00018678314832872215,0.0003188190792303613,0.6873,0.6254,20260829
2026_LATE_HOLDOUT,away_bullpen_ra9,log_loss,33,10000,0.0001638766279431708,-0.00044371802270006883,0.0007702191225386083,0.6956,0.6088,20260829
2026_LATE_HOLDOUT,home_bullpen_likely_available_reliever_count,mae,33,10000,-0.0032616146858042423,-0.013322088453762301,0.007106761794119512,0.2625,0.525,20260829
2026_LATE_HOLDOUT,home_bullpen_likely_available_reliever_count,crps,33,10000,-0.006158437799606631,-0.013210149711408431,0.0007971550107587641,0.0418,0.0836,20260829
2026_LATE_HOLDOUT,home_bullpen_likely_available_reliever_count,brier,33,10000,-0.000638305299593789,-0.0014170806113424474,0.00015182719073397516,0.0569,0.1138,20260829
2026_LATE_HOLDOUT,home_bullpen_likely_available_reliever_count,log_loss,33,10000,-0.0015511077473480384,-0.0033322752557086665,0.00023775480720035613,0.0462,0.0924,20260829
2026_LATE_HOLDOUT,away_bullpen_likely_available_reliever_count,mae,33,10000,-0.0003102933667891905,-0.002536386483248139,0.0019617510787047765,0.3956,0.7912,20260829
2026_LATE_HOLDOUT,away_bullpen_likely_available_reliever_count,crps,33,10000,0.0012266608766250942,-0.0003013999306763394,0.002854341595999994,0.9411,0.1178,20260829
2026_LATE_HOLDOUT,away_bullpen_likely_available_reliever_count,brier,33,10000,0.00011537105819388789,-4.620683840519407e-05,0.0002864295448854675,0.9161,0.1678,20260829
2026_LATE_HOLDOUT,away_bullpen_likely_available_reliever_count,log_loss,33,10000,0.0002632648673649604,-0.0001138514880468049,0.0006620953499609399,0.9114,0.1772,20260829
2026_LATE_HOLDOUT,home_bullpen_recent_innings_burden,mae,33,10000,0.0001119758823926342,-0.0004619022700411551,0.0006538047226192376,0.6559,0.6882,20260829
2026_LATE_HOLDOUT,home_bullpen_recent_innings_burden,crps,33,10000,4.43789593582516e-05,-0.0003503480537574603,0.0004431118722346862,0.5803,0.8394,20260829
2026_LATE_HOLDOUT,home_bullpen_recent_innings_burden,brier,33,10000,3.554096240058905e-06,-3.9306644454700216e-05,4.6148317967006063e-05,0.5599,0.8802,20260829
2026_LATE_HOLDOUT,home_bullpen_recent_innings_burden,log_loss,33,10000,1.0388412874509322e-05,-8.692401474102396e-05,0.00010861698435873407,0.5755,0.849,20260829
2026_LATE_HOLDOUT,away_bullpen_recent_innings_burden,mae,33,10000,-0.0016637001481931333,-0.008088207948705598,0.004472329293987627,0.3089,0.6178,20260829
2026_LATE_HOLDOUT,away_bullpen_recent_innings_burden,crps,33,10000,-0.0003857888581888688,-0.00444243463946528,0.0035130932233773705,0.4325,0.865,20260829
2026_LATE_HOLDOUT,away_bullpen_recent_innings_burden,brier,33,10000,-7.577479655711055e-05,-0.00052648170634063,0.00036650188968286615,0.376,0.752,20260829
2026_LATE_HOLDOUT,away_bullpen_recent_innings_burden,log_loss,33,10000,-0.0001588051150703987,-0.0011973551765487901,0.0008560092462235754,0.3886,0.7772,20260829
2026_LATE_HOLDOUT,strict_prior_total_run_factor,mae,33,10000,0.028450104336317176,-0.018517172438424052,0.07728451390644989,0.8786,0.2428,20260829
2026_LATE_HOLDOUT,strict_prior_total_run_factor,crps,33,10000,0.01928151842530399,-0.012810475871793948,0.054485705976338485,0.8754,0.2492,20260829
2026_LATE_HOLDOUT,strict_prior_total_run_factor,brier,33,10000,0.0012834129947328634,-0.0021585512841203586,0.005010685899224884,0.7571,0.4858,20260829
2026_LATE_HOLDOUT,strict_prior_total_run_factor,log_loss,33,10000,0.0025772115726225915,-0.005327458660786025,0.011040513214202241,0.7305,0.539,20260829
2026_LATE_HOLDOUT,park_history_depth,mae,33,10000,0.15192241167239798,0.06892174418340585,0.23040213973381873,0.9999,0.0002,20260829
2026_LATE_HOLDOUT,park_history_depth,crps,33,10000,-0.0137080023182602,-0.0688871015909291,0.0377721409943398,0.3009,0.6018,20260829
2026_LATE_HOLDOUT,park_history_depth,brier,33,10000,0.000375610562563022,-0.005900746390533193,0.006459375639809172,0.5477,0.9046,20260829
2026_LATE_HOLDOUT,park_history_depth,log_loss,33,10000,-0.00043711423637615205,-0.01471251626167322,0.013285866980012932,0.4754,0.9508,20260829
2026_LATE_HOLDOUT,game_number,mae,33,10000,-0.001739225602136452,-0.005740237420025918,0.001997060153156039,0.197,0.394,20260829
2026_LATE_HOLDOUT,game_number,crps,33,10000,-0.0023519696228575596,-0.004680487709526198,-0.0002787694084903322,0.0127,0.0254,20260829
2026_LATE_HOLDOUT,game_number,brier,33,10000,-0.0002300190723073753,-0.0004976227554685599,1.9623255880175523e-05,0.0356,0.0712,20260829
2026_LATE_HOLDOUT,game_number,log_loss,33,10000,-0.0005303990824230494,-0.0011255550379350224,3.653131723731692e-05,0.0327,0.0654,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,league_total,mae,12,10000,-0.00746146587591735,-0.023037053679669003,0.010096296319270413,0.1875,0.375,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,league_total,crps,12,10000,0.008906086383141129,0.002132008764881293,0.01792283516479591,0.9984,0.0032,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,league_total,brier,12,10000,0.0011075944507398323,0.00010973706173691222,0.0024167656230946774,0.9879,0.0242,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,league_total,log_loss,12,10000,0.002827753272488781,0.0005044167589223364,0.005915361488852057,0.9955,0.009,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_offense,mae,12,10000,0.0013353416938321299,-0.003685093133776357,0.006572225599375057,0.6765,0.647,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_offense,crps,12,10000,-0.0017741666100378052,-0.005719079687126898,0.0022432243192055325,0.1847,0.3694,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_offense,brier,12,10000,-0.00014851345795077216,-0.0005613886587823791,0.00028240224406952486,0.2349,0.4698,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_offense,log_loss,12,10000,-0.00043536336454308325,-0.0014064558001643758,0.0005717206885994241,0.1866,0.3732,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_prevention,mae,12,10000,-0.0013556272017078074,-0.012090319059221314,0.011509993874645075,0.3807,0.7614,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_prevention,crps,12,10000,-0.0011794195005730489,-0.006712168605074769,0.004211119274416494,0.3259,0.6518,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_prevention,brier,12,10000,-6.90818636001076e-05,-0.0006214062884559592,0.0004951670492586854,0.3879,0.7758,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_prevention,log_loss,12,10000,-8.595124447745367e-05,-0.0013887074042933786,0.0011973894951864473,0.4343,0.8686,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_offense,mae,12,10000,0.0017653488374659327,-0.0075364111025486395,0.010539511437869973,0.642,0.716,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_offense,crps,12,10000,7.496257756553421e-05,-0.004771491942808008,0.00410477915058342,0.515,0.97,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_offense,brier,12,10000,3.27685612080218e-05,-0.0006013134873354933,0.0006108422854250881,0.5384,0.9232,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_offense,log_loss,12,10000,7.33598332062971e-05,-0.0013243615313073135,0.0013610066483443852,0.5391,0.9218,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_prevention,mae,12,10000,-0.004014945199517967,-0.015028783504632158,0.006633007058803851,0.2412,0.4824,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_prevention,crps,12,10000,-0.0020986622621753893,-0.009029670537093564,0.004349337848555828,0.2741,0.5482,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_prevention,brier,12,10000,-0.00022659885396699055,-0.0010359907949667347,0.0005085534087316607,0.2871,0.5742,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_prevention,log_loss,12,10000,-0.0004801205551408747,-0.002305374422709814,0.0011676439924831182,0.2974,0.5948,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_starter_ra9,mae,12,10000,0.004177970773406323,-0.007040473935775906,0.014940174240882348,0.7735,0.453,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_starter_ra9,crps,12,10000,0.002768186377328097,-0.0032764612468605477,0.009565454538337573,0.7974,0.4052,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_starter_ra9,brier,12,10000,0.0002328548982378214,-0.0005690407685172507,0.0010621385537877865,0.7138,0.5724,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_starter_ra9,log_loss,12,10000,0.0005947675403252339,-0.0012448356123621626,0.002506910392481594,0.7318,0.5364,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_starter_ra9,mae,12,10000,0.0032125879307931767,-0.0007658781057323557,0.007871033536167213,0.9361,0.1278,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_starter_ra9,crps,12,10000,0.0007063566637365129,-0.0019921465814573317,0.0038291570055330863,0.6752,0.6496,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_starter_ra9,brier,12,10000,9.853099270532659e-05,-0.0002042566420950605,0.0004553355581300374,0.7129,0.5742,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_starter_ra9,log_loss,12,10000,0.00017235629995444155,-0.0005231928344335182,0.0009896011416250354,0.6638,0.6724,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_starter_prior_starts,mae,12,10000,0.0021690949862810762,-0.04343511699878977,0.04800262599228983,0.5222,0.9556,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_starter_prior_starts,crps,12,10000,0.024700627327836597,0.00697047570446422,0.043534040213225086,0.997,0.006,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_starter_prior_starts,brier,12,10000,0.0028525692332291544,0.0003945759064003048,0.0053166245525508036,0.9889,0.0222,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_starter_prior_starts,log_loss,12,10000,0.006753593986909205,0.0012561421144143042,0.01240560147704627,0.9926,0.0148,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_starter_prior_starts,mae,12,10000,-0.00021711381555258085,-0.0029522565732631946,0.0024517056901140347,0.445,0.89,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_starter_prior_starts,crps,12,10000,0.0012402329860729212,-0.0003114926978511408,0.002905248372127317,0.9362,0.1276,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_starter_prior_starts,brier,12,10000,0.00016248948299284888,-1.8636458513193646e-05,0.00036030924766047655,0.958,0.084,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_starter_prior_starts,log_loss,12,10000,0.00042182930996356976,1.4001814714349078e-06,0.0008883365354607694,0.9756,0.0488,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_expected_outs,mae,12,10000,0.002551747883793486,-0.010147517198669628,0.01663764344306705,0.639,0.722,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_expected_outs,crps,12,10000,0.004060231928736641,-0.004356394359695881,0.013279208320506197,0.8233,0.3534,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_expected_outs,brier,12,10000,0.0004388347449559232,-0.0006651077743114971,0.0016398932437536873,0.7713,0.4574,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_expected_outs,log_loss,12,10000,0.001182448825884575,-0.0014317104360806632,0.004007925320182525,0.8026,0.3948,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_expected_outs,mae,12,10000,-0.0009981557898288867,-0.008646497202517662,0.007133317337923509,0.397,0.794,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_expected_outs,crps,12,10000,-0.0010689911190862207,-0.006150781520395266,0.004320178591118028,0.3427,0.6854,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_expected_outs,brier,12,10000,-2.771459061462051e-05,-0.0005918828488302143,0.0005892212057623626,0.4535,0.907,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_expected_outs,log_loss,12,10000,-6.9078783985174695e-06,-0.001315584958914567,0.0014182036207231147,0.4892,0.9784,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_workload_uncertainty_outs,mae,12,10000,-0.004631173366696879,-0.01986350537523403,0.01479755500494655,0.2891,0.5782,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_workload_uncertainty_outs,crps,12,10000,-0.003270850515318595,-0.012092061363416718,0.009476676675775142,0.2639,0.5278,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_workload_uncertainty_outs,brier,12,10000,-0.00037231670305974755,-0.0014363500198186498,0.001103250041924415,0.2696,0.5392,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_workload_uncertainty_outs,log_loss,12,10000,-0.0008902876813414035,-0.0033416671355718107,0.002535573662164284,0.2636,0.5272,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_workload_uncertainty_outs,mae,12,10000,0.000695969676025075,-0.000956328912770066,0.0022247744202507887,0.8074,0.3852,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_workload_uncertainty_outs,crps,12,10000,0.0010967223686488559,0.00030651361888698616,0.0019046129770027918,0.9964,0.0072,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_workload_uncertainty_outs,brier,12,10000,8.769639034026634e-05,-1.1345520075380394e-05,0.00018155601760493686,0.9551,0.0898,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_workload_uncertainty_outs,log_loss,12,10000,0.0002029691036116689,-1.90052912467299e-05,0.0004180582516554765,0.9619,0.0762,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_bullpen_ra9,mae,12,10000,0.002656799797198911,-0.007384944530170589,0.01225678652632448,0.7129,0.5742,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_bullpen_ra9,crps,12,10000,0.002966672983826899,-0.0029456052678184384,0.009046114410822545,0.8455,0.309,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_bullpen_ra9,brier,12,10000,0.00024705557611895624,-0.00032802727191285236,0.0008506417417512712,0.8096,0.3808,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_bullpen_ra9,log_loss,12,10000,0.0005027533039988336,-0.0008265934072648245,0.0019040377971385975,0.7774,0.4452,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_bullpen_ra9,mae,12,10000,0.002083844252683569,-0.004722674533925062,0.00953896151805564,0.7163,0.5674,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_bullpen_ra9,crps,12,10000,0.002042742949764912,-0.0022161116482859212,0.006863455887758871,0.817,0.366,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_bullpen_ra9,brier,12,10000,0.00022702007634875455,-0.0002776166829802082,0.0008116954399577849,0.8006,0.3988,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_bullpen_ra9,log_loss,12,10000,0.0005314802158413987,-0.0006345094409718788,0.0018884757583344338,0.8035,0.393,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_bullpen_likely_available_reliever_count,mae,12,10000,-0.0010872064630124162,-0.013430206233927112,0.009686256292181792,0.431,0.862,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_bullpen_likely_available_reliever_count,crps,12,10000,-0.00710953190958868,-0.01422316132473664,-0.0008380230552944746,0.0133,0.0266,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_bullpen_likely_available_reliever_count,brier,12,10000,-0.000739020866257524,-0.0015965968241659673,-1.7446033020721393e-05,0.0214,0.0428,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_bullpen_likely_available_reliever_count,log_loss,12,10000,-0.0017929524724578892,-0.003873240375278931,-6.737666231777666e-05,0.0201,0.0402,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_bullpen_likely_available_reliever_count,mae,12,10000,-0.004019179898251566,-0.006992279647315183,-0.000949634694382286,0.0075,0.015,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_bullpen_likely_available_reliever_count,crps,12,10000,-0.0005747108263811704,-0.0024692998136825357,0.001293894730635404,0.2749,0.5498,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_bullpen_likely_available_reliever_count,brier,12,10000,-7.035451640158143e-05,-0.0002984190615636839,0.0001582948358204169,0.2729,0.5458,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_bullpen_likely_available_reliever_count,log_loss,12,10000,-0.00015252974762164148,-0.0006836540761133374,0.00037823048344439716,0.2884,0.5768,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_bullpen_recent_innings_burden,mae,12,10000,0.00025984532179120125,-0.0004576022812770799,0.0009922574522734742,0.7479,0.5042,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_bullpen_recent_innings_burden,crps,12,10000,-9.398420878261294e-05,-0.0006585034091236308,0.00043698128727795394,0.365,0.73,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_bullpen_recent_innings_burden,brier,12,10000,-1.1835933782979997e-05,-7.678105478854293e-05,4.923091205661457e-05,0.3565,0.713,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_bullpen_recent_innings_burden,log_loss,12,10000,-4.076005625938897e-05,-0.00020235198430268369,0.00011225578384218589,0.3036,0.6072,20260829
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_bullpen_recent_innings_burden,mae,12,10000,-0.004940838646222446,-0.01151337588646709,0.001320935707585924,0.0621,0.1242,20260829
