population,feature,games,mean_absolute_forecast_change,median_absolute_forecast_change,maximum_absolute_forecast_change,mean_signed_forecast_change,p90_absolute_forecast_change,pct_change_ge_0_10,pct_change_ge_0_25,pct_change_ge_0_50,pct_change_ge_1_00
FROZEN_2025_VALIDATION,park_history_depth,2433,0.5929563195604253,0.6028735767490794,1.0057784578283009,0.5626947302859571,0.7787996778669247,0.9847924373201808,0.9621866009042335,0.7340731607069462,0.0008220304151253596
FROZEN_2025_VALIDATION,game_number,2433,0.007182178656588025,0.0038125242520266056,0.35340775928029977,0.0004213080937155122,0.004174819422892995,0.011508425811755036,0.011508425811755036,0.0,0.0
2026_SEQUENTIAL_EARLY,league_total,1281,0.1485504009139322,0.1471811937438865,0.20073038683569244,-0.1485504009139322,0.1636552071134787,1.0,0.0,0.0,0.0
2026_SEQUENTIAL_EARLY,home_offense,1281,0.05147192614659662,0.0491088009727676,0.17829772007893752,0.0187564253447581,0.10855100091451142,0.12958626073380172,0.0,0.0,0.0
2026_SEQUENTIAL_EARLY,home_prevention,1281,0.06335306552744469,0.057651560023067816,0.31591646579140864,-0.009225071264359003,0.11118686938737365,0.1288056206088993,0.03278688524590164,0.0,0.0
2026_SEQUENTIAL_EARLY,away_offense,1281,0.049812652031819254,0.04819896126748269,0.20570493777450238,0.013810013579364639,0.09143930606032136,0.07728337236533958,0.0,0.0,0.0
2026_SEQUENTIAL_EARLY,away_prevention,1281,0.06087582301187975,0.05820804224585174,0.2819253082136175,-0.014861821422331688,0.10153177642702005,0.11163153786104606,0.00468384074941452,0.0,0.0
2026_SEQUENTIAL_EARLY,home_starter_ra9,1281,0.04562692963274858,0.033551542332203255,0.7099787905063444,0.013430007392374608,0.09372351626252673,0.08508977361436378,0.0078064012490242,0.00156128024980484,0.0
2026_SEQUENTIAL_EARLY,away_starter_ra9,1281,0.024805666078270013,0.017621621463348447,0.8031624012755838,0.0066860761204923895,0.04900647667475155,0.02888368462138954,0.00546448087431694,0.00078064012490242,0.0
2026_SEQUENTIAL_EARLY,home_starter_prior_starts,1281,0.23880048071056129,0.18640192242014653,0.6816886390442587,-0.20476675669718947,0.5304560099023963,0.6854020296643247,0.40827478532396566,0.13739266198282593,0.0
2026_SEQUENTIAL_EARLY,away_starter_prior_starts,1281,0.01593882919539633,0.012602925283946576,0.04726098888980523,-0.013507913558665114,0.0346348552982878,0.0,0.0,0.0,0.0
2026_SEQUENTIAL_EARLY,home_expected_outs,1281,0.06973748108180877,0.04992401543051095,0.45671973364488494,-0.010318285850483961,0.1403471745636793,0.2107728337236534,0.03590944574551132,0.0,0.0
2026_SEQUENTIAL_EARLY,away_expected_outs,1281,0.048211066803915015,0.035257220871461215,0.2792814183730563,0.008708388020031689,0.1007309381521928,0.10070257611241218,0.00936768149882904,0.0,0.0
2026_SEQUENTIAL_EARLY,home_workload_uncertainty_outs,1281,0.06502596044151228,0.060446891928163105,0.34830631582095606,0.008887345033575559,0.1321378851336572,0.19672131147540983,0.0078064012490242,0.0,0.0
2026_SEQUENTIAL_EARLY,away_workload_uncertainty_outs,1281,0.008946502905855988,0.008525993674703969,0.04796256666652532,0.0018335908006810672,0.01676898596744003,0.0,0.0,0.0,0.0
2026_SEQUENTIAL_EARLY,home_bullpen_ra9,1281,0.05881919729212385,0.04746270241368933,0.26073148374274346,-0.002138141830595938,0.1203068313626936,0.20140515222482436,0.00312256049960968,0.0,0.0
2026_SEQUENTIAL_EARLY,away_bullpen_ra9,1281,0.037915740578173186,0.031949924275198605,0.15470922613759086,0.002307805364743913,0.08127214859531318,0.03747072599531616,0.0,0.0,0.0
2026_SEQUENTIAL_EARLY,home_bullpen_likely_available_reliever_count,1281,0.08036938961322015,0.06948238252129357,0.3143670438053121,-0.0027430126902294755,0.16474291732272484,0.33411397345823574,0.02107728337236534,0.0,0.0
2026_SEQUENTIAL_EARLY,away_bullpen_likely_available_reliever_count,1281,0.025015472719960886,0.021914082279332447,0.10068201753650285,0.002807861949046228,0.052522780077229214,0.00078064012490242,0.0,0.0,0.0
2026_SEQUENTIAL_EARLY,home_bullpen_recent_innings_burden,1281,0.00569652301645742,0.004794051925200549,0.029336759476363383,0.0005353612838566277,0.011867167287421765,0.0,0.0,0.0,0.0
2026_SEQUENTIAL_EARLY,away_bullpen_recent_innings_burden,1281,0.04777996335999654,0.040486620614069935,0.21727396297846902,-0.0019517612353185802,0.09742259356530347,0.09601873536299765,0.0,0.0,0.0
2026_SEQUENTIAL_EARLY,strict_prior_total_run_factor,1281,0.3337120954161683,0.263311114504992,1.7260592514427913,0.05956274250904507,0.6817283452615515,0.7712724434035909,0.5206869633099142,0.19281811085089773,0.03825136612021858
2026_SEQUENTIAL_EARLY,park_history_depth,1281,0.8851331130798344,0.9124736286108117,1.226392848524938,0.879704645910839,1.0223623548239615,0.9867291178766588,0.9711163153786104,0.9461358313817331,0.16237314597970337
2026_SEQUENTIAL_EARLY,game_number,1281,0.005451558260442712,0.0036800622395638527,0.3031962385046185,0.0019650322632531036,0.004036974191832243,0.00624512099921936,0.00624512099921936,0.0,0.0
2026_LATE_HOLDOUT,league_total,439,0.13262363922455123,0.13119241245638236,0.17288152374674937,-0.13262363922455123,0.14248799644920176,1.0,0.0,0.0,0.0
2026_LATE_HOLDOUT,home_offense,439,0.047183313092137455,0.04441259554899801,0.13617698786904775,0.015090169058990636,0.08666137742928616,0.09339407744874716,0.0,0.0,0.0
2026_LATE_HOLDOUT,home_prevention,439,0.06196747945655459,0.05598124931732151,0.3019641682918337,-0.007928517915710878,0.1080167478958632,0.13211845102505695,0.0387243735763098,0.0,0.0
2026_LATE_HOLDOUT,away_offense,439,0.04531248932746118,0.045488236750562905,0.16014960751685337,0.013745044841641749,0.08207937615583596,0.06605922551252848,0.0,0.0,0.0
2026_LATE_HOLDOUT,away_prevention,439,0.05437284459382649,0.048777507304489376,0.2205587993818705,-0.01465509262255943,0.10399835557235804,0.11617312072892938,0.0,0.0,0.0
2026_LATE_HOLDOUT,home_starter_ra9,439,0.04292130257375428,0.03466742922910093,0.22920806585810993,0.013518942383288782,0.09306211210168218,0.07289293849658314,0.0,0.0,0.0
2026_LATE_HOLDOUT,away_starter_ra9,439,0.021773138543126406,0.01655682491917254,0.12809059990613125,0.007227762808960278,0.044648810217011094,0.018223234624145785,0.0,0.0,0.0
2026_LATE_HOLDOUT,home_starter_prior_starts,439,0.25454232074205685,0.2093013100901988,0.6716194762413892,-0.22257745040945137,0.5696251156506559,0.6810933940774487,0.44419134396355353,0.17312072892938496,0.0
2026_LATE_HOLDOUT,away_starter_prior_starts,439,0.017111210956631106,0.01431018190550759,0.05018174799785058,-0.015193079280629686,0.03727211742516214,0.0,0.0,0.0,0.0
2026_LATE_HOLDOUT,home_expected_outs,439,0.0728764494283478,0.05236054197961515,0.3872169721004095,-0.006973191330251227,0.14915573434989823,0.23006833712984054,0.03644646924829157,0.0,0.0
2026_LATE_HOLDOUT,away_expected_outs,439,0.04779720872314922,0.03733469501095854,0.32348900878219844,0.008162962539598043,0.09303944854854045,0.08200455580865604,0.00683371298405467,0.0,0.0
2026_LATE_HOLDOUT,home_workload_uncertainty_outs,439,0.06873183068154347,0.06128536797684703,0.48255767260125104,0.0071385598300388545,0.1333135746620009,0.2460136674259681,0.009111617312072893,0.0,0.0
2026_LATE_HOLDOUT,away_workload_uncertainty_outs,439,0.009259152006090995,0.00851943641481867,0.04903268413898587,0.0005503718922198376,0.01808272746096069,0.0,0.0,0.0,0.0
2026_LATE_HOLDOUT,home_bullpen_ra9,439,0.05982074559337289,0.05431264611479136,0.2416626801582744,-0.0026065421261278767,0.12108418066398946,0.17995444191343962,0.0,0.0,0.0
2026_LATE_HOLDOUT,away_bullpen_ra9,439,0.035717285647898354,0.02994400598778313,0.11635536388732515,0.001981797117746727,0.0775982387486586,0.03644646924829157,0.0,0.0,0.0
2026_LATE_HOLDOUT,home_bullpen_likely_available_reliever_count,439,0.07471860892274942,0.06846610509758833,0.335147280200804,0.039056944704320494,0.15967769395206302,0.2528473804100228,0.004555808656036446,0.0,0.0
2026_LATE_HOLDOUT,away_bullpen_likely_available_reliever_count,439,0.02426896693208252,0.0217291622771123,0.10718590725489463,-0.012335111967598553,0.049519370475826816,0.004555808656036446,0.0,0.0,0.0
2026_LATE_HOLDOUT,home_bullpen_recent_innings_burden,439,0.0060735000874438195,0.0046208876283371225,0.02332088745166061,-3.55208839912392e-05,0.013449633723170606,0.0,0.0,0.0,0.0
2026_LATE_HOLDOUT,away_bullpen_recent_innings_burden,439,0.05235231210188968,0.04165449243280328,0.20029168437889844,-0.0014137135081097585,0.10922464976063216,0.12300683371298406,0.0,0.0,0.0
2026_LATE_HOLDOUT,strict_prior_total_run_factor,439,0.36035222329017985,0.2616996642361311,1.7173921223500574,0.05587452105206961,0.691127368430643,0.8041002277904328,0.5261958997722096,0.2460136674259681,0.07061503416856492
2026_LATE_HOLDOUT,park_history_depth,439,1.0197567722128245,1.0546177441669995,1.3502523065549852,1.0197567722128245,1.1367801877939692,1.0,0.9886104783599089,0.9681093394077449,0.7471526195899773
2026_LATE_HOLDOUT,game_number,439,0.009157488086933879,0.0036294007604276146,0.28560507647449107,-0.001974534987547231,0.004002544549677012,0.02050113895216401,0.02050113895216401,0.0,0.0
PROSPECTIVE_AUG17_28_CLEAN_RAW,league_total,156,0.1398522050910366,0.13788205342321191,0.18021170830149025,-0.1398522050910366,0.14930174318594336,1.0,0.0,0.0,0.0
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_offense,156,0.04571393042979959,0.038150173323986625,0.1331865924032698,0.017613303801352592,0.08202242409296145,0.08974358974358974,0.0,0.0,0.0
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_prevention,156,0.060362265127117856,0.04700813682253768,0.3138736919114997,-0.008482687358473323,0.10649946862984194,0.1346153846153846,0.038461538461538464,0.0,0.0
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_offense,156,0.047976367978392366,0.0490707654606215,0.16111778479678485,0.014925278637713544,0.08877830794802932,0.07051282051282051,0.0,0.0,0.0
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_prevention,156,0.05521838652163338,0.05339356059285727,0.24766729459402903,-0.009128493131478276,0.10181083012059533,0.10897435897435898,0.0,0.0,0.0
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_starter_ra9,156,0.04439947887791732,0.032158687710673206,0.42860360278681764,0.012721249970149309,0.08875461590653222,0.08333333333333333,0.00641025641025641,0.0,0.0
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_starter_ra9,156,0.022706572702583427,0.015733711793952665,0.22780793758383489,0.005370238499557796,0.047311049574024544,0.01282051282051282,0.0,0.0,0.0
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_starter_prior_starts,156,0.25669685037575707,0.20758670553101544,0.687841268203556,-0.2232198286193127,0.5742690375854118,0.717948717948718,0.4551282051282051,0.1858974358974359,0.0
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_starter_prior_starts,156,0.01669666376670806,0.012130137632103466,0.04700645586168939,-0.014199545404200428,0.03802043195832727,0.0,0.0,0.0,0.0
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_expected_outs,156,0.06709424282043558,0.05046190853207211,0.26116839967069083,0.00013380234922430955,0.1372298790911337,0.23076923076923078,0.00641025641025641,0.0,0.0
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_expected_outs,156,0.0468765077329158,0.03794214922184125,0.28112209074852146,0.004961491353442975,0.09044010242582967,0.08333333333333333,0.00641025641025641,0.0,0.0
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_workload_uncertainty_outs,156,0.06627637521859725,0.060350247705250215,0.3416238804311593,-0.004248376911945456,0.13822270135348358,0.22435897435897437,0.01282051282051282,0.0,0.0
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_workload_uncertainty_outs,156,0.009211898234379002,0.008217359405792823,0.04630157839114091,0.0005449472000999701,0.01751077536829726,0.0,0.0,0.0,0.0
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_bullpen_ra9,156,0.05718541264905916,0.04824088081540756,0.24226741284539166,-0.004126967808174451,0.12243263639479007,0.19230769230769232,0.0,0.0,0.0
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_bullpen_ra9,156,0.035634836041074994,0.02827193251002358,0.12696151299155467,-0.0004799854494703944,0.0754192905170159,0.03205128205128205,0.0,0.0,0.0
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_bullpen_likely_available_reliever_count,156,0.07689524691402139,0.07118945399930343,0.24938241974453135,0.056055209598342884,0.15569158407017047,0.33974358974358976,0.0,0.0,0.0
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_bullpen_likely_available_reliever_count,156,0.025118803364596126,0.02169027008879798,0.08412554272092265,-0.01882939153682245,0.051856454851956,0.0,0.0,0.0,0.0
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_bullpen_recent_innings_burden,156,0.006139435488284877,0.0054635670437992445,0.019228828605675652,0.0024160112376328665,0.01237565333044044,0.0,0.0,0.0,0.0
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_bullpen_recent_innings_burden,156,0.03970042026667861,0.03283908836480265,0.12760980492272633,-0.005737008610651804,0.08196579770615386,0.0641025641025641,0.0,0.0,0.0
PROSPECTIVE_AUG17_28_CLEAN_RAW,strict_prior_total_run_factor,156,0.35233215024091935,0.25438206231698857,1.79426148071828,0.04815564189319979,0.659798703601655,0.8141025641025641,0.5128205128205128,0.24358974358974358,0.0641025641025641
PROSPECTIVE_AUG17_28_CLEAN_RAW,park_history_depth,156,1.064635937288323,1.082421099592449,1.4254553932463896,1.064635937288323,1.1620289149525496,1.0,1.0,0.9743589743589743,0.9358974358974359
PROSPECTIVE_AUG17_28_CLEAN_RAW,game_number,156,0.005346066427086998,0.0035998210794305763,0.2680281639435078,0.0019098079149907439,0.003906430670856942,0.00641025641025641,0.00641025641025641,0.0,0.0
