population,feature,variant,games,mae,rmse,actual_minus_forecast_bias,absolute_bias,mean_forecast,median_forecast,crps,governed_total_line_brier,governed_total_line_log_loss,governed_total_line_ece,mae_delta,rmse_delta,absolute_bias_delta,champion_mae,champion_rmse,champion_absolute_bias
2026_LATE_HOLDOUT,home_workload_uncertainty_outs,FROZEN_DIRECT_TERM_ABLATION,439,3.6796113285044343,4.679367118985123,0.6539161975276805,0.6539161975276805,8.273190863975737,8.178252308803831,2.601004659559817,0.2304869017084217,0.6542209621790636,0.04305586017207731,0.0013500165000106534,-0.001562373787557192,-0.00713855983003886,3.6782613120044236,4.68092949277268,0.6610547573577193
2026_LATE_HOLDOUT,away_workload_uncertainty_outs,FROZEN_DIRECT_TERM_ABLATION,439,3.6781443797179207,4.680557128700147,0.6605043854654995,0.6605043854654995,8.266602676037918,8.184526108385597,2.602004305339229,0.23049986786400667,0.654264277806407,0.04386424462375472,-0.000116932286502891,-0.00037236407253349313,-0.0005503718922198475,3.6782613120044236,4.68092949277268,0.6610547573577193
2026_LATE_HOLDOUT,home_bullpen_ra9,FROZEN_DIRECT_TERM_ABLATION,439,3.6773682398611154,4.6829105595087075,0.6636612994838471,0.6636612994838471,8.26344576201957,8.17735043814698,2.6027985803528977,0.2304804834039967,0.6541409881978026,0.043744337001704,-0.0008930721433082489,0.0019810667360271594,0.0026065421261277644,3.6782613120044236,4.68092949277268,0.6610547573577193
2026_LATE_HOLDOUT,away_bullpen_ra9,FROZEN_DIRECT_TERM_ABLATION,439,3.6786470273218677,4.682312386679475,0.6590729602399725,0.6590729602399725,8.268034101263444,8.169590462588213,2.6031407185564013,0.23060259550811302,0.6545197327296534,0.04352691511629284,0.0003857153174440242,0.001382893906794358,-0.0019817971177468197,3.6782613120044236,4.68092949277268,0.6610547573577193
2026_LATE_HOLDOUT,home_bullpen_likely_available_reliever_count,FROZEN_DIRECT_TERM_ABLATION,439,3.6749996973186194,4.670440133649137,0.6219978126533988,0.6219978126533988,8.30510924885002,8.189063336913703,2.596118209530842,0.2298977238120167,0.6528047483543622,0.04036844480765744,-0.003261614685804215,-0.010489359123543096,-0.03905694470432053,3.6782613120044236,4.68092949277268,0.6610547573577193
2026_LATE_HOLDOUT,away_bullpen_likely_available_reliever_count,FROZEN_DIRECT_TERM_ABLATION,439,3.6779510186376347,4.683354870859414,0.6733898693253177,0.6733898693253177,8.253717192178097,8.162080704938456,2.603503308207074,0.23065140016980437,0.6546191209690754,0.0449962284005565,-0.0003102933667888941,0.0024253780867340424,0.0123351119675984,3.6782613120044236,4.68092949277268,0.6610547573577193
2026_LATE_HOLDOUT,home_bullpen_recent_innings_burden,FROZEN_DIRECT_TERM_ABLATION,439,3.6783732878868163,4.680972460036273,0.6610902782417106,0.6610902782417106,8.266016783261707,8.170594555502607,2.602321026289807,0.23053958320785056,0.6543662445145848,0.044674177979807786,0.00011197588239264533,4.296726359243053e-05,3.552088399128017e-05,3.6782613120044236,4.68092949277268,0.6610547573577193
2026_LATE_HOLDOUT,away_bullpen_recent_innings_burden,FROZEN_DIRECT_TERM_ABLATION,439,3.6765976118562302,4.6802669980111,0.6624684708658289,0.6624684708658289,8.264638590637587,8.158290237212386,2.6018908584722595,0.23046025431505343,0.6541970509866397,0.04395567804998957,-0.0016637001481933922,-0.0006624947615803123,0.001413713508109593,3.6782613120044236,4.68092949277268,0.6610547573577193
2026_LATE_HOLDOUT,strict_prior_total_run_factor,FROZEN_DIRECT_TERM_ABLATION,439,3.706711416340741,4.725152250329694,0.6051802363056498,0.6051802363056498,8.321926825197767,8.326580553562936,2.621558165755753,0.23181944210634337,0.6569330676743329,0.03807363069830334,0.028450104336317228,0.04422275755701399,-0.05587452105206958,3.6782613120044236,4.68092949277268,0.6610547573577193
2026_LATE_HOLDOUT,park_history_depth,FROZEN_DIRECT_TERM_ABLATION,439,3.830183723676822,4.656768506452531,-0.3587020148551051,0.3587020148551051,9.285809076358522,9.222809570467602,2.5885686450121885,0.23091163967417355,0.653918741865334,0.042291440266965706,0.15192241167239828,-0.02416098632014929,-0.30235274250261424,3.6782613120044236,4.68092949277268,0.6610547573577193
