identity,date,game_id,player_id,prediction_timestamp,scheduled_game_start,strict_pregame,model_semantic_name,model_artifact_sha256,p_over,target,actual_hits,outcome_attachment_contract,baseline_a_population,hitter_prior_resolved_games,hitter_prior_hits,baseline_b_hitter_shrunk
824645:699393:hits:0.5,2026-08-04,824645,699393,2026-08-04T23:30:24.751574+00:00,2026-08-04T20:05:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6007102631800963,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,13,9.0,0.6478908815357414
824731:545341:hits:0.5,2026-08-04,824731,545341,2026-08-04T10:31:33.873293+00:00,2026-08-04T19:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5224744650240674,1.0,1.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,19,13.0,0.6520632782315026
824731:575929:hits:0.5,2026-08-04,824731,575929,2026-08-04T10:31:33.873293+00:00,2026-08-04T19:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5089548904827527,1.0,2.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,48,30.0,0.617959080575903
824731:655316:hits:0.5,2026-08-04,824731,655316,2026-08-04T10:31:33.873293+00:00,2026-08-04T19:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6479767582325769,1.0,2.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,34,24.0,0.6810882979107278
824731:657136:hits:0.5,2026-08-04,824731,657136,2026-08-04T10:31:33.873293+00:00,2026-08-04T19:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4775255349759326,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,25,13.0,0.5335063185530475
824731:677800:hits:0.5,2026-08-04,824731,677800,2026-08-04T10:31:33.873293+00:00,2026-08-04T19:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5719859673825193,1.0,2.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,55,34.0,0.6127890240039773
824731:678011:hits:0.5,2026-08-04,824731,678011,2026-08-04T10:31:33.873293+00:00,2026-08-04T19:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4480814601017741,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,30,16.0,0.5422554871644887
824731:678246:hits:0.5,2026-08-04,824731,678246,2026-08-04T10:31:33.873293+00:00,2026-08-04T19:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5224744650240674,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,60,40.0,0.6559663016507437
824731:680776:hits:0.5,2026-08-04,824731,680776,2026-08-04T10:31:33.873293+00:00,2026-08-04T19:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6007102631800963,1.0,2.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,56,30.0,0.5407141955039151
824731:682668:hits:0.5,2026-08-04,824731,682668,2026-08-04T10:31:33.873293+00:00,2026-08-04T19:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4280140326174807,1.0,1.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,16,11.0,0.650237854677107
824731:686668:hits:0.5,2026-08-04,824731,686668,2026-08-04T16:30:24.744082+00:00,2026-08-04T19:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5519185398982259,1.0,1.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,5,3.0,0.5850545009423513
824731:686765:hits:0.5,2026-08-04,824731,686765,2026-08-04T20:00:22.662720+00:00,2026-08-04T19:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5089548904827527,1.0,2.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,11,8.0,0.6634583427500299
824731:691011:hits:0.5,2026-08-04,824731,691011,2026-08-04T10:31:33.873293+00:00,2026-08-04T19:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4590477921707535,,,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,26,9.0,0.4001678974191344
824731:695657:hits:0.5,2026-08-04,824731,695657,2026-08-04T10:31:33.873293+00:00,2026-08-04T19:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5224744650240674,1.0,1.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,54,28.0,0.5258985243911382
824731:695731:hits:0.5,2026-08-04,824731,695731,2026-08-04T10:31:33.873293+00:00,2026-08-04T19:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4910451095172474,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,41,25.0,0.6041981329030728
824731:702332:hits:0.5,2026-08-04,824731,702332,2026-08-04T10:31:33.873293+00:00,2026-08-04T19:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6479767582325769,1.0,2.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,54,32.0,0.5904146534233962
824731:805367:hits:0.5,2026-08-04,824731,805367,2026-08-04T10:31:33.873293+00:00,2026-08-04T19:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5224744650240674,1.0,1.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,59,39.0,0.650831470332098
824731:807799:hits:0.5,2026-08-04,824731,807799,2026-08-04T10:31:33.873293+00:00,2026-08-04T19:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.626189824219531,1.0,2.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,34,22.0,0.6334692502916802
824731:808959:hits:0.5,2026-08-04,824731,808959,2026-08-04T10:31:33.873293+00:00,2026-08-04T19:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6011256743916968,1.0,1.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,30,23.0,0.7264660134802782
824805:518595:hits:0.5,2026-08-04,824805,518595,2026-08-04T10:31:33.873293+00:00,2026-08-04T18:35:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4590477921707535,1.0,1.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,2,0.0,0.4605708512250568
824805:545361:hits:0.5,2026-08-04,824805,545361,2026-08-04T10:31:33.873293+00:00,2026-08-04T18:35:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6201952164998107,1.0,1.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,47,30.0,0.6291947002227376
824805:624413:hits:0.5,2026-08-04,824805,624413,2026-08-04T10:31:33.873293+00:00,2026-08-04T18:35:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6479767582325769,1.0,1.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,59,38.0,0.6359060971977696
824805:624585:hits:0.5,2026-08-04,824805,624585,2026-08-04T10:31:33.873293+00:00,2026-08-04T18:35:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5224744650240674,,,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,44,28.0,0.6270328560048186
824805:641933:hits:0.5,2026-08-04,824805,641933,2026-08-04T10:31:33.873293+00:00,2026-08-04T18:35:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5719859673825193,1.0,1.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,29,13.0,0.4758299597905559
824805:642350:hits:0.5,2026-08-04,824805,642350,2026-08-04T10:31:33.873293+00:00,2026-08-04T18:35:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.3992897368199036,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,26,15.0,0.5766384856544285
824805:650968:hits:0.5,2026-08-04,824805,650968,2026-08-04T10:31:33.873293+00:00,2026-08-04T18:35:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4775255349759326,,,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,2,2.0,0.6605708512250568
824805:665750:hits:0.5,2026-08-04,824805,665750,2026-08-04T10:31:33.873293+00:00,2026-08-04T18:35:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4775255349759326,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,49,24.0,0.5018545353026416
824805:666139:hits:0.5,2026-08-04,824805,666139,2026-08-04T10:31:33.873293+00:00,2026-08-04T18:35:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4280140326174807,1.0,2.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,27,14.0,0.5315916717785877
824805:681297:hits:0.5,2026-08-04,824805,681297,2026-08-04T10:31:33.873293+00:00,2026-08-04T18:35:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4775255349759326,1.0,1.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,40,16.0,0.4292855940052202
824805:683002:hits:0.5,2026-08-04,824805,683002,2026-08-04T10:31:33.873293+00:00,2026-08-04T18:35:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5409522078292466,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,50,29.0,0.579408767452596
824805:685133:hits:0.5,2026-08-04,824805,685133,2026-08-04T20:00:22.662720+00:00,2026-08-04T18:35:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4590477921707535,1.0,2.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,37,25.0,0.6579046336055682
824805:687093:hits:0.5,2026-08-04,824805,687093,2026-08-04T10:31:33.873293+00:00,2026-08-04T18:35:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6011256743916968,1.0,1.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,43,29.0,0.6589354610245209
824805:687263:hits:0.5,2026-08-04,824805,687263,2026-08-04T10:31:33.873293+00:00,2026-08-04T18:35:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4910451095172474,1.0,1.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,62,42.0,0.6657958358892938
824805:687637:hits:0.5,2026-08-04,824805,687637,2026-08-04T10:31:33.873293+00:00,2026-08-04T18:35:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5409522078292466,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,17,10.0,0.5842283404900228
824805:687952:hits:0.5,2026-08-04,824805,687952,2026-08-04T10:31:33.873293+00:00,2026-08-04T18:35:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5719859673825193,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,8,5.0,0.6003567820156606
824805:691723:hits:0.5,2026-08-04,824805,691723,2026-08-04T10:31:33.873293+00:00,2026-08-04T18:35:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5409522078292466,1.0,1.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,43,23.0,0.5412884022009915
824805:694203:hits:0.5,2026-08-04,824805,694203,2026-08-04T10:31:33.873293+00:00,2026-08-04T18:35:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4910451095172474,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,40,25.0,0.6167855940052202
824805:694384:hits:0.5,2026-08-04,824805,694384,2026-08-04T10:31:33.873293+00:00,2026-08-04T18:35:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4910451095172474,1.0,2.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,51,34.0,0.6543340425805181
824805:702616:hits:0.5,2026-08-04,824805,702616,2026-08-04T10:31:33.873293+00:00,2026-08-04T18:35:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6660507649473577,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,44,23.0,0.5308790098509725
824888:573262:hits:0.5,2026-08-04,824888,573262,2026-08-04T10:31:33.873293+00:00,2026-08-04T19:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5719859673825193,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,44,23.0,0.5308790098509725
824888:621566:hits:0.5,2026-08-04,824888,621566,2026-08-04T10:31:33.873293+00:00,2026-08-04T19:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6479767582325769,1.0,2.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,62,41.0,0.6515101216035795
824888:642086:hits:0.5,2026-08-04,824888,642086,2026-08-04T20:00:22.662720+00:00,2026-08-04T19:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.626189824219531,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,38,23.0,0.6001240980924036
824888:643289:hits:0.5,2026-08-04,824888,643289,2026-08-04T10:31:33.873293+00:00,2026-08-04T19:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6007102631800963,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,38,27.0,0.6870806198315341
824888:645277:hits:0.5,2026-08-04,824888,645277,2026-08-04T10:31:33.873293+00:00,2026-08-04T19:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6479767582325769,1.0,1.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,54,34.0,0.6226727179395253
824888:660670:hits:0.5,2026-08-04,824888,660670,2026-08-04T10:31:33.873293+00:00,2026-08-04T19:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5409522078292466,1.0,1.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,6,3.0,0.5432648937321835
824888:663586:hits:0.5,2026-08-04,824888,663586,2026-08-04T10:31:33.873293+00:00,2026-08-04T19:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5719859673825193,1.0,2.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,62,34.0,0.5515101216035795
824888:665052:hits:0.5,2026-08-04,824888,665052,2026-08-04T10:31:33.873293+00:00,2026-08-04T19:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5783260540559665,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,28,18.0,0.6279363475625158
824888:665923:hits:0.5,2026-08-04,824888,665923,2026-08-04T10:31:33.873293+00:00,2026-08-04T19:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4910451095172474,,,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,26,14.0,0.5472267209485462
824888:669065:hits:0.5,2026-08-04,824888,669065,2026-08-04T10:31:33.873293+00:00,2026-08-04T19:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5519185398982259,1.0,1.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,53,33.0,0.6164870247909928
824888:669364:hits:0.5,2026-08-04,824888,669364,2026-08-04T10:31:33.873293+00:00,2026-08-04T19:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5783260540559665,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,49,33.0,0.6597492721447468
824888:681715:hits:0.5,2026-08-04,824888,681715,2026-08-04T10:31:33.873293+00:00,2026-08-04T19:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4590477921707535,1.0,2.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,30,16.0,0.5422554871644887
824888:683357:hits:0.5,2026-08-04,824888,683357,2026-08-04T10:31:33.873293+00:00,2026-08-04T19:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4590477921707535,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,34,20.0,0.5858502026726325
824888:691594:hits:0.5,2026-08-04,824888,691594,2026-08-04T10:31:33.873293+00:00,2026-08-04T19:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4910451095172474,1.0,1.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,50,24.0,0.49320187090087186
824888:691788:hits:0.5,2026-08-04,824888,691788,2026-08-04T10:31:33.873293+00:00,2026-08-04T19:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5224744650240674,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,51,28.0,0.5526391273262807
824888:805300:hits:0.5,2026-08-04,824888,805300,2026-08-04T10:31:33.873293+00:00,2026-08-04T19:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4910451095172474,1.0,1.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,53,28.0,0.5345198116762387
825054:543510:hits:0.5,2026-08-04,825054,543510,2026-08-04T10:31:33.873293+00:00,2026-08-04T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.7181055454858523,1.0,1.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,7,7.0,0.7737139008167045
825054:545121:hits:0.5,2026-08-04,825054,545121,2026-08-04T20:00:22.662720+00:00,2026-08-04T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5719859673825193,,,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,46,23.0,0.5112168243009365
825054:571448:hits:0.5,2026-08-04,825054,571448,2026-08-04T10:31:33.873293+00:00,2026-08-04T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5719859673825193,1.0,1.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,62,40.0,0.6372244073178652
825054:592518:hits:0.5,2026-08-04,825054,592518,2026-08-04T10:31:33.873293+00:00,2026-08-04T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5783260540559665,1.0,3.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,59,34.0,0.5762046046604562
825054:593428:hits:0.5,2026-08-04,825054,593428,2026-08-04T10:31:33.873293+00:00,2026-08-04T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5519185398982259,1.0,2.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,60,29.0,0.4942015957683907
825054:596146:hits:0.5,2026-08-04,825054,596146,2026-08-04T10:31:33.873293+00:00,2026-08-04T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6007102631800963,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,20,11.0,0.5573467325803775
825054:606466:hits:0.5,2026-08-04,825054,606466,2026-08-04T10:31:33.873293+00:00,2026-08-04T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6007102631800963,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,38,26.0,0.6653414893967515
825054:630105:hits:0.5,2026-08-04,825054,630105,2026-08-04T10:31:33.873293+00:00,2026-08-04T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6011256743916968,1.0,3.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,0.575713564031321,27,16.0,0.5887345289214448
