forecast,rows,brier,log_loss,mean_probability,observed_rate,model_minus_forecast_brier,model_minus_forecast_log_loss
MODEL,254,0.23727790367279822,0.66699970672788,0.5534113048640842,0.5866141732283464,0.0,0.0
BASELINE_A_STRICT_PRIOR_POPULATION,254,0.2426168082768363,0.6783109880970203,0.5757135640313209,0.5866141732283464,-0.005338904604038075,-0.01131128136914028
BASELINE_B_STRICT_PRIOR_HITTER_SHRUNK,254,0.2418784772584941,0.6769364042717654,0.5844386146700757,0.5866141732283464,-0.004600573585695877,-0.009936697543885376
