band,rows,brier,log_loss,mean_probability,observed_rate,observed_rate_clustered_ci_low,observed_rate_clustered_ci_high,date_clusters,current_model_ordering
BOTTOM20,548,0.2541267759914396,0.701538426052298,0.4501049089406469,0.5164233576642335,0.4657778065534549,0.5669306627933643,12,DIRECTIONALLY_PRESENT
SECOND20,547,0.24825802659743762,0.6896589525078393,0.5143598905338486,0.5539305301645339,0.5293040293040293,0.5823821110642692,12,DIRECTIONALLY_PRESENT
MIDDLE20,547,0.24520420284687364,0.6835331227558958,0.5580704065000881,0.5740402193784278,0.5469607622054347,0.6039837534638419,12,DIRECTIONALLY_PRESENT
FOURTH20,547,0.2424395833498053,0.6779389724923702,0.5982928998709652,0.5868372943327239,0.5441395444144667,0.6334745762711864,12,DIRECTIONALLY_PRESENT
TOP20,548,0.23030670921647522,0.6534218212977281,0.6534097316669387,0.6441605839416058,0.5992434921016495,0.6867273334446485,12,DIRECTIONALLY_PRESENT
TOP10,274,0.2347438166553023,0.662720572045238,0.6712551584544255,0.6313868613138686,0.5551020408163265,0.6989265292911857,12,DIRECTIONALLY_PRESENT
