scope,forecast,rows,brier,log_loss,mean_probability,observed_rate,model_minus_forecast_brier,model_minus_forecast_log_loss,prior_reference_reproduced
2026-08-03_THROUGH_2026-08-13,MODEL,2483,0.2447600700601806,0.6826697435205488,0.5549920017416274,0.5739025372533226,0.0,0.0,True
2026-08-03_THROUGH_2026-08-13,BASELINE_A_STRICT_PRIOR_POPULATION,2483,0.24454169480551188,0.6821905980657292,0.5757135640313209,0.5739025372533226,0.00021837525466872343,0.0004791454548195295,True
2026-08-03_THROUGH_2026-08-13,BASELINE_B_STRICT_PRIOR_HITTER_SHRUNK,2483,0.24666709736040854,0.6870982804409571,0.5871169621286528,0.5739025372533226,-0.0019070273002279314,-0.004428536920408344,True
