lane,historical_brier,historical_log_loss,historical_ece,bridge_brier,bridge_log_loss,bridge_ece,brier_delta,log_loss_delta,calibration_difference,probability_distribution_difference,classification,reason
HITS05,0.244277,0.682127,0.036572,N/A,N/A,N/A,N/A,N/A,N/A,N/A,BRIDGE_BEHAVIOR_INCONSISTENT,August 3 anchor replay mismatch; no bridge frozen
HITS15_UNDER,see recovered-population package,see recovered-population package,see recovered-population package,N/A,N/A,N/A,N/A,N/A,N/A,N/A,BRIDGE_BEHAVIOR_INCONSISTENT,August 3 anchor replay mismatch; no bridge frozen
