lane,game_date,game_pk,player_id,player_name,line,retained_original_p_over,retained_original_selected_side,replayed_p_over,replayed_selected_side,absolute_difference,exact_match,numerically_equivalent,selected_side_agreement,source_feature_artifact,feature_state_status,anchor_classification
HITS05,2026-08-03,825095,823550,Sung-Mun Song,0.5,0.410827,under,0.41559717537987484,under,0.004770175379874841,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS05,2026-08-03,825095,814439,Ryan Waldschmidt,0.5,0.677726,over,0.6819045191322941,over,0.004178519132294056,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS05,2026-08-03,825095,571448,Nolan Arenado,0.5,0.573827,over,0.5769650140120611,over,0.003138014012061152,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS05,2026-08-03,825095,596146,Max Kepler,0.5,0.59286,over,0.5956054481824707,over,0.002745448182470689,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS05,2026-08-03,825095,592518,Manny Machado,0.5,0.642257,over,0.6562522249205763,over,0.013995224920576366,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS05,2026-08-03,825095,650859,Luis Rengifo,0.5,0.635144,over,0.6425277004536265,over,0.007383700453626463,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS05,2026-08-03,825095,669134,Luis Campusano,0.5,0.64338,over,0.6379535637389468,over,0.0054264362610531025,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS05,2026-08-03,825095,606466,Ketel Marte,0.5,0.584729,over,0.5798800149912035,over,0.0048489850087966024,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS05,2026-08-03,825095,630105,Jake Cronenworth,0.5,0.643064,over,0.6433072497253478,over,0.00024324972534783829,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS15_UNDER,2026-08-03,825095,701538,Jackson Merrill,1.5,0.489923,under,0.49271698986194856,under,0.002793989861948565,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS05,2026-08-03,825095,701538,Jackson Merrill,0.5,0.726808,over,,,,False,False,False,,STATE_UNAVAILABLE,REPLAY_MISMATCH
HITS05,2026-08-03,825095,545121,Ildemaro Vargas,0.5,0.565229,over,,,,False,False,False,,STATE_UNAVAILABLE,REPLAY_MISMATCH
HITS05,2026-08-03,825095,672695,Geraldo Perdomo,0.5,0.682485,over,0.6876525657253236,over,0.00516756572532362,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS05,2026-08-03,824647,621020,Dansby Swanson,0.5,0.494929,under,0.4959309973780242,under,0.0010019973780241997,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS05,2026-08-03,824160,701358,Cam Smith,0.5,0.546614,over,0.5445605826628218,over,0.0020534173371782316,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS05,2026-08-03,824647,687221,Dalton Rushing,0.5,0.577301,over,,,,False,False,False,,STATE_UNAVAILABLE,REPLAY_MISMATCH
HITS05,2026-08-03,824647,681624,Andy Pages,0.5,0.700941,over,0.7063587735360779,over,0.005417773536077863,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS15_UNDER,2026-08-03,824324,656775,Cedric Mullins,1.5,0.240056,under,0.2407145936905205,under,0.0006585936905205148,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS05,2026-08-03,824324,686668,Brenton Doyle,0.5,0.567368,over,,,,False,False,False,,STATE_UNAVAILABLE,REPLAY_MISMATCH
HITS15_UNDER,2026-08-03,824160,670541,Yordan Alvarez,1.5,0.527756,over,0.5280867351458307,over,0.0003307351458307073,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS05,2026-08-03,824160,673237,Yainer Diaz,0.5,0.643537,over,0.6449315751293243,over,0.0013945751293242825,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS05,2026-08-03,824160,665489,Vladimir Guerrero Jr.,0.5,0.620699,over,0.6184612980833734,over,0.0022377019166266443,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS05,2026-08-03,824160,666211,Taylor Trammell,0.5,0.590687,over,0.587561738400667,over,0.003125261599332907,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS05,2026-08-03,824160,664770,Nathan Lukes,0.5,0.501893,over,0.5045989268370207,over,0.0027059268370206446,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS15_UNDER,2026-08-03,824324,802415,Chandler Simpson,1.5,0.451786,under,0.4571460984301706,under,0.005360098430170601,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS05,2026-08-03,824160,664774,LaMonte Wade Jr.,0.5,0.518262,over,0.5276838339540548,over,0.009421833954054826,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS05,2026-08-03,824160,514888,Jose Altuve,0.5,0.568208,over,0.5697428033226943,over,0.0015348033226942892,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS05,2026-08-03,824160,660821,Jesús Sánchez,0.5,0.475537,under,0.4772822972509717,under,0.0017452972509717224,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS15_UNDER,2026-08-03,824160,665161,Jeremy Peña,1.5,0.555459,over,0.5557182431315814,over,0.0002592431315813215,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS05,2026-08-03,824160,670623,Isaac Paredes,0.5,0.579835,over,0.5799135289219125,over,7.852892191251293e-05,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS05,2026-08-03,824160,543807,George Springer,0.5,0.697326,over,0.7001314765863562,over,0.0028054765863562148,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS05,2026-08-03,824160,676391,Ernie Clement,0.5,0.565291,over,0.5662424210514329,over,0.0009514210514328658,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS05,2026-08-03,824160,662139,Daulton Varsho,0.5,0.587931,over,0.6004561288345078,over,0.012525128834507848,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS05,2026-08-03,824160,672960,Kazuma Okamoto,0.5,0.577904,over,0.5782727868317399,over,0.000368786831739909,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS05,2026-08-03,824647,608348,Carson Kelly,0.5,0.554271,over,0.5563375838843979,over,0.0020665838843979545,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS05,2026-08-03,824324,694249,Cole Carrigg,0.5,0.666655,over,0.6715238767929699,over,0.004868876792969878,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS05,2026-08-03,824324,678662,Ezequiel Tovar,0.5,0.461925,under,0.46499150356712876,under,0.0030665035671287866,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS05,2026-08-03,824647,608324,Alex Bregman,0.5,0.72509,over,0.7341771339473881,over,0.009087133947388137,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS15_UNDER,2026-08-03,824324,650490,Yandy Díaz,1.5,0.356051,under,0.356949057566826,under,0.0008980575668259827,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS05,2026-08-03,824324,650489,Willi Castro,0.5,0.625966,over,0.6305613636206863,over,0.004595363620686244,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS15_UNDER,2026-08-03,824324,683748,Victor Mesa Jr.,1.5,0.239719,under,0.2417859510779984,under,0.0020669510779984246,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS05,2026-08-03,824324,671289,Tyler Freeman,0.5,0.507827,over,0.5145873562064224,over,0.006760356206422347,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS05,2026-08-03,824324,687859,Troy Johnston,0.5,0.466621,under,0.47021129521781774,under,0.0035902952178177294,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS05,2026-08-03,824324,670764,Taylor Walls,0.5,0.427647,under,0.42990567483823533,under,0.0022586748382353306,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS15_UNDER,2026-08-03,824324,694249,Cole Carrigg,1.5,0.414956,under,0.42030413220279067,under,0.005348132202790679,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS05,2026-08-03,824324,681198,TJ Rumfield,0.5,0.65025,over,0.6515638525508363,over,0.0013138525508362697,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS05,2026-08-03,824324,680700,Richie Palacios,0.5,0.445997,under,0.4506885161491793,under,0.004691516149179342,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS05,2026-08-03,824324,666160,Mickey Moniak,0.5,0.605986,over,0.6083198810407562,over,0.0023338810407561583,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS15_UNDER,2026-08-03,824324,691720,Kyle Karros,1.5,0.424046,under,0.43155942163883265,under,0.0075134216388326736,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS15_UNDER,2026-08-03,824324,691406,Junior Caminero,1.5,0.347957,under,0.35575724276559334,under,0.007800242765593324,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS15_UNDER,2026-08-03,824324,666018,Jonathan Aranda,1.5,0.353399,under,0.35336742622786443,under,3.1573772135584655e-05,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS15_UNDER,2026-08-03,824324,664983,Jake McCarthy,1.5,0.341189,under,0.33668772272048825,under,0.004501277279511773,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS05,2026-08-03,824324,696100,Hunter Goodman,0.5,0.644503,over,0.6464319021317999,over,0.001928902131799859,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS05,2026-08-03,824324,676439,Hunter Feduccia,0.5,0.541303,over,0.5445678662910239,over,0.00326486629102396,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS15_UNDER,2026-08-03,824324,680700,Richie Palacios,1.5,0.22653,under,0.22987024782705587,under,0.003340247827055859,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS05,2026-08-03,822867,694497,Evan Carter,0.5,0.608683,over,0.6032540141923725,over,0.005428985807627518,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS05,2026-08-03,824324,691720,Kyle Karros,0.5,0.670208,over,,,,False,False,False,,STATE_UNAVAILABLE,REPLAY_MISMATCH
HITS05,2026-08-03,824324,683748,Victor Mesa Jr.,0.5,0.461916,under,0.4647279175844101,under,0.0028119175844101285,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS05,2026-08-03,823431,624641,Edmundo Sosa,0.5,0.443561,under,0.44384316492574677,under,0.0002821649257467862,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS05,2026-08-03,823431,656537,Derek Hill,0.5,0.433319,under,0.4380828013853064,under,0.00476380138530641,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS05,2026-08-03,823431,596117,Garrett Stubbs,0.5,0.480264,under,0.35932091644500863,under,0.12094308355499139,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS15_UNDER,2026-08-03,824324,663743,Nick Fortes,1.5,0.382403,under,0.384491879560021,under,0.0020888795600210175,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS05,2026-08-03,824160,664702,Myles Straw,0.5,0.499105,under,0.3737739417912923,under,0.1253310582087077,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS15_UNDER,2026-08-03,824647,681624,Andy Pages,1.5,0.459554,under,0.46601330986204675,under,0.006459309862046736,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS05,2026-08-03,824647,571771,Enrique Hernández,0.5,0.48096,under,0.540908559894174,over,0.05994855989417397,False,False,False,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS05,2026-08-03,824647,699393,Pedro Ramírez,0.5,0.5012,over,0.6349276069886562,over,0.13372760698865627,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS05,2026-08-03,824647,682634,Kevin Alcántara,0.5,0.5012,over,0.4347075759967956,under,0.06649242400320438,False,False,False,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS15_UNDER,2026-08-03,822867,808982,Jung Hoo Lee,1.5,0.411645,under,0.4123454922791623,under,0.0007004922791623014,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS05,2026-08-03,823757,687401,Joey Ortiz,0.5,0.508855,over,0.5906856116664582,over,0.08183061166645822,False,False,True,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
HITS05,2026-08-03,823757,683734,Andrew Vaughn,0.5,0.508855,over,0.4991807414614693,under,0.009674258538530656,False,False,False,backend/mlb/exports/model_diagnostics/prepared_feature_vectors/2026-08-03/hits_features.csv,PARTIAL_STATE_ONLY,REPLAY_MISMATCH
