player_id,game_id,team_id,opponent_id,is_home,game_date,season,lambda_sog,p_over_0.5,fair_american_0.5,p_over_1.5,fair_american_1.5,p_over_2.5,fair_american_2.5,p_over_3.5,fair_american_3.5
8481133,2025020436,54,1,0.0,2025-12-05,2025,1.2734103285347755,0.7201244750859849,-257,0.36372809095638603,175,0.13680867265484675,631,0.04048816231808572,2370
8481559,2025020436,1,54,1.0,2025-12-05,2025,1.5713740460332428,0.7922404849955411,-381,0.4657725753010804,115,0.20927097522278038,378,0.07491765617976731,1235
8481604,2025020436,54,1,0.0,2025-12-05,2025,1.702401957552291,0.8177547474520539,-449,0.5075000727598188,-103,0.24341098999191368,311,0.09354906616782344,969
8481721,2025020436,1,54,1.0,2025-12-05,2025,1.154498661432522,0.6847844730024077,-217,0.3208685690209405,212,0.11079835701063545,803,0.02995643081972099,3238
8482110,2025020436,1,54,1.0,2025-12-05,2025,1.899637760999654,0.8503771913760899,-568,0.5661480542072855,-130,0.29618185333617997,238,0.12523585688005667,698
8482125,2025020436,54,1,0.0,2025-12-05,2025,1.3442281577502835,0.739259118958776,-284,0.3887638847865459,157,0.15319110332075025,553,0.047636581305458114,1999
8483397,2025020436,1,54,1.0,2025-12-05,2025,1.1642727126290962,0.6878503980392896,-220,0.32442313421840074,208,0.11285891107234258,786,0.030752760413166325,3152
8473604,2025020437,52,7,1.0,2025-12-05,2025,1.154498661432522,0.6847844730024077,-217,0.3208685690209405,212,0.11079835701063545,803,0.02995643081972099,3238
8474679,2025020437,52,7,1.0,2025-12-05,2025,1.271159981731457,0.7194939489079681,-256,0.362925882126258,176,0.13629835349812813,634,0.04027173844786858,2383
8475722,2025020437,7,52,0.0,2025-12-05,2025,1.9838294579115978,0.8624584819380435,-627,0.5895995667208542,-144,0.31894678979002244,214,0.13997047254303563,614
8475799,2025020437,52,7,1.0,2025-12-05,2025,1.7478271157610545,0.8258480553590027,-474,0.5214605642529497,-109,0.2554522089261315,291,0.10047333677306014,895
8476392,2025020437,52,7,1.0,2025-12-05,2025,1.7125891182882131,0.8196018846171574,-454,0.5106540352527998,-104,0.2461036727828274,306,0.09508164878106828,952
8476460,2025020437,52,7,1.0,2025-12-05,2025,1.8952913803272093,0.84972545837867,-565,0.5649114149611406,-130,0.29500861421844915,239,0.12449379696051732,703
8476480,2025020437,52,7,1.0,2025-12-05,2025,1.3273250680234046,0.7348143329706759,-277,0.38282674944214634,161,0.14922577781694668,570,0.04587096929936285,2080
8476871,2025020437,52,7,1.0,2025-12-05,2025,1.1721016035304679,0.690284642069278,-223,0.32726677440066587,206,0.11451986199837016,773,0.03139952960740788,3085
8477949,2025020437,7,52,0.0,2025-12-05,2025,2.0001997667043767,0.8646917495466905,-639,0.5940482185568033,-146,0.32337765478379277,209,0.14291258861295353,600
8478398,2025020437,52,7,1.0,2025-12-05,2025,1.9890133662805614,0.8631696396837378,-631,0.5910122241017072,-145,0.3203498554391908,212,0.1408994990995569,610
8478413,2025020437,7,52,0.0,2025-12-05,2025,1.1361564143380203,0.6789493609801408,-211,0.31418561813040746,218,0.1069712850520731,835,0.02849532049549819,3409
8479359,2025020437,7,52,0.0,2025-12-05,2025,1.2409671948618095,0.7108955376787223,-246,0.3521263840498545,184,0.12951600895897375,672,0.03743195138441857,2572
8479420,2025020437,7,52,0.0,2025-12-05,2025,2.0731786908042324,0.8742146870585068,-695,0.613439256652061,-159,0.3431222239500884,191,0.15631705329703482,540
8479941,2025020437,7,52,0.0,2025-12-05,2025,1.3554309090205572,0.7421638334194613,-288,0.3926847237728259,155,0.155837330136809,542,0.04882723745173689,1948
8480014,2025020437,52,7,1.0,2025-12-05,2025,1.943951929920975,0.8568628374717793,-599,0.5786110741316323,-137,0.3081570479571356,225,0.13290717257819873,652
8480064,2025020437,7,52,0.0,2025-12-05,2025,1.324898660729528,0.7341701032682126,-276,0.3819724291063986,162,0.14865931570187763,573,0.04562057187511548,2092
8480113,2025020437,52,7,1.0,2025-12-05,2025,1.618518208149044,0.8018078388656271,-405,0.4810302173572354,108,0.22143800676819814,352,0.08138643359085884,1129
8480289,2025020437,52,7,1.0,2025-12-05,2025,1.5327899496002162,0.7840676143284429,-363,0.4530886237778824,121,0.19942798865552036,401,0.06982516461393229,1332
8480802,2025020437,7,52,0.0,2025-12-05,2025,1.307578985712498,0.7295259140157044,-270,0.37585968300284445,166,0.14463641718856568,591,0.04385552272637705,2180
8481043,2025020437,52,7,1.0,2025-12-05,2025,1.3484704593191748,0.7403629174290678,-285,0.3902499814383522,156,0.15419150563385975,549,0.04808554520243702,1980
8481522,2025020437,7,52,0.0,2025-12-05,2025,1.2002679963298768,0.6988864962159465,-232,0.3374695943611916,196,0.1205710240467125,729,0.03379221991398762,2859
8482097,2025020437,7,52,0.0,2025-12-05,2025,1.6271026636395018,0.8035019288279861,-409,0.48377939382397783,107,0.22366869965868008,347,0.0825930985528548,1111
8482149,2025020437,52,7,1.0,2025-12-05,2025,1.702432277936228,0.8177602731143113,-449,0.5075094797418322,-103,0.24341899729551653,311,0.09355361009139695,969
8482623,2025020437,7,52,0.0,2025-12-05,2025,1.048994811652436,0.6497103206926318,-185,0.28225826452380676,254,0.08953061429774833,1017,0.02214051258138139,4417
8482659,2025020437,7,52,0.0,2025-12-05,2025,1.3188770356643176,0.7325645461188344,-274,0.37985006747250116,163,0.1472565544560207,579,0.04500247346871211,2122
8482896,2025020437,7,52,0.0,2025-12-05,2025,1.055860707646759,0.652107135641975,-187,0.2847807296956526,251,0.09085797023574038,1001,0.022606162891688597,4324
8483468,2025020437,7,52,0.0,2025-12-05,2025,1.9147069042151421,0.8526149758144451,-578,0.5704158524284476,-133,0.30025154747313243,233,0.12782306081632344,682
8483500,2025020437,7,52,0.0,2025-12-05,2025,1.1751755809691284,0.6912352382877573,-224,0.3283824300597781,205,0.11517455020198042,768,0.031655652175619275,3059
8484145,2025020437,7,52,0.0,2025-12-05,2025,1.6381041264713458,0.8056518472466603,-415,0.48728933624933113,105,0.22653386476007897,341,0.08415232681123719,1088
8471817,2025020438,28,25,0.0,2025-12-05,2025,1.107048076987207,0.6694667689660551,-203,0.30355059116955807,229,0.10100719068549757,890,0.02626543001472126,3707
8473994,2025020438,25,28,1.0,2025-12-05,2025,1.5081891062734676,0.7786896151096294,-352,0.4449117035127843,125,0.19321159842024915,418,0.06667447957076633,1400
8475168,2025020438,25,28,1.0,2025-12-05,2025,1.37754499289855,0.7478030610456152,-297,0.4003904305646613,150,0.16110216577028513,521,0.05122538209465999,1852
8475726,2025020438,28,25,0.0,2025-12-05,2025,1.751638382307518,0.8265105316009316,-476,0.522619719826996,-109,0.25646631486008853,290,0.1010648082861314,889
8475784,2025020438,28,25,0.0,2025-12-05,2025,1.7105463115211332,0.8192329894638123,-453,0.5100226463464345,-104,0.24556334039462713,307,0.0947733769468595,955
8475794,2025020438,25,28,1.0,2025-12-05,2025,1.3661304954313438,0.7449078675700629,-292,0.39641872631291486,152,0.15837790471387925,531,0.049979629532554415,1901
8476278,2025020438,25,28,1.0,2025-12-05,2025,1.2144456548843001,0.7031254603610542,-237,0.34258746565075937,192,0.12366056510245127,709,0.03503562406639127,2754
8476624,2025020438,28,25,0.0,2025-12-05,2025,0.997524997527142,0.6312089286237987,-171,0.26333061606122166,280,0.07984670964658469,1152,0.01883678188240767,5209
8476889,2025020438,25,28,1.0,2025-12-05,2025,1.1596457468027916,0.6864027459626879,-219,0.3227410241092843,210,0.11188163959814468,794,0.03037424345754547,3192
8477454,2025020438,25,28,1.0,2025-12-05,2025,1.1427955114618449,0.6810737874142476,-214,0.3166063431837238,216,0.10835046351341737,823,0.029019168672495876,3346
8477505,2025020438,28,25,0.0,2025-12-05,2025,1.1221113715319746,0.6744083764986791,-207,0.3090583132922897,224,0.10407658303538203,861,0.027405806209523376,3549
8478420,2025020438,25,28,1.0,2025-12-05,2025,1.7419639332338541,0.8248239714584245,-471,0.5196736477718557,-108,0.2538932187335361,294,0.09956657821881199,904
8478449,2025020438,25,28,1.0,2025-12-05,2025,1.6221726994134633,0.8025308085393672,-406,0.4822016771766785,107,0.22238709131498724,350,0.08189904861690356,1121
8478874,2025020438,28,25,0.0,2025-12-05,2025,1.0573311645749353,0.652618321184363,-188,0.28532084617022957,250,0.09114331266916609,997,0.022706660125510147,4304
8479351,2025020438,25,28,1.0,2025-12-05,2025,1.1664024681733502,0.6885144929537691,-221,0.3251970287348178,208,0.11330983523708404,783,0.03092792008039036,3133
8479414,2025020438,25,28,1.0,2025-12-05,2025,1.192297870793702,0.6964769945295546,-229,0.33458716137023725,199,0.1188469226013662,741,0.03310471349181632,2921
8480027,2025020438,25,28,1.0,2025-12-05,2025,1.5768745713314536,0.7933801342555611,-384,0.4675665220312364,114,0.21068292197614413,375,0.07565851640315935,1222
8480798,2025020438,28,25,0.0,2025-12-05,2025,1.2229772008777247,0.7056474854660774,-240,0.34566107117006095,189,0.12553348251518537,697,0.035796475112151116,2694
8480840,2025020438,25,28,1.0,2025-12-05,2025,1.1112399757131846,0.6708494307822876,-204,0.3050841602388159,228,0.10185766506108895,882,0.026579863205898002,3662
8480848,2025020438,28,25,0.0,2025-12-05,2025,1.1251958197482603,0.6754110997820266,-208,0.3101850261200778,222,0.10470960044633038,855,0.027642903769965366,3518
8482145,2025020438,25,28,1.0,2025-12-05,2025,1.3007339972463436,0.7276681711560554,-267,0.37343690284646436,168,0.14305657605747613,599,0.04316873494042295,2216
8482667,2025020438,28,25,0.0,2025-12-05,2025,1.568230207488455,0.7915862948289123,-380,0.4647456267250196,115,0.20846492234690328,380,0.07449587494617638,1242
8482740,2025020438,25,28,1.0,2025-12-05,2025,1.5791971806997847,0.7938594746157328,-385,0.4683229381009256,114,0.21127974776144764,373,0.07597245392738705,1216
8482859,2025020438,28,25,0.0,2025-12-05,2025,1.1175953950270623,0.6729346873084108,-206,0.3074079999712046,225,0.1031525287074253,869,0.027060870676264615,3595
8484227,2025020438,28,25,0.0,2025-12-05,2025,1.5848935154934414,0.7950303819565947,-388,0.4701753634464342,113,0.21274505729030646,370,0.07674518298419375,1203
8484801,2025020438,28,25,0.0,2025-12-05,2025,1.7890885480415033,0.8328875847876148,-498,0.5339086764955798,-115,0.2664588060299644,275,0.1069616392215591,835
8484829,2025020438,25,28,1.0,2025-12-05,2025,1.051664136245043,0.6506441106993681,-186,0.2832390511359002,253,0.09004568882696362,1011,0.022320845326662453,4380
8484911,2025020438,28,25,0.0,2025-12-05,2025,1.2750793270913636,0.720591197345362,-258,0.3643228092730826,174,0.1371875810095191,629,0.040649103005169884,2360
8485402,2025020438,28,25,0.0,2025-12-05,2025,1.1782567274000812,0.6921851236119478,-225,0.32950017471390103,203,0.11583218423096187,763,0.031913601825435345,3033
8475169,2025020439,23,68,1.0,2025-12-05,2025,1.6595039384805907,0.8097666758688247,-426,0.4940737252428845,102,0.23212687778573127,331,0.08722626944315781,1046
8476927,2025020439,23,68,1.0,2025-12-05,2025,1.090434294022113,0.6639294914040943,-198,0.2974666836216654,236,0.09766487707686833,924,0.025041296455528772,3893
8477021,2025020439,68,23,0.0,2025-12-05,2025,1.2304391718097933,0.7078357607960866,-242,0.34834543627758485,187,0.12717994769049534,686,0.03646972082049316,2642
8477070,2025020439,68,23,0.0,2025-12-05,2025,1.1951596012994938,0.6973443539071871,-230,0.33562255259186013,198,0.1194649106711797,737,0.033350616959260004,2898
8477951,2025020439,68,23,0.0,2025-12-05,2025,1.5170327154994308,0.7806381688477506,-356,0.44785909445792615,123,0.1954407230164349,412,0.0677984138598251,1375
8478444,2025020439,23,68,1.0,2025-12-05,2025,1.4243545883572184,0.7593362597258928,-316,0.4165457570152583,140,0.1724181443246734,480,0.05651004923116387,1670
8478474,2025020439,68,23,0.0,2025-12-05,2025,1.460397824391739,0.7678560961500625,-331,0.4288336440218088,133,0.1812798182677816,452,0.06077079541743735,1546
8478498,2025020439,23,68,1.0,2025-12-05,2025,1.544681614198762,0.7866202024932436,-369,0.457016352443102,119,0.20244984887231232,394,0.07137511632009153,1301
8478831,2025020439,68,23,0.0,2025-12-05,2025,1.0109797775523044,0.6361376992473008,-175,0.2682802713726673,273,0.08233206107083735,1115,0.019668767641772944,4984
8478856,2025020439,23,68,1.0,2025-12-05,2025,1.348858908158335,0.7404637535662872,-285,0.39038597557419674,156,0.15428321087774322,548,0.048126771743868924,1978
8479293,2025020439,68,23,0.0,2025-12-05,2025,1.106328391785681,0.6692288034712159,-202,0.3032872375665008,230,0.10086146551905206,891,0.026211672570642497,3715
8479343,2025020439,68,23,0.0,2025-12-05,2025,1.9406883940925368,0.8563949411305345,-596,0.5777022700495873,-137,0.3072744539068658,225,0.13233574583087582,656
8479619,2025020439,68,23,0.0,2025-12-05,2025,1.4673069381145827,0.7694544767269045,-334,0.4311734308770344,132,0.1829923680729486,446,0.061606436285919886,1523
8479977,2025020439,68,23,0.0,2025-12-05,2025,1.1120728345705841,0.6711234526226806,-204,0.30538877835699785,227,0.10202698040130431,880,0.02664260336931812,3653
8480012,2025020439,23,68,1.0,2025-12-05,2025,1.5141217700735472,0.7799986882337191,-355,0.4468899126436554,124,0.1947062881819258,414,0.0674273828974069,1383
8480078,2025020439,23,68,1.0,2025-12-05,2025,1.4327089860950284,0.7613384849944947,-319,0.41940598781105387,138,0.1744611071347395,473,0.05748286325376284,1640
8480144,2025020439,23,68,1.0,2025-12-05,2025,1.2067686859736095,0.7008375930431745,-234,0.3398177683071839,194,0.1219840585536468,720,0.03435909199363596,2810
8480748,2025020439,23,68,1.0,2025-12-05,2025,1.30108603980064,0.727764026675097,-267,0.37356160225052626,168,0.14313768740935118,599,0.04320390779732963,2215
8480849,2025020439,68,23,0.0,2025-12-05,2025,1.7800416467334856,0.8313688758131341,-493,0.5311984518250263,-113,0.26404052391678623,279,0.10552311127288982,848
8480855,2025020439,68,23,0.0,2025-12-05,2025,1.1984816666322624,0.6983481275129431,-232,0.33682388863191226,197,0.12018380246086335,732,0.03363741194965142,2873
8481024,2025020439,23,68,1.0,2025-12-05,2025,1.1884789232578588,0.6953156399310678,-228,0.33320469974283373,200,0.11802408959543198,747,0.03277821631078093,2951
8481535,2025020439,23,68,1.0,2025-12-05,2025,1.1005068850427213,0.6672976009199348,-201,0.3011563200620919,232,0.09968581982088354,903,0.025779262271399817,3779
8482055,2025020439,23,68,1.0,2025-12-05,2025,1.149989962642932,0.6833600524086813,-216,0.31922729090688073,213,0.10985278050861913,810,0.02959325204485941,3279
8482117,2025020439,23,68,1.0,2025-12-05,2025,1.149372764706416,0.683164562564651,-216,0.31900253988261706,213,0.1097235844770521,811,0.02954374062059717,3285
8482175,2025020439,68,23,0.0,2025-12-05,2025,1.929028142941146,0.8547106696462062,-588,0.5744434625246647,-135,0.30412179748418033,229,0.13030243098091232,667
8482496,2025020439,23,68,1.0,2025-12-05,2025,1.0754203120433765,0.6588456661129515,-193,0.29196136590919153,243,0.09468395160471976,956,0.023965238787911236,4073
8482691,2025020439,23,68,1.0,2025-12-05,2025,1.126661582348357,0.6758865215395382,-209,0.3107203170368442,222,0.10501095014426975,852,0.02775600320858085,3503
8482699,2025020439,68,23,0.0,2025-12-05,2025,1.5589160232537036,0.7896360226843471,-375,0.4616962477315969,117,0.20608096281356914,385,0.07325337499781104,1265
8483395,2025020439,23,68,1.0,2025-12-05,2025,1.1188943872891615,0.6733592667963613,-206,0.3078827837547933,225,0.10341799097409687,867,0.02715982129390937,3582
8483431,2025020439,68,23,0.0,2025-12-05,2025,1.9816875809703967,0.8621635692114105,-625,0.5890148261123769,-143,0.3183670901338629,214,0.1395873377317376,616
8483476,2025020439,23,68,1.0,2025-12-05,2025,1.1014556124594779,0.6676130951248975,-201,0.3015036732421812,232,0.09987703448867491,901,0.02584943686321184,3769
8484136,2025020439,23,68,1.0,2025-12-05,2025,0.965851265454666,0.6193409800962849,-163,0.2516809840155487,297,0.07412854777973044,1249,0.016965466038755816,5794
8484388,2025020439,68,23,0.0,2025-12-05,2025,1.1782567274000812,0.6921851236119478,-225,0.32950017471390103,203,0.11583218423096187,763,0.031913601825435345,3033
8471214,2025020440,15,24,0.0,2025-12-05,2025,1.6608171032095171,0.8100163196127866,-426,0.4944881738950123,102,0.23247090341898002,330,0.08741664870469057,1044
8473986,2025020440,24,15,1.0,2025-12-05,2025,1.4781369005417917,0.7719378046357225,-338,0.43483065804921284,130,0.18568540164627745,439,0.06292846928490248,1489
8475184,2025020440,24,15,1.0,2025-12-05,2025,1.493303444250733,0.7753706220997205,-345,0.43993079840133364,127,0.1894740763675038,428,0.06480478115121491,1443
8475343,2025020440,15,24,0.0,2025-12-05,2025,1.0789445552594532,0.6600458608285156,-194,0.29325419333152825,241,0.09538025705132314,948,0.024215254992228652,4030
8475798,2025020440,24,15,1.0,2025-12-05,2025,1.667155323612146,0.8112166699908809,-430,0.4964855363569496,101,0.2341326938848023,327,0.08833838122072923,1032
8476458,2025020440,24,15,1.0,2025-12-05,2025,1.275442318232095,0.7206926018597843,-258,0.3644521264764531,174,0.13727003759094325,628,0.04068415422129501,2358
8476880,2025020440,15,24,0.0,2025-12-05,2025,1.4203479336380187,0.7583700689112338,-314,0.41517149558420785,141,0.17144080335792922,483,0.05604667500200966,1684
8477527,2025020440,24,15,1.0,2025-12-05,2025,1.0857681422257668,0.662357671072511,-196,0.29575638685613004,238,0.0967343892055299,934,0.02470380765514557,3948
8477947,2025020440,15,24,0.0,2025-12-05,2025,1.2027428170330285,0.6996307767887475,-233,0.3383638511136233,196,0.12110825116994295,726,0.034007380405788656,2841
8478366,2025020440,24,15,1.0,2025-12-05,2025,1.7857855048549933,0.8323346926525419,-496,0.5329204171243938,-114,0.2655755805319808,277,0.10643540253712813,840
8478424,2025020440,24,15,1.0,2025-12-05,2025,1.1126398790511827,0.6713098873902706,-204,0.3055961602508618,227,0.10214232168498727,879,0.026685370240176143,3647
8478440,2025020440,15,24,0.0,2025-12-05,2025,1.252237329538851,0.714135492248891,-250,0.3561652844527039,181,0.1320334559201215,657,0.03847804177802128,2499
8478463,2025020440,15,24,0.0,2025-12-05,2025,1.3566604826998172,0.74248066715832,-288,0.3931143647607914,154,0.15612863653595077,540,0.04895891238712413,1943
8478873,2025020440,24,15,1.0,2025-12-05,2025,1.6461578151833736,0.8072107807617929,-419,0.48984930082971734,104,0.22863576061554358,337,0.08530285706378404,1072
8479400,2025020440,15,24,0.0,2025-12-05,2025,1.4409370557686807,0.7632941518534004,-322,0.4222159239418106,137,0.17647979518494805,467,0.05844969722931237,1611
8479520,2025020440,15,24,0.0,2025-12-05,2025,1.068669853369449,0.6565349273822336,-191,0.289484158590278,245,0.09335611295825663,971,0.02349073636918697,4157
8480068,2025020440,24,15,1.0,2025-12-05,2025,1.2461426495323478,0.7123879195100964,-248,0.3539822394908969,183,0.13066993763761292,665,0.0379102764694067,2538
8481580,2025020440,15,24,0.0,2025-12-05,2025,1.4166207502426411,0.7574677894081935,-312,0.4138916272816223,142,0.17053306700300708,486,0.05561747158972008,1698
8481656,2025020440,15,24,0.0,2025-12-05,2025,1.2389137476939969,0.710301266996461,-245,0.3513895239888438,185,0.12905917767836805,675,0.03724313682049618,2585
8481754,2025020440,24,15,1.0,2025-12-05,2025,1.0409439339709485,0.6468787985061806,-183,0.27929942585465617,258,0.08798466674743066,1037,0.02160202075683737,4529
8482088,2025020440,15,24,0.0,2025-12-05,2025,1.248864992623194,0.7131698334683242,-249,0.35495767965863334,182,0.13127837024609434,662,0.03816328387961043,2520
8482118,2025020440,24,15,1.0,2025-12-05,2025,1.2543414663899057,0.7147363579205686,-251,0.35691834280692913,180,0.13250535591774526,655,0.038675184233906035,2486
8482148,2025020440,15,24,0.0,2025-12-05,2025,1.2302277392391079,0.7077739812290531,-242,0.348269426809626,187,0.12713318919483874,687,0.03645054463994479,2643
8482745,2025020440,24,15,1.0,2025-12-05,2025,1.749160635178322,0.8260801355826023,-475,0.5218663550681393,-109,0.2558069702908009,291,0.10068010280004003,893
8483445,2025020440,24,15,1.0,2025-12-05,2025,1.7547768429065544,0.8270541679250263,-478,0.5235728267226568,-110,0.25730181182458645,289,0.10155307486446641,885
8483573,2025020440,15,24,0.0,2025-12-05,2025,1.1314223792694262,0.6774258927654631,-210,0.3124583288674523,220,0.10599209411662547,843,0.028125254596432003,3456
8484153,2025020440,24,15,1.0,2025-12-05,2025,1.5747180249705341,0.7929340681277302,-383,0.4668636128511463,114,0.21012910118395378,376,0.07536761346584175,1227
8484186,2025020440,15,24,0.0,2025-12-05,2025,1.3410006356052306,0.7384162124731265,-282,0.38763218713556546,158,0.15243138666665013,556,0.04729657902542528,2014
8484762,2025020440,24,15,1.0,2025-12-05,2025,1.154498661432522,0.6847844730024077,-217,0.3208685690209405,212,0.11079835701063545,803,0.02995643081972099,3238
