season,game_date,line,prob_over,y_over
2025,2025-10-07,0.5,0.679237385221143,1
2025,2025-10-07,0.5,0.78314505124471,1
2025,2025-10-07,0.5,0.79668760817121,1
2025,2025-10-07,0.5,0.680294428991695,1
2025,2025-10-07,0.5,0.699450076915626,1
2025,2025-10-07,0.5,0.800720071962612,1
2025,2025-10-07,0.5,0.709463602084667,0
2025,2025-10-07,0.5,0.654676719004476,1
2025,2025-10-07,0.5,0.677743526215004,1
2025,2025-10-07,0.5,0.691858877071047,1
2025,2025-10-07,0.5,0.673033609968212,1
2025,2025-10-07,0.5,0.646447731179416,1
2025,2025-10-07,0.5,0.71823757556829,1
2025,2025-10-07,0.5,0.749479607425062,1
2025,2025-10-07,0.5,0.7394922634913,0
2025,2025-10-07,0.5,0.716525346981708,0
2025,2025-10-07,0.5,0.638216168303147,1
2025,2025-10-07,0.5,0.737486415791603,1
2025,2025-10-07,0.5,0.809362018181107,1
2025,2025-10-07,0.5,0.712051721444098,0
2025,2025-10-07,0.5,0.692401993465509,1
2025,2025-10-07,0.5,0.69420863037323,1
2025,2025-10-07,0.5,0.662932107163371,1
2025,2025-10-07,0.5,0.780376433903474,1
2025,2025-10-07,0.5,0.664274990497745,1
2025,2025-10-07,0.5,0.637612856129732,1
2025,2025-10-07,0.5,0.652729804603992,1
2025,2025-10-07,0.5,0.683500197791553,1
2025,2025-10-07,0.5,0.7666635766853,1
2025,2025-10-07,0.5,0.676949809740592,0
2025,2025-10-07,0.5,0.663337832972188,1
2025,2025-10-07,0.5,0.749284794478948,1
2025,2025-10-07,0.5,0.67910786231025,1
2025,2025-10-07,0.5,0.841360149417974,1
2025,2025-10-07,0.5,0.663933774292959,1
2025,2025-10-07,0.5,0.752852206014773,1
2025,2025-10-07,0.5,0.705904485377516,1
2025,2025-10-07,0.5,0.663179965526307,1
2025,2025-10-07,0.5,0.690993567816441,1
2025,2025-10-07,0.5,0.792083705621245,1
2025,2025-10-07,0.5,0.827851474560349,1
2025,2025-10-07,0.5,0.861203866027363,1
2025,2025-10-07,0.5,0.824885498613925,1
2025,2025-10-07,0.5,0.773273508733078,1
2025,2025-10-07,0.5,0.842740056113198,0
2025,2025-10-07,0.5,0.656901474713793,0
2025,2025-10-07,0.5,0.711181172276983,0
2025,2025-10-07,0.5,0.668416099404037,1
2025,2025-10-07,0.5,0.798965041208084,1
2025,2025-10-07,0.5,0.734783837607575,1
2025,2025-10-07,0.5,0.734650855163454,1
2025,2025-10-07,0.5,0.62006926339902,0
2025,2025-10-07,0.5,0.667661863792768,1
2025,2025-10-07,0.5,0.728515966430914,1
2025,2025-10-07,0.5,0.790517889540368,1
2025,2025-10-07,0.5,0.628856894883401,1
2025,2025-10-07,0.5,0.666969805124565,1
2025,2025-10-07,0.5,0.632181921586366,0
2025,2025-10-07,0.5,0.656443043464572,1
2025,2025-10-07,0.5,0.672442578699039,0
2025,2025-10-07,0.5,0.788396870392771,1
2025,2025-10-07,0.5,0.712547970327573,1
2025,2025-10-07,0.5,0.763297740599569,1
2025,2025-10-07,0.5,0.679980200746236,1
2025,2025-10-07,0.5,0.776554808270259,1
2025,2025-10-07,0.5,0.732273094586326,1
2025,2025-10-07,0.5,0.805666665239761,1
2025,2025-10-07,0.5,0.696247772758225,1
2025,2025-10-07,0.5,0.63094254707878,0
2025,2025-10-07,0.5,0.654838127703864,1
2025,2025-10-07,0.5,0.695914994607012,1
2025,2025-10-07,0.5,0.732872176655858,1
2025,2025-10-07,0.5,0.733363426871394,1
2025,2025-10-07,0.5,0.740975198207875,1
2025,2025-10-07,0.5,0.678947190741731,0
2025,2025-10-07,0.5,0.674352277078199,0
2025,2025-10-07,0.5,0.730658529577121,0
2025,2025-10-07,0.5,0.653316993277464,1
2025,2025-10-07,0.5,0.734227230090329,1
2025,2025-10-07,0.5,0.814157348369273,1
2025,2025-10-07,0.5,0.765888925029047,1
2025,2025-10-07,0.5,0.724219093049116,1
2025,2025-10-07,0.5,0.684240527047984,0
2025,2025-10-07,0.5,0.638725273919475,1
2025,2025-10-07,0.5,0.732190963170259,1
2025,2025-10-07,0.5,0.783080061518169,1
2025,2025-10-07,0.5,0.790205335663489,1
2025,2025-10-07,0.5,0.813762560370562,1
2025,2025-10-07,0.5,0.765013477537331,1
2025,2025-10-07,0.5,0.633656611828407,1
2025,2025-10-07,0.5,0.707404890196961,0
2025,2025-10-07,0.5,0.695316497490841,0
2025,2025-10-07,0.5,0.706162561303143,1
2025,2025-10-07,0.5,0.787309799284593,0
2025,2025-10-07,0.5,0.702083023412151,1
2025,2025-10-07,0.5,0.686730573900329,1
2025,2025-10-07,0.5,0.655697887067084,1
2025,2025-10-07,0.5,0.640508369932467,0
2025,2025-10-07,0.5,0.745059066697952,1
2025,2025-10-07,0.5,0.706009778083781,1
2025,2025-10-07,0.5,0.749957612476459,0
2025,2025-10-07,0.5,0.73827138876558,1
2025,2025-10-07,0.5,0.750826995108005,1
2025,2025-10-07,0.5,0.798339603863267,1
2025,2025-10-07,0.5,0.767834256712796,1
2025,2025-10-07,0.5,0.664107642789233,1
2025,2025-10-07,0.5,0.737261989076153,1
2025,2025-10-07,0.5,0.737012923759831,1
2025,2025-10-07,1.5,0.433343989751935,1
2025,2025-10-07,1.5,0.533264812287092,0
2025,2025-10-07,1.5,0.543631239057364,1
2025,2025-10-07,1.5,0.413816041246744,0
2025,2025-10-07,1.5,0.4481888351967,0
2025,2025-10-07,1.5,0.565527705280227,1
2025,2025-10-07,1.5,0.46869842382659,0
2025,2025-10-07,1.5,0.415681017862664,0
2025,2025-10-07,1.5,0.421712380695046,1
2025,2025-10-07,1.5,0.455652199868208,1
2025,2025-10-07,1.5,0.439237845044375,0
2025,2025-10-07,1.5,0.392583247160588,0
2025,2025-10-07,1.5,0.473609123786897,1
2025,2025-10-07,1.5,0.482991661368829,0
2025,2025-10-07,1.5,0.487918699541933,0
2025,2025-10-07,1.5,0.484276294735298,0
2025,2025-10-07,1.5,0.365260071414365,0
2025,2025-10-07,1.5,0.491754110318633,0
2025,2025-10-07,1.5,0.548741571632097,1
2025,2025-10-07,1.5,0.500596725145843,0
2025,2025-10-07,1.5,0.433959795141192,0
2025,2025-10-07,1.5,0.444346375709377,1
2025,2025-10-07,1.5,0.41383330705076,1
2025,2025-10-07,1.5,0.507517027673018,1
2025,2025-10-07,1.5,0.413362060643412,0
2025,2025-10-07,1.5,0.409774914340997,0
2025,2025-10-07,1.5,0.408229485260398,1
2025,2025-10-07,1.5,0.445778014038098,0
2025,2025-10-07,1.5,0.538703129531769,1
2025,2025-10-07,1.5,0.447256902030902,0
2025,2025-10-07,1.5,0.407167424329739,0
2025,2025-10-07,1.5,0.523270868192409,1
2025,2025-10-07,1.5,0.452904100311299,0
2025,2025-10-07,1.5,0.613331856395807,1
2025,2025-10-07,1.5,0.417441557898905,0
2025,2025-10-07,1.5,0.531315956307267,1
2025,2025-10-07,1.5,0.44838734680931,1
2025,2025-10-07,1.5,0.405145914341124,0
2025,2025-10-07,1.5,0.470765170768023,1
2025,2025-10-07,1.5,0.577120895620999,1
2025,2025-10-07,1.5,0.616301163828795,1
2025,2025-10-07,1.5,0.626452251904598,1
2025,2025-10-07,1.5,0.602727779651591,1
2025,2025-10-07,1.5,0.506084592662465,0
2025,2025-10-07,1.5,0.579810350944282,0
2025,2025-10-07,1.5,0.409937866582496,0
2025,2025-10-07,1.5,0.47858825650706,0
2025,2025-10-07,1.5,0.443817628022956,1
2025,2025-10-07,1.5,0.564319085313221,0
2025,2025-10-07,1.5,0.486349081721361,0
2025,2025-10-07,1.5,0.491495460196404,0
2025,2025-10-07,1.5,0.386720693390795,0
2025,2025-10-07,1.5,0.428933355261909,0
2025,2025-10-07,1.5,0.50165697697726,0
2025,2025-10-07,1.5,0.544162945718817,1
2025,2025-10-07,1.5,0.396694851047862,0
2025,2025-10-07,1.5,0.440594822196372,0
2025,2025-10-07,1.5,0.357588926880756,0
2025,2025-10-07,1.5,0.434064809485308,0
2025,2025-10-07,1.5,0.401430080552446,0
2025,2025-10-07,1.5,0.544029080237976,1
2025,2025-10-07,1.5,0.481830932562372,0
2025,2025-10-07,1.5,0.524529191401834,1
2025,2025-10-07,1.5,0.460905815595769,0
2025,2025-10-07,1.5,0.559394808869732,0
2025,2025-10-07,1.5,0.47660163368716,1
2025,2025-10-07,1.5,0.605539272498923,1
2025,2025-10-07,1.5,0.502138564783169,0
2025,2025-10-07,1.5,0.355018716391895,0
2025,2025-10-07,1.5,0.420526389522282,0
2025,2025-10-07,1.5,0.483796341601601,0
2025,2025-10-07,1.5,0.500574896103312,1
2025,2025-10-07,1.5,0.511285424864306,0
2025,2025-10-07,1.5,0.506403069229973,1
2025,2025-10-07,1.5,0.506980629308569,0
2025,2025-10-07,1.5,0.425220235919925,0
2025,2025-10-07,1.5,0.463479207006173,0
2025,2025-10-07,1.5,0.40711324867891,1
2025,2025-10-07,1.5,0.474081444767654,0
2025,2025-10-07,1.5,0.561558557946101,1
2025,2025-10-07,1.5,0.50986923730847,0
2025,2025-10-07,1.5,0.463856676777997,0
2025,2025-10-07,1.5,0.415263728793618,0
2025,2025-10-07,1.5,0.399898920201044,0
2025,2025-10-07,1.5,0.486707009855406,1
2025,2025-10-07,1.5,0.562000407271126,0
2025,2025-10-07,1.5,0.577674395919644,1
2025,2025-10-07,1.5,0.615618127581952,0
2025,2025-10-07,1.5,0.510426871735873,0
2025,2025-10-07,1.5,0.407923868754652,1
2025,2025-10-07,1.5,0.478170569198796,0
2025,2025-10-07,1.5,0.450379562818723,0
2025,2025-10-07,1.5,0.461608327039815,0
2025,2025-10-07,1.5,0.560893523280913,0
2025,2025-10-07,1.5,0.457030250011647,0
2025,2025-10-07,1.5,0.458674170686941,0
2025,2025-10-07,1.5,0.408080302352593,0
2025,2025-10-07,1.5,0.367117232681212,0
2025,2025-10-07,1.5,0.499271493208638,0
2025,2025-10-07,1.5,0.480622991214271,0
2025,2025-10-07,1.5,0.517415687256079,0
2025,2025-10-07,1.5,0.537645509699069,0
2025,2025-10-07,1.5,0.490531040953487,1
2025,2025-10-07,1.5,0.530812840013094,0
2025,2025-10-07,1.5,0.568194690543348,0
2025,2025-10-07,1.5,0.429879572918555,1
2025,2025-10-07,1.5,0.445102824250349,0
2025,2025-10-07,1.5,0.448505574493379,0
2025,2025-10-07,2.5,0.300358775850565,1
2025,2025-10-07,2.5,0.370819595871141,0
2025,2025-10-07,2.5,0.38194032077135,0
2025,2025-10-07,2.5,0.259985609653563,0
2025,2025-10-07,2.5,0.280388590146931,0
2025,2025-10-07,2.5,0.435522280746108,1
2025,2025-10-07,2.5,0.315921091861702,0
2025,2025-10-07,2.5,0.249732674880812,0
2025,2025-10-07,2.5,0.26601975255043,0
2025,2025-10-07,2.5,0.287016447708376,0
2025,2025-10-07,2.5,0.258995872992557,0
2025,2025-10-07,2.5,0.21425138860312,0
2025,2025-10-07,2.5,0.30817055777951,0
2025,2025-10-07,2.5,0.302439118585475,0
2025,2025-10-07,2.5,0.303708475424346,0
2025,2025-10-07,2.5,0.300388315130619,0
2025,2025-10-07,2.5,0.212203673192686,0
2025,2025-10-07,2.5,0.320610758721889,0
2025,2025-10-07,2.5,0.385301885171561,1
2025,2025-10-07,2.5,0.317261962992933,0
2025,2025-10-07,2.5,0.262051589127222,0
2025,2025-10-07,2.5,0.268482873772145,0
2025,2025-10-07,2.5,0.260196890997592,0
2025,2025-10-07,2.5,0.345710800866653,1
2025,2025-10-07,2.5,0.247000931616476,0
2025,2025-10-07,2.5,0.259143273759306,0
2025,2025-10-07,2.5,0.232839565011693,0
2025,2025-10-07,2.5,0.265783880188288,0
2025,2025-10-07,2.5,0.375437068467971,1
2025,2025-10-07,2.5,0.290587433887486,0
2025,2025-10-07,2.5,0.237818312573265,0
2025,2025-10-07,2.5,0.365880227543297,0
2025,2025-10-07,2.5,0.277067485851926,0
2025,2025-10-07,2.5,0.463069826732802,0
2025,2025-10-07,2.5,0.233384019231288,0
2025,2025-10-07,2.5,0.352070277196492,1
2025,2025-10-07,2.5,0.290598843262689,1
2025,2025-10-07,2.5,0.258708933555202,0
2025,2025-10-07,2.5,0.304311241435795,1
2025,2025-10-07,2.5,0.462306910806754,1
2025,2025-10-07,2.5,0.458402230949865,1
2025,2025-10-07,2.5,0.480764391079458,1
2025,2025-10-07,2.5,0.443769134179994,0
2025,2025-10-07,2.5,0.342093202736673,0
2025,2025-10-07,2.5,0.450985128105573,0
2025,2025-10-07,2.5,0.235419882070143,0
2025,2025-10-07,2.5,0.286047899330568,0
2025,2025-10-07,2.5,0.269051112810245,1
2025,2025-10-07,2.5,0.404381985654248,0
2025,2025-10-07,2.5,0.311630086588453,0
2025,2025-10-07,2.5,0.338735665759116,0
2025,2025-10-07,2.5,0.188424587785221,0
2025,2025-10-07,2.5,0.245875395541856,0
2025,2025-10-07,2.5,0.325710126984996,0
2025,2025-10-07,2.5,0.368228452845884,0
2025,2025-10-07,2.5,0.219710261933026,0
2025,2025-10-07,2.5,0.25415053014258,0
2025,2025-10-07,2.5,0.210677970561062,0
2025,2025-10-07,2.5,0.230812633498869,0
2025,2025-10-07,2.5,0.237261687757321,0
2025,2025-10-07,2.5,0.362361692443429,1
2025,2025-10-07,2.5,0.299283445551163,0
2025,2025-10-07,2.5,0.35631546001426,0
2025,2025-10-07,2.5,0.262220495719651,0
2025,2025-10-07,2.5,0.409082962526063,0
2025,2025-10-07,2.5,0.301402106303537,1
2025,2025-10-07,2.5,0.446914874264734,1
2025,2025-10-07,2.5,0.306674467228782,0
2025,2025-10-07,2.5,0.18832685529602,0
2025,2025-10-07,2.5,0.233334378893257,0
2025,2025-10-07,2.5,0.298132978483556,0
2025,2025-10-07,2.5,0.344835446931592,1
2025,2025-10-07,2.5,0.344379216415456,0
2025,2025-10-07,2.5,0.341180667924306,0
2025,2025-10-07,2.5,0.281764742922516,0
2025,2025-10-07,2.5,0.255048667714702,0
2025,2025-10-07,2.5,0.281031133527,0
