game_date,player_id,team_id,opponent_id,is_home,y_saves,d10_shots_faced_per60,d10_save_pct,team_d10_sf_per_game,opp_d10_sf_allowed_per_game,pace_index,rest_days,b2b_flag,d5_saves_per60,d10_saves_per60,d5_shots_faced_per60,season_save_pct
2023-10-10,8477465,23,8,t,32,30.294871794871794871800,0.90000000000000000000,28.5000000000000000,25.5000000000000000,26.95830113341714268640049010129852,4,f,27.269,27.269,30.295,0.90000000000000000000
2023-10-10,8477992,27,18,t,28,27.000000000000000000000,0.96296296296296296296,21.0000000000000000,37.5000000000000000,28.06243040080456039187811549237412,3,f,26.000,26.000,27.000,0.96296296296296296296
2023-10-10,8478499,30,24,t,32,28.100671140939597315300,0.87804878048780487805,26.3333333333333333,19.5000000000000000,22.66053838724931970697174944583358,3,f,25.094,25.094,28.101,0.87804878048780487805
2023-10-11,8474593,7,31,t,34,29.648662291771832408100,0.88135593220338983051,28.0000000000000000,39.5000000000000000,33.25657829663178081655885656060261,5,f,26.134,26.134,29.649,0.88135593220338983051
2023-10-11,8474596,16,28,f,37,29.307731177362304194200,0.86206896551724137931,32.0000000000000000,27.0000000000000000,29.39387691339813717836740889647070,4,f,25.265,25.265,29.308,0.86206896551724137931
2023-10-11,8475660,14,9,t,32,25.252430477867675185500,0.86000000000000000000,33.0000000000000000,27.6666666666666667,30.21588985947625539663199069508461,4,f,21.715,21.715,25.252,0.86000000000000000000
2023-10-11,8475789,12,29,f,12,34.500000000000000000000,0.97101449275362318841,27.6666666666666667,18.0000000000000000,22.31591360442139730681810951838561,5,f,33.500,33.500,34.500,0.97101449275362318841
2023-10-11,8475883,5,21,t,27,22.999999999999999999800,0.95652173913043478261,37.5000000000000000,29.5000000000000000,33.26033673912517681261507703530866,5,f,22.000,22.000,23.000,0.95652173913043478261
2023-10-11,8476914,21,5,f,37,40.000000000000000000200,1.00000000000000000000,29.0000000000000000,31.0000000000000000,29.98332870112989972989095314491203,4,f,40.000,40.000,40.000,1.00000000000000000000
2023-10-11,8476945,31,7,f,17,40.321326818027037312900,0.89873417721518987342,24.5000000000000000,34.3333333333333333,29.00287342086412419768532867959837,6,f,36.237,36.237,40.321,0.89873417721518987342
2023-10-11,8476999,3,8,t,20,38.395504916497580770800,0.87804878048780487805,16.3333333333333333,28.6000000000000000,21.61326753023090056758175622619266,6,f,33.713,33.713,38.396,0.87804878048780487805
2023-10-11,8477967,29,12,t,21,18.114726601811472660000,0.94444444444444444444,31.0000000000000000,29.6666666666666667,30.32600644111694881805136926789253,5,f,17.108,17.108,18.115,0.94444444444444444444
2023-10-11,8478492,28,16,t,19,24.119987400729105348600,0.83673469387755102041,30.3333333333333333,27.0000000000000000,28.61817604250836945885437502986802,4,f,20.176,20.176,24.120,0.83673469387755102041
2023-10-11,8479193,29,12,t,5,15.350503155381204161400,0.86666666666666666667,31.0000000000000000,29.6666666666666667,30.32600644111694881805136926789253,5,f,13.304,13.304,15.351,0.86666666666666666667
2023-10-11,8479973,12,29,f,12,19.999999999999999999800,0.90000000000000000000,27.6666666666666667,18.0000000000000000,22.31591360442139730681810951838561,5,f,18.000,18.000,20.000,0.90000000000000000000
2023-10-11,8480382,9,14,f,34,26.189450360066473810500,0.87037037037037037037,29.6666666666666667,25.5000000000000000,27.50454507895013341643856376330804,6,f,22.767,22.767,26.189,0.87037037037037037037
2023-10-11,8482821,8,3,f,30,24.923076923076923077200,0.92592592592592592593,28.8000000000000000,29.3333333333333333,29.06544339933591997154185849639925,1,t,23.077,23.077,24.923,0.92592592592592592593
2023-10-12,8475683,13,15,f,19,22.500000000000000000000,0.86666666666666666667,40.5000000000000000,25.5000000000000000,32.13642792844282499099729915115269,5,f,19.500,19.500,22.500,0.86666666666666666667
2023-10-12,8475831,24,18,f,32,22.403824902554470809000,0.86153846153846153846,34.0000000000000000,36.3333333333333333,35.14730904825194910187504551017064,2,f,19.299,19.299,22.404,0.86153846153846153846
2023-10-12,8476412,26,10,f,33,22.500000000000000000000,0.92105263157894736842,30.0000000000000000,26.5000000000000000,28.19574435974336890320589749594677,5,f,20.250,20.250,22.500,0.92105263157894736842
2023-10-12,8477424,18,24,t,23,37.948388621643066250500,0.93243243243243243243,31.0000000000000000,22.3333333333333333,26.31222782915451521459566875979064,2,f,35.349,35.349,37.948,0.93243243243243243243
2023-10-12,8477970,17,11,t,32,21.000000000000000000000,0.90476190476190476190,24.0000000000000000,29.4000000000000000,26.56313234541438638879070577323484,6,f,19.000,19.000,21.000,0.90476190476190476190
2023-10-12,8478007,6,22,t,33,26.499999999999999999900,0.90566037735849056604,29.7500000000000000,15.0000000000000000,21.12463017427760793034754630201954,5,f,24.000,24.000,26.500,0.90566037735849056604
2023-10-12,8478024,11,17,f,23,26.110468998041387044800,0.89473684210526315789,26.4000000000000000,23.6666666666666667,24.99599967994878977530850603517225,5,f,23.600,23.600,26.110,0.89473684210526315789
2023-10-12,8478039,25,30,t,28,18.000000000000000000000,1.00000000000000000000,29.0000000000000000,30.5000000000000000,29.74054471592610221672166058516294,7,f,18.000,18.000,18.000,1.00000000000000000000
2023-10-12,8478048,20,4,f,24,14.462809917355371900600,0.85714285714285714286,22.0000000000000000,34.0000000000000000,27.34958866235468631714432981069656,7,f,12.397,12.397,14.463,0.85714285714285714286
2023-10-12,8479394,22,6,f,31,16.000000000000000000200,0.87500000000000000000,27.5000000000000000,32.5000000000000000,29.89565185775349505282460189048904,7,f,14.000,14.000,16.000,0.87500000000000000000
2023-10-12,8479406,15,13,t,41,22.080963532954165272600,1.00000000000000000000,24.5000000000000000,21.0000000000000000,22.68259244442751080838088602630799,5,f,22.081,22.081,22.081,1.00000000000000000000
2023-10-12,8479979,10,26,t,23,20.464255534899442285000,0.88000000000000000000,25.7500000000000000,26.3333333333333333,26.04003328210878712960218261368566,5,f,18.112,18.112,20.464,0.88000000000000000000
2023-10-12,8480313,30,25,f,22,31.316993426952898838700,0.91666666666666666667,26.7500000000000000,18.0000000000000000,21.94310825749169018577563135706522,2,f,28.793,28.793,31.317,0.91666666666666666667
2023-10-12,8482221,4,20,t,26,34.999999999999999999800,0.80000000000000000000,31.5000000000000000,17.0000000000000000,23.14087293081226873361817080563318,6,f,28.000,28.000,35.000,0.80000000000000000000
2023-10-13,8477465,23,32,f,19,32.370494240059457450800,0.90526315789473684211,32.6666666666666667,22.3333333333333333,27.01028610651052609858738521527033,3,f,29.310,29.310,32.370,0.90526315789473684211
2023-10-13,8478872,2,17,f,33,26.143001857166976194400,0.88461538461538461538,17.0000000000000000,26.5000000000000000,21.22498527679112431379041024311261,6,f,23.111,23.111,26.143,0.88461538461538461538
2023-10-13,8479292,32,23,t,31,22.000000000000000000200,0.90909090909090909091,35.3333333333333333,32.3333333333333333,33.80006574615564918944144148202207,6,f,20.000,20.000,22.000,0.90909090909090909091
2023-10-13,8481033,17,2,t,30,24.999999999999999999900,0.90000000000000000000,24.7500000000000000,35.0000000000000000,29.43212530552287520278900568377266,1,t,22.500,22.500,25.000,0.90000000000000000000
2023-10-14,8474593,7,23,f,24,32.154859073469853783600,0.89583333333333333333,26.5000000000000000,29.0000000000000000,27.72183255125822305167947626810520,3,f,28.807,28.807,32.155,0.89583333333333333333
2023-10-14,8475683,13,31,f,29,22.329842931937172774800,0.87878787878787878788,40.6666666666666667,33.6666666666666667,37.00150147103643027499844185612119,2,f,19.632,19.632,22.330,0.87878787878787878788
2023-10-14,8475852,8,16,f,33,28.032128514056224899600,0.89156626506024096386,27.5000000000000000,28.6666666666666667,28.07727432165261539972853145419887,3,f,24.953,24.953,28.032,0.89156626506024096386
2023-10-14,8475883,5,14,f,25,26.499999999999999999900,0.92452830188679245283,39.0000000000000000,29.3333333333333333,33.82306905057552577712738297590801,3,f,24.500,24.500,26.500,0.92452830188679245283
2023-10-14,8476341,21,22,t,19,27.999999999999999999900,0.96428571428571428571,29.3333333333333333,21.0000000000000000,24.81934729198171317816458204045480,3,f,27.000,27.000,28.000,0.96428571428571428571
2023-10-14,8476412,26,24,t,30,25.488971155329322844400,0.94444444444444444444,28.2500000000000000,25.5000000000000000,26.83980253280563910490380923851444,2,f,23.680,23.680,25.489,0.94444444444444444444
2023-10-14,8476434,1,30,f,34,30.795248628547601295300,0.85964912280701754386,25.5000000000000000,29.0000000000000000,27.19374928177429527284462549631849,7,f,26.326,26.326,30.795,0.85964912280701754386
2023-10-14,8476945,31,13,t,29,34.097379390712182950800,0.88000000000000000000,28.6666666666666667,21.0000000000000000,24.53568829277059430706363540913868,3,f,30.000,30.000,34.097,0.88000000000000000000
2023-10-14,8477424,18,3,f,27,33.017046553131171683800,0.94845360824742268041,32.0000000000000000,27.2500000000000000,29.52964612046680115108304753171467,2,f,31.284,31.284,33.017,0.94845360824742268041
2023-10-14,8477484,6,20,t,15,37.550744248985115020400,0.91891891891891891892,30.4000000000000000,19.6666666666666667,24.45131216656207732200780060753989,2,f,34.506,34.506,37.551,0.91891891891891891892
2023-10-14,8477831,14,5,t,14,26.874585268745852687400,0.88888888888888888889,34.0000000000000000,30.6666666666666667,32.29034943549955867835517031664603,3,f,23.889,23.889,26.875,0.88888888888888888889
2023-10-14,8477968,23,7,t,34,24.819027921406411582200,0.91666666666666666667,33.2500000000000000,35.0000000000000000,34.11378020683137367393444619964860,1,t,22.751,22.751,24.819,0.91666666666666666667
2023-10-14,8477992,27,11,f,36,28.333333333333333333400,0.94117647058823529412,25.3333333333333333,29.0000000000000000,27.10473513367482928409076893519138,4,f,26.667,26.667,28.333,0.94117647058823529412
2023-10-14,8478007,6,20,t,24,29.731471906239227852400,0.92045454545454545455,30.4000000000000000,19.6666666666666667,24.45131216656207732200780060753989,2,f,27.375,27.375,29.731,0.92045454545454545455
2023-10-14,8478009,19,4,t,26,28.500000000000000000000,0.83333333333333333333,22.0000000000000000,33.0000000000000000,26.94438717061495908017012482176481,8,f,23.250,23.250,28.500,0.83333333333333333333
2023-10-14,8478024,11,27,t,21,26.403519124415134615800,0.89062500000000000000,27.8333333333333333,37.3333333333333333,32.23524640996421961334229504115057,2,f,23.692,23.692,26.404,0.89062500000000000000
2023-10-14,8478048,20,6,f,16,19.731404958677685950400,0.92307692307692307692,25.0000000000000000,33.4000000000000000,28.89636655359977952811236032976234,2,f,18.198,18.198,19.731,0.92307692307692307692
2023-10-14,8478406,25,9,t,51,36.828135368281353682800,0.89189189189189189189,26.0000000000000000,29.7500000000000000,27.81186797034675986382297926601371,2,f,32.847,32.847,36.828,0.89189189189189189189
2023-10-14,8478470,16,8,t,28,25.071034598027745278400,0.84000000000000000000,28.3333333333333333,29.3333333333333333,28.82899774725287096880331490148396,3,f,21.060,21.060,25.071,0.84000000000000000000
2023-10-14,8478492,28,15,t,28,23.809460199519886657600,0.82191780821917808219,30.7500000000000000,30.6666666666666667,30.70830506556817441936008033189026,3,f,19.570,19.570,23.809,0.82191780821917808219
2023-10-14,8478499,30,1,t,22,29.733780760626398210200,0.91891891891891891892,27.8000000000000000,28.5000000000000000,28.14782407220849460309850784832060,2,f,27.396,27.396,29.734,0.91891891891891891892
2023-10-14,8478916,24,26,f,24,24.000000000000000000000,0.93750000000000000000,31.2500000000000000,26.7500000000000000,28.91258376555094392520641021982489,2,f,22.500,22.500,24.000,0.93750000000000000000
2023-10-14,8479193,29,12,f,37,20.419516658404280925300,0.90000000000000000000,31.5000000000000000,30.2500000000000000,30.86867344088501643106592704161153,3,f,19.396,19.396,20.420,0.90000000000000000000
2023-10-14,8479394,22,21,f,26,24.500000000000000000100,0.91836734693877551020,30.6666666666666667,33.6666666666666667,32.13167353942904179942945629127804,2,f,22.500,22.500,24.500,0.91836734693877551020
2023-10-14,8479406,15,28,f,26,31.540481766477082636200,1.00000000000000000000,23.3333333333333333,25.5000000000000000,24.39262183530093591464292541833845,2,f,31.540,31.540,31.540,1.000
2023-10-14,8479973,12,29,t,12,24.769230769230769230600,0.83333333333333333333,27.5000000000000000,22.5000000000000000,24.87468592766549886836199552503015,3,f,20.077,20.077,24.769,0.83333333333333333333
2023-10-14,8480280,3,18,t,34,23.912877587578330627800,0.91489361702127659574,20.5000000000000000,33.0000000000000000,26.00961360727990514912922391549257,3,f,21.865,21.865,23.913,0.91489361702127659574
2023-10-14,8480382,9,25,f,20,29.459633573377649207000,0.90000000000000000000,31.5000000000000000,25.0000000000000000,28.06243040080456039187811549237412,3,f,26.511,26.511,29.460,0.90000000000000000000
2023-10-14,8482221,4,19,f,26,32.780135823429541595700,0.83076923076923076923,29.3333333333333333,28.0000000000000000,28.65891368027290270270854041866904,2,f,27.243,27.243,32.780,0.83076923076923076923
2023-10-15,8476914,21,27,t,22,41.204981487714574217400,0.93902439024390243902,29.7500000000000000,38.5000000000000000,33.84338931017400331556759382451715,1,t,38.681,38.681,41.205,0.93902439024390243902
2023-10-15,8477035,27,21,f,33,52.658227848101265822600,0.88461538461538461538,25.2500000000000000,30.5000000000000000,27.75112610327732268113723781543595,1,t,46.582,46.582,52.658,0.88461538461538461538
2023-10-15,8477293,5,1,f,19,39.000000000000000000000,0.80769230769230769231,31.7500000000000000,31.6666666666666667,31.70830595706220738946675306045735,1,t,31.500,31.500,39.000,0.80769230769230769231
2023-10-15,8480843,1,5,t,32,14.285714285714285714400,0.85714285714285714286,24.6666666666666667,27.0000000000000000,25.80697580112788033262556641672203,1,t,12.245,12.245,14.286,0.85714285714285714286
2023-10-16,8473503,11,6,f,23,23.113055181695827725600,0.97058823529411764706,29.8571428571428571,34.8333333333333333,32.24940014207720920599290522715301,2,f,22.613,22.613,23.113,0.97058823529411764706
2023-10-16,8474593,7,32,f,21,31.380066823262196633150,0.88709677419354838710,28.4000000000000000,25.5000000000000000,26.91096430825175762898820567407975,2,f,27.832,27.832,31.380,0.88709677419354838710
2023-10-16,8475311,32,7,t,38,21.635598592989488322600,0.84090909090909090909,31.2500000000000000,33.8000000000000000,32.50000000000000000000000000000000,3,f,18.226,18.226,21.636,0.84090909090909090909
2023-10-16,8475683,13,17,f,31,25.548072449168582773500,0.87000000000000000000,38.7500000000000000,26.6000000000000000,32.10529551335729412335704391355207,2,f,22.230,22.230,25.548,0.87000000000000000000
2023-10-16,8477484,6,11,t,24,44.275372124492557510200,0.90740740740740740741,28.8333333333333333,28.4285714285714286,28.63023709630215741976350787246436,2,f,39.753,39.753,44.275,0.90740740740740740741
2023-10-16,8477970,17,13,t,26,28.008754377188594297100,0.91071428571428571429,26.0000000000000000,24.5000000000000000,25.23885892824792505183454887229347,3,f,25.508,25.508,28.009,0.91071428571428571429
2023-10-16,8478048,20,2,t,26,20.565598717819710167800,0.86666666666666666667,29.2500000000000000,33.0000000000000000,31.06847276581196869823576451607220,2,f,17.779,17.779,20.566,0.86666666666666666667
2023-10-16,8478971,2,20,f,26,34.999999999999999999800,0.94285714285714285714,22.0000000000000000,20.0000000000000000,20.97617696340303093982907027359875,3,f,33.000,33.000,35.000,0.94285714285714285714
2023-10-16,8479361,28,8,t,27,33.490319204604918890400,0.87500000000000000000,31.2000000000000000,30.2857142857142857,30.73945812330278722930675390379862,2,f,29.304,29.304,33.490,0.87500000000000000000
2023-10-16,8482821,8,28,f,35,28.683234980632750149600,0.93220338983050847458,27.8571428571428571,26.8000000000000000,27.32345930828357923572624486544142,2,f,26.746,26.746,28.683,0.93220338983050847458
2023-10-17,8470594,15,16,f,26,26.934984520123839009000,0.93103448275862068966,25.5000000000000000,29.0000000000000000,27.19374928177429527284462549631849,3,f,25.077,25.077,26.935,0.93103448275862068966
2023-10-17,8475660,14,31,f,26,28.905364381165765016000,0.87209302325581395349,29.5000000000000000,33.5000000000000000,31.43644381923629732619382452506076,3,f,25.206,25.206,28.905,0.87209302325581395349
2023-10-17,8475789,12,18,f,43,34.636363636363636363600,0.92941176470588235294,30.0000000000000000,32.4000000000000000,31.17691453623979128349403414710570,3,f,31.061,31.061,34.636,0.92941176470588235294
2023-10-17,8475831,24,9,t,24,25.615725079196827705050,0.88888888888888888889,30.4000000000000000,27.6000000000000000,28.96618718437067616126785641197608,3,f,22.769,22.769,25.616,0.88888888888888888889
2023-10-17,8475883,5,25,f,1,26.897435897435897435800,0.89156626506024096386,32.4000000000000000,28.3333333333333333,30.29851481508623384226750197762866,2,f,24.026,24.026,26.897,0.89156626506024096386
2023-10-17,8476945,31,14,t,24,33.840948356296205026650,0.87969924812030075188,30.2500000000000000,24.5000000000000000,27.22361107568207968943250794103669,3,f,29.766,29.766,33.841,0.87969924812030075188
2023-10-17,8477293,5,25,f,12,31.125947767481044650300,0.81632653061224489796,32.4000000000000000,28.3333333333333333,30.29851481508623384226750197762866,2,f,25.354,25.354,31.126,0.81632653061224489796
2023-10-17,8477424,18,12,t,7,32.575284914848378762800,0.93700787401574803150,32.8000000000000000,27.4000000000000000,29.97865907608277265189566527308571,3,f,30.494,30.494,32.575,0.93700787401574803150
2023-10-17,8477967,29,22,f,40,22.784484765132025847400,0.95000000000000000000,26.3333333333333333,23.5000000000000000,24.87636093429530002866762549548938,3,f,21.657,21.657,22.784,0.95000000000000000000
2023-10-17,8477992,27,4,f,28,31.945652173913043478350,0.92063492063492063492,25.0000000000000000,32.0000000000000000,28.28427124746190097603377448419396,2,f,29.391,29.391,31.946,0.92063492063492063492
2023-10-17,8478009,19,2,t,14,28.356725146198830409400,0.86842105263157894737,23.7500000000000000,31.3333333333333333,27.27941837112123374743606813350857,3,f,24.188,24.188,28.357,0.86842105263157894737
2023-10-17,8478406,25,5,t,36,42.414067684140676841400,0.94382022471910112360,23.6666666666666667,26.6000000000000000,25.09050285134463649695629660708560,3,f,39.962,39.962,42.414,0.94382022471910112360
2023-10-17,8478470,16,15,t,30,27.535517299013872639200,0.89090909090909090909,30.2500000000000000,31.2500000000000000,30.74593469062210832562613794505505,3,f,24.530,24.530,27.536,0.89090909090909090909
2023-10-17,8478499,30,10,t,24,28.142841921020179690650,0.92783505154639175258,29.5000000000000000,25.8000000000000000,27.58804088731202384579282070569697,3,f,26.135,26.135,28.143,0.92783505154639175258
2023-10-17,8478872,2,19,f,33,28.505590981701061052600,0.89772727272727272727,23.6666666666666667,28.0000000000000000,25.74231276841043021204565350110970,1,t,25.561,25.561,28.506,0.89772727272727272727
2023-10-17,8479394,22,29,t,26,26.850720949957591179000,0.88750000000000000000,28.2500000000000000,28.3333333333333333,28.29163598427398587832977350346634,3,f,23.821,23.821,26.851,0.88750000000000000000
2023-10-17,8479979,10,30,f,32,20.886653189636120175300,0.90540540540540540541,26.2000000000000000,28.0000000000000000,27.08505122756831708038247853405372,5,f,18.892,18.892,20.887,0.90540540540540540541
2023-10-17,8480382,9,24,f,37,27.001267236108003260400,0.90990990990990990991,32.2000000000000000,24.0000000000000000,27.79928056623048653387850547940868,3,f,24.556,24.556,27.001,0.90990990990990990991
2023-10-17,8480947,18,12,t,17,34.000000000000000000200,0.88235294117647058824,32.8000000000000000,27.4000000000000000,29.97865907608277265189566527308571,3,f,30.000,30.000,34.000,0.88235294117647058824
2023-10-17,8482221,4,27,t,23,31.596410611666505528800,0.85106382978723404255,29.0000000000000000,38.4000000000000000,33.37064578338273632876272577380834,3,f,26.897,26.897,31.596,0.85106382978723404255
2023-10-18,8475311,32,21,f,23,26.731424703018633240800,0.89285714285714285714,28.8000000000000000,29.2000000000000000,28.99931033662697296387881424033885,2,f,23.843,23.843,26.731,0.89285714285714285714
2023-10-18,8476341,21,32,t,23,25.698309057425079524400,0.94805194805194805195,31.4000000000000000,28.0000000000000000,29.65130688519479068527677235614921,3,f,24.362,24.362,25.698,0.94805194805194805195
2023-10-18,8477465,23,11,f,23,29.027870680044593088150,0.92105263157894736842,32.4000000000000000,27.7500000000000000,29.98499624812382730407178183347369,4,f,26.732,26.732,29.028,0.92105263157894736842
2023-10-18,8478024,11,23,t,30,26.052639343311350961900,0.87640449438202247191,29.6250000000000000,30.4000000000000000,30.00999833388865751537811469661773,2,f,23.019,23.019,26.053,0.87640449438202247191
2023-10-19,8470594,15,14,t,20,27.490864547207161574700,0.92982456140350877193,27.4000000000000000,25.0000000000000000,26.17250465660480114684737675288948,2,f,25.560,25.560,27.491,0.92982456140350877193
2023-10-19,8471734,20,18,t,9,18.096514745308310992200,0.77777777777777777778,29.0000000000000000,32.0000000000000000,30.46309242345563314264564410863329,3,f,14.075,14.075,18.097,0.77777777777777777778
2023-10-19,8475660,14,15,f,29,28.429023285874323762000,0.89380530973451327434,29.4000000000000000,30.6000000000000000,29.99399939987996999159747920774251,2,f,25.404,25.404,28.429,0.89380530973451327434
2023-10-19,8475683,13,28,t,29,27.238457959334866218840,0.88059701492537313433,37.0000000000000000,27.5000000000000000,31.89827581547316171491283655124951,3,f,23.984,23.984,27.238,0.88059701492537313433
2023-10-19,8475789,12,22,f,28,36.977272727272727272650,0.94573643410852713178,30.0000000000000000,24.0000000000000000,26.83281572999747635691008402477531,2,f,34.045,34.045,36.977,0.94573643410852713178
2023-10-19,8475852,8,9,f,37,30.318416523235800344250,0.89915966386554621849,28.2500000000000000,29.3333333333333333,28.78657094317881178860018739718390,3,f,27.234,27.234,30.318,0.89915966386554621849
2023-10-19,8476434,1,10,t,21,32.894409695556379142600,0.88297872340425531915,24.7500000000000000,24.0000000000000000,24.37211521390788108137965070479812,4,f,28.912,28.912,32.894,0.88297872340425531915
2023-10-19,8476999,3,25,f,26,29.718794542417127058600,0.90322580645161290323,22.4000000000000000,31.7500000000000000,26.66833328125325495404243260642512,5,f,26.877,26.877,29.719,0.90322580645161290323
2023-10-19,8477293,5,24,f,14,25.916683505503968266200,0.82539682539682539683,34.0000000000000000,24.6666666666666667,28.95974217196463004104397778900922,2,f,21.331,21.331,25.917,0.82539682539682539683
2023-10-19,8477424,18,20,f,23,33.055458456520992358440,0.91304347826086956522,34.6666666666666667,21.4000000000000000,27.23722942346865549454935033293362,2,f,28.847,28.847,33.055,0.91304347826086956522
2023-10-19,8477967,29,27,f,32,29.798352162261930275000,0.95121951219512195122,26.2500000000000000,37.1666666666666667,31.23499639827096251677510085100575,2,f,28.351,28.351,29.798,0.95121951219512195122
2023-10-19,8477992,27,29,t,26,31.737977372231132688960,0.91719745222929936306,25.0000000000000000,31.7500000000000000,28.17356917396161220712500922935704,2,f,29.096,29.096,31.738,0.91719745222929936306
