missingness_state,rows,champion_brier,challenger_brier,brier_improvement,champion_log_loss,challenger_log_loss,log_loss_improvement,champion_roc_auc,challenger_roc_auc,roc_auc_change,champion_accuracy,challenger_accuracy,accuracy_change,champion_ece,challenger_ece,ece_degradation
FULLY_OBSERVED,2077,0.236291151701042,0.236318856965706,-2.77052646642795e-05,0.66507969550925,0.665096946563298,-1.72510540489279e-05,0.621274068058822,0.619818188995472,-0.00145587906334999,0.593644679826673,0.597977852672123,0.0043331728454501,0.018723233874944,0.0219908459649912,0.00326761209004719
MINIMUM_HISTORY_LIMITED_IMPUTED,20,0.267536548851968,0.271762107071005,-0.00422555821903653,0.728341972356788,0.737063754668889,-0.00872178231210075,0.464285714285714,0.529761904761905,0.0654761904761905,0.3,0.3,0,0.236796908414935,0.247397639205575,0.0106007307906398
