scope,rows,champion_brier,challenger_brier,brier_improvement,champion_log_loss,challenger_log_loss,log_loss_improvement,champion_roc_auc,challenger_roc_auc,roc_auc_change,champion_accuracy,challenger_accuracy,accuracy_change,champion_ece,challenger_ece,ece_degradation
fit,701,0.237964963097021,0.237730586781968,0.000234376315053353,0.668162771059783,0.667560553977023,0.000602217082759982,0.616113239676458,0.614672364672365,-0.0014408750040934,0.594864479315264,0.582025677603424,-0.0128388017118402,0.0180567286985938,0.0122990992586734,-0.00575762943992039
validation,699,0.23516693358844,0.235373606578128,-0.000206672989687628,0.662720943045291,0.663079269948407,-0.00035832690311588,0.639481481481482,0.638106995884774,-0.00137448559670794,0.599427753934192,0.595135908440629,-0.00429184549356221,0.0310078207978419,0.0328293422615347,0.00182152146369277
holdout,1398,0.237300262147199,0.237298538670301,1.72347689786356e-06,0.667164111467231,0.667135352940924,2.87585263064605e-05,0.61064082278481,0.609159518654231,-0.00148130413057956,0.586552217453505,0.595135908440629,0.00858369098712441,0.0219796213385497,0.0234058543710367,0.00142623303248703
combined_out_of_time,2097,0.236589152627613,0.236656894639577,-6.77420119640226e-05,0.665683055326584,0.665783325276752,-0.000100269950167764,0.620750059864798,0.618872607710586,-0.00187745215421165,0.590844062947067,0.595135908440629,0.00429184549356221,0.0162862272722746,0.0194215709514426,0.00313534367916796
