scope,system,rows,home_wins,accuracy,brier_score,log_loss,roc_auc,mean_probability,observed_home_win_rate,ece
fit,champion,701,377,0.594864479315264,0.237964963097021,0.668162771059783,0.616113239676458,0.537580014205842,0.537803138373752,0.0180567286985938
fit,challenger,701,377,0.582025677603424,0.237730586781968,0.667560553977023,0.614672364672365,0.537579822440488,0.537803138373752,0.0122990992586734
validation,champion,699,375,0.599427753934192,0.23516693358844,0.662720943045291,0.639481481481482,0.545522979585378,0.536480686695279,0.0310078207978419
validation,challenger,699,375,0.595135908440629,0.235373606578128,0.663079269948407,0.638106995884774,0.546407608549815,0.536480686695279,0.0328293422615347
holdout,champion,1398,790,0.586552217453505,0.237300262147199,0.667164111467231,0.61064082278481,0.543479915757128,0.565092989985694,0.0219796213385497
holdout,challenger,1398,790,0.595135908440629,0.237298538670301,0.667135352940924,0.609159518654231,0.542828823352294,0.565092989985694,0.0234058543710367
combined_out_of_time,champion,2097,1165,0.590844062947067,0.236589152627613,0.665683055326584,0.620750059864798,0.544160937033211,0.555555555555556,0.0162862272722746
combined_out_of_time,challenger,2097,1165,0.595135908440629,0.236656894639577,0.665783325276752,0.618872607710586,0.544021751751468,0.555555555555556,0.0194215709514426
