margin_band,record_type,rows,champion_brier,challenger_brier,brier_improvement,champion_log_loss,challenger_log_loss,log_loss_improvement,champion_roc_auc,challenger_roc_auc,roc_auc_change,champion_accuracy,challenger_accuracy,accuracy_change,champion_ece,challenger_ece,ece_degradation
lt_0.025,direct_band,400,0.249877764439098,0.248776960439142,0.0011008039999561,0.692902560293636,0.690695837481314,0.0022067228123217,0.510754301720688,0.544867947178872,0.0341136454581833,0.5,0.5225,0.0225,0.0129463102709616,0.00624042454758921,-0.0067058857233724
0.025_to_0.05,direct_band,432,0.247881316984789,0.249290460243748,-0.00140914325895816,0.688900761045179,0.6917322894925,-0.00283152844732137,0.56710365395756,0.533685927006673,-0.0334177269508872,0.541666666666667,0.539351851851852,-0.00231481481481477,0.0239496486797321,0.0257802798270225,0.00183063114729046
0.05_to_0.10,direct_band,667,0.240495085080003,0.24099308819703,-0.000498003117027412,0.67400877081494,0.675028525578898,-0.00101975476395844,0.600993046856562,0.587822014051522,-0.0131710328050396,0.596701649175412,0.598200899550225,0.00149925037481269,0.023768784338682,0.0269432723032102,0.00317448796452821
0.10_to_0.15,direct_band,385,0.231352895745408,0.230915997737954,0.000436898007453224,0.655364025704849,0.654463650070531,0.000900375634318329,0.5777614637452,0.586994578721482,0.00923311497628188,0.636363636363636,0.636363636363636,0,0.0207530351614178,0.0211532670197514,0.000400231858333631
gte_0.15,direct_band,213,0.185964937730946,0.185071343200492,0.000893594530454511,0.560057343196919,0.557879893022458,0.00217745017446147,0.668191721132898,0.652287581699346,-0.0159041394335512,0.76056338028169,0.76056338028169,0,0.0755546679267264,0.0829400589695041,0.00738539104277776
lt_0.025,exclude_best_band,1697,0.233456892919543,0.233800073001494,-0.000343180081951056,0.659267143725629,0.659911195116572,-0.000644051390942812,0.633188933628919,0.628309081346424,-0.00487985228249554,0.6122569239835,0.6122569239835,0,0.0231766309359721,0.0232905711944731,0.000113940258501019
