candidate_identity,direct_feature_count,direct_feature_order_pipe,underlying_unique_information_concept_count,concept_count_note,canonical_candidate_hash,artifact_relative_path,artifact_sha256,frozen_manifest_sha256,fit_count
CORE_1,1,strict_prior_total_run_factor,5,league_total and park_history_depth repeat concepts already embedded in strict_prior_total_run_factor; home starter support adds one concept,be62134a72126cbd9041969df793c53ea00a645a01e202e4d5740b3a4628641f,candidate_artifacts/CORE_1.json,e74032bbbd6836db38fe7a47d396a9e8d30af94d34ec7095c1ffe3f76eb5b243,849f5e493d41bc6c4e58a78aaaaee004a62314606325eafc459cc519c46df794,1
CORE_1_PLUS_LEAGUE_TOTAL,2,strict_prior_total_run_factor|league_total,5,league_total and park_history_depth repeat concepts already embedded in strict_prior_total_run_factor; home starter support adds one concept,06d9b98b5053a522e7f84155a740867f71063ab0b977ea61ba7e05471d0ab4b5,candidate_artifacts/CORE_1_PLUS_LEAGUE_TOTAL.json,b47f5ce22494ff7fa4af8b0effa775c39bb4de617790576bc039f7df1161def7,849f5e493d41bc6c4e58a78aaaaee004a62314606325eafc459cc519c46df794,1
CORE_1_PLUS_HOME_STARTER_PRIOR_STARTS,2,strict_prior_total_run_factor|home_starter_prior_starts,6,league_total and park_history_depth repeat concepts already embedded in strict_prior_total_run_factor; home starter support adds one concept,4994ee968206f483129737f1fedd171db4b0f9e6d8929ff63207385aaf2e8729,candidate_artifacts/CORE_1_PLUS_HOME_STARTER_PRIOR_STARTS.json,7fb9088bf4aff3eef9e557cf88b7b964ca459f53f7843158424a9dd5e23865a6,849f5e493d41bc6c4e58a78aaaaee004a62314606325eafc459cc519c46df794,1
CORE_1_PLUS_PARK_HISTORY_DEPTH,2,strict_prior_total_run_factor|park_history_depth,5,league_total and park_history_depth repeat concepts already embedded in strict_prior_total_run_factor; home starter support adds one concept,271854d74acf541bf6b6d225730f0cfaf44117d7895843541564313eb5f2a4ad,candidate_artifacts/CORE_1_PLUS_PARK_HISTORY_DEPTH.json,38760e33f31404527937f24acefc72e21b9484caf8ba93fd7d304533c0fc82ec,849f5e493d41bc6c4e58a78aaaaee004a62314606325eafc459cc519c46df794,1
CONSERVATIVE_SURVIVOR_CORE,4,league_total|home_starter_prior_starts|strict_prior_total_run_factor|park_history_depth,6,league_total and park_history_depth repeat concepts already embedded in strict_prior_total_run_factor; home starter support adds one concept,5786e5b8ad6e1778b6b83cddb8726586c67a4677e2de0ab7a2a9b9c7dfc380b1,candidate_artifacts/CONSERVATIVE_SURVIVOR_CORE.json,ced59a1b243e1ab9016253b53bc8cfd27b9da924680928e4942413b2e8cf52ef,849f5e493d41bc6c4e58a78aaaaee004a62314606325eafc459cc519c46df794,1
