slate_date,game_pk,player_mlb_id,player,plate_appearances,at_bats,hits,singles,doubles,triples,home_runs,walks,hit_by_pitch,sacrifice_flies,recomputed_tb_components,recomputed_tb_equivalent,official_total_bases,decision
2026-07-29,824487,701398,Sal Stewart,5,5,1,1,0,0,0,0,0,0,1,1,1,TB_ARITHMETIC_CERTIFIED
2026-07-29,824487,800050,Chase DeLauter,5,3,1,1,0,0,0,2,0,0,1,1,1,TB_ARITHMETIC_CERTIFIED
2026-07-29,824567,502671,Paul Goldschmidt,5,5,2,2,0,0,0,0,0,0,2,2,2,TB_ARITHMETIC_CERTIFIED
2026-07-29,824567,641857,Ryan McMahon,5,5,1,1,0,0,0,0,0,0,1,1,1,TB_ARITHMETIC_CERTIFIED
2026-07-29,824567,663757,Trent Grisham,6,5,0,0,0,0,0,1,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-29,824567,665862,Jazz Chisholm Jr.,5,5,1,1,0,0,0,0,0,0,1,1,1,TB_ARITHMETIC_CERTIFIED
2026-07-29,824567,678246,Miguel Vargas,5,4,1,1,0,0,0,0,1,0,1,1,1,TB_ARITHMETIC_CERTIFIED
2026-07-29,824567,682987,Spencer Jones,4,4,2,1,0,0,1,0,0,0,5,5,5,TB_ARITHMETIC_CERTIFIED
2026-07-29,824567,691176,Jasson Domínguez,5,4,0,0,0,0,0,1,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-29,824567,695657,Colson Montgomery,4,3,0,0,0,0,0,1,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-29,824567,700250,Ben Rice,6,5,1,0,1,0,0,1,0,0,2,2,2,TB_ARITHMETIC_CERTIFIED
2026-07-29,824567,803011,Sam Antonacci,4,4,1,0,0,0,1,0,0,0,4,4,4,TB_ARITHMETIC_CERTIFIED
2026-07-29,824567,808959,Munetaka Murakami,5,4,1,0,0,0,1,1,0,0,4,4,4,TB_ARITHMETIC_CERTIFIED
2026-07-29,824973,575929,Willson Contreras,5,3,1,1,0,0,0,2,0,0,1,1,1,TB_ARITHMETIC_CERTIFIED
2026-07-29,824973,641680,Jonah Heim,5,5,3,2,0,0,1,0,0,0,6,6,6,TB_ARITHMETIC_CERTIFIED
2026-07-29,824973,643446,Jeff McNeil,4,4,2,2,0,0,0,0,0,0,2,2,2,TB_ARITHMETIC_CERTIFIED
2026-07-29,824973,655316,Andruw Monasterio,5,4,3,2,0,0,1,0,1,0,6,6,6,TB_ARITHMETIC_CERTIFIED
2026-07-29,824973,657136,Connor Wong,2,2,0,0,0,0,0,0,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-29,824973,663853,Romy Gonzalez,5,5,0,0,0,0,0,0,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-29,824973,665966,Carlos Narváez,2,2,0,0,0,0,0,0,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-29,824973,677800,Wilyer Abreu,5,5,0,0,0,0,0,0,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-29,824973,678882,Ceddanne Rafaela,5,5,2,1,1,0,0,0,0,0,3,3,3,TB_ARITHMETIC_CERTIFIED
2026-07-29,824973,680776,Jarren Duran,3,3,0,0,0,0,0,0,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-29,824973,686765,Nick Sogard,5,5,2,2,0,0,0,0,0,0,2,2,2,TB_ARITHMETIC_CERTIFIED
2026-07-29,824973,687515,Colby Thomas,2,2,0,0,0,0,0,0,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-29,824973,691016,Tyler Soderstrom,5,5,0,0,0,0,0,0,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-29,824973,695720,Tommy White,5,5,0,0,0,0,0,0,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-29,824973,701762,Nick Kurtz,1,0,0,0,0,0,0,0,1,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-29,824973,702332,Caleb Durbin,5,4,3,3,0,0,0,1,0,0,3,3,3,TB_ARITHMETIC_CERTIFIED
2026-07-29,824973,703607,Henry Bolte,4,3,0,0,0,0,0,1,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-29,824973,805779,Jacob Wilson,5,5,1,1,0,0,0,0,0,0,1,1,1,TB_ARITHMETIC_CERTIFIED
2026-07-30,822946,607043,Brandon Nimmo,4,2,0,0,0,0,0,2,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,822946,650490,Yandy Díaz,4,4,2,2,0,0,0,0,0,0,2,2,2,TB_ARITHMETIC_CERTIFIED
2026-07-30,822946,656775,Cedric Mullins,4,4,1,0,0,0,1,0,0,0,4,4,4,TB_ARITHMETIC_CERTIFIED
2026-07-30,822946,666018,Jonathan Aranda,4,4,1,1,0,0,0,0,0,0,1,1,1,TB_ARITHMETIC_CERTIFIED
2026-07-30,822946,669394,Jake Burger,4,4,0,0,0,0,0,0,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,822946,676356,Jonny DeLuca,4,4,2,1,0,0,1,0,0,0,5,5,5,TB_ARITHMETIC_CERTIFIED
2026-07-30,822946,677649,Ezequiel Duran,5,3,0,0,0,0,0,1,1,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,822946,683748,Victor Mesa Jr.,4,4,1,1,0,0,0,0,0,0,1,1,1,TB_ARITHMETIC_CERTIFIED
2026-07-30,822946,691406,Junior Caminero,4,3,0,0,0,0,0,1,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,822946,694671,Wyatt Langford,5,4,1,0,1,0,0,1,0,0,2,2,2,TB_ARITHMETIC_CERTIFIED
2026-07-30,822946,802415,Chandler Simpson,0,0,0,0,0,0,0,,,,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,822946,810938,Ben Williamson,3,3,1,1,0,0,0,0,0,0,1,1,1,TB_ARITHMETIC_CERTIFIED
2026-07-30,823023,608324,Alex Bregman,5,4,2,0,2,0,0,1,0,0,4,4,4,TB_ARITHMETIC_CERTIFIED
2026-07-30,823023,663457,Lars Nootbaar,5,4,0,0,0,0,0,1,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,823023,663538,Nico Hoerner,5,5,3,3,0,0,0,0,0,0,3,3,3,TB_ARITHMETIC_CERTIFIED
2026-07-30,823023,664023,Ian Happ,5,5,1,0,1,0,0,0,0,0,2,2,2,TB_ARITHMETIC_CERTIFIED
2026-07-30,823023,671056,Iván Herrera,4,4,1,1,0,0,0,0,0,0,1,1,1,TB_ARITHMETIC_CERTIFIED
2026-07-30,823023,673548,Seiya Suzuki,5,3,0,0,0,0,0,2,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,823023,676475,Alec Burleson,5,4,1,1,0,0,0,1,0,0,1,1,1,TB_ARITHMETIC_CERTIFIED
2026-07-30,823023,683737,Michael Busch,5,5,2,2,0,0,0,0,0,0,2,2,2,TB_ARITHMETIC_CERTIFIED
2026-07-30,823023,691023,Jordan Walker,5,5,1,1,0,0,0,0,0,0,1,1,1,TB_ARITHMETIC_CERTIFIED
2026-07-30,823023,691026,Masyn Winn,4,3,1,1,0,0,0,1,0,0,1,1,1,TB_ARITHMETIC_CERTIFIED
2026-07-30,823023,691458,Blaze Jordan,4,4,1,1,0,0,0,0,0,0,1,1,1,TB_ARITHMETIC_CERTIFIED
2026-07-30,823023,691718,Pete Crow-Armstrong,5,5,2,0,2,0,0,0,0,0,4,4,4,TB_ARITHMETIC_CERTIFIED
2026-07-30,823023,699393,Pedro Ramírez,1,1,0,0,0,0,0,0,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,823023,701675,Nathan Church,2,2,0,0,0,0,0,0,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,823023,802139,JJ Wetherholt,5,5,2,1,0,0,1,0,0,0,5,5,5,TB_ARITHMETIC_CERTIFIED
2026-07-30,823271,592518,Manny Machado,4,4,0,0,0,0,0,0,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,823271,593428,Xander Bogaerts,4,4,1,1,0,0,0,0,0,0,1,1,1,TB_ARITHMETIC_CERTIFIED
2026-07-30,823271,642715,Willy Adames,5,5,1,1,0,0,0,0,0,0,1,1,1,TB_ARITHMETIC_CERTIFIED
2026-07-30,823271,646240,Rafael Devers,5,4,3,3,0,0,0,0,0,1,3,3,3,TB_ARITHMETIC_CERTIFIED
2026-07-30,823271,650333,Luis Arraez,5,4,0,0,0,0,0,0,1,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,823271,650859,Luis Rengifo,4,3,2,1,1,0,0,1,0,0,3,3,3,TB_ARITHMETIC_CERTIFIED
2026-07-30,823271,664034,Ty France,4,3,0,0,0,0,0,0,1,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,823271,665487,Fernando Tatis Jr.,4,4,1,1,0,0,0,0,0,0,1,1,1,TB_ARITHMETIC_CERTIFIED
2026-07-30,823271,671218,Heliot Ramos,5,4,1,1,0,0,0,1,0,0,1,1,1,TB_ARITHMETIC_CERTIFIED
2026-07-30,823271,701538,Jackson Merrill,4,4,1,1,0,0,0,0,0,0,1,1,1,TB_ARITHMETIC_CERTIFIED
2026-07-30,823271,805811,Bryce Eldridge,5,5,2,2,0,0,0,0,0,0,2,2,2,TB_ARITHMETIC_CERTIFIED
2026-07-30,823271,808982,Jung Hoo Lee,5,3,1,0,1,0,0,2,0,0,2,2,2,TB_ARITHMETIC_CERTIFIED
2026-07-30,823595,596019,Francisco Lindor,4,4,1,1,0,0,0,0,0,0,1,1,1,TB_ARITHMETIC_CERTIFIED
2026-07-30,823595,666182,Bo Bichette,4,4,2,1,1,0,0,0,0,0,3,3,3,TB_ARITHMETIC_CERTIFIED
2026-07-30,823595,669065,Kyle Stowers,4,3,1,0,0,0,1,1,0,0,4,4,4,TB_ARITHMETIC_CERTIFIED
2026-07-30,823595,672640,Otto Lopez,4,4,0,0,0,0,0,0,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,823595,681715,Heriberto Hernández,4,3,0,0,0,0,0,1,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,823674,521692,Salvador Perez,4,4,0,0,0,0,0,0,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,823674,605137,Josh Bell,4,3,0,0,0,0,0,1,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,823674,605170,Victor Caratini,1,1,0,0,0,0,0,0,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,823674,657041,Lane Thomas,1,1,0,0,0,0,0,0,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,823674,665019,Kody Clemens,4,4,1,0,0,0,1,0,0,0,4,4,4,TB_ARITHMETIC_CERTIFIED
2026-07-30,823674,668885,Austin Martin,3,2,0,0,0,0,0,1,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,823674,668904,Royce Lewis,4,4,1,1,0,0,0,0,0,0,1,1,1,TB_ARITHMETIC_CERTIFIED
2026-07-30,823674,670231,John Rave,3,3,2,0,2,0,0,0,0,0,4,4,4,TB_ARITHMETIC_CERTIFIED
2026-07-30,823674,679845,Nick Loftin,4,4,0,0,0,0,0,0,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,823674,680777,Ryan Jeffers,4,3,1,1,0,0,0,0,1,0,1,1,1,TB_ARITHMETIC_CERTIFIED
2026-07-30,823674,686555,Isaac Collins,4,3,2,2,0,0,0,1,0,0,2,2,2,TB_ARITHMETIC_CERTIFIED
2026-07-30,823674,686681,Michael Massey,4,4,0,0,0,0,0,0,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,823674,686797,Brooks Lee,3,2,0,0,0,0,0,1,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,823674,695506,Jac Caglianone,4,4,2,1,0,0,1,0,0,0,5,5,5,TB_ARITHMETIC_CERTIFIED
2026-07-30,823674,695600,Carter Jensen,5,3,0,0,0,0,0,2,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,823674,807712,Luke Keaschall,3,3,0,0,0,0,0,0,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,823921,518692,Freddie Freeman,4,4,1,1,0,0,0,0,0,0,1,1,1,TB_ARITHMETIC_CERTIFIED
2026-07-30,823921,571970,Max Muncy,4,4,0,0,0,0,0,0,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,823921,605141,Mookie Betts,4,4,2,1,1,0,0,0,0,0,3,3,3,TB_ARITHMETIC_CERTIFIED
2026-07-30,823921,606192,Teoscar Hernández,4,3,2,1,0,0,1,1,0,0,5,5,5,TB_ARITHMETIC_CERTIFIED
2026-07-30,823921,647304,Josh Naylor,4,4,2,2,0,0,0,0,0,0,2,2,2,TB_ARITHMETIC_CERTIFIED
2026-07-30,823921,660271,Shohei Ohtani,0,0,0,0,0,0,0,,,,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,823921,663656,Kyle Tucker,4,3,0,0,0,0,0,1,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,823921,663728,Cal Raleigh,4,3,0,0,0,0,0,1,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,823921,668227,Randy Arozarena,5,4,3,2,1,0,0,1,0,0,4,4,4,TB_ARITHMETIC_CERTIFIED
2026-07-30,823921,669242,Tommy Edman,4,3,0,0,0,0,0,1,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,823921,677594,Julio Rodríguez,5,5,0,0,0,0,0,0,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,823921,681624,Andy Pages,4,4,2,2,0,0,0,0,0,0,2,2,2,TB_ARITHMETIC_CERTIFIED
2026-07-30,823921,686527,Dominic Canzone,5,3,0,0,0,0,0,2,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,823921,687221,Dalton Rushing,4,4,1,0,0,0,1,0,0,0,4,4,4,TB_ARITHMETIC_CERTIFIED
2026-07-30,823921,702284,Cole Young,5,5,2,1,0,1,0,0,0,0,4,4,4,TB_ARITHMETIC_CERTIFIED
2026-07-30,824488,553993,Eugenio Suárez,4,3,0,0,0,0,0,1,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,824488,656811,Ryan O'Hearn,4,4,0,0,0,0,0,0,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,824488,663886,Tyler Stephenson,5,2,1,1,0,0,0,3,0,0,1,1,1,TB_ARITHMETIC_CERTIFIED
2026-07-30,824488,663968,Jake Mangum,5,4,1,1,0,0,0,0,1,0,1,1,1,TB_ARITHMETIC_CERTIFIED
2026-07-30,824488,663993,Nathaniel Lowe,5,4,1,0,1,0,0,1,0,0,2,2,2,TB_ARITHMETIC_CERTIFIED
2026-07-30,824488,664040,Brandon Lowe,4,4,1,0,0,0,1,0,0,0,4,4,4,TB_ARITHMETIC_CERTIFIED
2026-07-30,824488,668709,JJ Bleday,5,4,0,0,0,0,0,1,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,824488,668804,Bryan Reynolds,4,4,0,0,0,0,0,0,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,824488,682622,Noelvi Marte,4,4,0,0,0,0,0,0,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,824488,682829,Elly De La Cruz,5,4,3,0,3,0,0,1,0,0,6,6,6,TB_ARITHMETIC_CERTIFIED
2026-07-30,824488,682848,Endy Rodríguez,4,3,1,1,0,0,0,1,0,0,1,1,1,TB_ARITHMETIC_CERTIFIED
2026-07-30,824488,693304,Nick Gonzales,4,4,2,1,1,0,0,0,0,0,3,3,3,TB_ARITHMETIC_CERTIFIED
2026-07-30,824488,699013,Esmerlyn Valdez,4,4,1,0,1,0,0,0,0,0,2,2,2,TB_ARITHMETIC_CERTIFIED
2026-07-30,824488,701398,Sal Stewart,5,3,1,1,0,0,0,2,0,0,1,1,1,TB_ARITHMETIC_CERTIFIED
2026-07-30,824568,502671,Paul Goldschmidt,5,5,0,0,0,0,0,0,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,824568,545341,Randal Grichuk,3,2,2,1,1,0,0,1,0,0,3,3,3,TB_ARITHMETIC_CERTIFIED
2026-07-30,824568,663757,Trent Grisham,5,4,2,2,0,0,0,0,0,0,2,2,2,TB_ARITHMETIC_CERTIFIED
2026-07-30,824568,678246,Miguel Vargas,5,5,0,0,0,0,0,0,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,824568,691176,Jasson Domínguez,5,5,1,0,1,0,0,0,0,0,2,2,2,TB_ARITHMETIC_CERTIFIED
2026-07-30,824568,695657,Colson Montgomery,5,5,0,0,0,0,0,0,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,824568,700250,Ben Rice,5,3,0,0,0,0,0,2,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,824568,805367,Chase Meidroth,5,2,0,0,0,0,0,3,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,824568,808959,Munetaka Murakami,5,4,1,1,0,0,0,1,0,0,1,1,1,TB_ARITHMETIC_CERTIFIED
2026-07-30,824894,621566,Matt Olson,4,4,0,0,0,0,0,0,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,824894,643289,Mauricio Dubón,3,3,0,0,0,0,0,0,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,824894,645277,Ozzie Albies,3,3,1,1,0,0,0,0,0,0,1,1,1,TB_ARITHMETIC_CERTIFIED
2026-07-30,824894,660670,Ronald Acuña Jr.,4,3,1,0,0,0,1,1,0,0,4,4,4,TB_ARITHMETIC_CERTIFIED
2026-07-30,824894,660688,Keibert Ruiz,3,3,0,0,0,0,0,0,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,824894,663586,Austin Riley,0,0,0,0,0,0,0,,,,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,824894,671277,Luis García Jr.,5,5,3,0,1,1,1,0,0,0,9,9,9,TB_ARITHMETIC_CERTIFIED
2026-07-30,824894,671739,Michael Harris II,4,4,0,0,0,0,0,0,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,824894,682928,CJ Abrams,4,4,0,0,0,0,0,0,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,824894,686611,Dylan Crews,4,4,0,0,0,0,0,0,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,824894,686948,Drake Baldwin,4,3,0,0,0,0,0,1,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,824894,695578,James Wood,5,2,0,0,0,0,0,3,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,824894,695734,Daylen Lile,4,4,2,0,0,0,2,0,0,0,8,8,8,TB_ARITHMETIC_CERTIFIED
2026-07-30,824974,575929,Willson Contreras,4,3,2,1,0,0,1,1,0,0,5,5,5,TB_ARITHMETIC_CERTIFIED
2026-07-30,824974,622268,Donovan Walton,3,3,1,1,0,0,0,0,0,0,1,1,1,TB_ARITHMETIC_CERTIFIED
2026-07-30,824974,641680,Jonah Heim,4,4,2,1,1,0,0,0,0,0,3,3,3,TB_ARITHMETIC_CERTIFIED
2026-07-30,824974,643446,Jeff McNeil,4,4,1,1,0,0,0,0,0,0,1,1,1,TB_ARITHMETIC_CERTIFIED
2026-07-30,824974,655316,Andruw Monasterio,4,4,1,1,0,0,0,0,0,0,1,1,1,TB_ARITHMETIC_CERTIFIED
2026-07-30,824974,657136,Connor Wong,4,3,0,0,0,0,0,1,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,824974,666126,Carlos Cortes,3,1,0,0,0,0,0,1,0,1,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,824974,671732,Lawrence Butler,4,4,2,0,2,0,0,0,0,0,4,4,4,TB_ARITHMETIC_CERTIFIED
2026-07-30,824974,677800,Wilyer Abreu,4,4,1,0,0,0,1,0,0,0,4,4,4,TB_ARITHMETIC_CERTIFIED
2026-07-30,824974,678011,Anthony Seigler,5,5,1,1,0,0,0,0,0,0,1,1,1,TB_ARITHMETIC_CERTIFIED
2026-07-30,824974,678882,Ceddanne Rafaela,4,4,2,1,1,0,0,0,0,0,3,3,3,TB_ARITHMETIC_CERTIFIED
2026-07-30,824974,680776,Jarren Duran,4,4,0,0,0,0,0,0,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,824974,691016,Tyler Soderstrom,4,4,0,0,0,0,0,0,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,824974,695720,Tommy White,4,4,0,0,0,0,0,0,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,824974,701762,Nick Kurtz,5,4,0,0,0,0,0,1,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,824974,702332,Caleb Durbin,4,2,0,0,0,0,0,0,1,0,0,0,0,TB_ARITHMETIC_CERTIFIED
2026-07-30,824974,805779,Jacob Wilson,4,4,2,1,1,0,0,0,0,0,3,3,3,TB_ARITHMETIC_CERTIFIED
2026-07-30,824974,807799,Masataka Yoshida,4,4,1,1,0,0,0,0,0,0,1,1,1,TB_ARITHMETIC_CERTIFIED
