slate_date,game_pk,player_mlb_id,player,governing_capture,market_timestamp,settlement_side,final_odds,outcome,risk,gross_winning_profit,net_result,decision
2026-07-29,823351,571448,Nolan Arenado,cleanroom_20260729T162627Z,2026-07-29T16:26:25+00:00,Over,158,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823351,571448,Nolan Arenado,cleanroom_20260729T162627Z,2026-07-29T16:26:25+00:00,Under,-208,WIN,5.00,2.4038461538461537,2.4038461538461537,SETTLEMENT_CERTIFIED
2026-07-29,823351,596146,Max Kepler,cleanroom_20260729T162627Z,2026-07-29T16:26:25+00:00,Over,146,WIN,5.00,7.3,7.3,SETTLEMENT_CERTIFIED
2026-07-29,823351,596146,Max Kepler,cleanroom_20260729T162627Z,2026-07-29T16:26:25+00:00,Under,-192,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823351,606466,Ketel Marte,cleanroom_20260729T162627Z,2026-07-29T16:26:25+00:00,Over,115,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823351,606466,Ketel Marte,cleanroom_20260729T162627Z,2026-07-29T16:26:25+00:00,Under,-149,WIN,5.00,3.3557046979865772,3.3557046979865772,SETTLEMENT_CERTIFIED
2026-07-29,823351,656811,Ryan O'Hearn,cleanroom_20260729T162627Z,2026-07-29T16:26:25+00:00,Over,144,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823351,656811,Ryan O'Hearn,cleanroom_20260729T162627Z,2026-07-29T16:26:25+00:00,Under,-189,WIN,5.00,2.6455026455026456,2.6455026455026456,SETTLEMENT_CERTIFIED
2026-07-29,823351,663968,Jake Mangum,cleanroom_20260729T162627Z,2026-07-29T16:26:25+00:00,Over,105,LOSS,5.00,,,NO_ACTION
2026-07-29,823351,663968,Jake Mangum,cleanroom_20260729T162627Z,2026-07-29T16:26:25+00:00,Under,-135,WIN,5.00,,,NO_ACTION
2026-07-29,823351,664040,Brandon Lowe,cleanroom_20260729T162627Z,2026-07-29T16:26:25+00:00,Over,126,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823351,664040,Brandon Lowe,cleanroom_20260729T162627Z,2026-07-29T16:26:25+00:00,Under,-164,WIN,5.00,3.048780487804878,3.048780487804878,SETTLEMENT_CERTIFIED
2026-07-29,823351,668804,Bryan Reynolds,cleanroom_20260729T162627Z,2026-07-29T16:26:25+00:00,Over,118,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823351,668804,Bryan Reynolds,cleanroom_20260729T162627Z,2026-07-29T16:26:25+00:00,Under,-154,WIN,5.00,3.2467532467532467,3.2467532467532467,SETTLEMENT_CERTIFIED
2026-07-29,823351,672515,Gabriel Moreno,cleanroom_20260729T162627Z,2026-07-29T16:26:25+00:00,Over,132,WIN,5.00,6.6,6.6,SETTLEMENT_CERTIFIED
2026-07-29,823351,672515,Gabriel Moreno,cleanroom_20260729T162627Z,2026-07-29T16:26:25+00:00,Under,-172,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823351,672695,Geraldo Perdomo,cleanroom_20260729T162627Z,2026-07-29T16:26:25+00:00,Over,149,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823351,672695,Geraldo Perdomo,cleanroom_20260729T162627Z,2026-07-29T16:26:25+00:00,Under,-196,WIN,5.00,2.5510204081632653,2.5510204081632653,SETTLEMENT_CERTIFIED
2026-07-29,823351,682998,Corbin Carroll,cleanroom_20260729T162627Z,2026-07-29T16:26:25+00:00,Over,110,WIN,5.00,5.5,5.5,SETTLEMENT_CERTIFIED
2026-07-29,823351,682998,Corbin Carroll,cleanroom_20260729T162627Z,2026-07-29T16:26:25+00:00,Under,-143,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823351,693304,Nick Gonzales,cleanroom_20260729T162627Z,2026-07-29T16:26:25+00:00,Over,104,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823351,693304,Nick Gonzales,cleanroom_20260729T162627Z,2026-07-29T16:26:25+00:00,Under,-135,WIN,5.00,3.7037037037037037,3.7037037037037037,SETTLEMENT_CERTIFIED
2026-07-29,823351,699013,Esmerlyn Valdez,cleanroom_20260729T162627Z,2026-07-29T16:26:25+00:00,Over,122,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823351,699013,Esmerlyn Valdez,cleanroom_20260729T162627Z,2026-07-29T16:26:25+00:00,Under,-159,WIN,5.00,3.1446540880503147,3.1446540880503147,SETTLEMENT_CERTIFIED
2026-07-29,823596,593871,Jorge Polanco,cleanroom_20260729T135332Z,2026-07-29T13:53:10+00:00,Over,204,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823596,593871,Jorge Polanco,cleanroom_20260729T135332Z,2026-07-29T13:53:10+00:00,Under,-278,WIN,5.00,1.7985611510791366,1.7985611510791366,SETTLEMENT_CERTIFIED
2026-07-29,823596,596019,Francisco Lindor,cleanroom_20260729T162627Z,2026-07-29T16:26:49+00:00,Over,124,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823596,596019,Francisco Lindor,cleanroom_20260729T162627Z,2026-07-29T16:26:49+00:00,Under,-161,WIN,5.00,3.1055900621118013,3.1055900621118013,SETTLEMENT_CERTIFIED
2026-07-29,823596,621566,Matt Olson,cleanroom_20260729T162627Z,2026-07-29T16:26:49+00:00,Over,128,WIN,5.00,6.4,6.4,SETTLEMENT_CERTIFIED
2026-07-29,823596,621566,Matt Olson,cleanroom_20260729T162627Z,2026-07-29T16:26:49+00:00,Under,-167,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823596,642201,Eli White,cleanroom_20260729T162627Z,2026-07-29T16:26:49+00:00,Over,199,WIN,5.00,9.95,9.95,SETTLEMENT_CERTIFIED
2026-07-29,823596,642201,Eli White,cleanroom_20260729T162627Z,2026-07-29T16:26:49+00:00,Under,-270,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823596,643289,Mauricio Dubón,cleanroom_20260729T162627Z,2026-07-29T16:26:49+00:00,Over,178,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823596,643289,Mauricio Dubón,cleanroom_20260729T162627Z,2026-07-29T16:26:49+00:00,Under,-238,WIN,5.00,2.100840336134454,2.100840336134454,SETTLEMENT_CERTIFIED
2026-07-29,823596,645277,Ozzie Albies,cleanroom_20260729T162627Z,2026-07-29T16:26:49+00:00,Over,118,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823596,645277,Ozzie Albies,cleanroom_20260729T162627Z,2026-07-29T16:26:49+00:00,Under,-154,WIN,5.00,3.2467532467532467,3.2467532467532467,SETTLEMENT_CERTIFIED
2026-07-29,823596,660670,Ronald Acuña Jr.,cleanroom_20260729T162627Z,2026-07-29T16:26:49+00:00,Over,122,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823596,660670,Ronald Acuña Jr.,cleanroom_20260729T162627Z,2026-07-29T16:26:49+00:00,Under,-159,WIN,5.00,3.1446540880503147,3.1446540880503147,SETTLEMENT_CERTIFIED
2026-07-29,823596,663586,Austin Riley,cleanroom_20260729T155216Z,2026-07-29T15:52:47+00:00,Over,171,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823596,663586,Austin Riley,cleanroom_20260729T155216Z,2026-07-29T15:52:47+00:00,Under,-227,WIN,5.00,2.202643171806167,2.202643171806167,SETTLEMENT_CERTIFIED
2026-07-29,823596,666182,Bo Bichette,cleanroom_20260729T162627Z,2026-07-29T16:26:49+00:00,Over,139,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823596,666182,Bo Bichette,cleanroom_20260729T162627Z,2026-07-29T16:26:49+00:00,Under,-182,WIN,5.00,2.7472527472527473,2.7472527472527473,SETTLEMENT_CERTIFIED
2026-07-29,823596,671739,Michael Harris II,cleanroom_20260729T162627Z,2026-07-29T16:26:49+00:00,Over,132,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823596,671739,Michael Harris II,cleanroom_20260729T162627Z,2026-07-29T16:26:49+00:00,Under,-172,WIN,5.00,2.9069767441860463,2.9069767441860463,SETTLEMENT_CERTIFIED
2026-07-29,823596,673357,Luis Robert Jr.,cleanroom_20260729T162627Z,2026-07-29T16:26:49+00:00,Over,171,LOSS,5.00,,,NO_ACTION
2026-07-29,823596,673357,Luis Robert Jr.,cleanroom_20260729T162627Z,2026-07-29T16:26:49+00:00,Under,-227,WIN,5.00,,,NO_ACTION
2026-07-29,823596,676724,Jared Young,cleanroom_20260729T153807Z,2026-07-29T15:37:55+00:00,Over,171,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823596,676724,Jared Young,cleanroom_20260729T153807Z,2026-07-29T15:37:55+00:00,Under,-227,WIN,5.00,2.202643171806167,2.202643171806167,SETTLEMENT_CERTIFIED
2026-07-29,823596,682626,Francisco Alvarez,cleanroom_20260729T162627Z,2026-07-29T16:26:49+00:00,Over,178,WIN,5.00,8.9,8.9,SETTLEMENT_CERTIFIED
2026-07-29,823596,682626,Francisco Alvarez,cleanroom_20260729T162627Z,2026-07-29T16:26:49+00:00,Under,-238,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823596,686948,Drake Baldwin,cleanroom_20260729T162627Z,2026-07-29T16:26:49+00:00,Over,132,WIN,5.00,6.6,6.6,SETTLEMENT_CERTIFIED
2026-07-29,823596,686948,Drake Baldwin,cleanroom_20260729T162627Z,2026-07-29T16:26:49+00:00,Under,-172,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823596,701807,Carson Benge,cleanroom_20260729T162627Z,2026-07-29T16:26:49+00:00,Over,164,WIN,5.00,8.2,8.2,SETTLEMENT_CERTIFIED
2026-07-29,823596,701807,Carson Benge,cleanroom_20260729T162627Z,2026-07-29T16:26:49+00:00,Under,-217,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823596,805999,A.J. Ewing,cleanroom_20260729T162627Z,2026-07-29T16:26:49+00:00,Over,146,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823596,805999,A.J. Ewing,cleanroom_20260729T162627Z,2026-07-29T16:26:49+00:00,Under,-192,WIN,5.00,2.6041666666666665,2.6041666666666665,SETTLEMENT_CERTIFIED
2026-07-29,823598,596019,Francisco Lindor,cleanroom_20260729T230547Z,2026-07-29T23:05:49+00:00,Over,134,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823598,596019,Francisco Lindor,cleanroom_20260729T230547Z,2026-07-29T23:05:49+00:00,Under,-175,WIN,5.00,2.857142857142857,2.857142857142857,SETTLEMENT_CERTIFIED
2026-07-29,823598,621566,Matt Olson,cleanroom_20260729T230547Z,2026-07-29T23:05:49+00:00,Over,124,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823598,621566,Matt Olson,cleanroom_20260729T230547Z,2026-07-29T23:05:49+00:00,Under,-161,WIN,5.00,3.1055900621118013,3.1055900621118013,SETTLEMENT_CERTIFIED
2026-07-29,823598,645277,Ozzie Albies,cleanroom_20260729T230547Z,2026-07-29T23:05:49+00:00,Over,149,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823598,645277,Ozzie Albies,cleanroom_20260729T230547Z,2026-07-29T23:05:49+00:00,Under,-196,WIN,5.00,2.5510204081632653,2.5510204081632653,SETTLEMENT_CERTIFIED
2026-07-29,823598,660670,Ronald Acuña Jr.,cleanroom_20260729T230547Z,2026-07-29T23:05:49+00:00,Over,136,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823598,660670,Ronald Acuña Jr.,cleanroom_20260729T230547Z,2026-07-29T23:05:49+00:00,Under,-179,WIN,5.00,2.793296089385475,2.793296089385475,SETTLEMENT_CERTIFIED
2026-07-29,823598,666182,Bo Bichette,cleanroom_20260729T230547Z,2026-07-29T23:05:49+00:00,Over,149,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823598,666182,Bo Bichette,cleanroom_20260729T230547Z,2026-07-29T23:05:49+00:00,Under,-196,WIN,5.00,2.5510204081632653,2.5510204081632653,SETTLEMENT_CERTIFIED
2026-07-29,823598,671739,Michael Harris II,cleanroom_20260729T230547Z,2026-07-29T23:05:49+00:00,Over,110,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823598,671739,Michael Harris II,cleanroom_20260729T230547Z,2026-07-29T23:05:49+00:00,Under,-143,WIN,5.00,3.4965034965034967,3.4965034965034967,SETTLEMENT_CERTIFIED
2026-07-29,823598,673357,Luis Robert Jr.,cleanroom_20260729T230547Z,2026-07-29T23:05:49+00:00,Over,171,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823598,673357,Luis Robert Jr.,cleanroom_20260729T230547Z,2026-07-29T23:05:49+00:00,Under,-227,WIN,5.00,2.202643171806167,2.202643171806167,SETTLEMENT_CERTIFIED
2026-07-29,823598,686948,Drake Baldwin,cleanroom_20260729T230547Z,2026-07-29T23:05:49+00:00,Over,122,WIN,5.00,6.1,6.1,SETTLEMENT_CERTIFIED
2026-07-29,823598,686948,Drake Baldwin,cleanroom_20260729T230547Z,2026-07-29T23:05:49+00:00,Under,-159,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823677,521692,Salvador Perez,cleanroom_20260729T233728Z,2026-07-29T23:37:09+00:00,Over,141,WIN,5.00,7.05,7.05,SETTLEMENT_CERTIFIED
2026-07-29,823677,521692,Salvador Perez,cleanroom_20260729T233728Z,2026-07-29T23:37:09+00:00,Under,-185,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823677,605137,Josh Bell,cleanroom_20260729T233728Z,2026-07-29T23:37:09+00:00,Over,110,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823677,605137,Josh Bell,cleanroom_20260729T233728Z,2026-07-29T23:37:09+00:00,Under,-143,WIN,5.00,3.4965034965034967,3.4965034965034967,SETTLEMENT_CERTIFIED
2026-07-29,823677,605170,Victor Caratini,cleanroom_20260729T233728Z,2026-07-29T23:37:09+00:00,Over,146,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823677,605170,Victor Caratini,cleanroom_20260729T233728Z,2026-07-29T23:37:09+00:00,Under,-192,WIN,5.00,2.6041666666666665,2.6041666666666665,SETTLEMENT_CERTIFIED
2026-07-29,823677,657041,Lane Thomas,cleanroom_20260729T233728Z,2026-07-29T23:37:09+00:00,Over,152,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823677,657041,Lane Thomas,cleanroom_20260729T233728Z,2026-07-29T23:37:09+00:00,Under,-200,WIN,5.00,2.5,2.5,SETTLEMENT_CERTIFIED
2026-07-29,823677,663616,Trevor Larnach,cleanroom_20260729T233728Z,2026-07-29T23:37:09+00:00,Over,110,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823677,663616,Trevor Larnach,cleanroom_20260729T233728Z,2026-07-29T23:37:09+00:00,Under,-143,WIN,5.00,3.4965034965034967,3.4965034965034967,SETTLEMENT_CERTIFIED
2026-07-29,823677,665019,Kody Clemens,cleanroom_20260729T233728Z,2026-07-29T23:37:09+00:00,Over,-111,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823677,665019,Kody Clemens,cleanroom_20260729T233728Z,2026-07-29T23:37:09+00:00,Under,-116,WIN,5.00,4.310344827586207,4.310344827586207,SETTLEMENT_CERTIFIED
2026-07-29,823677,668904,Royce Lewis,cleanroom_20260729T233728Z,2026-07-29T23:37:09+00:00,Over,118,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823677,668904,Royce Lewis,cleanroom_20260729T233728Z,2026-07-29T23:37:09+00:00,Under,-154,WIN,5.00,3.2467532467532467,3.2467532467532467,SETTLEMENT_CERTIFIED
2026-07-29,823677,679845,Nick Loftin,cleanroom_20260729T175530Z,2026-07-29T17:55:22+00:00,Over,171,WIN,5.00,8.55,8.55,SETTLEMENT_CERTIFIED
2026-07-29,823677,679845,Nick Loftin,cleanroom_20260729T175530Z,2026-07-29T17:55:22+00:00,Under,-227,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823677,680777,Ryan Jeffers,cleanroom_20260729T233728Z,2026-07-29T23:37:09+00:00,Over,117,LOSS,5.00,,,NO_ACTION
2026-07-29,823677,680777,Ryan Jeffers,cleanroom_20260729T233728Z,2026-07-29T23:37:09+00:00,Under,-152,WIN,5.00,,,NO_ACTION
2026-07-29,823677,686469,Vinnie Pasquantino,cleanroom_20260729T194916Z,2026-07-29T19:49:07+00:00,Over,136,LOSS,5.00,,,NO_ACTION
2026-07-29,823677,686469,Vinnie Pasquantino,cleanroom_20260729T194916Z,2026-07-29T19:49:07+00:00,Under,-179,WIN,5.00,,,NO_ACTION
2026-07-29,823677,686681,Michael Massey,cleanroom_20260729T233728Z,2026-07-29T23:37:09+00:00,Over,164,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823677,686681,Michael Massey,cleanroom_20260729T233728Z,2026-07-29T23:37:09+00:00,Under,-217,WIN,5.00,2.304147465437788,2.304147465437788,SETTLEMENT_CERTIFIED
2026-07-29,823677,686797,Brooks Lee,cleanroom_20260729T233728Z,2026-07-29T23:37:09+00:00,Over,112,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823677,686797,Brooks Lee,cleanroom_20260729T233728Z,2026-07-29T23:37:09+00:00,Under,-145,WIN,5.00,3.4482758620689653,3.4482758620689653,SETTLEMENT_CERTIFIED
2026-07-29,823677,695506,Jac Caglianone,cleanroom_20260729T233728Z,2026-07-29T23:37:09+00:00,Over,109,WIN,5.00,5.45,5.45,SETTLEMENT_CERTIFIED
2026-07-29,823677,695506,Jac Caglianone,cleanroom_20260729T233728Z,2026-07-29T23:37:09+00:00,Under,-141,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823677,695600,Carter Jensen,cleanroom_20260729T233728Z,2026-07-29T23:37:09+00:00,Over,130,WIN,5.00,6.5,6.5,SETTLEMENT_CERTIFIED
2026-07-29,823677,695600,Carter Jensen,cleanroom_20260729T233728Z,2026-07-29T23:37:09+00:00,Under,-169,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823677,702176,Alan Roden,cleanroom_20260729T233728Z,2026-07-29T23:37:09+00:00,Over,178,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823677,702176,Alan Roden,cleanroom_20260729T233728Z,2026-07-29T23:37:09+00:00,Under,-238,WIN,5.00,2.100840336134454,2.100840336134454,SETTLEMENT_CERTIFIED
2026-07-29,823677,807712,Luke Keaschall,cleanroom_20260729T233728Z,2026-07-29T23:37:09+00:00,Over,167,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823677,807712,Luke Keaschall,cleanroom_20260729T233728Z,2026-07-29T23:37:09+00:00,Under,-222,WIN,5.00,2.2522522522522523,2.2522522522522523,SETTLEMENT_CERTIFIED
2026-07-29,823837,547180,Bryce Harper,cleanroom_20260729T155216Z,2026-07-29T15:51:27+00:00,Over,110,WIN,5.00,5.5,5.5,SETTLEMENT_CERTIFIED
2026-07-29,823837,547180,Bryce Harper,cleanroom_20260729T155216Z,2026-07-29T15:51:27+00:00,Under,-143,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823837,592663,J.T. Realmuto,cleanroom_20260729T155216Z,2026-07-29T15:51:27+00:00,Over,149,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823837,592663,J.T. Realmuto,cleanroom_20260729T155216Z,2026-07-29T15:51:27+00:00,Under,-196,WIN,5.00,2.5510204081632653,2.5510204081632653,SETTLEMENT_CERTIFIED
2026-07-29,823837,607208,Trea Turner,cleanroom_20260729T155216Z,2026-07-29T15:51:27+00:00,Over,115,WIN,5.00,5.75,5.75,SETTLEMENT_CERTIFIED
2026-07-29,823837,607208,Trea Turner,cleanroom_20260729T155216Z,2026-07-29T15:51:27+00:00,Under,-149,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823837,624641,Edmundo Sosa,cleanroom_20260729T135332Z,2026-07-29T13:53:31+00:00,Over,190,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823837,624641,Edmundo Sosa,cleanroom_20260729T135332Z,2026-07-29T13:53:31+00:00,Under,-256,WIN,5.00,1.953125,1.953125,SETTLEMENT_CERTIFIED
2026-07-29,823837,650559,Bryan De La Cruz,cleanroom_20260729T155216Z,2026-07-29T15:51:27+00:00,Over,171,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823837,650559,Bryan De La Cruz,cleanroom_20260729T155216Z,2026-07-29T15:51:27+00:00,Under,-227,WIN,5.00,2.202643171806167,2.202643171806167,SETTLEMENT_CERTIFIED
2026-07-29,823837,656941,Kyle Schwarber,cleanroom_20260729T155216Z,2026-07-29T15:51:27+00:00,Over,110,LOSS,5.00,,,NO_ACTION
2026-07-29,823837,656941,Kyle Schwarber,cleanroom_20260729T155216Z,2026-07-29T15:51:27+00:00,Under,-143,WIN,5.00,,,NO_ACTION
2026-07-29,823837,664761,Alec Bohm,cleanroom_20260729T155216Z,2026-07-29T15:51:27+00:00,Over,128,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823837,664761,Alec Bohm,cleanroom_20260729T155216Z,2026-07-29T15:51:27+00:00,Under,-167,WIN,5.00,2.9940119760479043,2.9940119760479043,SETTLEMENT_CERTIFIED
2026-07-29,823837,669016,Brandon Marsh,cleanroom_20260729T155216Z,2026-07-29T15:51:27+00:00,Over,126,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823837,669016,Brandon Marsh,cleanroom_20260729T155216Z,2026-07-29T15:51:27+00:00,Under,-164,WIN,5.00,3.048780487804878,3.048780487804878,SETTLEMENT_CERTIFIED
2026-07-29,823837,669364,Xavier Edwards,cleanroom_20260729T155216Z,2026-07-29T15:51:27+00:00,Over,182,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823837,669364,Xavier Edwards,cleanroom_20260729T155216Z,2026-07-29T15:51:27+00:00,Under,-244,WIN,5.00,2.0491803278688523,2.0491803278688523,SETTLEMENT_CERTIFIED
2026-07-29,823837,672640,Otto Lopez,cleanroom_20260729T155216Z,2026-07-29T15:51:27+00:00,Over,139,WIN,5.00,6.95,6.95,SETTLEMENT_CERTIFIED
2026-07-29,823837,672640,Otto Lopez,cleanroom_20260729T155216Z,2026-07-29T15:51:27+00:00,Under,-182,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823837,681082,Bryson Stott,cleanroom_20260729T155216Z,2026-07-29T15:51:27+00:00,Over,118,WIN,5.00,5.9,5.9,SETTLEMENT_CERTIFIED
2026-07-29,823837,681082,Bryson Stott,cleanroom_20260729T155216Z,2026-07-29T15:51:27+00:00,Under,-154,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823837,681715,Heriberto Hernández,cleanroom_20260729T155216Z,2026-07-29T15:51:27+00:00,Over,164,WIN,5.00,8.2,8.2,SETTLEMENT_CERTIFIED
2026-07-29,823837,681715,Heriberto Hernández,cleanroom_20260729T155216Z,2026-07-29T15:51:27+00:00,Under,-217,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823837,687282,Gabriel Rincones Jr.,cleanroom_20260729T155216Z,2026-07-29T15:51:27+00:00,Over,204,LOSS,5.00,,,NO_ACTION
2026-07-29,823837,687282,Gabriel Rincones Jr.,cleanroom_20260729T155216Z,2026-07-29T15:51:27+00:00,Under,-278,WIN,5.00,,,NO_ACTION
2026-07-29,823837,691594,Javier Sanoja,cleanroom_20260729T155216Z,2026-07-29T15:51:27+00:00,Over,174,WIN,5.00,8.7,8.7,SETTLEMENT_CERTIFIED
2026-07-29,823837,691594,Javier Sanoja,cleanroom_20260729T155216Z,2026-07-29T15:51:27+00:00,Under,-233,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823837,702222,Justin Crawford,cleanroom_20260729T155216Z,2026-07-29T15:51:27+00:00,Over,152,WIN,5.00,7.6,7.6,SETTLEMENT_CERTIFIED
2026-07-29,823837,702222,Justin Crawford,cleanroom_20260729T155216Z,2026-07-29T15:51:27+00:00,Under,-200,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823924,518692,Freddie Freeman,cleanroom_20260730T011042Z,2026-07-30T01:10:54+00:00,Over,-102,WIN,5.00,4.901960784313726,4.901960784313726,SETTLEMENT_CERTIFIED
2026-07-29,823924,518692,Freddie Freeman,cleanroom_20260730T011042Z,2026-07-30T01:10:54+00:00,Under,-127,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823924,571970,Max Muncy,cleanroom_20260730T011042Z,2026-07-30T01:10:54+00:00,Over,118,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823924,571970,Max Muncy,cleanroom_20260730T011042Z,2026-07-30T01:10:54+00:00,Under,-154,WIN,5.00,3.2467532467532467,3.2467532467532467,SETTLEMENT_CERTIFIED
2026-07-29,823924,605141,Mookie Betts,cleanroom_20260730T011042Z,2026-07-30T01:10:54+00:00,Over,130,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823924,605141,Mookie Betts,cleanroom_20260730T011042Z,2026-07-30T01:10:54+00:00,Under,-169,WIN,5.00,2.9585798816568047,2.9585798816568047,SETTLEMENT_CERTIFIED
2026-07-29,823924,606192,Teoscar Hernández,cleanroom_20260730T011042Z,2026-07-30T01:10:54+00:00,Over,144,WIN,5.00,7.2,7.2,SETTLEMENT_CERTIFIED
2026-07-29,823924,606192,Teoscar Hernández,cleanroom_20260730T011042Z,2026-07-30T01:10:54+00:00,Under,-189,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823924,608701,Rob Refsnyder,cleanroom_20260730T011042Z,2026-07-30T01:10:54+00:00,Over,171,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823924,608701,Rob Refsnyder,cleanroom_20260730T011042Z,2026-07-30T01:10:54+00:00,Under,-227,WIN,5.00,2.202643171806167,2.202643171806167,SETTLEMENT_CERTIFIED
2026-07-29,823924,647304,Josh Naylor,cleanroom_20260730T011042Z,2026-07-30T01:10:54+00:00,Over,155,WIN,5.00,7.75,7.75,SETTLEMENT_CERTIFIED
2026-07-29,823924,647304,Josh Naylor,cleanroom_20260730T011042Z,2026-07-30T01:10:54+00:00,Under,-204,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
2026-07-29,823924,660271,Shohei Ohtani,cleanroom_20260730T011042Z,2026-07-30T01:10:54+00:00,Over,-118,WIN,5.00,4.237288135593221,4.237288135593221,SETTLEMENT_CERTIFIED
2026-07-29,823924,660271,Shohei Ohtani,cleanroom_20260730T011042Z,2026-07-30T01:10:54+00:00,Under,-110,LOSS,5.00,0,-5.0,SETTLEMENT_CERTIFIED
