slate_date,game_pk,player_mlb_id,prop_type,line,population_source,population_sha256,governing_capture,market_timestamp,over_odds,under_odds,official_outcome_source,outcome_payload_sha256,total_bases,action_status,over_settlement,under_settlement,closeout_revision
2026-07-29,822702,677588,Total Bases,1.5,backend/mlb/exports/cleanroom_v1/bol_tb15/2026-07-29/bol_tb15_final_pregame_actionable_2026-07-29.csv,cd88e38bead14a3e33bbe396a2c742c1623740121361b4f1dc28cf4f7ed1cb3a,cleanroom_20260729T135332Z,2026-07-29T13:53:53+00:00,158,-208,backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-29/closeout_20260730T144954Z/game_822702.json,8209359680c5bab72364073795b3bf2b284d46158c75f268082814745fee9cf2,0,SETTLED,OVER_LOSS,UNDER_WIN,1
2026-07-29,822702,682818,Total Bases,1.5,backend/mlb/exports/cleanroom_v1/bol_tb15/2026-07-29/bol_tb15_final_pregame_actionable_2026-07-29.csv,cd88e38bead14a3e33bbe396a2c742c1623740121361b4f1dc28cf4f7ed1cb3a,cleanroom_20260729T162627Z,2026-07-29T16:25:51+00:00,122,-159,backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-29/closeout_20260730T144954Z/game_822702.json,8209359680c5bab72364073795b3bf2b284d46158c75f268082814745fee9cf2,2,SETTLED,OVER_WIN,UNDER_LOSS,1
2026-07-29,822702,682928,Total Bases,1.5,backend/mlb/exports/cleanroom_v1/bol_tb15/2026-07-29/bol_tb15_final_pregame_actionable_2026-07-29.csv,cd88e38bead14a3e33bbe396a2c742c1623740121361b4f1dc28cf4f7ed1cb3a,cleanroom_20260729T162627Z,2026-07-29T16:25:51+00:00,122,-159,backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-29/closeout_20260730T144954Z/game_822702.json,8209359680c5bab72364073795b3bf2b284d46158c75f268082814745fee9cf2,0,SETTLED,OVER_LOSS,UNDER_WIN,1
2026-07-29,822702,686611,Total Bases,1.5,backend/mlb/exports/cleanroom_v1/bol_tb15/2026-07-29/bol_tb15_final_pregame_actionable_2026-07-29.csv,cd88e38bead14a3e33bbe396a2c742c1623740121361b4f1dc28cf4f7ed1cb3a,cleanroom_20260729T135332Z,2026-07-29T13:53:53+00:00,164,-217,backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-29/closeout_20260730T144954Z/game_822702.json,8209359680c5bab72364073795b3bf2b284d46158c75f268082814745fee9cf2,0,VOID,NO_ACTION,NO_ACTION,1
2026-07-29,822702,691781,Total Bases,1.5,backend/mlb/exports/cleanroom_v1/bol_tb15/2026-07-29/bol_tb15_final_pregame_actionable_2026-07-29.csv,cd88e38bead14a3e33bbe396a2c742c1623740121361b4f1dc28cf4f7ed1cb3a,cleanroom_20260729T162627Z,2026-07-29T16:25:51+00:00,149,-196,backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-29/closeout_20260730T144954Z/game_822702.json,8209359680c5bab72364073795b3bf2b284d46158c75f268082814745fee9cf2,0,SETTLED,OVER_LOSS,UNDER_WIN,1
2026-07-29,822702,695578,Total Bases,1.5,backend/mlb/exports/cleanroom_v1/bol_tb15/2026-07-29/bol_tb15_final_pregame_actionable_2026-07-29.csv,cd88e38bead14a3e33bbe396a2c742c1623740121361b4f1dc28cf4f7ed1cb3a,cleanroom_20260729T162627Z,2026-07-29T16:25:51+00:00,120,-156,backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-29/closeout_20260730T144954Z/game_822702.json,8209359680c5bab72364073795b3bf2b284d46158c75f268082814745fee9cf2,3,SETTLED,OVER_WIN,UNDER_LOSS,1
2026-07-29,822702,695734,Total Bases,1.5,backend/mlb/exports/cleanroom_v1/bol_tb15/2026-07-29/bol_tb15_final_pregame_actionable_2026-07-29.csv,cd88e38bead14a3e33bbe396a2c742c1623740121361b4f1dc28cf4f7ed1cb3a,cleanroom_20260729T162627Z,2026-07-29T16:25:51+00:00,134,-175,backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-29/closeout_20260730T144954Z/game_822702.json,8209359680c5bab72364073795b3bf2b284d46158c75f268082814745fee9cf2,1,SETTLED,OVER_LOSS,UNDER_WIN,1
2026-07-29,822947,607043,Total Bases,1.5,backend/mlb/exports/cleanroom_v1/bol_tb15/2026-07-29/bol_tb15_final_pregame_actionable_2026-07-29.csv,cd88e38bead14a3e33bbe396a2c742c1623740121361b4f1dc28cf4f7ed1cb3a,cleanroom_20260729T194916Z,2026-07-29T19:49:18+00:00,155,-204,backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-29/closeout_20260730T144954Z/game_822947.json,d501fa9cadb9ac06bc25bd49feb6efd79effaff9a3b8446c8e7ddfe4edb5c9bf,2,SETTLED,OVER_WIN,UNDER_LOSS,1
2026-07-29,822947,650490,Total Bases,1.5,backend/mlb/exports/cleanroom_v1/bol_tb15/2026-07-29/bol_tb15_final_pregame_actionable_2026-07-29.csv,cd88e38bead14a3e33bbe396a2c742c1623740121361b4f1dc28cf4f7ed1cb3a,cleanroom_20260729T194916Z,2026-07-29T19:49:18+00:00,107,-139,backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-29/closeout_20260730T144954Z/game_822947.json,d501fa9cadb9ac06bc25bd49feb6efd79effaff9a3b8446c8e7ddfe4edb5c9bf,4,SETTLED,OVER_WIN,UNDER_LOSS,1
2026-07-29,822947,666018,Total Bases,1.5,backend/mlb/exports/cleanroom_v1/bol_tb15/2026-07-29/bol_tb15_final_pregame_actionable_2026-07-29.csv,cd88e38bead14a3e33bbe396a2c742c1623740121361b4f1dc28cf4f7ed1cb3a,cleanroom_20260729T194916Z,2026-07-29T19:49:18+00:00,146,-192,backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-29/closeout_20260730T144954Z/game_822947.json,d501fa9cadb9ac06bc25bd49feb6efd79effaff9a3b8446c8e7ddfe4edb5c9bf,2,SETTLED,OVER_WIN,UNDER_LOSS,1
2026-07-29,822947,668723,Total Bases,1.5,backend/mlb/exports/cleanroom_v1/bol_tb15/2026-07-29/bol_tb15_final_pregame_actionable_2026-07-29.csv,cd88e38bead14a3e33bbe396a2c742c1623740121361b4f1dc28cf4f7ed1cb3a,cleanroom_20260729T175530Z,2026-07-29T17:55:52+00:00,171,-227,backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-29/closeout_20260730T144954Z/game_822947.json,d501fa9cadb9ac06bc25bd49feb6efd79effaff9a3b8446c8e7ddfe4edb5c9bf,4,SETTLED,OVER_WIN,UNDER_LOSS,1
2026-07-29,822947,669394,Total Bases,1.5,backend/mlb/exports/cleanroom_v1/bol_tb15/2026-07-29/bol_tb15_final_pregame_actionable_2026-07-29.csv,cd88e38bead14a3e33bbe396a2c742c1623740121361b4f1dc28cf4f7ed1cb3a,cleanroom_20260729T194916Z,2026-07-29T19:49:18+00:00,136,-179,backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-29/closeout_20260730T144954Z/game_822947.json,d501fa9cadb9ac06bc25bd49feb6efd79effaff9a3b8446c8e7ddfe4edb5c9bf,2,SETTLED,OVER_WIN,UNDER_LOSS,1
2026-07-29,822947,676356,Total Bases,1.5,backend/mlb/exports/cleanroom_v1/bol_tb15/2026-07-29/bol_tb15_final_pregame_actionable_2026-07-29.csv,cd88e38bead14a3e33bbe396a2c742c1623740121361b4f1dc28cf4f7ed1cb3a,cleanroom_20260729T194916Z,2026-07-29T19:49:18+00:00,178,-238,backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-29/closeout_20260730T144954Z/game_822947.json,d501fa9cadb9ac06bc25bd49feb6efd79effaff9a3b8446c8e7ddfe4edb5c9bf,0,SETTLED,OVER_LOSS,UNDER_WIN,1
2026-07-29,822947,677649,Total Bases,1.5,backend/mlb/exports/cleanroom_v1/bol_tb15/2026-07-29/bol_tb15_final_pregame_actionable_2026-07-29.csv,cd88e38bead14a3e33bbe396a2c742c1623740121361b4f1dc28cf4f7ed1cb3a,cleanroom_20260729T194916Z,2026-07-29T19:49:18+00:00,152,-200,backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-29/closeout_20260730T144954Z/game_822947.json,d501fa9cadb9ac06bc25bd49feb6efd79effaff9a3b8446c8e7ddfe4edb5c9bf,0,SETTLED,OVER_LOSS,UNDER_WIN,1
2026-07-29,822947,691406,Total Bases,1.5,backend/mlb/exports/cleanroom_v1/bol_tb15/2026-07-29/bol_tb15_final_pregame_actionable_2026-07-29.csv,cd88e38bead14a3e33bbe396a2c742c1623740121361b4f1dc28cf4f7ed1cb3a,cleanroom_20260729T194916Z,2026-07-29T19:49:18+00:00,100,-130,backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-29/closeout_20260730T144954Z/game_822947.json,d501fa9cadb9ac06bc25bd49feb6efd79effaff9a3b8446c8e7ddfe4edb5c9bf,0,SETTLED,OVER_LOSS,UNDER_WIN,1
2026-07-29,822947,694671,Total Bases,1.5,backend/mlb/exports/cleanroom_v1/bol_tb15/2026-07-29/bol_tb15_final_pregame_actionable_2026-07-29.csv,cd88e38bead14a3e33bbe396a2c742c1623740121361b4f1dc28cf4f7ed1cb3a,cleanroom_20260729T194916Z,2026-07-29T19:49:18+00:00,128,-167,backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-29/closeout_20260730T144954Z/game_822947.json,d501fa9cadb9ac06bc25bd49feb6efd79effaff9a3b8446c8e7ddfe4edb5c9bf,0,SETTLED,OVER_LOSS,UNDER_WIN,1
2026-07-29,822947,802415,Total Bases,1.5,backend/mlb/exports/cleanroom_v1/bol_tb15/2026-07-29/bol_tb15_final_pregame_actionable_2026-07-29.csv,cd88e38bead14a3e33bbe396a2c742c1623740121361b4f1dc28cf4f7ed1cb3a,cleanroom_20260729T194916Z,2026-07-29T19:49:18+00:00,161,-213,backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-29/closeout_20260730T144954Z/game_822947.json,d501fa9cadb9ac06bc25bd49feb6efd79effaff9a3b8446c8e7ddfe4edb5c9bf,0,SETTLED,OVER_LOSS,UNDER_WIN,1
2026-07-29,823022,608324,Total Bases,1.5,backend/mlb/exports/cleanroom_v1/bol_tb15/2026-07-29/bol_tb15_final_pregame_actionable_2026-07-29.csv,cd88e38bead14a3e33bbe396a2c742c1623740121361b4f1dc28cf4f7ed1cb3a,cleanroom_20260729T233728Z,2026-07-29T23:37:30+00:00,164,-217,backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-29/closeout_20260730T144954Z/game_823022.json,73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d,2,SETTLED,OVER_WIN,UNDER_LOSS,1
2026-07-29,823022,608348,Total Bases,1.5,backend/mlb/exports/cleanroom_v1/bol_tb15/2026-07-29/bol_tb15_final_pregame_actionable_2026-07-29.csv,cd88e38bead14a3e33bbe396a2c742c1623740121361b4f1dc28cf4f7ed1cb3a,cleanroom_20260729T233728Z,2026-07-29T23:37:30+00:00,190,-256,backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-29/closeout_20260730T144954Z/game_823022.json,73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d,0,VOID,NO_ACTION,NO_ACTION,1
2026-07-29,823022,621020,Total Bases,1.5,backend/mlb/exports/cleanroom_v1/bol_tb15/2026-07-29/bol_tb15_final_pregame_actionable_2026-07-29.csv,cd88e38bead14a3e33bbe396a2c742c1623740121361b4f1dc28cf4f7ed1cb3a,cleanroom_20260729T233728Z,2026-07-29T23:37:30+00:00,171,-227,backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-29/closeout_20260730T144954Z/game_823022.json,73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d,0,SETTLED,OVER_LOSS,UNDER_WIN,1
2026-07-29,823022,663538,Total Bases,1.5,backend/mlb/exports/cleanroom_v1/bol_tb15/2026-07-29/bol_tb15_final_pregame_actionable_2026-07-29.csv,cd88e38bead14a3e33bbe396a2c742c1623740121361b4f1dc28cf4f7ed1cb3a,cleanroom_20260729T194916Z,2026-07-29T19:49:38+00:00,161,-213,backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-29/closeout_20260730T144954Z/game_823022.json,73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d,0,SETTLED,OVER_LOSS,UNDER_WIN,1
2026-07-29,823022,664023,Total Bases,1.5,backend/mlb/exports/cleanroom_v1/bol_tb15/2026-07-29/bol_tb15_final_pregame_actionable_2026-07-29.csv,cd88e38bead14a3e33bbe396a2c742c1623740121361b4f1dc28cf4f7ed1cb3a,cleanroom_20260729T233728Z,2026-07-29T23:37:30+00:00,171,-227,backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-29/closeout_20260730T144954Z/game_823022.json,73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d,0,SETTLED,OVER_LOSS,UNDER_WIN,1
2026-07-29,823022,665877,Total Bases,1.5,backend/mlb/exports/cleanroom_v1/bol_tb15/2026-07-29/bol_tb15_final_pregame_actionable_2026-07-29.csv,cd88e38bead14a3e33bbe396a2c742c1623740121361b4f1dc28cf4f7ed1cb3a,cleanroom_20260729T230547Z,2026-07-29T23:05:38+00:00,182,-244,backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-29/closeout_20260730T144954Z/game_823022.json,73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d,0,SETTLED,OVER_LOSS,UNDER_WIN,1
2026-07-29,823022,671056,Total Bases,1.5,backend/mlb/exports/cleanroom_v1/bol_tb15/2026-07-29/bol_tb15_final_pregame_actionable_2026-07-29.csv,cd88e38bead14a3e33bbe396a2c742c1623740121361b4f1dc28cf4f7ed1cb3a,cleanroom_20260729T233728Z,2026-07-29T23:37:30+00:00,134,-175,backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-29/closeout_20260730T144954Z/game_823022.json,73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d,5,SETTLED,OVER_WIN,UNDER_LOSS,1
2026-07-29,823022,673548,Total Bases,1.5,backend/mlb/exports/cleanroom_v1/bol_tb15/2026-07-29/bol_tb15_final_pregame_actionable_2026-07-29.csv,cd88e38bead14a3e33bbe396a2c742c1623740121361b4f1dc28cf4f7ed1cb3a,cleanroom_20260729T233728Z,2026-07-29T23:37:30+00:00,144,-189,backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-29/closeout_20260730T144954Z/game_823022.json,73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d,1,SETTLED,OVER_LOSS,UNDER_WIN,1
2026-07-29,823022,676369,Total Bases,1.5,backend/mlb/exports/cleanroom_v1/bol_tb15/2026-07-29/bol_tb15_final_pregame_actionable_2026-07-29.csv,cd88e38bead14a3e33bbe396a2c742c1623740121361b4f1dc28cf4f7ed1cb3a,cleanroom_20260729T194916Z,2026-07-29T19:49:38+00:00,149,-196,backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-29/closeout_20260730T144954Z/game_823022.json,73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d,0,VOID,NO_ACTION,NO_ACTION,1
2026-07-29,823022,676475,Total Bases,1.5,backend/mlb/exports/cleanroom_v1/bol_tb15/2026-07-29/bol_tb15_final_pregame_actionable_2026-07-29.csv,cd88e38bead14a3e33bbe396a2c742c1623740121361b4f1dc28cf4f7ed1cb3a,cleanroom_20260729T233728Z,2026-07-29T23:37:30+00:00,146,-192,backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-29/closeout_20260730T144954Z/game_823022.json,73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d,1,SETTLED,OVER_LOSS,UNDER_WIN,1
2026-07-29,823022,683737,Total Bases,1.5,backend/mlb/exports/cleanroom_v1/bol_tb15/2026-07-29/bol_tb15_final_pregame_actionable_2026-07-29.csv,cd88e38bead14a3e33bbe396a2c742c1623740121361b4f1dc28cf4f7ed1cb3a,cleanroom_20260729T233728Z,2026-07-29T23:37:30+00:00,158,-208,backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-29/closeout_20260730T144954Z/game_823022.json,73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d,0,SETTLED,OVER_LOSS,UNDER_WIN,1
2026-07-29,823022,691023,Total Bases,1.5,backend/mlb/exports/cleanroom_v1/bol_tb15/2026-07-29/bol_tb15_final_pregame_actionable_2026-07-29.csv,cd88e38bead14a3e33bbe396a2c742c1623740121361b4f1dc28cf4f7ed1cb3a,cleanroom_20260729T233728Z,2026-07-29T23:37:30+00:00,102,-132,backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-29/closeout_20260730T144954Z/game_823022.json,73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d,1,SETTLED,OVER_LOSS,UNDER_WIN,1
2026-07-29,823022,691026,Total Bases,1.5,backend/mlb/exports/cleanroom_v1/bol_tb15/2026-07-29/bol_tb15_final_pregame_actionable_2026-07-29.csv,cd88e38bead14a3e33bbe396a2c742c1623740121361b4f1dc28cf4f7ed1cb3a,cleanroom_20260729T233728Z,2026-07-29T23:37:30+00:00,158,-208,backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-29/closeout_20260730T144954Z/game_823022.json,73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d,0,SETTLED,OVER_LOSS,UNDER_WIN,1
2026-07-29,823022,691458,Total Bases,1.5,backend/mlb/exports/cleanroom_v1/bol_tb15/2026-07-29/bol_tb15_final_pregame_actionable_2026-07-29.csv,cd88e38bead14a3e33bbe396a2c742c1623740121361b4f1dc28cf4f7ed1cb3a,cleanroom_20260729T233728Z,2026-07-29T23:37:30+00:00,171,-227,backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-29/closeout_20260730T144954Z/game_823022.json,73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d,2,SETTLED,OVER_WIN,UNDER_LOSS,1
2026-07-29,823022,691718,Total Bases,1.5,backend/mlb/exports/cleanroom_v1/bol_tb15/2026-07-29/bol_tb15_final_pregame_actionable_2026-07-29.csv,cd88e38bead14a3e33bbe396a2c742c1623740121361b4f1dc28cf4f7ed1cb3a,cleanroom_20260729T233728Z,2026-07-29T23:37:30+00:00,110,-143,backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-29/closeout_20260730T144954Z/game_823022.json,73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d,4,SETTLED,OVER_WIN,UNDER_LOSS,1
2026-07-29,823022,699393,Total Bases,1.5,backend/mlb/exports/cleanroom_v1/bol_tb15/2026-07-29/bol_tb15_final_pregame_actionable_2026-07-29.csv,cd88e38bead14a3e33bbe396a2c742c1623740121361b4f1dc28cf4f7ed1cb3a,cleanroom_20260729T233728Z,2026-07-29T23:37:30+00:00,155,-204,backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-29/closeout_20260730T144954Z/game_823022.json,73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d,0,SETTLED,OVER_LOSS,UNDER_WIN,1
2026-07-29,823022,802139,Total Bases,1.5,backend/mlb/exports/cleanroom_v1/bol_tb15/2026-07-29/bol_tb15_final_pregame_actionable_2026-07-29.csv,cd88e38bead14a3e33bbe396a2c742c1623740121361b4f1dc28cf4f7ed1cb3a,cleanroom_20260729T233728Z,2026-07-29T23:37:30+00:00,155,-204,backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-29/closeout_20260730T144954Z/game_823022.json,73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d,0,SETTLED,OVER_LOSS,UNDER_WIN,1
2026-07-29,823192,592885,Total Bases,1.5,backend/mlb/exports/cleanroom_v1/bol_tb15/2026-07-29/bol_tb15_final_pregame_actionable_2026-07-29.csv,cd88e38bead14a3e33bbe396a2c742c1623740121361b4f1dc28cf4f7ed1cb3a,cleanroom_20260729T175530Z,2026-07-29T17:55:01+00:00,161,-213,backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-29/closeout_20260730T144954Z/game_823192.json,df74c4c50183fb85ab3229c3cd68ffc48582d8dc42fe4c663abeb1255bc518b1,1,SETTLED,OVER_LOSS,UNDER_WIN,1
