slate_date,frozen_identity,matched_result_identity,join_count,frozen_player,official_player,join_decision
2026-07-29,2026-07-29|824242|663837|Total Bases|1.5,824242|663837,1,Matt Vierling,Matt Vierling,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824242|679529|Total Bases|1.5,824242|679529,1,Spencer Torkelson,Spencer Torkelson,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824242|680664|Total Bases|1.5,824242|680664,1,Eduardo Valencia,Eduardo Valencia,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824242|682985|Total Bases|1.5,824242|682985,1,Riley Greene,Riley Greene,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824242|683002|Total Bases|1.5,824242|683002,1,Gunnar Henderson,Gunnar Henderson,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824242|687952|Total Bases|1.5,824242|687952,1,Christian Encarnacion-Strand,Christian Encarnacion-Strand,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824242|693307|Total Bases|1.5,824242|693307,1,Dillon Dingler,Dillon Dingler,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824242|701678|Total Bases|1.5,824242|701678,1,Hao-Yu Lee,Hao-Yu Lee,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824242|805808|Total Bases|1.5,824242|805808,1,Kevin McGonigle,Kevin McGonigle,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824487|553993|Total Bases|1.5,824487|553993,1,Eugenio Suárez,Eugenio Suárez,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824487|608070|Total Bases|1.5,824487|608070,1,José Ramírez,José Ramírez,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824487|663886|Total Bases|1.5,824487|663886,1,Tyler Stephenson,Tyler Stephenson,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824487|668709|Total Bases|1.5,824487|668709,1,JJ Bleday,JJ Bleday,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824487|672275|Total Bases|1.5,824487|672275,1,Patrick Bailey,Patrick Bailey,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824487|672356|Total Bases|1.5,824487|672356,1,Gabriel Arias,Gabriel Arias,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824487|677587|Total Bases|1.5,824487|677587,1,Brayan Rocchio,Brayan Rocchio,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824487|680757|Total Bases|1.5,824487|680757,1,Steven Kwan,Steven Kwan,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824487|682657|Total Bases|1.5,824487|682657,1,Angel Martínez,Angel Martínez,NO_ACTION_ZERO_PA
2026-07-29,2026-07-29|824487|682829|Total Bases|1.5,824487|682829,1,Elly De La Cruz,Elly De La Cruz,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824487|683953|Total Bases|1.5,824487|683953,1,Travis Bazzana,Travis Bazzana,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824487|690984|Total Bases|1.5,824487|690984,1,Petey Halpin,Petey Halpin,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824487|700932|Total Bases|1.5,824487|700932,1,Kyle Manzardo,Kyle Manzardo,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824487|701398|Total Bases|1.5,824487|701398,1,Sal Stewart,Sal Stewart,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824487|800050|Total Bases|1.5,824487|800050,1,Chase DeLauter,Chase DeLauter,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824567|502671|Total Bases|1.5,824567|502671,1,Paul Goldschmidt,Paul Goldschmidt,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824567|641857|Total Bases|1.5,824567|641857,1,Ryan McMahon,Ryan McMahon,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824567|663757|Total Bases|1.5,824567|663757,1,Trent Grisham,Trent Grisham,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824567|665862|Total Bases|1.5,824567|665862,1,Jazz Chisholm Jr.,Jazz Chisholm Jr.,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824567|678246|Total Bases|1.5,824567|678246,1,Miguel Vargas,Miguel Vargas,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824567|682987|Total Bases|1.5,824567|682987,1,Spencer Jones,Spencer Jones,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824567|691176|Total Bases|1.5,824567|691176,1,Jasson Domínguez,Jasson Domínguez,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824567|695657|Total Bases|1.5,824567|695657,1,Colson Montgomery,Colson Montgomery,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824567|700250|Total Bases|1.5,824567|700250,1,Ben Rice,Ben Rice,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824567|803011|Total Bases|1.5,824567|803011,1,Sam Antonacci,Sam Antonacci,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824567|808959|Total Bases|1.5,824567|808959,1,Munetaka Murakami,Munetaka Murakami,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824973|575929|Total Bases|1.5,824973|575929,1,Willson Contreras,Willson Contreras,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824973|641680|Total Bases|1.5,824973|641680,1,Jonah Heim,Jonah Heim,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824973|643446|Total Bases|1.5,824973|643446,1,Jeff McNeil,Jeff McNeil,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824973|655316|Total Bases|1.5,824973|655316,1,Andruw Monasterio,Andruw Monasterio,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824973|657136|Total Bases|1.5,824973|657136,1,Connor Wong,Connor Wong,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824973|663853|Total Bases|1.5,824973|663853,1,Romy Gonzalez,Romy Gonzalez,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824973|665966|Total Bases|1.5,824973|665966,1,Carlos Narváez,Carlos Narváez,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824973|677800|Total Bases|1.5,824973|677800,1,Wilyer Abreu,Wilyer Abreu,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824973|678882|Total Bases|1.5,824973|678882,1,Ceddanne Rafaela,Ceddanne Rafaela,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824973|680776|Total Bases|1.5,824973|680776,1,Jarren Duran,Jarren Duran,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824973|686765|Total Bases|1.5,824973|686765,1,Nick Sogard,Nick Sogard,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824973|687515|Total Bases|1.5,824973|687515,1,Colby Thomas,Colby Thomas,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824973|691016|Total Bases|1.5,824973|691016,1,Tyler Soderstrom,Tyler Soderstrom,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824973|695720|Total Bases|1.5,824973|695720,1,Tommy White,Tommy White,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824973|701762|Total Bases|1.5,824973|701762,1,Nick Kurtz,Nick Kurtz,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824973|702332|Total Bases|1.5,824973|702332,1,Caleb Durbin,Caleb Durbin,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824973|703607|Total Bases|1.5,824973|703607,1,Henry Bolte,Henry Bolte,EXACT_ONE_TO_ONE_MATCH
2026-07-29,2026-07-29|824973|805779|Total Bases|1.5,824973|805779,1,Jacob Wilson,Jacob Wilson,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|822946|607043|Total Bases|1.5,822946|607043,1,Brandon Nimmo,Brandon Nimmo,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|822946|650490|Total Bases|1.5,822946|650490,1,Yandy Díaz,Yandy Díaz,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|822946|656775|Total Bases|1.5,822946|656775,1,Cedric Mullins,Cedric Mullins,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|822946|666018|Total Bases|1.5,822946|666018,1,Jonathan Aranda,Jonathan Aranda,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|822946|669394|Total Bases|1.5,822946|669394,1,Jake Burger,Jake Burger,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|822946|676356|Total Bases|1.5,822946|676356,1,Jonny DeLuca,Jonny DeLuca,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|822946|677649|Total Bases|1.5,822946|677649,1,Ezequiel Duran,Ezequiel Duran,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|822946|683748|Total Bases|1.5,822946|683748,1,Victor Mesa Jr.,Victor Mesa Jr.,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|822946|691406|Total Bases|1.5,822946|691406,1,Junior Caminero,Junior Caminero,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|822946|694671|Total Bases|1.5,822946|694671,1,Wyatt Langford,Wyatt Langford,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|822946|802415|Total Bases|1.5,822946|802415,1,Chandler Simpson,Chandler Simpson,NO_ACTION_ZERO_PA
2026-07-30,2026-07-30|822946|810938|Total Bases|1.5,822946|810938,1,Ben Williamson,Ben Williamson,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823023|608324|Total Bases|1.5,823023|608324,1,Alex Bregman,Alex Bregman,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823023|663457|Total Bases|1.5,823023|663457,1,Lars Nootbaar,Lars Nootbaar,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823023|663538|Total Bases|1.5,823023|663538,1,Nico Hoerner,Nico Hoerner,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823023|664023|Total Bases|1.5,823023|664023,1,Ian Happ,Ian Happ,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823023|671056|Total Bases|1.5,823023|671056,1,Iván Herrera,Iván Herrera,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823023|673548|Total Bases|1.5,823023|673548,1,Seiya Suzuki,Seiya Suzuki,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823023|676475|Total Bases|1.5,823023|676475,1,Alec Burleson,Alec Burleson,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823023|683737|Total Bases|1.5,823023|683737,1,Michael Busch,Michael Busch,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823023|691023|Total Bases|1.5,823023|691023,1,Jordan Walker,Jordan Walker,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823023|691026|Total Bases|1.5,823023|691026,1,Masyn Winn,Masyn Winn,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823023|691458|Total Bases|1.5,823023|691458,1,Blaze Jordan,Blaze Jordan,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823023|691718|Total Bases|1.5,823023|691718,1,Pete Crow-Armstrong,Pete Crow-Armstrong,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823023|699393|Total Bases|1.5,823023|699393,1,Pedro Ramírez,Pedro Ramírez,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823023|701675|Total Bases|1.5,823023|701675,1,Nathan Church,Nathan Church,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823023|802139|Total Bases|1.5,823023|802139,1,JJ Wetherholt,JJ Wetherholt,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823271|592518|Total Bases|1.5,823271|592518,1,Manny Machado,Manny Machado,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823271|593428|Total Bases|1.5,823271|593428,1,Xander Bogaerts,Xander Bogaerts,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823271|642715|Total Bases|1.5,823271|642715,1,Willy Adames,Willy Adames,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823271|646240|Total Bases|1.5,823271|646240,1,Rafael Devers,Rafael Devers,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823271|650333|Total Bases|1.5,823271|650333,1,Luis Arraez,Luis Arraez,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823271|650859|Total Bases|1.5,823271|650859,1,Luis Rengifo,Luis Rengifo,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823271|664034|Total Bases|1.5,823271|664034,1,Ty France,Ty France,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823271|665487|Total Bases|1.5,823271|665487,1,Fernando Tatis Jr.,Fernando Tatis Jr.,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823271|671218|Total Bases|1.5,823271|671218,1,Heliot Ramos,Heliot Ramos,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823271|701538|Total Bases|1.5,823271|701538,1,Jackson Merrill,Jackson Merrill,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823271|805811|Total Bases|1.5,823271|805811,1,Bryce Eldridge,Bryce Eldridge,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823271|808982|Total Bases|1.5,823271|808982,1,Jung Hoo Lee,Jung Hoo Lee,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823595|596019|Total Bases|1.5,823595|596019,1,Francisco Lindor,Francisco Lindor,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823595|666182|Total Bases|1.5,823595|666182,1,Bo Bichette,Bo Bichette,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823595|669065|Total Bases|1.5,823595|669065,1,Kyle Stowers,Kyle Stowers,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823595|672640|Total Bases|1.5,823595|672640,1,Otto Lopez,Otto Lopez,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823595|681715|Total Bases|1.5,823595|681715,1,Heriberto Hernández,Heriberto Hernández,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823674|521692|Total Bases|1.5,823674|521692,1,Salvador Perez,Salvador Perez,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823674|605137|Total Bases|1.5,823674|605137,1,Josh Bell,Josh Bell,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823674|605170|Total Bases|1.5,823674|605170,1,Victor Caratini,Victor Caratini,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823674|657041|Total Bases|1.5,823674|657041,1,Lane Thomas,Lane Thomas,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823674|665019|Total Bases|1.5,823674|665019,1,Kody Clemens,Kody Clemens,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823674|668885|Total Bases|1.5,823674|668885,1,Austin Martin,Austin Martin,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823674|668904|Total Bases|1.5,823674|668904,1,Royce Lewis,Royce Lewis,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823674|670231|Total Bases|1.5,823674|670231,1,John Rave,John Rave,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823674|679845|Total Bases|1.5,823674|679845,1,Nick Loftin,Nick Loftin,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823674|680777|Total Bases|1.5,823674|680777,1,Ryan Jeffers,Ryan Jeffers,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823674|686555|Total Bases|1.5,823674|686555,1,Isaac Collins,Isaac Collins,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823674|686681|Total Bases|1.5,823674|686681,1,Michael Massey,Michael Massey,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823674|686797|Total Bases|1.5,823674|686797,1,Brooks Lee,Brooks Lee,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823674|695506|Total Bases|1.5,823674|695506,1,Jac Caglianone,Jac Caglianone,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823674|695600|Total Bases|1.5,823674|695600,1,Carter Jensen,Carter Jensen,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823674|807712|Total Bases|1.5,823674|807712,1,Luke Keaschall,Luke Keaschall,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823921|518692|Total Bases|1.5,823921|518692,1,Freddie Freeman,Freddie Freeman,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823921|571970|Total Bases|1.5,823921|571970,1,Max Muncy,Max Muncy,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823921|605141|Total Bases|1.5,823921|605141,1,Mookie Betts,Mookie Betts,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823921|606192|Total Bases|1.5,823921|606192,1,Teoscar Hernández,Teoscar Hernández,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823921|647304|Total Bases|1.5,823921|647304,1,Josh Naylor,Josh Naylor,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823921|660271|Total Bases|1.5,823921|660271,1,Shohei Ohtani,Shohei Ohtani,NO_ACTION_ZERO_PA
2026-07-30,2026-07-30|823921|663656|Total Bases|1.5,823921|663656,1,Kyle Tucker,Kyle Tucker,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823921|663728|Total Bases|1.5,823921|663728,1,Cal Raleigh,Cal Raleigh,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823921|668227|Total Bases|1.5,823921|668227,1,Randy Arozarena,Randy Arozarena,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823921|669242|Total Bases|1.5,823921|669242,1,Tommy Edman,Tommy Edman,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823921|677594|Total Bases|1.5,823921|677594,1,Julio Rodríguez,Julio Rodríguez,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823921|681624|Total Bases|1.5,823921|681624,1,Andy Pages,Andy Pages,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823921|686527|Total Bases|1.5,823921|686527,1,Dominic Canzone,Dominic Canzone,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823921|687221|Total Bases|1.5,823921|687221,1,Dalton Rushing,Dalton Rushing,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|823921|702284|Total Bases|1.5,823921|702284,1,Cole Young,Cole Young,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824488|553993|Total Bases|1.5,824488|553993,1,Eugenio Suárez,Eugenio Suárez,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824488|656811|Total Bases|1.5,824488|656811,1,Ryan O'Hearn,Ryan O'Hearn,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824488|663886|Total Bases|1.5,824488|663886,1,Tyler Stephenson,Tyler Stephenson,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824488|663968|Total Bases|1.5,824488|663968,1,Jake Mangum,Jake Mangum,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824488|663993|Total Bases|1.5,824488|663993,1,Nathaniel Lowe,Nathaniel Lowe,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824488|664040|Total Bases|1.5,824488|664040,1,Brandon Lowe,Brandon Lowe,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824488|668709|Total Bases|1.5,824488|668709,1,JJ Bleday,JJ Bleday,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824488|668804|Total Bases|1.5,824488|668804,1,Bryan Reynolds,Bryan Reynolds,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824488|682622|Total Bases|1.5,824488|682622,1,Noelvi Marte,Noelvi Marte,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824488|682829|Total Bases|1.5,824488|682829,1,Elly De La Cruz,Elly De La Cruz,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824488|682848|Total Bases|1.5,824488|682848,1,Endy Rodríguez,Endy Rodríguez,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824488|693304|Total Bases|1.5,824488|693304,1,Nick Gonzales,Nick Gonzales,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824488|699013|Total Bases|1.5,824488|699013,1,Esmerlyn Valdez,Esmerlyn Valdez,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824488|701398|Total Bases|1.5,824488|701398,1,Sal Stewart,Sal Stewart,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824568|502671|Total Bases|1.5,824568|502671,1,Paul Goldschmidt,Paul Goldschmidt,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824568|545341|Total Bases|1.5,824568|545341,1,Randal Grichuk,Randal Grichuk,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824568|663757|Total Bases|1.5,824568|663757,1,Trent Grisham,Trent Grisham,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824568|678246|Total Bases|1.5,824568|678246,1,Miguel Vargas,Miguel Vargas,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824568|691176|Total Bases|1.5,824568|691176,1,Jasson Domínguez,Jasson Domínguez,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824568|695657|Total Bases|1.5,824568|695657,1,Colson Montgomery,Colson Montgomery,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824568|700250|Total Bases|1.5,824568|700250,1,Ben Rice,Ben Rice,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824568|805367|Total Bases|1.5,824568|805367,1,Chase Meidroth,Chase Meidroth,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824568|808959|Total Bases|1.5,824568|808959,1,Munetaka Murakami,Munetaka Murakami,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824894|621566|Total Bases|1.5,824894|621566,1,Matt Olson,Matt Olson,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824894|643289|Total Bases|1.5,824894|643289,1,Mauricio Dubón,Mauricio Dubón,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824894|645277|Total Bases|1.5,824894|645277,1,Ozzie Albies,Ozzie Albies,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824894|660670|Total Bases|1.5,824894|660670,1,Ronald Acuña Jr.,Ronald Acuña Jr.,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824894|660688|Total Bases|1.5,824894|660688,1,Keibert Ruiz,Keibert Ruiz,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824894|663586|Total Bases|1.5,824894|663586,1,Austin Riley,Austin Riley,NO_ACTION_ZERO_PA
2026-07-30,2026-07-30|824894|671277|Total Bases|1.5,824894|671277,1,Luis García Jr.,Luis García Jr.,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824894|671739|Total Bases|1.5,824894|671739,1,Michael Harris II,Michael Harris II,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824894|682928|Total Bases|1.5,824894|682928,1,CJ Abrams,CJ Abrams,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824894|686611|Total Bases|1.5,824894|686611,1,Dylan Crews,Dylan Crews,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824894|686948|Total Bases|1.5,824894|686948,1,Drake Baldwin,Drake Baldwin,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824894|695578|Total Bases|1.5,824894|695578,1,James Wood,James Wood,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824894|695734|Total Bases|1.5,824894|695734,1,Daylen Lile,Daylen Lile,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824974|575929|Total Bases|1.5,824974|575929,1,Willson Contreras,Willson Contreras,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824974|622268|Total Bases|1.5,824974|622268,1,Donovan Walton,Donovan Walton,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824974|641680|Total Bases|1.5,824974|641680,1,Jonah Heim,Jonah Heim,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824974|643446|Total Bases|1.5,824974|643446,1,Jeff McNeil,Jeff McNeil,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824974|655316|Total Bases|1.5,824974|655316,1,Andruw Monasterio,Andruw Monasterio,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824974|657136|Total Bases|1.5,824974|657136,1,Connor Wong,Connor Wong,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824974|666126|Total Bases|1.5,824974|666126,1,Carlos Cortes,Carlos Cortes,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824974|671732|Total Bases|1.5,824974|671732,1,Lawrence Butler,Lawrence Butler,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824974|677800|Total Bases|1.5,824974|677800,1,Wilyer Abreu,Wilyer Abreu,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824974|678011|Total Bases|1.5,824974|678011,1,Anthony Seigler,Anthony Seigler,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824974|678882|Total Bases|1.5,824974|678882,1,Ceddanne Rafaela,Ceddanne Rafaela,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824974|680776|Total Bases|1.5,824974|680776,1,Jarren Duran,Jarren Duran,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824974|691016|Total Bases|1.5,824974|691016,1,Tyler Soderstrom,Tyler Soderstrom,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824974|695720|Total Bases|1.5,824974|695720,1,Tommy White,Tommy White,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824974|701762|Total Bases|1.5,824974|701762,1,Nick Kurtz,Nick Kurtz,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824974|702332|Total Bases|1.5,824974|702332,1,Caleb Durbin,Caleb Durbin,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824974|805779|Total Bases|1.5,824974|805779,1,Jacob Wilson,Jacob Wilson,EXACT_ONE_TO_ONE_MATCH
2026-07-30,2026-07-30|824974|807799|Total Bases|1.5,824974|807799,1,Masataka Yoshida,Masataka Yoshida,EXACT_ONE_TO_ONE_MATCH
