dimension,value,rows,share,selected_wagers,wins,losses,voids,technical_unresolved,observed_win_rate,mean_offered_break_even_probability,mean_no_vig_market_probability,mean_model_selected_side_probability,observed_minus_offered_break_even,observed_minus_no_vig_market_probability,observed_minus_model_probability,average_selected_odds,stake,offered_net,offered_roi,novig_fair_net,novig_fair_roi,even_money_net,even_money_roi,offered_price_drag_vs_novig,novig_return_vs_even_money
game,823595,2,0.00033886818027787193,2,1,1,0,0,0.5,0.6515510228859346,0.6123959770386609,0.578519,-0.15155102288593458,-0.11239597703866089,-0.078519,-187.0,10,-2.297297297297298,-0.22972972972972977,-1.8038577997084215,-0.18038577997084215,0.0,0.0,-0.4934394975888763,-1.8038577997084215
game,823597,6,0.0010166045408336157,6,4,2,0,0,0.6666666666666666,0.6509518836571254,0.6120090805455572,0.5836071666666666,0.01571478300954121,0.05465758612110938,0.08305950000000006,-188.5,30,0.9205023449209486,0.030683411497364955,2.8822092740892056,0.09607364246964019,10.0,0.3333333333333333,-1.961706929168257,-7.117790725910794
game,823598,4,0.0006777363605557439,4,4,0,0,0,1.0,0.6561715904137717,0.6168876223420121,0.56519875,0.3438284095862283,0.3831123776579879,0.43480125000000003,-194.0,20,10.562933655286777,0.5281466827643388,12.508568002422695,0.6254284001211348,20.0,1.0,-1.9456343471359183,-7.491431997577305
game,823599,11,0.0018637749915282956,11,7,4,0,0,0.6363636363636364,0.6468249240721172,0.6081694517755288,0.5793640000000001,-0.01046128770848087,0.028194184588107518,0.05699963636363625,-187.72727272727272,55,-1.665757255314388,-0.030286495551170693,1.7122180065672357,0.03113123648304065,15.0,0.2727272727272727,-3.3779752618816237,-13.287781993432764
game,823600,7,0.0011860386309725517,7,5,2,0,0,0.7142857142857143,0.6731369305864957,0.6328422596098696,0.5846128571428572,0.041148783699218594,0.08144345467584468,0.12967285714285715,-209.42857142857142,35,2.855697145138728,0.08159134700396366,5.268392898624232,0.1505255113892638,15.0,0.42857142857142855,-2.4126957534855045,-9.731607101375769
game,823601,9,0.0015249068112504235,9,4,5,0,0,0.4444444444444444,0.6287913598207843,0.5910193818576809,0.5882004444444444,-0.18434691537633985,-0.14657493741323646,-0.143756,-171.77777777777777,45,-13.791224745057498,-0.30647166100127776,-11.806742846807674,-0.26237206326239276,-5.0,-0.1111111111111111,-1.9844818982498236,-6.8067428468076745
game,823602,7,0.0011860386309725517,6,5,1,1,0,0.8333333333333334,0.6440274664571277,0.6054631699485131,0.5689473333333332,0.18930586687620565,0.22787016338482025,0.2643860000000001,-182.33333333333334,30,8.951861586434283,0.2983953862144761,11.431556084991707,0.38105186949972353,20.0,0.6666666666666666,-2.479694498557423,-8.568443915008293
game,823604,6,0.0010166045408336157,5,3,2,1,0,0.6,0.6642906767025772,0.6247700153370109,0.5746092,-0.06429067670257727,-0.024770015337010953,0.025390799999999936,-198.8,25,-2.5961538461538463,-0.10384615384615385,-1.177911236050769,-0.047116449442030764,5.0,0.2,-1.4182426101030772,-6.177911236050769
game,823606,6,0.0010166045408336157,4,2,2,2,0,0.5,0.6730427491297056,0.6325757077789433,0.5924387499999999,-0.17304274912970563,-0.13257570777894334,-0.0924387499999999,-207.5,20,-5.247747747747748,-0.26238738738738737,-4.307610178396693,-0.21538050891983468,0.0,0.0,-0.9401375693510543,-4.307610178396693
game,823607,8,0.0013554727211114877,7,2,5,1,0,0.2857142857142857,0.6590895754133606,0.6195877822882842,0.5990235714285715,-0.37337528969907485,-0.33387349657399845,-0.31330928571428585,-197.42857142857142,35,-18.65021770682148,-0.5328633630520423,-17.601633167670904,-0.5029038047905973,-15.0,-0.42857142857142855,-1.0485845391505748,-2.6016331676709044
game,823608,5,0.0008471704506946798,4,3,1,1,0,0.75,0.6409013593434192,0.6026567191504305,0.600624,0.10909864065658081,0.1473432808495695,0.14937599999999995,-180.25,20,3.363717518499398,0.1681858759249699,4.847206750948183,0.24236033754740913,10.0,0.5,-1.4834892324487847,-5.152793249051817
game,823609,5,0.0008471704506946798,3,2,1,2,0,0.6666666666666666,0.6415119513496795,0.6033831627941764,0.5347693333333333,0.025154715316987097,0.06328350387249027,0.1318973333333333,-180.33333333333334,15,0.3108228980322001,0.020721526535480005,1.2778874426829523,0.08519249617886349,5.0,0.3333333333333333,-0.9670645446507522,-3.7221125573170477
game,823610,5,0.0008471704506946798,5,3,2,0,0,0.6,0.636027015366321,0.597909807357256,0.5887494,-0.036027015366321025,0.0020901926427440154,0.0112506,-177.6,25,-1.6571127725400752,-0.066284510901603,-0.16775545618030074,-0.00671021824721203,5.0,0.2,-1.4893573163597744,-5.1677554561803
game,823612,7,0.0011860386309725517,4,3,1,2,1,0.75,0.6733215216858965,0.6330927807695232,0.5934105000000001,0.07667847831410346,0.11690721923047676,0.15658949999999994,-206.5,20,2.212461597542242,0.1106230798771121,3.624569710820695,0.18122848554103474,10.0,0.5,-1.4121081132784528,-6.375430289179305
game,823613,7,0.0011860386309725517,6,2,4,1,0,0.3333333333333333,0.6698669505832103,0.6297940876254782,0.6041035,-0.336533617249877,-0.29646075429214486,-0.2707701666666667,-203.5,30,-15.145173453996984,-0.5048391151332328,-14.208339093468247,-0.47361130311560823,-10.0,-0.3333333333333333,-0.9368343605287368,-4.208339093468247
game,823614,5,0.0008471704506946798,5,4,1,0,0,0.8,0.6821552430385238,0.6413921042068521,0.6392542,0.11784475696147623,0.15860789579314793,0.16074580000000005,-215.0,25,4.353916366065057,0.1741566546426023,6.220621815020655,0.2488248726008262,15.0,0.6,-1.8667054489555976,-8.779378184979345
game,823627,5,0.0008471704506946798,5,4,1,0,0,0.8,0.6607188175000053,0.6210470753407193,0.5837732,0.13928118249999477,0.1789529246592807,0.21622680000000005,-198.0,25,5.807353554902324,0.23229414219609296,7.770848967866762,0.31083395871467046,15.0,0.6,-1.9634954129644377,-7.229151032133238
game,823628,4,0.0006777363605557439,4,3,1,0,0,0.75,0.6397386159462584,0.601234626501552,0.5805275000000001,0.11026138405374164,0.14876537349844798,0.16947249999999991,-178.5,20,3.694879089615931,0.18474395448079656,5.212318356440541,0.26061591782202703,10.0,0.5,-1.51743926682461,-4.787681643559459
game,823629,2,0.00033886818027787193,2,1,1,0,0,0.5,0.6453499339747217,0.6061449535343808,0.5887695000000001,-0.14534993397472173,-0.1061449535343808,-0.08876950000000006,-182.0,10,-2.206703910614525,-0.22067039106145253,-1.6977558943281879,-0.16977558943281879,0.0,0.0,-0.5089480162863373,-1.6977558943281879
game,823630,6,0.0010166045408336157,6,3,3,0,0,0.5,0.6514880800742205,0.6123034792641054,0.5754256666666666,-0.15148808007422054,-0.11230347926410544,-0.07542566666666661,-188.66666666666666,30,-6.453136810279668,-0.2151045603426556,-4.946106075258038,-0.16487020250860127,0.0,0.0,-1.5070307350216297,-4.946106075258038
game,823632,4,0.0006777363605557439,4,1,3,0,0,0.25,0.6238828491986737,0.5864837466695181,0.575623,-0.37388284919867365,-0.3364837466695181,-0.325623,-168.5,20,-11.296296296296296,-0.5648148148148148,-10.733478576615832,-0.5366739288307916,-10.0,-0.5,-0.5628177196804636,-0.7334785766158323
game,823674,16,0.0027109454422229754,15,13,2,1,0,0.8666666666666667,0.6319260198531126,0.5939978453809481,0.5936462,0.2347406468135541,0.27266882128571857,0.2730204666666667,-175.33333333333334,75,27.503622142261847,0.3667149618968246,34.04497946649548,0.453933059553273,55.0,0.7333333333333333,-6.54135732423363,-20.955020533504523
game,823676,9,0.0015249068112504235,9,6,3,0,0,0.6666666666666666,0.6204862755055833,0.583206709356669,0.592438,0.0461803911610833,0.08345995730999767,0.07422866666666661,-166.77777777777777,45,4.21606843834579,0.09369040974101756,7.367107256506803,0.16371349458904008,15.0,0.3333333333333333,-3.1510388181610134,-7.632892743493197
game,823677,12,0.0020332090816672314,10,7,3,1,1,0.7,0.654546862495986,0.6151533427273346,0.5667156,0.04545313750401392,0.08484665727266538,0.13328439999999997,-192.3,50,2.9942602444963438,0.05988520488992687,6.382885430199571,0.12765770860399142,20.0,0.4,-3.3886251857032272,-13.617114569800428
game,823678,12,0.0020332090816672314,10,6,4,2,0,0.6,0.645649117637806,0.6069087894057893,0.6050443000000001,-0.04564911763780599,-0.006908789405789317,-0.005044300000000113,-184.1,50,-4.145765240070643,-0.08291530480141286,-1.2107975509078694,-0.024215951018157388,10.0,0.2,-2.934967689162774,-11.21079755090787
game,823680,8,0.0013554727211114877,8,7,1,0,0,0.875,0.6525874346500598,0.6134033413715094,0.635933,0.22241256534994025,0.2615966586284906,0.23906700000000003,-189.875,40,13.964668052706658,0.3491167013176665,17.41871610769402,0.43546790269235053,30.0,0.75,-3.4540480549873624,-12.58128389230598
game,823681,3,0.0005083022704168078,2,1,1,1,0,0.5,0.6434835659269427,0.6044651980348738,0.5321635,-0.14348356592694267,-0.10446519803487375,-0.03216350000000001,-180.5,10,-2.206703910614525,-0.22067039106145253,-1.6977558943281879,-0.16977558943281879,0.0,0.0,-0.5089480162863373,-1.6977558943281879
game,823682,7,0.0011860386309725517,6,4,2,1,0,0.6666666666666666,0.6616175976459407,0.621751761540686,0.5857680000000001,0.005049069020725883,0.04491490512598062,0.08089866666666656,-197.83333333333334,30,0.39099706968741366,0.013033235656247122,2.33261541619993,0.07775384720666434,10.0,0.3333333333333333,-1.9416183465125165,-7.66738458380007
game,823683,7,0.0011860386309725517,7,4,3,0,0,0.5714285714285714,0.6358597282747419,0.5975839763532237,0.6073455714285714,-0.06443115684617051,-0.026155404924652292,-0.03591699999999998,-176.28571428571428,35,-3.456459760452409,-0.09875599315578312,-1.4342353233981453,-0.04097815209708987,5.0,0.14285714285714285,-2.022224437054264,-6.434235323398145
game,823684,6,0.0010166045408336157,6,5,1,0,0,0.8333333333333334,0.6556862050074433,0.6163185967651194,0.5771369999999999,0.17764712832589002,0.21701473656821402,0.25619633333333347,-191.83333333333334,30,7.90320266141279,0.2634400887137597,10.329044192965869,0.3443014730988623,20.0,0.6666666666666666,-2.425841531553079,-9.670955807034131
game,823685,9,0.0015249068112504235,7,4,3,2,0,0.5714285714285714,0.6415029972134397,0.6030408419625954,0.561955,-0.07007442578486833,-0.031612270534024045,0.009473571428571415,-179.71428571428572,35,-4.058464119439729,-0.11595611769827797,-2.0874711586231247,-0.05964203310351785,5.0,0.14285714285714285,-1.9709929608166044,-7.087471158623124
game,823686,8,0.0013554727211114877,8,4,4,0,0,0.5,0.6332263656567215,0.5951340372074472,0.5870329999999999,-0.13322636565672152,-0.09513403720744718,-0.08703299999999992,-176.125,40,-9.098137393860622,-0.22745343484651553,-7.1207933326703845,-0.1780198333167596,0.0,0.0,-1.9773440611902373,-7.1207933326703845
game,823687,10,0.0016943409013893595,9,9,0,0,1,1.0,0.679822274583459,0.6391035626318256,0.5945245555555556,0.320177725416541,0.36089643736817445,0.4054754444444444,-213.55555555555554,45,21.253567915814987,0.47230150924033304,25.47625321540249,0.5661389603422775,45.0,1.0,-4.2226852995875035,-19.52374678459751
game,823688,10,0.0016943409013893595,10,6,4,0,0,0.6,0.6268436453662926,0.589412852981128,0.5836184,-0.02684364536629258,0.010587147018871979,0.016381599999999996,-172.5,50,-3.387504664769468,-0.06775009329538936,-0.4421314356546806,-0.008842628713093612,10.0,0.2,-2.9453732291147876,-10.44213143565468
game,823689,10,0.0016943409013893595,10,7,3,0,0,0.7,0.6302879792321029,0.5927353149511604,0.6097148000000001,0.06971202076789706,0.10726468504883957,0.09028519999999984,-174.2,50,4.257920243439152,0.08515840486878304,7.705752349553487,0.15411504699106973,20.0,0.4,-3.447832106114335,-12.294247650446513
game,823690,10,0.0016943409013893595,9,4,5,1,0,0.4444444444444444,0.6261374915873495,0.5885509908332978,0.5903462222222222,-0.18169304714290513,-0.14410654638885334,-0.1459017777777778,-171.44444444444446,45,-12.948026887667359,-0.2877339308370524,-10.902279450642279,-0.24227287668093953,-5.0,-0.1111111111111111,-2.0457474370250797,-5.902279450642279
game,823691,5,0.0008471704506946798,4,2,2,1,0,0.5,0.6376581596195545,0.5993706892913948,0.57231725,-0.13765815961955452,-0.09937068929139481,-0.07231725,-177.0,20,-4.294871794871795,-0.21474358974358973,-3.294205794205794,-0.1647102897102897,0.0,0.0,-1.0006660006660009,-3.294205794205794
game,823692,9,0.0015249068112504235,9,7,2,0,0,0.7777777777777778,0.6447094043507103,0.6058879173558636,0.6200588888888888,0.13306837342706745,0.17188986042191423,0.15771888888888896,-185.66666666666666,45,9.278589770262538,0.20619088378361197,12.759057111386856,0.28353460247526346,25.0,0.5555555555555556,-3.480467341124317,-12.240942888613144
game,823703,7,0.0011860386309725517,5,4,1,2,0,0.8,0.6783434894277066,0.6377921283181467,0.594236,0.12165651057229343,0.16220787168185336,0.20576400000000006,-213.0,25,4.503973520011515,0.1801589408004606,6.384976142618624,0.2553990457047449,15.0,0.6,-1.8810026226071086,-8.615023857381377
game,823704,8,0.0013554727211114877,6,4,2,1,1,0.6666666666666666,0.6771220497882161,0.636613774273047,0.5930920000000001,-0.010455383121549477,0.030052892393619635,0.07357466666666657,-211.33333333333334,30,-0.7459566155032973,-0.024865220516776577,1.113605226885905,0.037120174229530165,10.0,0.3333333333333333,-1.8595618423892022,-8.886394773114095
game,823705,10,0.0016943409013893595,9,7,2,1,0,0.7777777777777778,0.6558655301300393,0.6165808439874754,0.5855587777777777,0.12191224764773845,0.16119693379030242,0.19221900000000014,-193.0,45,7.645732572340108,0.16990516827422464,10.99348864183039,0.2442997475962309,25.0,0.5555555555555556,-3.3477560694902824,-14.00651135816961
game,823706,6,0.0010166045408336157,6,5,1,0,0,0.8333333333333334,0.6491514645970208,0.6104032229741946,0.5901218333333332,0.1841818687363126,0.2229301103591388,0.24321150000000014,-188.83333333333334,30,7.655903255450767,0.2551967751816922,10.046057530897519,0.3348685843632506,20.0,0.6666666666666666,-2.3901542754467524,-9.953942469102481
game,823708,4,0.0006777363605557439,4,2,2,0,0,0.5,0.6664656557734294,0.6266660181186618,0.56084725,-0.16646565577342942,-0.12666601811866185,-0.06084725000000002,-201.75,20,-5.54510457594158,-0.277255228797079,-4.62599874617161,-0.2312999373085805,0.0,0.0,-0.9191058297699701,-4.62599874617161
game,823709,8,0.0013554727211114877,7,5,2,1,0,0.7142857142857143,0.6649305513997564,0.6250561261777972,0.6005307142857143,0.04935516288595787,0.08922958810791715,0.11375500000000005,-201.14285714285714,35,2.7076698809478152,0.07736199659850901,5.110647437917915,0.14601849822622615,15.0,0.42857142857142855,-2.4029775569701,-9.889352562082085
game,823710,7,0.0011860386309725517,6,3,3,1,0,0.5,0.6635201091382658,0.6238362836794089,0.6180955,-0.16352010913826576,-0.12383628367940891,-0.11809550000000002,-199.5,30,-7.087895584323382,-0.23626318614411274,-5.630703851666838,-0.1876901283888946,0.0,0.0,-1.4571917326565442,-5.630703851666838
game,823711,8,0.0013554727211114877,6,1,5,2,0,0.16666666666666666,0.660347942794926,0.6208722182320976,0.5915038333333333,-0.4936812761282594,-0.45420555156543096,-0.4248371666666667,-200.83333333333334,30,-22.950819672131146,-0.7650273224043715,-22.500290663876292,-0.7500096887958764,-20.0,-0.6666666666666666,-0.4505290082548541,-2.5002906638762923
game,823712,9,0.0015249068112504235,8,8,0,1,0,1.0,0.6732484141226236,0.632936463320345,0.589556,0.3267515858773764,0.36706353667965497,0.41044400000000003,-208.75,40,19.565014422471155,0.48912536056177885,23.360668933372416,0.5840167233343104,40.0,1.0,-3.7956545109012616,-16.639331066627584
game,823713,7,0.0011860386309725517,7,6,1,0,0,0.8571428571428571,0.6639984781645593,0.6242042411669362,0.6100251428571429,0.19314437897829784,0.23293861597592092,0.24711771428571416,-201.14285714285714,35,10.39654246807567,0.2970440705164477,13.293688075613105,0.3798196593032316,25.0,0.7142857142857143,-2.8971456075374338,-11.706311924386895
game,823715,2,0.00033886818027787193,2,1,1,0,0,0.5,0.6354187381511089,0.5974458507642428,0.560875,-0.13541873815110894,-0.09744585076424284,-0.06087500000000001,-175.0,10,-1.8944099378881987,-0.18944099378881987,-1.3814330079858017,-0.13814330079858017,0.0,0.0,-0.512976929902397,-1.3814330079858017
game,823755,4,0.0006777363605557439,3,0,3,1,0,0.0,0.6073773415960063,0.5707389814254983,0.6224176666666666,-0.6073773415960063,-0.5707389814254983,-0.6224176666666666,-159.0,15,-15.0,-1.0,-15.0,-1.0,-15.0,-1.0,0.0,0.0
game,823758,7,0.0011860386309725517,6,3,3,1,0,0.5,0.6349801530839323,0.5969578959858165,0.5936638333333334,-0.1349801530839323,-0.0969578959858165,-0.09366383333333339,-177.33333333333334,30,-5.092169092169092,-0.16973896973896974,-3.507751607050505,-0.11692505356835016,0.0,0.0,-1.5844174851185873,-3.507751607050505
game,823759,9,0.0015249068112504235,8,4,4,1,0,0.5,0.6208194099531236,0.5833317275214701,0.575958125,-0.12081940995312357,-0.08333172752147011,-0.07595812499999999,-167.875,40,-6.617078035822252,-0.1654269508955563,-4.464182234975913,-0.11160455587439781,0.0,0.0,-2.1528958008463395,-4.464182234975913
game,823760,10,0.0016943409013893595,9,7,2,1,0,0.7777777777777778,0.652292538192361,0.6128544053395728,0.6030196666666667,0.1254852395854168,0.16492337243820498,0.17475811111111106,-191.77777777777777,45,9.939619989799986,0.22088044421777747,13.488387995250346,0.2997419554500077,25.0,0.5555555555555556,-3.548768005450359,-11.511612004749654
game,823761,5,0.0008471704506946798,4,3,1,1,0,0.75,0.6623519024834813,0.622904414236471,0.5870335,0.0876480975165187,0.12709558576352897,0.16296650000000001,-196.75,20,2.760989010989011,0.13804945054945056,4.203651645512112,0.2101825822756056,10.0,0.5,-1.442662634523101,-5.796348354487888
game,823762,5,0.0008471704506946798,5,4,1,0,0,0.8,0.6623033938000404,0.6226561777653938,0.5773962,0.1376966061999596,0.1773438222346062,0.22260380000000002,-200.2,25,5.586969168199051,0.22347876672796205,7.5382405815201565,0.30152962326080623,15.0,0.6,-1.9512714133211055,-7.4617594184798435
game,823764,6,0.0010166045408336157,6,5,1,0,0,0.8333333333333334,0.6619143776653506,0.6222580300604799,0.5910233333333333,0.17141895566798282,0.2110753032728535,0.24231000000000003,-198.0,30,7.7607771369417335,0.2586925712313911,10.165972893535166,0.33886576311783884,20.0,0.6666666666666666,-2.4051957565934323,-9.834027106464834
game,823765,4,0.0006777363605557439,4,3,1,0,0,0.75,0.6807872066027962,0.6401402889378582,0.5583454999999999,0.06921279339720376,0.10985971106214176,0.19165450000000006,-214.5,20,1.9988304388092857,0.09994152194046428,3.3998345844774036,0.16999172922387018,10.0,0.5,-1.401004145668118,-6.600165415522596
game,823767,8,0.0013554727211114877,7,3,4,1,0,0.42857142857142855,0.6495296851198049,0.6105743241984991,0.5898465714285714,-0.22095825654837636,-0.18200289562707056,-0.1612751428571429,-188.42857142857142,35,-11.64765906362545,-0.33279025896072717,-10.15755570386122,-0.2902158772531777,-5.0,-0.14285714285714285,-1.4901033597642304,-5.15755570386122
game,823768,9,0.0015249068112504235,8,4,4,1,0,0.5,0.651334416277973,0.6122084475727733,0.6009672500000001,-0.15133441627797295,-0.11220844757277326,-0.10096725000000006,-190.125,40,-9.202709235468975,-0.23006773088672436,-7.241336823120036,-0.1810334205780009,0.0,0.0,-1.9613724123489389,-7.241336823120036
game,823769,4,0.0006777363605557439,4,1,3,0,0,0.25,0.6414846431043317,0.6030506825711532,0.62361425,-0.39148464310433173,-0.35305068257115324,-0.37361425000000004,-181.25,20,-12.695852534562212,-0.6347926267281105,-12.233277475212958,-0.6116638737606479,-10.0,-0.5,-0.4625750593492537,-2.233277475212958
game,823770,6,0.0010166045408336157,6,4,2,0,0,0.6666666666666666,0.6577453699475467,0.6184681012943315,0.5759845,0.008921296719119898,0.048198565372335134,0.09068216666666662,-197.16666666666666,30,-0.2324760726861257,-0.0077492024228708566,1.6578240261015864,0.05526080087005288,10.0,0.3333333333333333,-1.890300098787712,-8.342175973898414
game,823771,10,0.0016943409013893595,10,5,5,0,0,0.5,0.6567980998335214,0.6173123461300354,0.6143430999999999,-0.15679809983352144,-0.11731234613003538,-0.11434309999999992,-193.9,50,-12.007734287326395,-0.2401546857465279,-9.578978949986938,-0.19157957899973876,0.0,0.0,-2.4287553373394566,-9.578978949986938
game,823773,5,0.0008471704506946798,5,2,3,0,0,0.4,0.6299164820921469,0.5921959742056545,0.5788986,-0.22991648209214688,-0.19219597420565449,-0.17889860000000002,-174.0,25,-9.54200284765069,-0.3816801139060276,-8.559282052353893,-0.34237128209415574,-5.0,-0.2,-0.982720795296796,-3.5592820523538933
game,823787,8,0.0013554727211114877,8,4,4,0,0,0.5,0.6470465940647185,0.6081110504871379,0.5902628750000001,-0.14704659406471854,-0.10811105048713787,-0.09026287500000008,-185.25,40,-9.367169214222244,-0.2341792303555561,-7.4048174092216845,-0.1851204352305421,0.0,0.0,-1.9623518050005595,-7.4048174092216845
game,823788,11,0.0018637749915282956,10,8,2,1,0,0.8,0.6461222313687603,0.6073933012504823,0.5536749,0.1538777686312397,0.19260669874951775,0.24632510000000007,-184.3,50,11.410845369397236,0.22821690738794473,15.33077071549193,0.3066154143098386,30.0,0.6,-3.9199253460946935,-14.66922928450807
game,823789,7,0.0011860386309725517,5,5,0,2,0,1.0,0.6755855821719592,0.6350353710244764,0.561217,0.3244144178280408,0.3649646289755236,0.43878300000000003,-210.0,25,12.053132409573314,0.48212529638293256,14.420587823025969,0.5768235129210387,25.0,1.0,-2.367455413452655,-10.579412176974031
game,823790,7,0.0011860386309725517,6,4,2,1,0,0.6666666666666666,0.6326743974899399,0.5947679765612786,0.5710016666666666,0.03399226917672671,0.07189869010538807,0.095665,-175.83333333333334,30,2.270594213295074,0.07568647377650246,4.334100436314358,0.14447001454381195,10.0,0.3333333333333333,-2.063506223019284,-5.665899563685642
game,823791,3,0.0005083022704168078,2,2,0,1,0,1.0,0.681704260651629,0.6407023014234181,0.5721215,0.31829573934837097,0.3592976985765819,0.42787850000000005,-217.5,10,4.702702702702702,0.4702702702702702,5.6436946478440255,0.5643694647844025,10.0,1.0,-0.9409919451413238,-4.3563053521559745
game,823792,2,0.00033886818027787193,2,0,2,0,0,0.0,0.6368214295130376,0.5988412625926836,0.5632695000000001,-0.6368214295130376,-0.5988412625926836,-0.5632695000000001,-175.5,10,-10.0,-1.0,-10.0,-1.0,-10.0,-1.0,0.0,0.0
game,823793,4,0.0006777363605557439,4,2,2,0,0,0.5,0.6705977511640808,0.630467633205396,0.56495975,-0.17059775116408082,-0.130467633205396,-0.06495974999999998,-205.0,20,-4.648580586080586,-0.23242902930402928,-3.667346992622531,-0.18336734963112655,0.0,0.0,-0.9812335934580547,-3.667346992622531
game,823837,10,0.0016943409013893595,9,4,5,1,0,0.4444444444444444,0.6599231129806564,0.6203196312699951,0.6009295555555556,-0.215478668536212,-0.1758751868255507,-0.15648511111111119,-198.66666666666666,45,-15.051461821574375,-0.3344769293683194,-13.140200951639372,-0.29200446559198606,-5.0,-0.1111111111111111,-1.9112608699350027,-8.140200951639372
game,823838,10,0.0016943409013893595,8,6,2,2,0,0.75,0.6445278819083256,0.6057688478197538,0.566239375,0.10547211809167445,0.14423115218024618,0.183760625,-183.5,40,7.1720347085924185,0.17930086771481046,10.181476663615666,0.2545369165903916,20.0,0.5,-3.009441955023247,-9.818523336384334
game,823839,6,0.0010166045408336157,6,2,4,0,0,0.3333333333333333,0.6438291275153771,0.6053831075132173,0.5880803333333334,-0.3104957941820438,-0.272049774179884,-0.2547470000000001,-183.83333333333334,30,-13.557712161883131,-0.4519237387294377,-12.50881861247542,-0.4169606204158473,-10.0,-0.3333333333333333,-1.0488935494077118,-2.5088186124754195
game,823840,8,0.0013554727211114877,8,6,2,0,0,0.75,0.658995516887196,0.6195925640333395,0.604875125,0.09100448311280396,0.1304074359666605,0.14512487500000004,-196.125,40,4.908320608175718,0.12270801520439294,7.764876045979269,0.19412190114948175,20.0,0.5,-2.856555437803552,-12.23512395402073
game,823841,4,0.0006777363605557439,4,4,0,0,0,1.0,0.6318325288044971,0.5935837377482132,0.5900195,0.36816747119550286,0.40641626225178684,0.40998049999999997,-173.75,20,11.750722903955147,0.5875361451977573,13.79744604587899,0.6898723022939495,20.0,1.0,-2.0467231419238434,-6.20255395412101
game,823842,5,0.0008471704506946798,5,2,3,0,0,0.4,0.6772525945271006,0.6367426130717548,0.568071,-0.2772525945271006,-0.23674261307175481,-0.16807099999999997,-211.2,25,-10.354497354497354,-0.4141798941798942,-9.419044828880896,-0.37676179315523584,-5.0,-0.2,-0.9354525256164585,-4.419044828880896
game,823844,2,0.00033886818027787193,2,1,1,0,0,0.5,0.6644144144144144,0.6246669565290226,0.536519,-0.1644144144144144,-0.1246669565290226,-0.03651899999999997,-198.0,10,-2.4489795918367347,-0.24489795918367346,-1.9674616834685676,-0.19674616834685676,0.0,0.0,-0.4815179083681671,-1.9674616834685676
game,823845,4,0.0006777363605557439,4,4,0,0,0,1.0,0.6700091926688275,0.62999030077198,0.598043,0.3299908073311725,0.37000969922801996,0.401957,-203.25,20,9.855430660888407,0.49277153304442034,11.752125569838926,0.5876062784919462,20.0,1.0,-1.8966949089505185,-8.247874430161074
game,823846,6,0.0010166045408336157,6,5,1,0,0,0.8333333333333334,0.6439328108657182,0.605421036879225,0.5769886666666667,0.18940052246761518,0.22791229645410838,0.25634466666666667,-182.83333333333334,30,8.399845377994762,0.2799948459331587,10.840163339911038,0.3613387779970346,20.0,0.6666666666666666,-2.4403179619162767,-9.159836660088962
game,823847,8,0.0013554727211114877,8,5,3,0,0,0.625,0.6648569094879357,0.6251357066578729,0.5858427500000001,-0.03985690948793574,-0.0001357066578728805,0.03915724999999992,-199.5,40,-2.736823878855032,-0.0684205969713758,-0.364591005099256,-0.0091147751274814,10.0,0.25,-2.372232873755776,-10.364591005099257
game,823848,7,0.0011860386309725517,7,6,1,0,0,0.8571428571428571,0.6439058320271592,0.6052018772026496,0.5980565714285715,0.21323702511569786,0.2519409799402075,0.2590862857142856,-182.85714285714286,35,11.9089993454957,0.34025712415702,14.910258032735591,0.42600737236387404,25.0,0.7142857142857143,-3.0012586872398916,-10.089741967264409
game,823849,7,0.0011860386309725517,6,3,3,1,0,0.5,0.6539580275799671,0.6146842592570595,0.6061713333333333,-0.15395802757996713,-0.1146842592570595,-0.10617133333333328,-191.83333333333334,30,-7.299358767897403,-0.24331195892991345,-5.851795274262253,-0.19505984247540845,0.0,0.0,-1.4475634936351502,-5.851795274262253
game,823850,5,0.0008471704506946798,5,3,2,0,0,0.6,0.6649043146171151,0.6248150052078233,0.5785302,-0.0649043146171151,-0.024815005207823315,0.021469799999999983,-199.6,25,-2.5040607388083576,-0.1001624295523343,-1.063763509722151,-0.04255054038888604,5.0,0.2,-1.4402972290862066,-6.0637635097221505
game,823851,8,0.0013554727211114877,8,4,4,0,0,0.5,0.6610500555310106,0.6216004780134499,0.622487375,-0.1610500555310106,-0.12160047801344986,-0.12248737499999995,-197.75,40,-9.693154189830846,-0.24232885474577115,-7.770010195816051,-0.19425025489540126,0.0,0.0,-1.9231439940147954,-7.770010195816051
game,823852,4,0.0006777363605557439,4,2,2,0,0,0.5,0.6449452224401822,0.6060861011351515,0.59655525,-0.14494522244018215,-0.10608610113515149,-0.09655524999999998,-182.75,20,-4.948979591836735,-0.24744897959183673,-3.991271207278091,-0.19956356036390455,0.0,0.0,-0.9577083845586438,-3.991271207278091
game,823854,4,0.0006777363605557439,4,2,2,0,0,0.5,0.6398245147989718,0.601390170312419,0.59334475,-0.13982451479897184,-0.10139017031241904,-0.09334474999999998,-178.75,20,-3.846270009060707,-0.19231350045303536,-2.8089060355122744,-0.1404453017756137,0.0,0.0,-1.0373639735484326,-2.8089060355122744
