comparison,aug14_effect,through_aug13_brier,through_aug14_brier,delta_brier,through_aug13_log_loss,through_aug14_log_loss,delta_log_loss,through_aug13_ece,through_aug14_ece,delta_ece,through_aug13_calibration_gap_predicted_minus_observed,through_aug14_calibration_gap_predicted_minus_observed,delta_calibration_gap_predicted_minus_observed
THROUGH_AUG14_MINUS_THROUGH_AUG13,AUG14_IMPROVED_CUMULATIVE_RECORD,0.24476007006018055,0.24406570752368253,-0.0006943625364980166,0.6826697435205488,0.6812155274645247,-0.001454216056024027,0.03198179999016755,0.029602211638756818,-0.0023795883514107323,-0.018910535511695192,-0.02023689742055601,-0.001326361908860818
