quantile,n,mean_predicted,observed_rate,brier,confidence_ordering
bottom20,547,0.4500300639670151,0.5155393053016454,0.25411780285697,MONOTONIC
second20,547,0.5142686526941557,0.5539305301645339,0.24834634507101983,MONOTONIC
middle20,548,0.5580391689112727,0.5748175182481752,0.24514128436630792,MONOTONIC
fourth20,547,0.5982928998709652,0.5868372943327239,0.2424395833498053,MONOTONIC
top20,548,0.6534097316669387,0.6441605839416058,0.23030670921647522,MONOTONIC
top10,274,0.6712551584544255,0.6313868613138686,0.2347438166553023,MONOTONIC
