variant,historical_games,historical_mae,historical_rmse,historical_forecast_minus_actual_bias,historical_crps,historical_brier,historical_log_loss,historical_ece,prospective_games,prospective_mae,prospective_rmse,prospective_forecast_minus_actual_bias,prospective_crps,prospective_brier,prospective_log_loss,prospective_ece
RAW_V1,202,3.818051206818067,4.859197869504722,-0.6401982764894364,2.810886104496907,0.1373268207848624,0.4702881471407346,0.07423624161610262,126,3.265726718124754,4.092129493546904,-0.558992375399351,2.3138777181992336,0.22434798471609654,0.6408382598645952,0.06835425792700746
V1_INTERCEPT,202,3.8541467271325653,4.819072105143425,-0.14664873948416438,2.806734512305323,0.13711963136177763,0.4600837466524085,0.07298169715235103,126,3.2662907452857444,4.054298215560832,-0.06544237539935044,2.285738155505233,0.22041427354092372,0.6317162581747379,0.025432414553353083
