group_type,group,games,actual_mean,raw_mean_forecast,raw_mae,raw_rmse,raw_bias,raw_crps,intercept_mean_forecast,intercept_mae,intercept_rmse,intercept_bias,intercept_crps,dates,interpretation
SCORE_TIMING,INITIALIZATION_CAPTURE,5,12,8.411675961188378,5.16741202991399,7.175409064695315,-3.5883240388116233,4.021429934306758,8.905225961188378,5.0687020299139895,6.941761461581688,-3.0947740388116225,3.8702765764940055,2026-08-06,DESCRIPTIVE_ONLY_NO_OUTCOME_BASED_TIMING_SELECTION
SCORE_TIMING,INITIAL_INTEGRATION_CAPTURE,13,8,8.020410754323503,2.864218661137412,3.5453101345783016,0.020410754323504213,2.0274237662756267,8.513960754323504,2.9712085849279957,3.582312522440825,0.5139607543235046,2.040735304697708,2026-08-07,DESCRIPTIVE_ONLY_NO_OUTCOME_BASED_TIMING_SELECTION
SCORE_TIMING,PRIMARY_SCORE,82,8.74390243902439,8.051262613539718,3.5122315621355242,4.222452046033624,-0.6926398254846718,2.447837340224411,8.544812613539719,3.488125154499936,4.170010564952758,-0.19908982548467127,2.405510867289756,"2026-08-09,2026-08-10,2026-08-11,2026-08-12,2026-08-13,2026-08-14,2026-08-15",DESCRIPTIVE_ONLY_NO_OUTCOME_BASED_TIMING_SELECTION
SCORE_TIMING,SCORE_MISSING,26,7.846153846153846,8.00152718374144,2.323333678624985,2.9555508737933462,0.15537333758759328,1.706241229291726,8.49507718374144,2.3675826724375035,3.021959892456107,0.6489233375875938,1.7257759473984287,"2026-08-07,2026-08-08,2026-08-09,2026-08-11,2026-08-12,2026-08-14,2026-08-15",DESCRIPTIVE_ONLY_NO_OUTCOME_BASED_TIMING_SELECTION
DEFERRED,FAIL_CLOSED_NO_PREDICTION,8,,,,,,,,,,,,"2026-08-06,2026-08-07,2026-08-13","{""AWAY_PROBABLE_PITCHER_UNAVAILABLE"": 1, ""PREGAME_CUTOFF_FAILED"": 7}"
