row_type,variant,games,mae,rmse,forecast_minus_actual_bias,crps,distribution_contract
MODEL_OR_BASELINE,RAW_V1,126,3.265726718124754,4.092129493546904,-0.558992375399351,2.3138777181992336,NEGATIVE_BINOMIAL_ALPHA_0.129444799770130
MODEL_OR_BASELINE,BASELINE_A_PRIOR_LEAGUE_MEAN,126,3.3249812298744343,4.125483270999648,0.3588333298287559,2.318878340072882,NEGATIVE_BINOMIAL_ALPHA_0.129444799770130
MODEL_OR_BASELINE,BASELINE_B_TEAM_SHRUNK,126,3.3450967711401667,4.129862189724477,0.36191677995037824,2.32152153556684,NEGATIVE_BINOMIAL_ALPHA_0.129444799770130
RAW_MINUS_BASELINE,RAW_V1_MINUS_BASELINE_A_PRIOR_LEAGUE_MEAN,126,-0.05925451174968055,-0.03335377745274393,-0.9178257052281069,-0.00500062187364847,COMMON_NEGATIVE_BINOMIAL_ALPHA_0.129444799770130_COMPARATIVE_ONLY
RAW_MINUS_BASELINE,RAW_V1_MINUS_BASELINE_B_TEAM_SHRUNK,126,-0.07937005301541289,-0.037732696177573466,-0.9209091553497293,-0.0076438173676063315,COMMON_NEGATIVE_BINOMIAL_ALPHA_0.129444799770130_COMPARATIVE_ONLY
