date,capture_file,observations,games,players,hits05,hits15,paired,pregame,poststart_or_unresolved,earliest,latest
2026-06-24,backend/mlb/exports/odds_history/2026-06-24/odds_mlb_playerprops__local_daily_20260624T180000Z.json,486,13,243,414,72,243,486,0,2026-06-24T18:00:35.303733+00:00,2026-06-24T18:00:35.303733+00:00
2026-06-24,backend/mlb/exports/odds_history/2026-06-24/odds_mlb_playerprops__local_daily_20260624T200005Z.json,476,13,238,420,56,238,476,0,2026-06-24T20:00:38.169316+00:00,2026-06-24T20:00:38.169316+00:00
2026-06-24,backend/mlb/exports/odds_history/2026-06-24/odds_mlb_playerprops__local_daily_20260624T233005Z.json,158,4,79,134,24,79,158,0,2026-06-24T23:30:37.515089+00:00,2026-06-24T23:30:37.515089+00:00
2026-06-24,backend/mlb/exports/odds_history/2026-06-24/odds_mlb_playerprops__local_prewarm_20260624T103005Z.json,336,9,168,298,38,168,336,0,2026-06-24T10:31:27.633719+00:00,2026-06-24T10:31:27.633719+00:00
2026-06-25,backend/mlb/exports/odds_history/2026-06-25/odds_mlb_playerprops__local_daily_20260625T124202Z.json,332,9,166,292,40,166,332,0,2026-06-25T12:46:47.413961+00:00,2026-06-25T12:46:47.413961+00:00
2026-06-25,backend/mlb/exports/odds_history/2026-06-25/odds_mlb_playerprops__local_daily_20260625T163003Z.json,290,8,145,256,34,145,290,0,2026-06-25T16:30:34.481739+00:00,2026-06-25T16:30:34.481739+00:00
2026-06-25,backend/mlb/exports/odds_history/2026-06-25/odds_mlb_playerprops__local_daily_20260625T180001Z.json,252,7,126,222,30,126,252,0,2026-06-25T18:00:32.814767+00:00,2026-06-25T18:00:32.814767+00:00
2026-06-25,backend/mlb/exports/odds_history/2026-06-25/odds_mlb_playerprops__local_daily_20260625T200001Z.json,218,6,109,190,28,109,218,0,2026-06-25T20:00:31.562253+00:00,2026-06-25T20:00:31.562253+00:00
2026-06-25,backend/mlb/exports/odds_history/2026-06-25/odds_mlb_playerprops__local_daily_20260625T233001Z.json,40,1,20,30,10,20,40,0,2026-06-25T23:30:29.598846+00:00,2026-06-25T23:30:29.598846+00:00
2026-06-26,backend/mlb/exports/odds_history/2026-06-26/odds_mlb_playerprops__local_daily_20260626T124026Z.json,474,13,237,424,50,237,474,0,2026-06-26T12:44:55.454970+00:00,2026-06-26T12:44:55.454970+00:00
2026-06-26,backend/mlb/exports/odds_history/2026-06-26/odds_mlb_playerprops__local_daily_20260626T163000Z.json,548,15,274,496,52,274,548,0,2026-06-26T16:30:35.200671+00:00,2026-06-26T16:30:35.200671+00:00
2026-06-26,backend/mlb/exports/odds_history/2026-06-26/odds_mlb_playerprops__local_daily_20260626T180004Z.json,548,15,274,500,48,274,548,0,2026-06-26T18:00:38.401706+00:00,2026-06-26T18:00:38.401706+00:00
2026-06-26,backend/mlb/exports/odds_history/2026-06-26/odds_mlb_playerprops__local_daily_20260626T200001Z.json,540,15,270,484,56,270,540,0,2026-06-26T20:00:35.065954+00:00,2026-06-26T20:00:35.065954+00:00
2026-06-26,backend/mlb/exports/odds_history/2026-06-26/odds_mlb_playerprops__local_daily_20260626T233000Z.json,268,7,134,246,22,134,268,0,2026-06-26T23:30:34.266934+00:00,2026-06-26T23:30:34.266934+00:00
2026-06-27,backend/mlb/exports/odds_history/2026-06-27/odds_mlb_playerprops__local_daily_20260627T123520Z.json,550,15,275,502,48,275,550,0,2026-06-27T12:45:43.114394+00:00,2026-06-27T12:45:43.114394+00:00
2026-06-27,backend/mlb/exports/odds_history/2026-06-27/odds_mlb_playerprops__local_daily_20260627T163001Z.json,550,15,275,502,48,275,550,0,2026-06-27T16:30:41.957686+00:00,2026-06-27T16:30:41.957686+00:00
2026-06-27,backend/mlb/exports/odds_history/2026-06-27/odds_mlb_playerprops__local_daily_20260627T180003Z.json,480,13,240,434,46,240,480,0,2026-06-27T18:00:44.488266+00:00,2026-06-27T18:00:44.488266+00:00
2026-06-27,backend/mlb/exports/odds_history/2026-06-27/odds_mlb_playerprops__local_daily_20260627T200003Z.json,452,12,226,408,44,226,452,0,2026-06-27T20:00:38.940754+00:00,2026-06-27T20:00:38.940754+00:00
2026-06-27,backend/mlb/exports/odds_history/2026-06-27/odds_mlb_playerprops__local_daily_20260627T233004Z.json,124,3,62,112,12,62,124,0,2026-06-27T23:30:34.451198+00:00,2026-06-27T23:30:34.451198+00:00
2026-06-28,backend/mlb/exports/odds_history/2026-06-28/odds_mlb_playerprops__local_daily_20260628T123818Z.json,552,15,276,492,60,276,552,0,2026-06-28T12:45:37.467708+00:00,2026-06-28T12:45:37.467708+00:00
2026-06-28,backend/mlb/exports/odds_history/2026-06-28/odds_mlb_playerprops__local_daily_20260628T163000Z.json,540,15,270,480,60,270,540,0,2026-06-28T16:30:32.871023+00:00,2026-06-28T16:30:32.871023+00:00
2026-06-28,backend/mlb/exports/odds_history/2026-06-28/odds_mlb_playerprops__local_daily_20260628T180003Z.json,302,8,151,274,28,151,302,0,2026-06-28T18:00:35.614594+00:00,2026-06-28T18:00:35.614594+00:00
2026-06-28,backend/mlb/exports/odds_history/2026-06-28/odds_mlb_playerprops__local_daily_20260628T200001Z.json,114,3,57,106,8,57,114,0,2026-06-28T20:00:34.269185+00:00,2026-06-28T20:00:34.269185+00:00
2026-06-28,backend/mlb/exports/odds_history/2026-06-28/odds_mlb_playerprops__local_daily_20260628T233004Z.json,32,1,16,32,0,16,0,32,2026-06-28T23:30:27.218094+00:00,2026-06-28T23:30:27.218094+00:00
2026-06-29,backend/mlb/exports/odds_history/2026-06-29/odds_mlb_playerprops__local_daily_20260629T123000Z.json,460,13,230,384,76,230,460,0,2026-06-29T12:33:29.474252+00:00,2026-06-29T12:33:29.474252+00:00
2026-06-29,backend/mlb/exports/odds_history/2026-06-29/odds_mlb_playerprops__local_daily_20260629T163000Z.json,466,13,233,376,90,233,466,0,2026-06-29T16:30:34.532395+00:00,2026-06-29T16:30:34.532395+00:00
2026-06-29,backend/mlb/exports/odds_history/2026-06-29/odds_mlb_playerprops__local_daily_20260629T180001Z.json,466,13,233,376,90,233,466,0,2026-06-29T18:00:37.224737+00:00,2026-06-29T18:00:37.224737+00:00
2026-06-29,backend/mlb/exports/odds_history/2026-06-29/odds_mlb_playerprops__local_daily_20260629T200003Z.json,484,13,242,380,104,242,484,0,2026-06-29T20:00:35.579123+00:00,2026-06-29T20:00:35.579123+00:00
2026-06-29,backend/mlb/exports/odds_history/2026-06-29/odds_mlb_playerprops__local_daily_20260629T233000Z.json,274,7,137,202,72,137,274,0,2026-06-29T23:30:33.577866+00:00,2026-06-29T23:30:33.577866+00:00
2026-06-29,backend/mlb/exports/odds_history/2026-06-29/odds_mlb_playerprops__local_prewarm_20260629T103001Z.json,424,12,212,370,54,212,424,0,2026-06-29T10:31:11.107682+00:00,2026-06-29T10:31:11.107682+00:00
2026-06-30,backend/mlb/exports/odds_history/2026-06-30/odds_mlb_playerprops__local_daily_20260630T123001Z.json,512,14,256,424,88,256,512,0,2026-06-30T12:32:57.024856+00:00,2026-06-30T12:32:57.024856+00:00
2026-06-30,backend/mlb/exports/odds_history/2026-06-30/odds_mlb_playerprops__local_daily_20260630T163004Z.json,550,15,275,454,96,275,550,0,2026-06-30T16:30:38.015827+00:00,2026-06-30T16:30:38.015827+00:00
2026-06-30,backend/mlb/exports/odds_history/2026-06-30/odds_mlb_playerprops__local_daily_20260630T180003Z.json,558,15,279,460,98,279,558,0,2026-06-30T18:00:39.486533+00:00,2026-06-30T18:00:39.486533+00:00
2026-06-30,backend/mlb/exports/odds_history/2026-06-30/odds_mlb_playerprops__local_daily_20260630T200001Z.json,548,15,274,450,98,274,548,0,2026-06-30T20:00:35.028977+00:00,2026-06-30T20:00:35.028977+00:00
2026-06-30,backend/mlb/exports/odds_history/2026-06-30/odds_mlb_playerprops__local_daily_20260630T233004Z.json,308,8,154,240,68,154,308,0,2026-06-30T23:30:39.153578+00:00,2026-06-30T23:30:39.153578+00:00
2026-06-30,backend/mlb/exports/odds_history/2026-06-30/odds_mlb_playerprops__local_prewarm_20260630T103000Z.json,472,13,236,402,70,236,472,0,2026-06-30T10:31:21.660424+00:00,2026-06-30T10:31:21.660424+00:00
2026-07-01,backend/mlb/exports/odds_history/2026-07-01/odds_mlb_playerprops__local_daily_20260701T123004Z.json,412,11,206,328,84,206,412,0,2026-07-01T12:33:19.066526+00:00,2026-07-01T12:33:19.066526+00:00
2026-07-01,backend/mlb/exports/odds_history/2026-07-01/odds_mlb_playerprops__local_daily_20260701T163005Z.json,526,14,263,406,120,263,526,0,2026-07-01T16:30:41.497916+00:00,2026-07-01T16:30:41.497916+00:00
2026-07-01,backend/mlb/exports/odds_history/2026-07-01/odds_mlb_playerprops__local_daily_20260701T180001Z.json,374,10,187,282,92,187,374,0,2026-07-01T18:00:34.360203+00:00,2026-07-01T18:00:34.360203+00:00
2026-07-01,backend/mlb/exports/odds_history/2026-07-01/odds_mlb_playerprops__local_daily_20260701T200001Z.json,298,8,149,230,68,149,298,0,2026-07-01T20:00:33.187994+00:00,2026-07-01T20:00:33.187994+00:00
2026-07-01,backend/mlb/exports/odds_history/2026-07-01/odds_mlb_playerprops__local_daily_20260701T233004Z.json,236,6,118,178,58,118,236,0,2026-07-01T23:30:33.871007+00:00,2026-07-01T23:30:33.871007+00:00
2026-07-01,backend/mlb/exports/odds_history/2026-07-01/odds_mlb_playerprops__local_prewarm_20260701T103005Z.json,410,11,205,324,86,205,410,0,2026-07-01T10:31:13.519826+00:00,2026-07-01T10:31:13.519826+00:00
2026-07-02,backend/mlb/exports/odds_history/2026-07-02/odds_mlb_playerprops__local_daily_20260702T123000Z.json,330,9,165,278,52,165,330,0,2026-07-02T12:33:08.956729+00:00,2026-07-02T12:33:08.956729+00:00
2026-07-02,backend/mlb/exports/odds_history/2026-07-02/odds_mlb_playerprops__local_daily_20260702T163005Z.json,332,9,166,280,52,166,332,0,2026-07-02T16:30:35.976008+00:00,2026-07-02T16:30:35.976008+00:00
2026-07-02,backend/mlb/exports/odds_history/2026-07-02/odds_mlb_playerprops__local_daily_20260702T180004Z.json,296,8,148,254,42,148,296,0,2026-07-02T18:00:34.424396+00:00,2026-07-02T18:00:34.424396+00:00
2026-07-02,backend/mlb/exports/odds_history/2026-07-02/odds_mlb_playerprops__local_daily_20260702T200002Z.json,224,6,112,200,24,112,224,0,2026-07-02T20:00:30.698602+00:00,2026-07-02T20:00:30.698602+00:00
2026-07-02,backend/mlb/exports/odds_history/2026-07-02/odds_mlb_playerprops__local_daily_20260702T233003Z.json,152,4,76,130,22,76,152,0,2026-07-02T23:30:33.936104+00:00,2026-07-02T23:30:33.936104+00:00
2026-07-02,backend/mlb/exports/odds_history/2026-07-02/odds_mlb_playerprops__local_prewarm_20260702T103004Z.json,330,9,165,276,54,165,330,0,2026-07-02T10:30:57.950884+00:00,2026-07-02T10:30:57.950884+00:00
2026-07-03,backend/mlb/exports/odds_history/2026-07-03/odds_mlb_playerprops__local_daily_20260703T140350Z.json,482,13,241,400,82,241,482,0,2026-07-03T14:06:05.443046+00:00,2026-07-03T14:06:05.443046+00:00
2026-07-03,backend/mlb/exports/odds_history/2026-07-03/odds_mlb_playerprops__local_daily_20260703T163002Z.json,482,13,241,404,78,241,482,0,2026-07-03T16:30:35.218052+00:00,2026-07-03T16:30:35.218052+00:00
2026-07-03,backend/mlb/exports/odds_history/2026-07-03/odds_mlb_playerprops__local_daily_20260703T180004Z.json,482,13,241,404,78,241,482,0,2026-07-03T18:00:36.823264+00:00,2026-07-03T18:00:36.823264+00:00
2026-07-03,backend/mlb/exports/odds_history/2026-07-03/odds_mlb_playerprops__local_daily_20260703T200002Z.json,478,13,239,388,90,239,478,0,2026-07-03T20:00:33.088514+00:00,2026-07-03T20:00:33.088514+00:00
2026-07-03,backend/mlb/exports/odds_history/2026-07-03/odds_mlb_playerprops__local_daily_20260703T233004Z.json,286,7,143,234,52,143,286,0,2026-07-03T23:30:33.820891+00:00,2026-07-03T23:30:33.820891+00:00
2026-07-04,backend/mlb/exports/odds_history/2026-07-04/odds_mlb_playerprops__local_daily_20260704T123003Z.json,550,15,275,462,88,275,550,0,2026-07-04T12:33:00.001709+00:00,2026-07-04T12:33:00.001709+00:00
2026-07-04,backend/mlb/exports/odds_history/2026-07-04/odds_mlb_playerprops__local_daily_20260704T163001Z.json,512,14,256,434,78,256,512,0,2026-07-04T16:30:33.725495+00:00,2026-07-04T16:30:33.725495+00:00
2026-07-04,backend/mlb/exports/odds_history/2026-07-04/odds_mlb_playerprops__local_daily_20260704T180004Z.json,474,13,237,406,68,237,474,0,2026-07-04T18:00:37.389196+00:00,2026-07-04T18:00:37.389196+00:00
2026-07-04,backend/mlb/exports/odds_history/2026-07-04/odds_mlb_playerprops__local_daily_20260704T200003Z.json,476,13,238,410,66,238,476,0,2026-07-04T20:00:42.076171+00:00,2026-07-04T20:00:42.076171+00:00
2026-07-04,backend/mlb/exports/odds_history/2026-07-04/odds_mlb_playerprops__local_daily_20260704T233005Z.json,318,8,159,250,68,159,318,0,2026-07-04T23:30:35.171002+00:00,2026-07-04T23:30:35.171002+00:00
2026-07-04,backend/mlb/exports/odds_history/2026-07-04/odds_mlb_playerprops__local_prewarm_20260704T103004Z.json,364,10,182,328,36,182,364,0,2026-07-04T10:31:31.676083+00:00,2026-07-04T10:31:31.676083+00:00
2026-07-05,backend/mlb/exports/odds_history/2026-07-05/odds_mlb_playerprops__local_daily_20260705T124201Z.json,516,14,258,446,70,258,516,0,2026-07-05T12:46:30.406821+00:00,2026-07-05T12:46:30.406821+00:00
2026-07-05,backend/mlb/exports/odds_history/2026-07-05/odds_mlb_playerprops__local_daily_20260705T163001Z.json,558,15,279,480,78,279,558,0,2026-07-05T16:30:33.674887+00:00,2026-07-05T16:30:33.674887+00:00
2026-07-05,backend/mlb/exports/odds_history/2026-07-05/odds_mlb_playerprops__local_daily_20260705T180005Z.json,456,12,228,388,68,228,456,0,2026-07-05T18:00:42.598060+00:00,2026-07-05T18:00:42.598060+00:00
2026-07-05,backend/mlb/exports/odds_history/2026-07-05/odds_mlb_playerprops__local_daily_20260705T200001Z.json,228,6,114,176,52,114,228,0,2026-07-05T20:00:34.920417+00:00,2026-07-05T20:00:34.920417+00:00
2026-07-05,backend/mlb/exports/odds_history/2026-07-05/odds_mlb_playerprops__local_daily_20260705T233003Z.json,70,2,35,56,14,35,36,34,2026-07-05T23:30:27.609676+00:00,2026-07-05T23:30:27.609676+00:00
2026-07-06,backend/mlb/exports/odds_history/2026-07-06/odds_mlb_playerprops__local_daily_20260706T123011Z.json,290,8,145,248,42,145,290,0,2026-07-06T12:45:36.689729+00:00,2026-07-06T12:45:36.689729+00:00
2026-07-06,backend/mlb/exports/odds_history/2026-07-06/odds_mlb_playerprops__local_daily_20260706T163005Z.json,296,8,148,254,42,148,296,0,2026-07-06T16:30:34.203710+00:00,2026-07-06T16:30:34.203710+00:00
2026-07-06,backend/mlb/exports/odds_history/2026-07-06/odds_mlb_playerprops__local_daily_20260706T180005Z.json,296,8,148,254,42,148,296,0,2026-07-06T18:00:35.940003+00:00,2026-07-06T18:00:35.940003+00:00
2026-07-06,backend/mlb/exports/odds_history/2026-07-06/odds_mlb_playerprops__local_daily_20260706T200005Z.json,268,7,134,238,30,134,268,0,2026-07-06T20:00:33.634133+00:00,2026-07-06T20:00:33.634133+00:00
2026-07-06,backend/mlb/exports/odds_history/2026-07-06/odds_mlb_playerprops__local_daily_20260706T233004Z.json,164,4,82,140,24,82,164,0,2026-07-06T23:30:32.115710+00:00,2026-07-06T23:30:32.115710+00:00
2026-07-07,backend/mlb/exports/odds_history/2026-07-07/odds_mlb_playerprops__local_daily_20260707T123005Z.json,506,14,253,470,36,253,506,0,2026-07-07T12:32:14.514326+00:00,2026-07-07T12:32:14.514326+00:00
2026-07-07,backend/mlb/exports/odds_history/2026-07-07/odds_mlb_playerprops__local_daily_20260707T163000Z.json,548,15,274,502,46,274,548,0,2026-07-07T16:30:34.738414+00:00,2026-07-07T16:30:34.738414+00:00
2026-07-07,backend/mlb/exports/odds_history/2026-07-07/odds_mlb_playerprops__local_daily_20260707T180001Z.json,548,15,274,500,48,274,548,0,2026-07-07T18:00:35.425283+00:00,2026-07-07T18:00:35.425283+00:00
2026-07-07,backend/mlb/exports/odds_history/2026-07-07/odds_mlb_playerprops__local_daily_20260707T200004Z.json,538,14,269,498,40,269,538,0,2026-07-07T20:00:37.409383+00:00,2026-07-07T20:00:37.409383+00:00
2026-07-07,backend/mlb/exports/odds_history/2026-07-07/odds_mlb_playerprops__local_daily_20260707T233001Z.json,286,7,143,258,28,143,286,0,2026-07-07T23:30:35.044947+00:00,2026-07-07T23:30:35.044947+00:00
2026-07-08,backend/mlb/exports/odds_history/2026-07-08/odds_mlb_playerprops__local_daily_20260708T124203Z.json,474,13,237,442,32,237,474,0,2026-07-08T12:46:51.587245+00:00,2026-07-08T12:46:51.587245+00:00
2026-07-08,backend/mlb/exports/odds_history/2026-07-08/odds_mlb_playerprops__local_daily_20260708T163000Z.json,550,15,275,508,42,275,550,0,2026-07-08T16:30:36.966892+00:00,2026-07-08T16:30:36.966892+00:00
2026-07-08,backend/mlb/exports/odds_history/2026-07-08/odds_mlb_playerprops__local_daily_20260708T180004Z.json,550,15,275,500,50,275,550,0,2026-07-08T18:00:37.968737+00:00,2026-07-08T18:00:37.968737+00:00
2026-07-08,backend/mlb/exports/odds_history/2026-07-08/odds_mlb_playerprops__local_daily_20260708T200004Z.json,508,14,254,458,50,254,508,0,2026-07-08T20:00:36.606675+00:00,2026-07-08T20:00:36.606675+00:00
2026-07-08,backend/mlb/exports/odds_history/2026-07-08/odds_mlb_playerprops__local_daily_20260708T233005Z.json,236,6,118,218,18,118,236,0,2026-07-08T23:30:36.817815+00:00,2026-07-08T23:30:36.817815+00:00
2026-07-09,backend/mlb/exports/odds_history/2026-07-09/odds_mlb_playerprops__local_daily_20260709T123644Z.json,398,11,199,350,48,199,398,0,2026-07-09T12:45:32.464266+00:00,2026-07-09T12:45:32.464266+00:00
2026-07-09,backend/mlb/exports/odds_history/2026-07-09/odds_mlb_playerprops__local_daily_20260709T163000Z.json,438,12,219,380,58,219,438,0,2026-07-09T16:30:33.514785+00:00,2026-07-09T16:30:33.514785+00:00
2026-07-09,backend/mlb/exports/odds_history/2026-07-09/odds_mlb_playerprops__local_daily_20260709T180003Z.json,290,8,145,258,32,145,290,0,2026-07-09T18:00:36.408099+00:00,2026-07-09T18:00:36.408099+00:00
2026-07-09,backend/mlb/exports/odds_history/2026-07-09/odds_mlb_playerprops__local_daily_20260709T200002Z.json,260,7,130,230,30,130,260,0,2026-07-09T20:00:34.440080+00:00,2026-07-09T20:00:34.440080+00:00
2026-07-09,backend/mlb/exports/odds_history/2026-07-09/odds_mlb_playerprops__local_daily_20260709T233002Z.json,156,4,78,134,22,78,156,0,2026-07-09T23:30:37.524795+00:00,2026-07-09T23:30:37.524795+00:00
2026-07-10,backend/mlb/exports/odds_history/2026-07-10/odds_mlb_playerprops__local_daily_20260710T124202Z.json,550,15,275,490,60,275,550,0,2026-07-10T12:45:11.713720+00:00,2026-07-10T12:45:11.713720+00:00
2026-07-10,backend/mlb/exports/odds_history/2026-07-10/odds_mlb_playerprops__local_daily_20260710T163005Z.json,552,15,276,486,66,276,552,0,2026-07-10T16:30:39.593519+00:00,2026-07-10T16:30:39.593519+00:00
2026-07-10,backend/mlb/exports/odds_history/2026-07-10/odds_mlb_playerprops__local_daily_20260710T180002Z.json,552,15,276,488,64,276,552,0,2026-07-10T18:00:39.306654+00:00,2026-07-10T18:00:39.306654+00:00
2026-07-10,backend/mlb/exports/odds_history/2026-07-10/odds_mlb_playerprops__local_daily_20260710T200004Z.json,564,15,282,502,62,282,564,0,2026-07-10T20:00:39.668252+00:00,2026-07-10T20:00:39.668252+00:00
2026-07-10,backend/mlb/exports/odds_history/2026-07-10/odds_mlb_playerprops__local_daily_20260710T233002Z.json,402,10,201,352,50,201,402,0,2026-07-10T23:30:34.964089+00:00,2026-07-10T23:30:34.964089+00:00
2026-07-11,backend/mlb/exports/odds_history/2026-07-11/odds_mlb_playerprops__local_daily_20260711T123425Z.json,468,13,234,406,62,234,468,0,2026-07-11T12:46:18.183349+00:00,2026-07-11T12:46:18.183349+00:00
2026-07-11,backend/mlb/exports/odds_history/2026-07-11/odds_mlb_playerprops__local_daily_20260711T163000Z.json,500,14,250,438,62,250,500,0,2026-07-11T16:30:35.222797+00:00,2026-07-11T16:30:35.222797+00:00
2026-07-11,backend/mlb/exports/odds_history/2026-07-11/odds_mlb_playerprops__local_daily_20260711T180001Z.json,500,14,250,438,62,250,500,0,2026-07-11T18:00:35.946217+00:00,2026-07-11T18:00:35.946217+00:00
2026-07-11,backend/mlb/exports/odds_history/2026-07-11/odds_mlb_playerprops__local_daily_20260711T200002Z.json,466,13,233,404,62,233,466,0,2026-07-11T20:00:37.688644+00:00,2026-07-11T20:00:37.688644+00:00
2026-07-11,backend/mlb/exports/odds_history/2026-07-11/odds_mlb_playerprops__local_daily_20260711T233001Z.json,72,2,36,64,8,36,72,0,2026-07-11T23:30:30.243866+00:00,2026-07-11T23:30:30.243866+00:00
2026-07-12,backend/mlb/exports/odds_history/2026-07-12/odds_mlb_playerprops__local_daily_20260712T123143Z.json,562,15,281,518,44,281,562,0,2026-07-12T12:45:48.392275+00:00,2026-07-12T12:45:48.392275+00:00
2026-07-12,backend/mlb/exports/odds_history/2026-07-12/odds_mlb_playerprops__local_daily_20260712T163000Z.json,564,15,282,514,50,282,526,38,2026-07-12T16:30:35.226608+00:00,2026-07-12T16:30:35.226608+00:00
2026-07-12,backend/mlb/exports/odds_history/2026-07-12/odds_mlb_playerprops__local_daily_20260712T180001Z.json,270,7,135,242,28,135,270,0,2026-07-12T18:00:35.984054+00:00,2026-07-12T18:00:35.984054+00:00
2026-07-12,backend/mlb/exports/odds_history/2026-07-12/odds_mlb_playerprops__local_daily_20260712T200001Z.json,120,3,60,98,22,60,120,0,2026-07-12T20:00:35.948410+00:00,2026-07-12T20:00:35.948410+00:00
2026-07-19,backend/mlb/exports/odds_history/2026-07-19/odds_mlb_playerprops__local_daily_20260719T123535Z.json,542,15,271,448,94,271,542,0,2026-07-19T12:45:40.315067+00:00,2026-07-19T12:45:40.315067+00:00
2026-07-19,backend/mlb/exports/odds_history/2026-07-19/odds_mlb_playerprops__local_daily_20260719T163004Z.json,594,15,297,496,98,297,550,44,2026-07-19T16:30:38.491460+00:00,2026-07-19T16:30:38.491460+00:00
2026-07-19,backend/mlb/exports/odds_history/2026-07-19/odds_mlb_playerprops__local_daily_20260719T180004Z.json,362,9,181,288,74,181,362,0,2026-07-19T18:00:39.059788+00:00,2026-07-19T18:00:39.059788+00:00
2026-07-19,backend/mlb/exports/odds_history/2026-07-19/odds_mlb_playerprops__local_daily_20260719T200001Z.json,154,4,77,122,32,77,154,0,2026-07-19T20:00:35.618495+00:00,2026-07-19T20:00:35.618495+00:00
2026-07-19,backend/mlb/exports/odds_history/2026-07-19/odds_mlb_playerprops__local_daily_20260719T233001Z.json,40,1,20,36,4,20,0,40,2026-07-19T23:30:27.558826+00:00,2026-07-19T23:30:27.558826+00:00
2026-07-20,backend/mlb/exports/odds_history/2026-07-20/odds_mlb_playerprops__local_daily_20260720T124009Z.json,558,15,279,468,90,279,558,0,2026-07-20T12:45:43.209296+00:00,2026-07-20T12:45:43.209296+00:00
2026-07-20,backend/mlb/exports/odds_history/2026-07-20/odds_mlb_playerprops__local_daily_20260720T163004Z.json,564,15,282,478,86,282,564,0,2026-07-20T16:30:40.518750+00:00,2026-07-20T16:30:40.518750+00:00
2026-07-20,backend/mlb/exports/odds_history/2026-07-20/odds_mlb_playerprops__local_daily_20260720T180001Z.json,562,15,281,474,88,281,562,0,2026-07-20T18:00:39.488487+00:00,2026-07-20T18:00:39.488487+00:00
2026-07-20,backend/mlb/exports/odds_history/2026-07-20/odds_mlb_playerprops__local_daily_20260720T200004Z.json,554,15,277,464,90,277,554,0,2026-07-20T20:00:40.285554+00:00,2026-07-20T20:00:40.285554+00:00
2026-07-20,backend/mlb/exports/odds_history/2026-07-20/odds_mlb_playerprops__local_daily_20260720T233004Z.json,358,9,179,288,70,179,358,0,2026-07-20T23:30:40.044468+00:00,2026-07-20T23:30:40.044468+00:00
2026-07-21,backend/mlb/exports/odds_history/2026-07-21/odds_mlb_playerprops__local_daily_20260721T123231Z.json,560,15,280,486,74,280,560,0,2026-07-21T12:45:54.212989+00:00,2026-07-21T12:45:54.212989+00:00
2026-07-21,backend/mlb/exports/odds_history/2026-07-21/odds_mlb_playerprops__local_daily_20260721T163005Z.json,564,15,282,488,76,282,564,0,2026-07-21T16:30:39.412552+00:00,2026-07-21T16:30:39.412552+00:00
2026-07-21,backend/mlb/exports/odds_history/2026-07-21/odds_mlb_playerprops__local_daily_20260721T180001Z.json,564,15,282,490,74,282,564,0,2026-07-21T18:00:37.461759+00:00,2026-07-21T18:00:37.461759+00:00
2026-07-21,backend/mlb/exports/odds_history/2026-07-21/odds_mlb_playerprops__local_daily_20260721T200003Z.json,516,14,258,446,70,258,516,0,2026-07-21T20:00:40.397989+00:00,2026-07-21T20:00:40.397989+00:00
2026-07-21,backend/mlb/exports/odds_history/2026-07-21/odds_mlb_playerprops__local_daily_20260721T233005Z.json,388,10,194,326,62,194,388,0,2026-07-21T23:30:37.939857+00:00,2026-07-21T23:30:37.939857+00:00
2026-07-22,backend/mlb/exports/odds_history/2026-07-22/odds_mlb_playerprops__local_daily_20260722T123956Z.json,562,15,281,486,76,281,562,0,2026-07-22T12:45:14.005701+00:00,2026-07-22T12:45:14.005701+00:00
2026-07-22,backend/mlb/exports/odds_history/2026-07-22/odds_mlb_playerprops__local_daily_20260722T163004Z.json,556,15,278,484,72,278,556,0,2026-07-22T16:30:41.347326+00:00,2026-07-22T16:30:41.347326+00:00
2026-07-22,backend/mlb/exports/odds_history/2026-07-22/odds_mlb_playerprops__local_daily_20260722T180002Z.json,40,1,20,32,8,20,40,0,2026-07-22T18:00:40.524484+00:00,2026-07-22T18:00:40.524484+00:00
2026-07-22,backend/mlb/exports/odds_history/2026-07-22/odds_mlb_playerprops__local_daily_20260722T200004Z.json,340,9,170,316,24,170,340,0,2026-07-22T20:00:41.988848+00:00,2026-07-22T20:00:41.988848+00:00
2026-07-22,backend/mlb/exports/odds_history/2026-07-22/odds_mlb_playerprops__local_daily_20260722T233004Z.json,131,4,66,127,4,65,124,7,2026-07-22T23:30:37.112671+00:00,2026-07-22T23:30:37.112671+00:00
2026-07-23,backend/mlb/exports/odds_history/2026-07-23/odds_mlb_playerprops__human_board_validation_20260723.json,36,1,18,32,4,18,36,0,2026-07-23T21:36:30.063580+00:00,2026-07-23T21:36:30.063580+00:00
2026-07-23,backend/mlb/exports/odds_history/2026-07-23/odds_mlb_playerprops__local_daily_20260723T124025Z.json,134,4,67,110,24,67,134,0,2026-07-23T12:45:53.638740+00:00,2026-07-23T12:45:53.638740+00:00
2026-07-23,backend/mlb/exports/odds_history/2026-07-23/odds_mlb_playerprops__local_daily_20260723T163002Z.json,142,4,71,118,24,71,142,0,2026-07-23T16:30:32.192479+00:00,2026-07-23T16:30:32.192479+00:00
2026-07-23,backend/mlb/exports/odds_history/2026-07-23/odds_mlb_playerprops__local_daily_20260723T180003Z.json,110,3,55,92,18,55,110,0,2026-07-23T18:00:33.080006+00:00,2026-07-23T18:00:33.080006+00:00
2026-07-23,backend/mlb/exports/odds_history/2026-07-23/odds_mlb_playerprops__local_daily_20260723T200005Z.json,72,2,36,60,12,36,72,0,2026-07-23T20:00:34.768486+00:00,2026-07-23T20:00:34.768486+00:00
