date,capture_file,observations,games,players,hits05,hits15,paired,pregame,poststart_or_unresolved,earliest,latest
2026-07-23,backend/mlb/exports/odds_history/2026-07-23/odds_mlb_playerprops__local_daily_20260723T213556Z.json,36,1,18,32,4,18,36,0,2026-07-23T21:36:30.063580+00:00,2026-07-23T21:36:30.063580+00:00
2026-07-23,backend/mlb/exports/odds_history/2026-07-23/odds_mlb_playerprops__positive_over_board_validation_20260723.json,36,1,18,32,4,18,36,0,2026-07-23T21:36:30.063580+00:00,2026-07-23T21:36:30.063580+00:00
2026-07-24,backend/mlb/exports/odds_history/2026-07-24/odds_mlb_playerprops__local_daily_20260724T123005Z.json,516,14,258,464,52,258,516,0,2026-07-24T12:48:03.411069+00:00,2026-07-24T12:48:03.411069+00:00
2026-07-24,backend/mlb/exports/odds_history/2026-07-24/odds_mlb_playerprops__local_daily_20260724T163003Z.json,570,15,285,512,58,285,570,0,2026-07-24T16:30:42.289883+00:00,2026-07-24T16:30:42.289883+00:00
2026-07-24,backend/mlb/exports/odds_history/2026-07-24/odds_mlb_playerprops__local_daily_20260724T180005Z.json,570,15,285,508,62,285,570,0,2026-07-24T18:00:44.435520+00:00,2026-07-24T18:00:44.435520+00:00
2026-07-24,backend/mlb/exports/odds_history/2026-07-24/odds_mlb_playerprops__local_daily_20260724T200001Z.json,554,15,277,496,58,277,554,0,2026-07-24T20:00:38.295808+00:00,2026-07-24T20:00:38.295808+00:00
2026-07-24,backend/mlb/exports/odds_history/2026-07-24/odds_mlb_playerprops__local_daily_20260724T233005Z.json,200,5,100,184,16,100,200,0,2026-07-24T23:30:40.151193+00:00,2026-07-24T23:30:40.151193+00:00
2026-07-25,backend/mlb/exports/odds_history/2026-07-25/odds_mlb_playerprops__local_daily_20260725T123005Z.json,524,14,262,492,32,262,524,0,2026-07-25T12:33:27.228298+00:00,2026-07-25T12:33:27.228298+00:00
2026-07-25,backend/mlb/exports/odds_history/2026-07-25/odds_mlb_playerprops__local_daily_20260725T163002Z.json,558,15,279,512,46,279,558,0,2026-07-25T16:30:43.223591+00:00,2026-07-25T16:30:43.223591+00:00
2026-07-25,backend/mlb/exports/odds_history/2026-07-25/odds_mlb_playerprops__local_daily_20260725T194257Z.json,536,14,268,492,44,268,536,0,2026-07-25T19:43:38.560431+00:00,2026-07-25T19:43:38.560431+00:00
2026-07-25,backend/mlb/exports/odds_history/2026-07-25/odds_mlb_playerprops__local_daily_20260725T200004Z.json,544,14,272,504,40,272,468,76,2026-07-25T20:09:20.176564+00:00,2026-07-25T20:09:20.176564+00:00
2026-07-25,backend/mlb/exports/odds_history/2026-07-25/odds_mlb_playerprops__local_daily_20260725T215857Z.json,388,10,194,360,28,194,388,0,2026-07-25T21:59:32.710410+00:00,2026-07-25T21:59:32.710410+00:00
2026-07-25,backend/mlb/exports/odds_history/2026-07-25/odds_mlb_playerprops__local_prewarm_20260725T103001Z.json,340,9,170,318,22,170,340,0,2026-07-25T10:31:18.824827+00:00,2026-07-25T10:31:18.824827+00:00
2026-07-26,backend/mlb/exports/odds_history/2026-07-26/odds_mlb_playerprops__local_daily_20260726T123004Z.json,546,15,273,478,68,273,546,0,2026-07-26T12:33:19.459360+00:00,2026-07-26T12:33:19.459360+00:00
2026-07-26,backend/mlb/exports/odds_history/2026-07-26/odds_mlb_playerprops__local_daily_20260726T163005Z.json,514,14,257,458,56,257,514,0,2026-07-26T16:30:39.092062+00:00,2026-07-26T16:30:39.092062+00:00
2026-07-26,backend/mlb/exports/odds_history/2026-07-26/odds_mlb_playerprops__local_daily_20260726T180003Z.json,254,7,127,230,24,127,254,0,2026-07-26T18:00:39.045829+00:00,2026-07-26T18:00:39.045829+00:00
2026-07-26,backend/mlb/exports/odds_history/2026-07-26/odds_mlb_playerprops__local_daily_20260726T200002Z.json,74,2,37,68,6,37,74,0,2026-07-26T20:00:34.473223+00:00,2026-07-26T20:00:34.473223+00:00
2026-07-26,backend/mlb/exports/odds_history/2026-07-26/odds_mlb_playerprops__local_daily_20260726T233001Z.json,36,1,18,32,4,18,0,36,2026-07-26T23:30:28.073553+00:00,2026-07-26T23:30:28.073553+00:00
2026-07-26,backend/mlb/exports/odds_history/2026-07-26/odds_mlb_playerprops__local_prewarm_20260726T103002Z.json,402,11,201,362,40,201,402,0,2026-07-26T10:31:19.491354+00:00,2026-07-26T10:31:19.491354+00:00
2026-07-27,backend/mlb/exports/odds_history/2026-07-27/odds_mlb_playerprops__local_daily_20260727T123005Z.json,400,11,200,358,42,200,400,0,2026-07-27T12:33:29.057865+00:00,2026-07-27T12:33:29.057865+00:00
2026-07-27,backend/mlb/exports/odds_history/2026-07-27/odds_mlb_playerprops__local_daily_20260727T163003Z.json,446,12,223,378,68,223,446,0,2026-07-27T16:30:36.352435+00:00,2026-07-27T16:30:36.352435+00:00
2026-07-27,backend/mlb/exports/odds_history/2026-07-27/odds_mlb_playerprops__local_daily_20260727T180004Z.json,446,12,223,384,62,223,446,0,2026-07-27T18:00:38.217469+00:00,2026-07-27T18:00:38.217469+00:00
2026-07-27,backend/mlb/exports/odds_history/2026-07-27/odds_mlb_playerprops__local_daily_20260727T200005Z.json,412,11,206,350,62,206,412,0,2026-07-27T20:00:39.639260+00:00,2026-07-27T20:00:39.639260+00:00
2026-07-27,backend/mlb/exports/odds_history/2026-07-27/odds_mlb_playerprops__local_daily_20260727T233002Z.json,244,6,122,206,38,122,244,0,2026-07-27T23:30:36.246156+00:00,2026-07-27T23:30:36.246156+00:00
2026-07-27,backend/mlb/exports/odds_history/2026-07-27/odds_mlb_playerprops__local_prewarm_20260727T103004Z.json,398,11,199,358,40,199,398,0,2026-07-27T10:31:09.167864+00:00,2026-07-27T10:31:09.167864+00:00
2026-07-28,backend/mlb/exports/odds_history/2026-07-28/odds_mlb_playerprops__local_daily_20260728T123001Z.json,544,15,272,478,66,272,544,0,2026-07-28T12:32:37.473682+00:00,2026-07-28T12:32:37.473682+00:00
2026-07-28,backend/mlb/exports/odds_history/2026-07-28/odds_mlb_playerprops__local_daily_20260728T163003Z.json,556,15,278,480,76,278,556,0,2026-07-28T16:30:37.699987+00:00,2026-07-28T16:30:37.699987+00:00
2026-07-28,backend/mlb/exports/odds_history/2026-07-28/odds_mlb_playerprops__local_daily_20260728T180005Z.json,482,13,241,410,72,241,482,0,2026-07-28T18:00:47.572922+00:00,2026-07-28T18:00:47.572922+00:00
2026-07-28,backend/mlb/exports/odds_history/2026-07-28/odds_mlb_playerprops__local_daily_20260728T200004Z.json,498,13,249,428,70,249,498,0,2026-07-28T20:00:43.938820+00:00,2026-07-28T20:00:43.938820+00:00
2026-07-28,backend/mlb/exports/odds_history/2026-07-28/odds_mlb_playerprops__local_daily_20260728T233001Z.json,358,9,179,300,58,179,358,0,2026-07-28T23:30:37.921897+00:00,2026-07-28T23:30:37.921897+00:00
2026-07-28,backend/mlb/exports/odds_history/2026-07-28/odds_mlb_playerprops__local_prewarm_20260728T103001Z.json,468,13,234,420,48,234,468,0,2026-07-28T10:31:26.616812+00:00,2026-07-28T10:31:26.616812+00:00
2026-07-29,backend/mlb/exports/odds_history/2026-07-29/odds_mlb_playerprops__local_daily_20260729T123005Z.json,472,13,236,426,46,236,472,0,2026-07-29T12:33:29.290246+00:00,2026-07-29T12:33:29.290246+00:00
2026-07-29,backend/mlb/exports/odds_history/2026-07-29/odds_mlb_playerprops__local_daily_20260729T163005Z.json,520,14,260,460,60,260,520,0,2026-07-29T16:30:40.629737+00:00,2026-07-29T16:30:40.629737+00:00
2026-07-29,backend/mlb/exports/odds_history/2026-07-29/odds_mlb_playerprops__local_daily_20260729T180004Z.json,360,10,180,316,44,180,360,0,2026-07-29T18:00:46.777023+00:00,2026-07-29T18:00:46.777023+00:00
2026-07-29,backend/mlb/exports/odds_history/2026-07-29/odds_mlb_playerprops__local_daily_20260729T200005Z.json,364,10,182,326,38,182,364,0,2026-07-29T20:00:38.880935+00:00,2026-07-29T20:00:38.880935+00:00
2026-07-29,backend/mlb/exports/odds_history/2026-07-29/odds_mlb_playerprops__local_daily_20260729T233005Z.json,236,6,118,206,30,118,236,0,2026-07-29T23:30:36.084919+00:00,2026-07-29T23:30:36.084919+00:00
2026-07-29,backend/mlb/exports/odds_history/2026-07-29/odds_mlb_playerprops__local_prewarm_20260729T103004Z.json,254,7,127,232,22,127,254,0,2026-07-29T10:31:23.563827+00:00,2026-07-29T10:31:23.563827+00:00
2026-07-30,backend/mlb/exports/odds_history/2026-07-30/odds_mlb_playerprops__local_daily_20260730T123001Z.json,290,8,145,256,34,145,290,0,2026-07-30T12:33:33.355543+00:00,2026-07-30T12:33:33.355543+00:00
2026-07-30,backend/mlb/exports/odds_history/2026-07-30/odds_mlb_playerprops__local_daily_20260730T163001Z.json,328,9,164,292,36,164,328,0,2026-07-30T16:30:32.214242+00:00,2026-07-30T16:30:32.214242+00:00
2026-07-30,backend/mlb/exports/odds_history/2026-07-30/odds_mlb_playerprops__local_daily_20260730T180004Z.json,292,8,146,252,40,146,292,0,2026-07-30T18:00:34.797884+00:00,2026-07-30T18:00:34.797884+00:00
2026-07-30,backend/mlb/exports/odds_history/2026-07-30/odds_mlb_playerprops__local_daily_20260730T200004Z.json,220,6,110,186,34,110,220,0,2026-07-30T20:00:34.384301+00:00,2026-07-30T20:00:34.384301+00:00
2026-07-30,backend/mlb/exports/odds_history/2026-07-30/odds_mlb_playerprops__local_daily_20260730T233002Z.json,150,4,75,130,20,75,150,0,2026-07-30T23:30:32.390616+00:00,2026-07-30T23:30:32.390616+00:00
2026-07-30,backend/mlb/exports/odds_history/2026-07-30/odds_mlb_playerprops__local_prewarm_20260730T103004Z.json,290,8,145,260,30,145,290,0,2026-07-30T10:30:59.690626+00:00,2026-07-30T10:30:59.690626+00:00
2026-07-31,backend/mlb/exports/odds_history/2026-07-31/odds_mlb_playerprops__local_daily_20260731T123005Z.json,510,14,255,438,72,255,510,0,2026-07-31T12:32:29.782659+00:00,2026-07-31T12:32:29.782659+00:00
2026-07-31,backend/mlb/exports/odds_history/2026-07-31/odds_mlb_playerprops__local_daily_20260731T163005Z.json,550,15,275,476,74,275,550,0,2026-07-31T16:30:39.915191+00:00,2026-07-31T16:30:39.915191+00:00
2026-07-31,backend/mlb/exports/odds_history/2026-07-31/odds_mlb_playerprops__local_daily_20260731T180004Z.json,550,15,275,476,74,275,550,0,2026-07-31T18:00:39.009936+00:00,2026-07-31T18:00:39.009936+00:00
2026-07-31,backend/mlb/exports/odds_history/2026-07-31/odds_mlb_playerprops__local_daily_20260731T200003Z.json,516,14,258,450,66,258,516,0,2026-07-31T20:00:36.782703+00:00,2026-07-31T20:00:36.782703+00:00
2026-07-31,backend/mlb/exports/odds_history/2026-07-31/odds_mlb_playerprops__local_daily_20260731T233004Z.json,266,7,133,226,40,133,266,0,2026-07-31T23:30:47.880359+00:00,2026-07-31T23:30:47.880359+00:00
2026-07-31,backend/mlb/exports/odds_history/2026-07-31/odds_mlb_playerprops__local_prewarm_20260731T103005Z.json,434,12,217,364,70,217,434,0,2026-07-31T10:31:31.117814+00:00,2026-07-31T10:31:31.117814+00:00
2026-08-01,backend/mlb/exports/odds_history/2026-08-01/odds_mlb_playerprops__local_daily_20260801T124205Z.json,327,10,164,291,36,163,327,0,2026-08-01T12:45:29.929224+00:00,2026-08-01T12:45:29.929224+00:00
2026-08-01,backend/mlb/exports/odds_history/2026-08-01/odds_mlb_playerprops__local_daily_20260801T163003Z.json,554,15,277,476,78,277,554,0,2026-08-01T16:30:37.013526+00:00,2026-08-01T16:30:37.013526+00:00
2026-08-01,backend/mlb/exports/odds_history/2026-08-01/odds_mlb_playerprops__local_daily_20260801T180001Z.json,558,15,279,486,72,279,558,0,2026-08-01T18:00:41.048508+00:00,2026-08-01T18:00:41.048508+00:00
2026-08-01,backend/mlb/exports/odds_history/2026-08-01/odds_mlb_playerprops__local_daily_20260801T200001Z.json,512,14,256,438,74,256,512,0,2026-08-01T20:01:37.434245+00:00,2026-08-01T20:01:37.434245+00:00
2026-08-01,backend/mlb/exports/odds_history/2026-08-01/odds_mlb_playerprops__local_daily_20260801T233001Z.json,238,6,119,184,54,119,200,38,2026-08-01T23:30:34.172677+00:00,2026-08-01T23:30:34.172677+00:00
2026-08-01,backend/mlb/exports/odds_history/2026-08-01/odds_mlb_playerprops__local_prewarm_20260801T103005Z.json,310,9,155,278,32,155,310,0,2026-08-01T10:31:32.719991+00:00,2026-08-01T10:31:32.719991+00:00
2026-08-02,backend/mlb/exports/odds_history/2026-08-02/odds_mlb_playerprops__local_daily_20260802T124202Z.json,532,14,266,464,68,266,532,0,2026-08-02T12:46:26.712904+00:00,2026-08-02T12:46:26.712904+00:00
2026-08-02,backend/mlb/exports/odds_history/2026-08-02/odds_mlb_playerprops__local_daily_20260802T163004Z.json,575,15,288,501,74,287,575,0,2026-08-02T16:30:37.092918+00:00,2026-08-02T16:30:37.092918+00:00
2026-08-02,backend/mlb/exports/odds_history/2026-08-02/odds_mlb_playerprops__local_daily_20260802T180003Z.json,316,8,158,266,50,158,316,0,2026-08-02T18:00:39.507359+00:00,2026-08-02T18:00:39.507359+00:00
2026-08-02,backend/mlb/exports/odds_history/2026-08-02/odds_mlb_playerprops__local_daily_20260802T200004Z.json,156,4,78,138,18,78,156,0,2026-08-02T20:00:37.553715+00:00,2026-08-02T20:00:37.553715+00:00
2026-08-02,backend/mlb/exports/odds_history/2026-08-02/odds_mlb_playerprops__local_daily_20260802T233001Z.json,42,1,21,40,2,21,0,42,2026-08-02T23:30:25.297760+00:00,2026-08-02T23:30:25.297760+00:00
2026-08-02,backend/mlb/exports/odds_history/2026-08-02/odds_mlb_playerprops__local_prewarm_20260802T103001Z.json,382,10,191,348,34,191,382,0,2026-08-02T10:31:22.153998+00:00,2026-08-02T10:31:22.153998+00:00
