lane,date,game_id,player_id,line,side,reason
HITS_05_OVER,2026-05-08,824443,682177,0.5,over,OUTCOME_UNAVAILABLE_OR_NOT_IN_FROZEN_BENCHMARK
HITS_05_OVER,2026-05-08,824443,800050,0.5,over,OUTCOME_UNAVAILABLE_OR_NOT_IN_FROZEN_BENCHMARK
HITS_05_OVER,2026-05-08,825088,665742,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,822822,672820,0.5,over,OUTCOME_UNAVAILABLE_OR_NOT_IN_FROZEN_BENCHMARK
HITS_05_OVER,2026-05-08,823466,664761,0.5,over,OUTCOME_UNAVAILABLE_OR_NOT_IN_FROZEN_BENCHMARK
HITS_05_OVER,2026-05-08,824846,668939,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,824846,677942,0.5,over,OUTCOME_UNAVAILABLE_OR_NOT_IN_FROZEN_BENCHMARK
HITS_05_OVER,2026-05-08,823871,672640,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,823871,669364,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,823466,624641,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,824522,572233,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,824522,514888,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,824522,670770,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,824607,643217,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,824607,680977,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,824522,668709,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,824607,805367,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,823957,645277,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,823957,669257,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,824116,693307,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,824116,695506,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,824116,521692,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,824116,805808,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,824846,805779,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,824846,665750,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,824846,624413,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,824846,669127,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,824846,691016,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,825088,701807,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,825088,682626,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,825088,545121,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,825088,682998,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,824846,643446,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,824607,808959,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,824607,803011,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,824846,683002,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,824768,807799,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,824768,575929,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,824768,677800,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,824768,680776,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,822904,691718,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,822904,673548,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,823225,668804,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,823225,808982,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,823225,665833,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,823225,656811,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,823957,621566,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,822822,662139,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,822822,676391,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,822822,672960,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,822904,608348,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,822904,621020,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,822904,677649,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,822904,664023,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,822822,665489,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,822904,624424,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,823794,650859,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,823794,686217,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,823871,695578,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,823871,669065,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,823957,690976,0.5,over,OUTCOME_UNAVAILABLE_OR_NOT_IN_FROZEN_BENCHMARK
HITS_05_OVER,2026-05-08,823794,665862,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,823794,694192,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,823303,592518,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,823303,669357,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,823303,593428,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,823466,664954,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,823466,696100,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,823794,700250,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,823466,607208,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,823466,671289,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-08,823794,666152,0.5,over,OUTCOME_UNAVAILABLE_OR_NOT_IN_FROZEN_BENCHMARK
HITS_05_OVER,2026-05-09,824444,680777,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,824606,680977,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,824523,670541,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,824115,686555,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,824444,668885,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,824847,683002,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,824766,802415,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,824766,666018,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,822820,662139,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,822820,676391,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,822820,624585,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,823468,671289,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,824523,514888,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,824523,668709,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,824523,670623,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,824523,682829,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,824523,572233,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,824523,701358,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,824523,694728,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,824523,663993,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,824523,701398,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,824523,668715,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,824523,670770,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,824523,805904,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,824606,643217,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,824606,695657,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,824115,686469,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,824847,665750,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,824847,701762,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,824847,624413,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,824847,694212,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,824847,669127,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,824847,691016,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,824847,680869,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,824847,805779,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,824606,803011,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,824766,810938,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,824766,702332,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,824766,678882,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,824766,680776,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,824766,676356,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,824766,691406,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,824847,643446,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,824766,691785,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,824766,596115,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,824766,575929,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,824766,677800,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,824847,668939,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,824847,667670,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,824847,666126,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,824847,687637,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,824766,807799,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,823224,669477,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,823224,683679,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,822820,543807,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,822820,666176,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,822820,672960,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,822820,545361,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,822820,694384,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,822820,665489,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,822820,687263,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,822905,608348,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,822905,683737,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,823792,663757,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,823792,661388,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,823869,691781,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,823869,682928,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,823869,695734,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,823869,696285,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,823869,695578,0.5,over,NO_BETONLINE_MARKET
HITS_05_OVER,2026-05-09,823869,669065,0.5,over,NO_BETONLINE_MARKET
