game_pk,player_mlb_id,player,local_status,official_source_status,final_participation_role,final_batting_position,official_plate_appearances,official_at_bats,official_hits,official_doubles,official_triples,official_home_runs,official_total_bases,official_source_payload,official_source_sha256,source_observation_timestamp,source_acquisition,final_support_decision
823592,805999,A.J. Ewing,LOCAL_ROW_VERIFIED_EXACT,OFFICIAL_APPEARANCE_RESULT_RECOVERED,STARTED,1,5,5,0,0,0,0,0,backend/mlb/exports/cleanroom_v1/bol_tb15/schedule_cohorts/2026-08-02/outcome_sources/game_823592_5990811e440d60480a4241bd4d03f211da0f6d0c6d2664a5dc1a80bde1b23d17.json,5990811e440d60480a4241bd4d03f211da0f6d0c6d2664a5dc1a80bde1b23d17,2026-08-03T13:47:42.490633+00:00,PRESERVED_OFFICIAL_FEED,LOCAL_ROW_VERIFIED_EXACT
824163,592626,Joc Pederson,LOCAL_ROW_VERIFIED_EXACT,OFFICIAL_APPEARANCE_RESULT_RECOVERED,STARTED,1,3,3,0,0,0,0,0,backend/mlb/exports/cleanroom_v1/bol_tb15/schedule_cohorts/2026-08-02/outcome_sources/game_824163_946eb50cdf4de528f54b386cdfdbd0baaceef27d07241b67adb65684ad07d722.json,946eb50cdf4de528f54b386cdfdbd0baaceef27d07241b67adb65684ad07d722,2026-08-03T13:47:42.673841+00:00,PRESERVED_OFFICIAL_FEED,LOCAL_ROW_VERIFIED_EXACT
824163,607043,Brandon Nimmo,LOCAL_ROW_VERIFIED_EXACT,OFFICIAL_APPEARANCE_RESULT_RECOVERED,STARTED,4,4,3,2,0,0,1,5,backend/mlb/exports/cleanroom_v1/bol_tb15/schedule_cohorts/2026-08-02/outcome_sources/game_824163_946eb50cdf4de528f54b386cdfdbd0baaceef27d07241b67adb65684ad07d722.json,946eb50cdf4de528f54b386cdfdbd0baaceef27d07241b67adb65684ad07d722,2026-08-03T13:47:42.673841+00:00,PRESERVED_OFFICIAL_FEED,LOCAL_ROW_VERIFIED_EXACT
824163,608369,Corey Seager,LOCAL_ROW_VERIFIED_EXACT,OFFICIAL_APPEARANCE_RESULT_RECOVERED,STARTED,3,4,4,0,0,0,0,0,backend/mlb/exports/cleanroom_v1/bol_tb15/schedule_cohorts/2026-08-02/outcome_sources/game_824163_946eb50cdf4de528f54b386cdfdbd0baaceef27d07241b67adb65684ad07d722.json,946eb50cdf4de528f54b386cdfdbd0baaceef27d07241b67adb65684ad07d722,2026-08-03T13:47:42.673841+00:00,PRESERVED_OFFICIAL_FEED,LOCAL_ROW_VERIFIED_EXACT
824163,669394,Jake Burger,LOCAL_ROW_VERIFIED_EXACT,OFFICIAL_APPEARANCE_RESULT_RECOVERED,STARTED,5,4,4,2,0,0,0,2,backend/mlb/exports/cleanroom_v1/bol_tb15/schedule_cohorts/2026-08-02/outcome_sources/game_824163_946eb50cdf4de528f54b386cdfdbd0baaceef27d07241b67adb65684ad07d722.json,946eb50cdf4de528f54b386cdfdbd0baaceef27d07241b67adb65684ad07d722,2026-08-03T13:47:42.673841+00:00,PRESERVED_OFFICIAL_FEED,LOCAL_ROW_VERIFIED_EXACT
824163,677649,Ezequiel Duran,LOCAL_ROW_VERIFIED_EXACT,OFFICIAL_APPEARANCE_RESULT_RECOVERED,STARTED,7,4,4,1,0,0,0,1,backend/mlb/exports/cleanroom_v1/bol_tb15/schedule_cohorts/2026-08-02/outcome_sources/game_824163_946eb50cdf4de528f54b386cdfdbd0baaceef27d07241b67adb65684ad07d722.json,946eb50cdf4de528f54b386cdfdbd0baaceef27d07241b67adb65684ad07d722,2026-08-03T13:47:42.673841+00:00,PRESERVED_OFFICIAL_FEED,LOCAL_ROW_VERIFIED_EXACT
824163,694671,Wyatt Langford,LOCAL_ROW_VERIFIED_EXACT,OFFICIAL_APPEARANCE_RESULT_RECOVERED,STARTED,2,4,3,0,0,0,0,0,backend/mlb/exports/cleanroom_v1/bol_tb15/schedule_cohorts/2026-08-02/outcome_sources/game_824163_946eb50cdf4de528f54b386cdfdbd0baaceef27d07241b67adb65684ad07d722.json,946eb50cdf4de528f54b386cdfdbd0baaceef27d07241b67adb65684ad07d722,2026-08-03T13:47:42.673841+00:00,PRESERVED_OFFICIAL_FEED,LOCAL_ROW_VERIFIED_EXACT
824404,606466,Ketel Marte,LOCAL_ROW_VERIFIED_EXACT,OFFICIAL_APPEARANCE_RESULT_RECOVERED,STARTED,4,4,4,0,0,0,0,0,backend/mlb/exports/cleanroom_v1/bol_tb15/schedule_cohorts/2026-08-02/outcome_sources/game_824404_a057921b09fdd88472849e49e44bd292f77ded9b9a9db97ff867265c45b8ba59.json,a057921b09fdd88472849e49e44bd292f77ded9b9a9db97ff867265c45b8ba59,2026-08-03T13:47:42.799675+00:00,PRESERVED_OFFICIAL_FEED,LOCAL_ROW_VERIFIED_EXACT
824404,608070,José Ramírez,LOCAL_ROW_VERIFIED_EXACT,OFFICIAL_APPEARANCE_RESULT_RECOVERED,STARTED,2,4,4,1,0,0,0,1,backend/mlb/exports/cleanroom_v1/bol_tb15/schedule_cohorts/2026-08-02/outcome_sources/game_824404_a057921b09fdd88472849e49e44bd292f77ded9b9a9db97ff867265c45b8ba59.json,a057921b09fdd88472849e49e44bd292f77ded9b9a9db97ff867265c45b8ba59,2026-08-03T13:47:42.799675+00:00,PRESERVED_OFFICIAL_FEED,LOCAL_ROW_VERIFIED_EXACT
824404,672515,Gabriel Moreno,LOCAL_ROW_VERIFIED_EXACT,OFFICIAL_APPEARANCE_RESULT_RECOVERED,STARTED,3,4,4,0,0,0,0,0,backend/mlb/exports/cleanroom_v1/bol_tb15/schedule_cohorts/2026-08-02/outcome_sources/game_824404_a057921b09fdd88472849e49e44bd292f77ded9b9a9db97ff867265c45b8ba59.json,a057921b09fdd88472849e49e44bd292f77ded9b9a9db97ff867265c45b8ba59,2026-08-03T13:47:42.799675+00:00,PRESERVED_OFFICIAL_FEED,LOCAL_ROW_VERIFIED_EXACT
824404,672695,Geraldo Perdomo,LOCAL_ROW_VERIFIED_EXACT,OFFICIAL_APPEARANCE_RESULT_RECOVERED,STARTED,2,4,3,1,0,0,0,1,backend/mlb/exports/cleanroom_v1/bol_tb15/schedule_cohorts/2026-08-02/outcome_sources/game_824404_a057921b09fdd88472849e49e44bd292f77ded9b9a9db97ff867265c45b8ba59.json,a057921b09fdd88472849e49e44bd292f77ded9b9a9db97ff867265c45b8ba59,2026-08-03T13:47:42.799675+00:00,PRESERVED_OFFICIAL_FEED,LOCAL_ROW_VERIFIED_EXACT
824404,677587,Brayan Rocchio,LOCAL_ROW_VERIFIED_EXACT,OFFICIAL_APPEARANCE_RESULT_RECOVERED,STARTED,6,4,4,0,0,0,0,0,backend/mlb/exports/cleanroom_v1/bol_tb15/schedule_cohorts/2026-08-02/outcome_sources/game_824404_a057921b09fdd88472849e49e44bd292f77ded9b9a9db97ff867265c45b8ba59.json,a057921b09fdd88472849e49e44bd292f77ded9b9a9db97ff867265c45b8ba59,2026-08-03T13:47:42.799675+00:00,PRESERVED_OFFICIAL_FEED,LOCAL_ROW_VERIFIED_EXACT
