slate_date,game_pk,player_mlb_id,player,original_partition,over_odds,under_odds,market_observation_timestamp,market_source_payload,market_source_sha256
2026-08-02,822943,650490,Yandy Díaz,FORMERLY_LINEUP_ADMITTED,112,-145,2026-08-02 15:45:06+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_47af60aedd60c2f453d5618c98f9a180.json,de2b99413bc7144073fcbde5d9876702a12a48d5bb75849b6f241fe1086a6ed8
2026-08-02,822943,666018,Jonathan Aranda,FORMERLY_LINEUP_ADMITTED,167,-222,2026-08-02 15:45:06+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_47af60aedd60c2f453d5618c98f9a180.json,de2b99413bc7144073fcbde5d9876702a12a48d5bb75849b6f241fe1086a6ed8
2026-08-02,822943,676356,Jonny DeLuca,FORMERLY_LINEUP_ADMITTED,178,-238,2026-08-02 15:45:06+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_47af60aedd60c2f453d5618c98f9a180.json,de2b99413bc7144073fcbde5d9876702a12a48d5bb75849b6f241fe1086a6ed8
2026-08-02,822943,678246,Miguel Vargas,FORMERLY_LINEUP_ADMITTED,136,-179,2026-08-02 15:45:06+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_47af60aedd60c2f453d5618c98f9a180.json,de2b99413bc7144073fcbde5d9876702a12a48d5bb75849b6f241fe1086a6ed8
2026-08-02,822943,691406,Junior Caminero,FORMERLY_LINEUP_ADMITTED,109,-141,2026-08-02 15:45:06+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_47af60aedd60c2f453d5618c98f9a180.json,de2b99413bc7144073fcbde5d9876702a12a48d5bb75849b6f241fe1086a6ed8
2026-08-02,822943,695657,Colson Montgomery,FORMERLY_LINEUP_ADMITTED,167,-222,2026-08-02 15:45:06+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_47af60aedd60c2f453d5618c98f9a180.json,de2b99413bc7144073fcbde5d9876702a12a48d5bb75849b6f241fe1086a6ed8
2026-08-02,822943,802415,Chandler Simpson,FORMERLY_LINEUP_ADMITTED,178,-238,2026-08-02 15:45:06+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_47af60aedd60c2f453d5618c98f9a180.json,de2b99413bc7144073fcbde5d9876702a12a48d5bb75849b6f241fe1086a6ed8
2026-08-02,822943,803011,Sam Antonacci,FORMERLY_LINEUP_ADMITTED,155,-204,2026-08-02 15:45:06+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_47af60aedd60c2f453d5618c98f9a180.json,de2b99413bc7144073fcbde5d9876702a12a48d5bb75849b6f241fe1086a6ed8
2026-08-02,822943,808959,Munetaka Murakami,FORMERLY_LINEUP_ADMITTED,167,-222,2026-08-02 15:45:06+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_47af60aedd60c2f453d5618c98f9a180.json,de2b99413bc7144073fcbde5d9876702a12a48d5bb75849b6f241fe1086a6ed8
2026-08-02,823592,596019,Francisco Lindor,FORMERLY_LINEUP_ADMITTED,126,-164,2026-08-02 15:44:05+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_42cc8ab6df88e7bec73eafe4f684cbb1.json,fada44aa979f09855e07cd8f4a5ad9b5606ecac46ba41efe0fc7f29ee078f11a
2026-08-02,823592,665052,Griffin Conine,FORMERLY_LINEUP_ADMITTED,164,-217,2026-08-02 15:44:05+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_42cc8ab6df88e7bec73eafe4f684cbb1.json,fada44aa979f09855e07cd8f4a5ad9b5606ecac46ba41efe0fc7f29ee078f11a
2026-08-02,823592,666182,Bo Bichette,FORMERLY_LINEUP_ADMITTED,126,-164,2026-08-02 15:44:05+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_42cc8ab6df88e7bec73eafe4f684cbb1.json,fada44aa979f09855e07cd8f4a5ad9b5606ecac46ba41efe0fc7f29ee078f11a
2026-08-02,823592,669065,Kyle Stowers,FORMERLY_LINEUP_ADMITTED,118,-154,2026-08-02 15:44:05+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_42cc8ab6df88e7bec73eafe4f684cbb1.json,fada44aa979f09855e07cd8f4a5ad9b5606ecac46ba41efe0fc7f29ee078f11a
2026-08-02,823592,669364,Xavier Edwards,FORMERLY_LINEUP_ADMITTED,146,-192,2026-08-02 15:44:05+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_42cc8ab6df88e7bec73eafe4f684cbb1.json,fada44aa979f09855e07cd8f4a5ad9b5606ecac46ba41efe0fc7f29ee078f11a
2026-08-02,823592,672640,Otto Lopez,FORMERLY_LINEUP_ADMITTED,117,-152,2026-08-02 15:44:05+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_42cc8ab6df88e7bec73eafe4f684cbb1.json,fada44aa979f09855e07cd8f4a5ad9b5606ecac46ba41efe0fc7f29ee078f11a
2026-08-02,823592,673357,Luis Robert Jr.,FORMERLY_LINEUP_ADMITTED,155,-204,2026-08-02 15:44:05+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_42cc8ab6df88e7bec73eafe4f684cbb1.json,fada44aa979f09855e07cd8f4a5ad9b5606ecac46ba41efe0fc7f29ee078f11a
2026-08-02,823592,676724,Jared Young,FORMERLY_LINEUP_ADMITTED,167,-222,2026-08-02 15:44:05+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_42cc8ab6df88e7bec73eafe4f684cbb1.json,fada44aa979f09855e07cd8f4a5ad9b5606ecac46ba41efe0fc7f29ee078f11a
2026-08-02,823592,682626,Francisco Alvarez,FORMERLY_LINEUP_ADMITTED,182,-244,2026-08-02 15:44:05+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_42cc8ab6df88e7bec73eafe4f684cbb1.json,fada44aa979f09855e07cd8f4a5ad9b5606ecac46ba41efe0fc7f29ee078f11a
2026-08-02,823592,683357,Owen Caissie,FORMERLY_LINEUP_ADMITTED,167,-222,2026-08-02 15:44:05+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_42cc8ab6df88e7bec73eafe4f684cbb1.json,fada44aa979f09855e07cd8f4a5ad9b5606ecac46ba41efe0fc7f29ee078f11a
2026-08-02,823592,689414,Liam Hicks,FORMERLY_LINEUP_ADMITTED,120,-156,2026-08-02 15:44:05+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_42cc8ab6df88e7bec73eafe4f684cbb1.json,fada44aa979f09855e07cd8f4a5ad9b5606ecac46ba41efe0fc7f29ee078f11a
2026-08-02,823592,701807,Carson Benge,FORMERLY_LINEUP_ADMITTED,136,-179,2026-08-02 15:44:05+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_42cc8ab6df88e7bec73eafe4f684cbb1.json,fada44aa979f09855e07cd8f4a5ad9b5606ecac46ba41efe0fc7f29ee078f11a
2026-08-02,823592,805300,Jakob Marsee,FORMERLY_LINEUP_ADMITTED,171,-227,2026-08-02 15:44:05+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_42cc8ab6df88e7bec73eafe4f684cbb1.json,fada44aa979f09855e07cd8f4a5ad9b5606ecac46ba41efe0fc7f29ee078f11a
2026-08-02,823592,805999,A.J. Ewing,FORMERLY_LINEUP_ADMITTED,134,-175,2026-08-02 15:44:05+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_42cc8ab6df88e7bec73eafe4f684cbb1.json,fada44aa979f09855e07cd8f4a5ad9b5606ecac46ba41efe0fc7f29ee078f11a
2026-08-02,824163,592626,Joc Pederson,FORMERLY_LINEUP_ADMITTED,171,-227,2026-08-02 15:45:46+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_5df20c738d76a47684394acb9ea9814e.json,47636cbd7641a86f5303c326c4cc1d50c730280d0d30975736c50bf4a2fc8a89
2026-08-02,824163,607043,Brandon Nimmo,FORMERLY_LINEUP_ADMITTED,152,-200,2026-08-02 15:45:46+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_5df20c738d76a47684394acb9ea9814e.json,47636cbd7641a86f5303c326c4cc1d50c730280d0d30975736c50bf4a2fc8a89
2026-08-02,824163,608369,Corey Seager,FORMERLY_LINEUP_ADMITTED,144,-189,2026-08-02 15:45:46+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_5df20c738d76a47684394acb9ea9814e.json,47636cbd7641a86f5303c326c4cc1d50c730280d0d30975736c50bf4a2fc8a89
2026-08-02,824163,669394,Jake Burger,FORMERLY_LINEUP_ADMITTED,141,-185,2026-08-02 15:45:46+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_5df20c738d76a47684394acb9ea9814e.json,47636cbd7641a86f5303c326c4cc1d50c730280d0d30975736c50bf4a2fc8a89
2026-08-02,824163,677649,Ezequiel Duran,FORMERLY_LINEUP_ADMITTED,174,-233,2026-08-02 15:45:46+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_5df20c738d76a47684394acb9ea9814e.json,47636cbd7641a86f5303c326c4cc1d50c730280d0d30975736c50bf4a2fc8a89
2026-08-02,824163,694671,Wyatt Langford,FORMERLY_LINEUP_ADMITTED,122,-159,2026-08-02 15:45:46+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_5df20c738d76a47684394acb9ea9814e.json,47636cbd7641a86f5303c326c4cc1d50c730280d0d30975736c50bf4a2fc8a89
2026-08-02,824404,606466,Ketel Marte,FORMERLY_LINEUP_ADMITTED,136,-179,2026-08-02 15:44:50+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_93093742f035808566b727b495407df8.json,49744c4c2b17b576701de203a984cdd19351b8aa7fd7c2a24f38ba17b44d2469
2026-08-02,824404,608070,José Ramírez,FORMERLY_LINEUP_ADMITTED,110,-143,2026-08-02 15:44:50+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_93093742f035808566b727b495407df8.json,49744c4c2b17b576701de203a984cdd19351b8aa7fd7c2a24f38ba17b44d2469
2026-08-02,824404,672515,Gabriel Moreno,FORMERLY_LINEUP_ADMITTED,164,-217,2026-08-02 15:44:50+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_93093742f035808566b727b495407df8.json,49744c4c2b17b576701de203a984cdd19351b8aa7fd7c2a24f38ba17b44d2469
2026-08-02,824404,672695,Geraldo Perdomo,FORMERLY_LINEUP_ADMITTED,182,-244,2026-08-02 15:44:50+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_93093742f035808566b727b495407df8.json,49744c4c2b17b576701de203a984cdd19351b8aa7fd7c2a24f38ba17b44d2469
2026-08-02,824404,677587,Brayan Rocchio,FORMERLY_LINEUP_ADMITTED,155,-204,2026-08-02 15:44:50+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_93093742f035808566b727b495407df8.json,49744c4c2b17b576701de203a984cdd19351b8aa7fd7c2a24f38ba17b44d2469
2026-08-02,824404,680757,Steven Kwan,FORMERLY_LINEUP_ADMITTED,136,-179,2026-08-02 15:44:50+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_93093742f035808566b727b495407df8.json,49744c4c2b17b576701de203a984cdd19351b8aa7fd7c2a24f38ba17b44d2469
2026-08-02,824404,682998,Corbin Carroll,FORMERLY_LINEUP_ADMITTED,126,-164,2026-08-02 15:44:50+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_93093742f035808566b727b495407df8.json,49744c4c2b17b576701de203a984cdd19351b8aa7fd7c2a24f38ba17b44d2469
2026-08-02,824404,683953,Travis Bazzana,FORMERLY_LINEUP_ADMITTED,136,-179,2026-08-02 15:44:50+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_93093742f035808566b727b495407df8.json,49744c4c2b17b576701de203a984cdd19351b8aa7fd7c2a24f38ba17b44d2469
2026-08-02,824404,700932,Kyle Manzardo,FORMERLY_LINEUP_ADMITTED,158,-208,2026-08-02 15:44:50+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_93093742f035808566b727b495407df8.json,49744c4c2b17b576701de203a984cdd19351b8aa7fd7c2a24f38ba17b44d2469
2026-08-02,824404,800050,Chase DeLauter,FORMERLY_LINEUP_ADMITTED,126,-164,2026-08-02 15:44:50+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_93093742f035808566b727b495407df8.json,49744c4c2b17b576701de203a984cdd19351b8aa7fd7c2a24f38ba17b44d2469
2026-08-02,824483,663886,Tyler Stephenson,FORMERLY_LINEUP_ADMITTED,146,-192,2026-08-02 15:45:34+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_65c026b0a2fdad67a6ebb83ff414a011.json,9d9f2c51a0f15dff9a5a38e18026d5bab8aa1b56f1bbd0a4e75749f0d29a990f
2026-08-02,824483,663968,Jake Mangum,FORMERLY_LINEUP_ADMITTED,132,-172,2026-08-02 15:45:34+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_65c026b0a2fdad67a6ebb83ff414a011.json,9d9f2c51a0f15dff9a5a38e18026d5bab8aa1b56f1bbd0a4e75749f0d29a990f
2026-08-02,824483,663993,Nathaniel Lowe,FORMERLY_LINEUP_ADMITTED,146,-192,2026-08-02 15:45:34+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_65c026b0a2fdad67a6ebb83ff414a011.json,9d9f2c51a0f15dff9a5a38e18026d5bab8aa1b56f1bbd0a4e75749f0d29a990f
2026-08-02,824483,664040,Brandon Lowe,FORMERLY_LINEUP_ADMITTED,118,-154,2026-08-02 15:45:34+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_65c026b0a2fdad67a6ebb83ff414a011.json,9d9f2c51a0f15dff9a5a38e18026d5bab8aa1b56f1bbd0a4e75749f0d29a990f
2026-08-02,824483,668709,JJ Bleday,FORMERLY_LINEUP_ADMITTED,115,-149,2026-08-02 15:45:34+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_65c026b0a2fdad67a6ebb83ff414a011.json,9d9f2c51a0f15dff9a5a38e18026d5bab8aa1b56f1bbd0a4e75749f0d29a990f
2026-08-02,824483,668804,Bryan Reynolds,FORMERLY_LINEUP_ADMITTED,132,-172,2026-08-02 15:45:34+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_65c026b0a2fdad67a6ebb83ff414a011.json,9d9f2c51a0f15dff9a5a38e18026d5bab8aa1b56f1bbd0a4e75749f0d29a990f
2026-08-02,824483,682622,Noelvi Marte,FORMERLY_LINEUP_ADMITTED,178,-238,2026-08-02 15:45:34+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_65c026b0a2fdad67a6ebb83ff414a011.json,9d9f2c51a0f15dff9a5a38e18026d5bab8aa1b56f1bbd0a4e75749f0d29a990f
2026-08-02,824483,682829,Elly De La Cruz,FORMERLY_LINEUP_ADMITTED,-106,-122,2026-08-02 15:45:34+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_65c026b0a2fdad67a6ebb83ff414a011.json,9d9f2c51a0f15dff9a5a38e18026d5bab8aa1b56f1bbd0a4e75749f0d29a990f
2026-08-02,824483,682848,Endy Rodríguez,FORMERLY_LINEUP_ADMITTED,164,-217,2026-08-02 15:45:34+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_65c026b0a2fdad67a6ebb83ff414a011.json,9d9f2c51a0f15dff9a5a38e18026d5bab8aa1b56f1bbd0a4e75749f0d29a990f
2026-08-02,824483,693304,Nick Gonzales,FORMERLY_LINEUP_ADMITTED,155,-204,2026-08-02 15:45:34+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_65c026b0a2fdad67a6ebb83ff414a011.json,9d9f2c51a0f15dff9a5a38e18026d5bab8aa1b56f1bbd0a4e75749f0d29a990f
2026-08-02,824483,699013,Esmerlyn Valdez,FORMERLY_LINEUP_ADMITTED,128,-167,2026-08-02 15:45:34+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_65c026b0a2fdad67a6ebb83ff414a011.json,9d9f2c51a0f15dff9a5a38e18026d5bab8aa1b56f1bbd0a4e75749f0d29a990f
2026-08-02,824483,701398,Sal Stewart,FORMERLY_LINEUP_ADMITTED,115,-149,2026-08-02 15:45:34+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_65c026b0a2fdad67a6ebb83ff414a011.json,9d9f2c51a0f15dff9a5a38e18026d5bab8aa1b56f1bbd0a4e75749f0d29a990f
2026-08-02,824648,663757,Trent Grisham,FORMERLY_LINEUP_ADMITTED,161,-213,2026-08-02 15:45:03+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_7cae5f89359f34f8e1b03d1c46f2c3d6.json,f0232977ebf7766eaf47cbd5e2e1c8c67b784f4616b5301afed0bac4d26c969b
2026-08-02,824648,665862,Jazz Chisholm Jr.,FORMERLY_LINEUP_ADMITTED,174,-233,2026-08-02 15:45:03+00:00,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-08-02/cleanroom_20260802T154517Z/event_7cae5f89359f34f8e1b03d1c46f2c3d6.json,f0232977ebf7766eaf47cbd5e2e1c8c67b784f4616b5301afed0bac4d26c969b
