variant,games,mean_forecast,mean_actual,actual_minus_forecast_bias,mae,rmse
RAW_V1,126,8.05211873571176,8.61111111111111,0.558992375399351,3.265726718124754,4.092129493546904
PRIOR_LEAGUE_SCORING_MEAN,126,8.969944440939864,8.61111111111111,-0.3588333298287558,3.3249812298744343,4.1254832709996485
TEAM_SHRUNK_SCORING_BASELINE,126,8.973027891061491,8.61111111111111,-0.36191677995037824,3.345096771140167,4.129862189724476
