dimension,level,games,mean_raw_forecast,mean_actual_total,mean_run_residual,median_run_residual,mae,rmse,raw_crps,intercept_crps,intercept_minus_raw_crps
STRICT_PRIOR_PARK_FACTOR_BAND,RUN_SUPPRESSING_<0.98,43,7.696050872961591,8.069767441860465,0.373716568898875,-0.5922047020552483,3.1647980984038875,3.8981467489424184,2.2109150096617234,2.1999353020623333,-0.010979707599390492
STRICT_PRIOR_PARK_FACTOR_BAND,NEUTRAL_0.98_TO_1.02,41,8.045958416676944,8.121951219512194,0.07599280283525155,-0.23717122095954402,3.59852153495053,4.515292008976526,2.525982440182398,2.528527035322607,0.002544595140209522
STRICT_PRIOR_PARK_FACTOR_BAND,RUN_BOOSTING_>1.02,42,8.422678049489969,9.642857142857142,1.2201790933671735,1.1324866471359716,3.044187269509049,3.844058778620676,2.2122373102421684,2.136575741827432,-0.07566156841473644
PARK_FALLBACK_STATE,DIRECT_REGRESSED_PARK_HISTORY,126,8.05211873571176,8.61111111111111,0.558992375399351,0.20593154021862947,3.265726718124754,4.092129493546904,2.3138777181992336,2.2857381555052334,-0.02813956269400104
RETAINED_ROOF_TYPE,Dome,2,7.854841623620531,9.0,1.1451583763794693,1.1451583763794693,1.8820378635201669,2.2030556567448807,1.4656785431299177,1.3829301976345147,-0.082748345495403
RETAINED_ROOF_TYPE,Open,94,8.070208545074374,8.851063829787234,0.7808552847128588,1.0570648904143343,3.217962968702493,4.055761440797228,2.3005251145574697,2.253186413658025,-0.04733870089944373
RETAINED_ROOF_TYPE,Retractable,30,8.00858914051498,7.833333333333333,-0.17525580718164752,-1.1658071882264691,3.507632389954808,4.297302285757368,2.4122624879480514,2.4479208104845323,0.03565832253647951
VENUE,American Family Field,3,7.565740172062057,9.333333333333334,1.7675931612712759,-0.6190136172243408,2.616648320073004,3.8323264765071077,2.171810441418266,2.0664116352148443,-0.1053988062034219
VENUE,Angel Stadium,6,8.113712218886846,6.333333333333333,-1.7803788855535128,-2.2535809657020947,3.3871644282432847,4.009481156234322,2.2217831050742,2.3528051478276715,0.1310220427534713
VENUE,Busch Stadium,6,7.7490020019595995,8.5,0.7509979980404006,1.8497784957569272,3.5664041040052687,4.048249416783235,2.4229732977672183,2.356569985189212,-0.06640331257800691
VENUE,Chase Field,7,8.458944382816656,6.571428571428571,-1.8875158113880846,-2.3027933607966293,2.5205023902838417,2.9416852266755744,1.6068283736563007,1.7606523055650836,0.15382393190878335
VENUE,Citi Field,2,7.649492662736219,7.0,-0.6494926627362192,-0.6494926627362192,1.9100227454183107,2.0174309423034744,1.266273600983652,1.3374746575704033,0.07120105658675135
VENUE,Citizens Bank Park,4,8.574035442396395,11.0,2.425964557603605,2.431112051486523,2.425964557603605,3.06128302892284,1.9794363035564009,1.794310596937493,-0.18512570661890776
VENUE,Comerica Park,5,7.9322158071844004,8.8,0.8677841928156006,1.170471591068642,3.0671423031023104,3.7970252097205033,2.240221049446876,2.177141115330557,-0.06307993411631921
VENUE,Daikin Park,2,7.725259173189575,16.0,8.274740826810426,8.274740826810426,8.274740826810426,8.340248356982208,6.2765859491130005,5.7588036947121175,-0.5177822544008825
VENUE,Fenway Park,4,7.853869720949073,13.5,5.646130279050927,4.417409189454585,6.027299549536305,8.021710887770253,4.831374463970353,4.537390995803857,-0.2939834681664966
VENUE,Globe Life Field,3,7.508429059198234,8.0,0.49157094080176594,-1.4681025287698368,4.688632167254693,5.349068848050143,3.212637251556375,3.2116844111413703,-0.0009528404150044301
VENUE,Great American Ball Park,2,8.101238787545688,6.5,-1.6012387875456877,-1.6012387875456877,5.205751080517183,5.446449299043056,3.5115328856673824,3.561252788971803,0.04971990330442044
VENUE,Kauffman Stadium,3,8.495736223839934,9.333333333333334,0.8375971094934004,0.19069413271703617,1.9342148541329263,2.481896167458853,1.5855986500849557,1.5306528228654794,-0.05494582721947605
VENUE,Nationals Park,6,8.388930381465283,10.833333333333334,2.444402951868051,0.8313690345048883,3.0973170225470343,4.528643664114865,2.5283382174485745,2.387466197357836,-0.14087202009073843
VENUE,Oracle Park,8,7.7463378180349185,6.375,-1.3713378180349183,-0.6678278022577588,1.8661621307515683,2.521265347004202,1.4199731443898327,1.5395459917836885,0.11957284739385589
VENUE,PNC Park,5,7.871960572440268,9.4,1.5280394275597318,2.167050916272495,3.0983027058999726,3.326824681639236,2.068852576085832,1.943495818149169,-0.12535675793666295
VENUE,Petco Park,6,7.62293205744576,8.0,0.37706794255424086,0.34208098070062487,2.331475943481806,2.8151722900006746,1.6394957519524198,1.6279679701836942,-0.011527781768725709
VENUE,Progressive Field,2,7.507765899616716,9.5,1.9922341003832837,1.9922341003832837,2.283250341373792,3.0302192712926783,1.8564288759950964,1.7060036929602092,-0.15042518303488717
VENUE,Rate Field,6,8.002812503814694,9.666666666666666,1.6638541628519736,1.1176073740562482,2.7903347173261666,4.057830219370972,2.2365951882224016,2.137995633943873,-0.09859955427852866
VENUE,Rogers Centre,6,8.116909344263428,6.166666666666667,-1.9502426775967614,-2.052150566405962,2.6480318393538975,3.1540364084936576,1.7303513562263122,1.8870460628531687,0.15669470662685697
VENUE,Sutter Health Park,5,9.840288200324803,12.6,2.759711799675197,2.27825871795584,3.579361560965834,4.204653255556449,2.571940978323908,2.394737166365976,-0.1772038119579312
VENUE,T-Mobile Park,3,7.7117822567220395,4.333333333333333,-3.378448923388707,-2.885864155224784,3.378448923388707,3.5511215607972892,1.8644193419180697,2.1497483106136666,0.28532896869559693
VENUE,Target Field,4,8.401430723002747,10.75,2.348569276997253,2.7840064460290463,3.1497195516655543,3.503421430124037,2.169402343915524,1.9965198251716674,-0.17288251874385635
VENUE,Tropicana Field,2,7.854841623620531,9.0,1.1451583763794693,1.1451583763794693,1.8820378635201669,2.2030556567448807,1.4656785431299177,1.3829301976345147,-0.082748345495403
VENUE,Truist Park,6,7.88179282075648,9.166666666666666,1.2848738459101876,3.2178496054700734,4.610504471578192,4.878063040708701,3.0725926229042577,2.9651711641160587,-0.10742145878819886
VENUE,UNIQLO Field at Dodger Stadium,6,7.720159390055039,7.333333333333333,-0.38682605672170567,-0.2643922143919002,2.243139975605008,2.4414855806860274,1.4671481477101704,1.5116457794050475,0.04449763169487719
VENUE,Wrigley Field,2,7.5382957633623615,7.5,-0.038295763362361956,-0.038295763362361956,4.557526272903292,4.557687164965941,2.845076641890103,2.8365661653293426,-0.008510476560760205
VENUE,Yankee Stadium,6,8.18873185053796,6.333333333333333,-1.8553985172046275,-3.2154733969267113,4.424910851235812,4.949700585588257,2.885778700404744,3.0135190720506664,0.12774037164592203
VENUE,loanDepot park,6,8.089205776637685,9.166666666666666,1.0774608900289802,0.4333044412265483,3.849432340793985,4.5987911568627435,2.739699147097575,2.664940223021244,-0.07475892407633111
SPECIAL_NONSTANDARD_VENUE,NOT_RETAINED_AS_GOVERNED_MODEL_INPUT,0,,,nan,,nan,,,,
