scope_type,scope,games,mean_raw_forecast,mean_actual_total,mean_run_residual,median_run_residual,mae,rmse
DATE,2025-04-18,14,8.61152222234199,9.357142857142858,0.7456206348008665,0.8908122291582687,4.337492836733774,5.998266708487398
DATE,2025-04-19,15,8.67784833431176,9.4,0.722151665688241,-1.6070691784261086,5.018654508944638,6.196856492609634
DATE,2025-04-20,16,8.86511065838684,9.0,0.13488934161316113,-0.25043101838822057,4.381099491525989,5.974857854467229
DATE,2025-04-21,8,8.679658543958475,8.875,0.19534145604152675,0.06860088275753107,1.6877614366300668,2.2392471201916098
DATE,2025-04-22,15,8.832118731112171,9.133333333333333,0.30121460222116025,-1.9843245253910329,4.118581176397997,4.938290185128738
DATE,2025-04-23,14,8.793877138068925,7.571428571428571,-1.2224485666403535,-2.451017227732094,3.143682318215131,3.3927736704815437
DATE,2025-04-24,9,8.95866065767365,7.555555555555555,-1.403105102118095,-1.6685998825642816,2.8744238732009992,3.3026871823898873
DATE,2025-04-25,13,8.884142185670573,7.3076923076923075,-1.5764498779782639,-2.854498621222559,4.147709180597104,4.755764045423322
DATE,2025-04-26,16,8.752558079154088,8.9375,0.1849419208459127,0.1828460155706919,3.4982395963963437,4.160252990903473
DATE,2025-04-27,16,8.81470114796064,8.9375,0.12279885203935959,-0.8466250216510893,3.3321896641992645,3.8696167035493274
DATE,2025-04-28,8,8.759808709313536,10.625,1.8651912906864654,1.191436074210963,5.123823982885693,6.491856535221648
DATE,2025-04-29,14,8.63065180938559,10.857142857142858,2.2264910477572677,1.9876602296497827,3.859001510301336,4.984167574792291
DATE,2025-04-30,16,8.651017970943503,8.8125,0.16148202905649534,-0.32133731270985066,3.0213108303791696,4.114149883687492
DATE,2025-05-01,11,8.590509916296362,8.0,-0.5905099162963647,-1.0380193226624748,2.26638484139008,2.7068204203139357
DATE,2025-05-02,15,8.63911020192335,7.733333333333333,-0.9057768685900168,-1.8159212805722635,3.1659309660357495,3.5902501401418223
DATE,2025-05-03,14,8.605554201876684,8.5,-0.10555420187668428,-0.6361673322357735,3.3702729057387364,4.150331658408497
DATE,2025-05-04,16,8.667141079638615,9.75,1.0828589203613852,0.5173211803614679,3.4248088337512264,4.483703078248777
DATE,2025-05-05,9,8.93117847024464,8.11111111111111,-0.8200673591335307,-0.2320014536369701,2.5074330389914485,3.1222253541859795
DATE,2025-05-06,15,8.94096196576276,9.733333333333333,0.7923713675705746,-0.767267686356103,3.7653842973787675,4.863215231188186
DATE,2025-05-07,15,8.93451624918532,8.466666666666667,-0.46784958251865316,-0.9703832865854158,2.4758168030165226,3.004396165044048
DATE,2025-05-08,9,9.347389427541522,9.88888888888889,0.5414994613473676,1.1870603774947082,2.201865773741251,2.575724294473071
