period,games,runs_per_game,home_runs_per_game,away_runs_per_game,median_total,total_variance_population,frequency_total_le_5,frequency_total_6_7,frequency_total_8_9,frequency_total_10_11,frequency_total_ge_12
HISTORICAL_2025_FROZEN_VALIDATION,2433,8.888203863542952,4.48623099054665,4.401972872996301,8.0,21.107107049274017,614,476,390,344,609
2026_SEASON_PRIOR_TO_AUG06,1720,8.973837209302326,4.505232558139535,4.46860465116279,8.0,20.76036202001082,424,319,293,236,448
AUG06_15_ALL_OFFICIAL_GAMES,134,8.664179104477611,4.417910447761194,4.246268656716418,8.0,16.999164624638006,36,23,23,19,33
AUG06_15_PROSPECTIVE_PREDICTED_GAMES,126,8.61111111111111,4.492063492063492,4.119047619047619,8.0,16.888447971781304,34,22,22,16,32
